TimeElapsed,EpLenMean,loss_kl,ev_tdlam_before,loss_vf_loss,loss_pol_surr,loss_ent,EpThisIter,EpisodesSoFar,EpRewMean,TimestepsSoFar,loss_pol_entpen
208.07834482192993,203.45,0.0165046,0.983350079507,25.0182,-0.0519598,6.06445,11,1381,515.19521122,204778,0.0
210.15732669830322,205.63,0.0156298,0.982363855466,18.0558,-0.0416847,6.02085,9,1390,517.761075471,206677,0.0
212.234365940094,205.3,0.0185481,0.991899843328,14.4045,-0.0558476,5.97234,10,1400,520.600672834,208705,0.0
214.29706811904907,206.27,0.013668,0.989972082898,15.7432,-0.0465803,5.92164,10,1410,526.074205818,210849,0.0
216.3620388507843,207.58,0.0210279,0.991109667346,15.1652,-0.0491278,5.87917,10,1420,530.618394911,212919,0.0
218.4303011894226,208.47,0.0208462,0.990647807717,15.6799,-0.0503267,5.84671,10,1430,533.781159318,215006,0.0
220.4917869567871,208.69,0.0224947,0.989675009623,16.7338,-0.04994,5.81326,10,1440,535.325981601,217036,0.0
222.57081055641174,208.68,0.0168741,0.989698627032,16.5004,-0.0497167,5.78815,9,1449,536.025466944,218980,0.0
224.63310074806213,208.3,0.0153451,0.982340602204,26.4326,-0.0468756,5.75773,10,1459,540.78344906,221097,0.0
226.71042680740356,206.86,0.0219871,0.983742075041,24.1646,-0.0463727,5.71826,10,1469,539.356523975,223220,0.0
228.77322268486023,210.6,0.0157193,0.990807069466,15.5037,-0.0562684,5.70907,9,1478,550.590996553,225274,0.0
230.83644151687622,211.1,0.0176359,0.989461271092,14.0085,-0.0532254,5.68343,9,1487,552.482109347,227148,0.0
232.90563678741455,215.23,0.0191629,0.98790653795,12.9388,-0.0523021,5.70241,8,1495,568.562700884,229189,0.0
234.98389887809753,217.21,0.0177265,0.987975090742,19.7887,-0.0558022,5.67948,9,1504,574.258961912,231299,0.0
237.06217646598816,219.92,0.0153681,0.987562102266,22.8622,-0.0522621,5.65134,9,1513,581.517282181,233465,0.0
239.12519240379333,223.67,0.0179282,0.992506220937,9.57255,-0.0603039,5.62315,7,1520,592.068463348,235286,0.0
241.20662689208984,224.58,0.023835,0.982333039865,34.7837,-0.0576515,5.57659,10,1530,596.398838728,237464,0.0
243.24959421157837,226.06,0.0196184,0.987542873248,24.778,-0.0528553,5.5515,9,1539,600.602467227,239420,0.0
245.31998753547668,227.66,0.0173166,0.99069644697,13.751,-0.0544693,5.52396,9,1548,608.66645565,241533,0.0
247.39721703529358,230.24,0.0190356,0.986181843095,21.0646,-0.0568048,5.4906,9,1557,619.024202717,243707,0.0
249.4453091621399,230.77,0.0195889,0.986842253245,19.0572,-0.0559089,5.49236,8,1565,624.224334695,245542,0.0
251.52355575561523,234.43,0.0194931,0.970423050225,40.7527,-0.0608654,5.47175,8,1573,637.341878719,247569,0.0
253.57075262069702,232.35,0.0186305,0.969234315678,42.3163,-0.059288,5.44737,11,1584,634.49023763,249784,0.0
255.64898872375488,233.81,0.0212324,0.975918922573,38.3622,-0.0580544,5.45461,8,1592,641.537797712,251814,0.0
257.70427417755127,234.13,0.0190756,0.980475645512,34.9998,-0.0610852,5.44724,8,1600,645.258329894,253792,0.0
259.765097618103,236.96,0.0161329,0.973605789244,33.6859,-0.0574359,5.46969,8,1608,653.273367675,255906,0.0
261.8449354171753,234.79,0.0168309,0.977649603039,37.6199,-0.0620426,5.44258,9,1617,648.678458434,258027,0.0
263.89810943603516,234.25,0.0175591,0.932187259197,56.4152,-0.0606496,5.41701,9,1626,646.568252739,260069,0.0
265.9847173690796,238.67,0.0216748,0.964663404971,35.7628,-0.0599529,5.3525,7,1633,660.431416701,262027,0.0
268.0334370136261,240.6,0.0194097,0.982667414472,34.5402,-0.0595522,5.36618,9,1642,668.843231616,264146,0.0
270.09318566322327,236.52,0.0199295,0.96358210966,58.8743,-0.0650748,5.35868,10,1652,656.084737263,266112,0.0
272.14037346839905,237.87,0.0192515,0.975529232994,42.1444,-0.0639435,5.32456,8,1660,658.876481847,268107,0.0
274.21872782707214,232.26,0.0185638,0.974409226328,62.0731,-0.0626905,5.31238,10,1670,640.290185035,270158,0.0
276.2813732624054,235.76,0.0181627,0.96694387123,41.1557,-0.0618101,5.27792,8,1678,654.306025117,272198,0.0
278.3435001373291,239.41,0.0195095,0.980639401823,35.641,-0.0586753,5.2899,8,1686,665.313174142,274168,0.0
280.4217245578766,237.08,0.0250303,0.975654141977,49.6472,-0.0542879,5.23097,10,1696,660.46302407,276384,0.0
282.46866607666016,236.39,0.0210323,0.97743733041,40.1908,-0.0633788,5.17414,8,1704,660.502891878,278372,0.0
284.5313472747803,234.8,0.0191166,0.963496800512,57.6701,-0.0637432,5.1849,9,1713,655.7314828,280540,0.0
286.59399151802063,236.43,0.0239712,0.98245616816,23.1805,-0.0625388,5.16636,6,1719,662.792061285,282121,0.0
288.65893054008484,241.17,0.0204613,0.977219456807,30.505,-0.0589322,5.16672,8,1727,675.718548005,284473,0.0
290.7209770679474,242.52,0.0176066,0.98379586637,25.9327,-0.0636645,5.16752,7,1734,680.090015381,286467,0.0
292.8048598766327,243.65,0.0154848,0.985538486391,27.7198,-0.0653994,5.15059,9,1743,681.01076917,288727,0.0
294.8661251068115,249.32,0.0208197,0.954689923674,37.7454,-0.0598198,5.12401,6,1749,693.053866254,290541,0.0
296.9302713871002,253.54,0.0212423,0.969867225736,35.1254,-0.0601844,5.09691,8,1757,700.650303488,292853,0.0
298.97923374176025,260.78,0.0220473,0.975335102528,34.623,-0.062952,5.09222,6,1763,722.182861713,294759,0.0
301.0314402580261,262.24,0.0244206,0.978225249797,37.1032,-0.0643378,5.10359,9,1772,724.078910899,296904,0.0
303.094037771225,261.69,0.0200287,0.977591656148,33.016,-0.0634062,5.09792,8,1780,722.426710788,298888,0.0
305.1717212200165,261.59,0.0208983,0.968059308827,48.4006,-0.0628801,5.11198,9,1789,720.619495453,300971,0.0
307.2183301448822,262.52,0.0241342,0.963118582964,57.0276,-0.0620282,5.07075,9,1798,722.389151392,303100,0.0
309.29627227783203,264.93,0.0230505,0.974587976933,36.7367,-0.0647986,5.04173,7,1805,728.20323819,305095,0.0
311.3435094356537,270.94,0.021778,0.9839350041,20.9072,-0.0598292,5.04141,6,1811,747.942885413,307126,0.0
313.41577315330505,272.06,0.0200521,0.982863383368,32.0363,-0.0648395,4.99809,7,1818,753.090095942,309072,0.0
315.45882749557495,269.68,0.0193448,0.988107436337,19.3984,-0.0655267,4.98717,8,1826,748.803541296,311129,0.0
317.52340936660767,268.23,0.0209439,0.968951584771,29.848,-0.0738319,4.97469,7,1833,745.15336779,313104,0.0
319.58602571487427,273.97,0.0217938,0.976162988693,31.9681,-0.0592261,4.95786,7,1840,764.94483122,315264,0.0
321.6486303806305,274.21,0.0245655,0.969459457323,32.3202,-0.0706041,4.95945,6,1846,766.990633772,316952,0.0
323.7260777950287,273.47,0.0212522,0.978225108236,35.1683,-0.0686964,4.92409,8,1854,773.070500157,319480,0.0
325.7730510234833,276.19,0.0206905,0.98043275252,34.408,-0.0618509,4.89712,7,1861,780.6721467,321451,0.0
327.82838344573975,273.52,0.0225039,0.973164904863,39.2924,-0.0675913,4.87478,8,1869,773.941205051,323555,0.0
329.8771860599518,275.36,0.0238888,0.977839918807,31.5147,-0.0633267,4.88191,8,1877,779.495191674,325581,0.0
331.9454791545868,273.2,0.0221979,0.979448897764,34.1319,-0.0684726,4.83429,9,1886,773.948702379,327621,0.0
334.00807762145996,277.22,0.020638,0.983354011551,27.9369,-0.0646718,4.78572,7,1893,788.798613162,329675,0.0
336.05508255958557,278.26,0.0199219,0.973920771852,42.1578,-0.0697745,4.77205,8,1901,793.008334039,331694,0.0
338.1244010925293,280.9,0.0235103,0.971905328333,39.7315,-0.0676931,4.73292,6,1907,803.33079147,333602,0.0
340.17977237701416,274.2,0.0225377,0.969106264412,39.9446,-0.0667009,4.71451,8,1915,785.010918768,335785,0.0
342.2420127391815,277.45,0.0210409,0.960712738335,39.7437,-0.0662851,4.70264,7,1922,794.203575148,337822,0.0
344.2896480560303,276.59,0.0187819,0.97448267974,45.3258,-0.0661507,4.7017,8,1930,791.753478391,339967,0.0
346.3440215587616,274.48,0.0266477,0.964612547308,41.943,-0.0527176,4.66612,7,1937,782.193149046,341896,0.0
348.4090905189514,276.62,0.0231081,0.969231005758,38.6417,-0.0705416,4.66023,6,1943,787.609084262,343915,0.0
350.4596905708313,278.84,0.0233842,0.961504619569,45.5985,-0.0678514,4.61188,6,1949,788.685415087,346001,0.0
352.53950238227844,277.78,0.0203313,0.9412612468,60.5284,-0.0632639,4.59616,7,1956,784.104901513,347871,0.0
354.60169506073,279.81,0.0241521,0.974657492712,35.9559,-0.0735303,4.60307,7,1963,788.921131602,350101,0.0
356.6801552772522,283.52,0.0245857,0.98136408627,32.7292,-0.0755869,4.56292,7,1970,801.029875483,352162,0.0
358.7337989807129,287.02,0.0232194,0.957870278507,49.7147,-0.0690165,4.56034,6,1976,807.588770132,354018,0.0
360.99006843566895,291.04,0.0208457,0.979986365885,35.6885,-0.0652971,4.56895,7,1983,820.856046963,356112,0.0
363.0708975791931,293.98,0.0239534,0.967477161437,42.6596,-0.0713056,4.56962,7,1990,827.88395192,358281,0.0
365.14064598083496,298.13,0.022521,0.96187068522,68.7244,-0.0571849,4.54234,7,1997,824.755350251,360348,0.0
367.2115001678467,298.55,0.0317684,0.934587098658,54.5026,-0.0672171,4.55558,6,2003,822.596499834,362196,0.0
369.2503037452698,294.54,0.0245483,0.944581579417,45.0197,-0.0671966,4.54373,8,2011,803.144757826,364292,0.0
371.3130683898926,297.73,0.0242333,0.942757360637,58.0124,-0.0698924,4.52605,7,2018,808.656916275,366437,0.0
373.3596782684326,298.25,0.0246751,0.978122044355,37.983,-0.0740276,4.5053,8,2026,813.947572562,368631,0.0
375.42534923553467,300.08,0.0255855,0.968902053311,42.5276,-0.0718641,4.47032,6,2032,814.590434151,370558,0.0
377.4753556251526,307.21,0.0260569,0.958344411105,59.4205,-0.0704432,4.44794,5,2037,841.570521614,372617,0.0
379.53895449638367,304.34,0.0198334,0.927153870463,54.5587,-0.0633795,4.41945,7,2044,835.379461471,374591,0.0
381.6018342971802,306.33,0.0313822,0.934113241732,104.515,-0.0701167,4.37953,5,2049,836.522295992,376634,0.0
383.64311933517456,308.29,0.0255271,0.924494504929,76.896,-0.0729627,4.37656,7,2056,839.527155665,378700,0.0
385.71825194358826,305.94,0.0264815,0.955201819539,47.8817,-0.0653922,4.33991,7,2063,833.273976699,380695,0.0
387.7584674358368,305.37,0.0232951,0.957685735077,55.2976,-0.0668717,4.31606,8,2071,834.072006329,382974,0.0
389.8274898529053,304.53,0.0305357,0.975338310003,26.8528,-0.0699475,4.29914,6,2077,838.682468959,384799,0.0
391.85902166366577,301.4,0.0260404,0.97386594303,57.3431,-0.0721125,4.25654,8,2085,831.797789354,387016,0.0
393.93692803382874,297.44,0.0222478,0.972357206047,49.7662,-0.0573829,4.25313,8,2093,820.920725871,389064,0.0
396.0002021789551,296.47,0.0200714,0.982327090576,32.0733,-0.0716553,4.21139,7,2100,829.020201318,390978,0.0
398.06614780426025,296.64,0.0251583,0.957877736539,43.8952,-0.072872,4.18562,7,2107,828.826654099,392947,0.0
400.14093351364136,303.66,0.0228085,0.968154542148,39.0245,-0.0710127,4.18702,6,2113,852.714267208,395242,0.0
402.19022011756897,303.71,0.0280499,0.965725187212,47.8169,-0.0710906,4.14304,6,2119,857.31176372,397108,0.0
404.25716400146484,305.73,0.0221726,0.977789122611,31.2452,-0.0690922,4.1202,7,2126,863.883578074,399204,0.0
406.28960633277893,308.41,0.02657,0.950990237296,41.1008,-0.058725,4.07069,6,2132,878.422492244,401399,0.0
408.34333205223083,302.35,0.0234128,0.972347354516,42.5019,-0.0715987,4.04581,7,2139,865.14445806,403317,0.0
410.39136004447937,299.28,0.028362,0.980131976306,22.0826,-0.0721625,4.04386,6,2145,860.205066827,405343,0.0
412.4695873260498,293.07,0.0245667,0.955754142255,71.5124,-0.070508,4.03004,9,2154,852.509935745,407478,0.0
414.5314300060272,293.02,0.0254609,0.969957677647,37.7134,-0.0694538,3.95833,6,2160,856.637690454,409239,0.0
416.59426045417786,298.71,0.0308239,0.962809782475,56.1983,-0.073983,3.95912,7,2167,879.434489898,411619,0.0
