ev_tdlam_before,loss_pol_surr,TimeElapsed,loss_ent,loss_vf_loss,EpThisIter,EpRewMean,EpisodesSoFar,TimestepsSoFar,loss_pol_entpen,loss_kl,EpLenMean
0.953027907759,-0.0518988,324.800532579422,4.92023,224.586,5,1461.44651982,1729,317177,0.0,0.0226656,408.22
0.96220973134,-0.0534797,326.91398882865906,4.89746,121.314,3,1515.29572547,1732,319272,0.0,0.0247188,421.19
0.881376408041,-0.0272084,328.9764277935028,4.89524,621.821,3,1574.2292082,1735,321424,0.0,0.0350423,434.55
0.959530804306,-0.0462006,331.08816385269165,4.85252,92.5242,3,1618.35913055,1738,323291,0.0,0.0276695,444.07
0.813261449337,-0.0224204,333.1471610069275,4.8376,583.432,2,1665.64490092,1740,325219,0.0,0.0403918,455.47
0.860057130456,-0.0318868,335.24102807044983,4.85148,677.989,3,1716.54037367,1743,327330,0.0,0.0231006,467.76
0.807175129652,-0.0303862,337.32094407081604,4.84287,560.467,2,1747.67301106,1745,328758,0.0,0.0259542,474.83
0.869326114655,-0.0290572,339.40578269958496,4.83327,625.173,3,1809.61589975,1748,331160,0.0,0.0312269,489.15
0.97629680112,-0.0463416,341.4846832752228,4.8263,93.4149,4,1861.58389796,1752,333707,0.0,0.0300141,500.62
0.976182730868,-0.0435622,343.5520324707031,4.83729,88.9138,3,1904.99997007,1755,335599,0.0,0.0269872,509.87
0.979730516672,-0.0512688,345.6317734718323,4.86621,80.5828,3,1942.93506581,1758,337692,0.0,0.022537,517.92
0.978843085468,-0.044911,347.7116241455078,4.86343,50.5248,3,1976.5561703,1761,339674,0.0,0.0298578,525.45
0.978866150603,-0.0446092,349.79741168022156,4.88211,50.6397,2,2001.19081512,1763,341153,0.0,0.0274774,531.5
0.819895714521,-0.0344152,351.8774561882019,4.86184,756.159,3,2065.89445481,1766,343582,0.0,0.0198649,546.16
0.873682498932,-0.0352846,353.9763262271881,4.84292,607.344,3,2093.3013507,1769,345237,0.0,0.0287282,552.51
0.349588632584,-0.0249589,356.0470314025879,4.83492,1308.82,2,2151.85496016,1771,347237,0.0,0.0230335,566.64
0.462172806263,-0.0294147,358.13130021095276,4.82384,987.935,2,2195.20836232,1773,349237,0.0,0.0436924,577.17
0.669408679008,-0.0306367,360.2111563682556,4.83495,949.299,3,2246.63561394,1776,351601,0.0,0.0330199,589.21
0.342434883118,-0.0281328,362.288405418396,4.832,1154.01,2,2283.94559865,1778,353601,0.0,0.0360272,598.47
0.872765779495,-0.0419385,364.3749887943268,4.79192,631.774,4,2310.07411738,1782,355887,0.0,0.0249124,604.78
0.76740410924,-0.0337568,366.45322465896606,4.77249,639.695,2,2344.25482429,1784,357818,0.0,0.0379762,613.17
0.828974321485,-0.0346022,368.54707980155945,4.7597,644.142,3,2388.48401743,1787,360325,0.0,0.0179121,623.72
0.532133698463,-0.0353197,370.60930585861206,4.74658,1127.41,2,2445.8791781,1789,362325,0.0,0.0275397,636.42
0.85823777318,-0.039514,372.70313262939453,4.73804,562.633,3,2461.93677664,1792,364137,0.0,0.0254492,640.71
0.833519399166,-0.0360695,374.7679228782654,4.73109,766.51,3,2479.47604924,1795,366078,0.0,0.0266245,645.6
0.784520611167,-0.0366099,376.86746311187744,4.74602,162.198,2,2525.52383418,1797,368078,0.0,0.0241558,656.36
0.321676552296,-0.0308966,378.94538164138794,4.71671,1119.54,2,2567.87532121,1799,370078,0.0,0.0340177,666.43
