EpLenMean,loss_kl,loss_vf_loss,loss_pol_entpen,EpThisIter,EpRewMean,TimestepsSoFar,loss_pol_surr,loss_ent,ev_tdlam_before,TimeElapsed,EpisodesSoFar
887.39,0.00714078,67.2237,0.0,2,887.39,472925,-0.00553441,1.20366,-0.0125161409378,370.4839782714844,1262
887.39,0.00736726,67.4472,0.0,2,887.39,474925,-0.00306018,1.19649,-0.00842463970184,372.08568048477173,1264
887.39,0.00364257,67.464,0.0,2,887.39,476925,-0.00625149,1.19105,0.0011470913887,373.68768429756165,1266
887.39,0.00502047,67.827,0.0,2,887.39,478925,-0.00653787,1.19222,-0.00216782093048,375.2811074256897,1268
887.39,0.00573572,67.8904,0.0,2,887.39,480925,-0.00602515,1.18888,-0.00386214256287,376.89012265205383,1270
887.39,0.00524298,68.0131,0.0,2,887.39,482925,-0.00683886,1.21161,-0.000976204872131,378.48487067222595,1272
887.39,0.00678511,68.1192,0.0,2,887.39,484925,-0.00753072,1.21744,-0.00101172924042,380.0790967941284,1274
887.39,0.00441415,65.2078,0.0,2,887.39,486925,-0.0050736,1.21872,0.0029154419899,381.6871590614319,1276
887.39,0.00847405,68.1868,0.0,2,887.39,488925,-0.00793216,1.22803,-0.0133938789368,383.26591897010803,1278
890.04,0.00510781,68.456,0.0,2,890.04,490925,-0.00706434,1.22396,-0.0109856128693,384.8754982948303,1280
890.04,0.006194,68.2086,0.0,2,890.04,492925,-0.00928031,1.23316,8.54134559631e-05,386.47054076194763,1282
890.04,0.00725243,63.4504,0.0,2,890.04,494925,-0.010512,1.21486,0.0087559223175,388.06278109550476,1284
890.04,0.00535551,62.7763,0.0,2,890.04,496925,-0.00967619,1.21377,0.0177664756775,389.65640902519226,1286
892.28,0.00701456,68.8445,0.0,2,892.28,498925,-0.00860333,1.22242,-0.0153745412827,391.26649022102356,1288
900.83,0.0075886,68.5101,0.0,2,900.83,500925,-0.00687647,1.2319,-0.00743246078491,392.8535499572754,1290
907.34,0.00670263,68.4844,0.0,2,907.34,502925,-0.00552249,1.2406,0.00873637199402,394.45697045326233,1292
907.34,0.00790453,67.6393,0.0,2,907.34,504925,-0.0081111,1.24745,0.0105426907539,396.0622043609619,1294
907.34,0.010332,68.3869,0.0,2,907.34,506925,-0.00662264,1.25175,-0.019349694252,397.6558051109314,1296
921.75,0.0064424,94.356,0.0,3,921.75,509925,-0.00946763,1.26453,-0.0283216238022,399.2651698589325,1299
921.75,0.00475122,67.8964,0.0,2,921.75,511925,-0.00762557,1.24999,-0.0222029685974,400.859037399292,1301
921.75,0.00739105,67.7539,0.0,2,921.75,513925,-0.00740896,1.24362,-0.000218987464905,402.45380902290344,1303
921.75,0.00739355,67.603,0.0,2,921.75,515925,-0.00678112,1.25101,-0.00569415092468,404.04746675491333,1305
913.92,0.00664694,80.8881,0.0,3,913.92,518142,-0.00945073,1.26122,-0.0228978395462,405.65661573410034,1308
910.64,0.00999705,36.1826,0.0,2,910.64,519314,-0.0167047,1.26416,0.146894872189,407.2341639995575,1310
913.28,0.00749059,97.4609,0.0,3,913.28,521513,-0.00696999,1.28158,0.0246506929398,408.8589880466461,1313
917.29,0.00828804,67.8576,0.0,2,917.29,523513,-0.00819326,1.2675,-0.0166952610016,410.4527635574341,1315
926.26,0.00649002,67.8289,0.0,2,926.26,525513,-0.00619094,1.26179,0.00228989124298,412.0463478565216,1317
932.1,0.00791628,66.6218,0.0,2,932.1,527513,-0.00907918,1.25756,0.00751572847366,413.6408829689026,1319
932.1,0.00473709,68.2983,0.0,2,932.1,529513,-0.00542433,1.27129,-0.0487378835678,415.2505450248718,1321
932.1,0.00600634,62.053,0.0,2,932.1,531513,-0.00839416,1.27446,0.00243198871613,416.8439989089966,1323
935.06,0.0054322,90.9304,0.0,3,935.06,534513,-0.00761846,1.28945,-0.00646722316742,418.4533407688141,1326
935.06,0.0123331,66.2245,0.0,2,935.06,536513,-0.00909017,1.30157,-0.00592374801636,420.0468990802765,1328
935.06,0.0102653,64.8794,0.0,2,935.06,538513,-0.00819246,1.30305,-0.0166046619415,421.6559431552887,1330
937.63,0.00347711,65.6002,0.0,2,937.63,539949,-0.00626343,1.28787,0.00569248199463,423.28123688697815,1332
937.63,0.0095462,67.6319,0.0,2,937.63,541949,-0.00981276,1.29363,0.00183987617493,424.89048075675964,1334
937.63,0.00562744,68.2067,0.0,2,937.63,543949,-0.00722241,1.28812,-0.0336663722992,426.48557686805725,1336
937.63,0.00759009,64.7747,0.0,2,937.63,545949,-0.00805167,1.2832,0.0025914311409,428.0866620540619,1338
937.63,0.0068284,68.5943,0.0,2,937.63,547949,-0.00581195,1.29624,-0.02781021595,429.68726086616516,1340
937.63,0.0109352,68.6666,0.0,2,937.63,549949,-0.00845609,1.30436,-0.00207412242889,431.28239035606384,1342
937.63,0.00883682,98.5711,0.0,3,937.63,552949,-0.00919967,1.30252,-0.0109615325928,432.8905074596405,1345
945.99,0.00510575,38.0689,0.0,2,945.99,554164,-0.0111905,1.29352,0.0726996660233,434.48422503471375,1347
941.83,0.00417076,81.8738,0.0,3,941.83,556363,-0.01007,1.2965,0.0558462142944,436.0943305492401,1350
941.83,0.00552035,67.8598,0.0,2,941.83,558363,-0.0073155,1.28776,-0.00213050842285,437.68774938583374,1352
954.38,0.00642462,59.1956,0.0,2,954.38,560363,-0.0101995,1.26087,0.0065598487854,439.32790994644165,1354
949.13,0.00473208,84.0975,0.0,3,949.13,562838,-0.00855019,1.2635,0.156353652477,440.9232954978943,1357
949.13,0.00676413,63.5227,0.0,2,949.13,564838,-0.00951989,1.24025,0.0276080369949,442.53264331817627,1359
949.13,0.0107364,63.8696,0.0,2,949.13,566838,-0.0093031,1.24349,0.118684232235,444.126127243042,1361
949.13,0.00519512,64.4491,0.0,2,949.13,568838,-0.00812746,1.23493,-0.0384577512741,445.7338402271271,1363
949.13,0.00395634,67.929,0.0,2,949.13,570838,-0.00615423,1.23871,0.0258322954178,447.3293385505676,1365
949.13,0.00640234,69.7932,0.0,2,949.13,572838,-0.00547623,1.24152,-0.0254471302032,448.9227318763733,1367
949.13,0.00716392,57.81,0.0,2,949.13,574838,-0.00884773,1.24673,0.065222799778,450.53114128112793,1369
949.13,0.00621289,67.2644,0.0,2,949.13,576838,-0.00564499,1.26171,0.0402448773384,452.12492656707764,1371
949.13,0.0049409,68.8232,0.0,2,949.13,578838,-0.00728115,1.28569,-0.0152794122696,453.7189738750458,1373
949.13,0.0105129,68.7371,0.0,2,949.13,580838,-0.00791536,1.29061,0.00840187072754,455.3126540184021,1375
949.13,0.0101752,67.5551,0.0,2,949.13,582838,-0.00789742,1.30476,0.0113140940666,456.9219968318939,1377
949.13,0.00459325,69.6759,0.0,2,949.13,584838,-0.00630403,1.30995,0.00782829523087,458.5156948566437,1379
949.13,0.00803974,69.4194,0.0,2,949.13,586838,-0.00953359,1.31254,-0.0173662900925,460.1105213165283,1381
949.13,0.0102172,69.4112,0.0,2,949.13,588838,-0.00753159,1.33533,-0.00437378883362,461.7198567390442,1383
949.13,0.00807749,95.9075,0.0,3,949.13,591838,-0.00616239,1.35196,0.00949424505234,463.31134581565857,1386
949.13,0.00515171,68.92,0.0,2,949.13,593838,-0.00509677,1.35678,-0.0125366449356,464.9216639995575,1388
949.13,0.00677661,67.8423,0.0,2,949.13,595838,-0.00919862,1.36638,-0.0184698104858,466.50734186172485,1390
943.95,0.0107294,50.2405,0.0,2,943.95,597320,-0.0108623,1.34925,0.0497883558273,468.10910201072693,1392
943.95,0.00952711,68.5882,0.0,2,943.95,599320,-0.00841998,1.34747,-0.047460436821,469.7033257484436,1394
943.95,0.00448648,68.4496,0.0,2,943.95,601320,-0.00663344,1.33581,-0.0205711126328,471.3124556541443,1396
943.95,0.00794392,60.5947,0.0,2,943.95,603320,-0.00907117,1.33758,0.0170181393623,472.9063503742218,1398
943.95,0.00987822,68.3307,0.0,2,943.95,605320,-0.00910829,1.32977,-0.0793673992157,474.5158259868622,1400
943.95,0.0055029,68.161,0.0,2,943.95,607320,-0.00936564,1.32312,-0.0159635543823,476.11062145233154,1402
943.95,0.00767116,52.8301,0.0,2,943.95,609320,-0.00710575,1.32464,0.0739943385124,477.7183599472046,1404
951.78,0.00999781,92.6444,0.0,3,951.78,612320,-0.00829693,1.32049,0.00301283597946,479.3128995895386,1407
957.3,0.00886946,65.4636,0.0,2,957.3,614320,-0.0100808,1.30185,0.0390183329582,480.93827986717224,1409
960.06,0.00823669,68.8409,0.0,2,960.06,616320,-0.00482857,1.2921,-0.0211175680161,482.53635334968567,1411
968.07,0.00386858,66.96,0.0,2,968.07,618320,-0.0074666,1.2886,-0.00358080863953,484.12507939338684,1413
968.07,0.00421777,68.998,0.0,2,968.07,620320,-0.00733872,1.30334,-0.0142576694489,485.7344403266907,1415
968.07,0.00509212,67.5807,0.0,2,968.07,622320,-0.00629658,1.30174,0.00727069377899,487.32787346839905,1417
968.07,0.00458424,56.2288,0.0,2,968.07,624320,-0.010179,1.31165,0.0363149046898,488.92321395874023,1419
968.07,0.00930883,67.3222,0.0,2,968.07,626320,-0.00932326,1.3038,0.0584023594856,490.546364068985,1421
968.07,0.0056065,70.3015,0.0,2,968.07,628320,-0.00622999,1.30645,-0.0113636255264,492.15674901008606,1423
968.07,0.00888068,61.7799,0.0,2,968.07,630320,-0.00979559,1.28876,0.0891329646111,493.7495629787445,1425
968.07,0.0118284,70.4518,0.0,2,968.07,632320,-0.00792698,1.29512,-0.0297850370407,495.3588020801544,1427
968.07,0.0100983,70.106,0.0,2,968.07,634320,-0.00878619,1.3022,-0.0037636756897,496.9525876045227,1429
968.07,0.00942749,68.7314,0.0,2,968.07,636320,-0.00528705,1.30666,6.79492950439e-06,498.56201910972595,1431
973.71,0.00487093,69.6274,0.0,2,973.71,638320,-0.00633987,1.30731,-0.00485074520111,500.15570425987244,1433
973.71,0.00397783,69.4143,0.0,2,973.71,640320,-0.00290558,1.32161,-0.00433528423309,501.7963316440582,1435
973.71,0.00484591,69.1537,0.0,2,973.71,642320,-0.00705146,1.31209,-0.00155520439148,503.3953227996826,1437
973.71,0.00953325,68.6115,0.0,2,973.71,644320,-0.00852082,1.32776,0.000151216983795,504.98515367507935,1439
973.71,0.00354736,68.2943,0.0,2,973.71,646320,-0.00399108,1.33377,0.00590640306473,506.59350538253784,1441
973.71,0.00467094,66.7399,0.0,2,973.71,648320,-0.00503802,1.34673,0.0221382379532,508.18726420402527,1443
973.71,0.00663952,69.1327,0.0,2,973.71,650320,-0.00649605,1.33917,-0.0132774114609,509.7969443798065,1445
981.56,0.0103915,67.5494,0.0,2,981.56,652320,-0.00821681,1.32881,0.00849103927612,511.3905644416809,1447
989.57,0.00508076,89.0033,0.0,3,989.57,655320,-0.0053311,1.33345,0.013772547245,512.9844884872437,1450
989.57,0.00492736,67.0039,0.0,2,989.57,657320,-0.005879,1.34296,0.0268398523331,514.5939674377441,1452
989.57,0.00610474,68.7766,0.0,2,989.57,659320,-0.00679988,1.33299,-0.0234117507935,516.2232632637024,1454
993.66,0.00569136,53.8497,0.0,2,993.66,661204,-0.0090661,1.33504,0.00920259952545,517.8130600452423,1456
993.66,0.00801766,67.9946,0.0,2,993.66,663204,-0.00962405,1.32921,-0.0184595584869,519.4214131832123,1458
993.66,0.0147539,68.8634,0.0,2,993.66,665204,-0.00747724,1.33557,-0.0221407413483,521.0160524845123,1460
993.66,0.00717221,68.6558,0.0,2,993.66,667204,-0.0068439,1.34497,-0.0310105085373,522.6097726821899,1462
993.66,0.00564482,68.4642,0.0,2,993.66,669204,-0.00646527,1.36267,-0.00192010402679,524.2029752731323,1464
993.66,0.00535261,68.6958,0.0,2,993.66,671204,-0.0071259,1.36828,-0.000402450561523,525.812287569046,1466
993.66,0.013384,68.6209,0.0,2,993.66,673204,-0.00622224,1.37392,0.000697016716003,527.405752658844,1468
993.66,0.00392113,68.4978,0.0,2,993.66,675204,-0.00540626,1.3791,-0.0061856508255,529.0160140991211,1470
985.04,0.00431644,95.9049,0.0,3,985.04,677342,-0.00932966,1.37918,0.00177919864655,530.609893321991,1473
985.04,0.0082006,57.7891,0.0,2,985.04,679342,-0.00930558,1.38126,-0.0264449119568,532.2041630744934,1475
980.43,0.0153319,95.3701,0.0,3,980.43,681881,-0.00797457,1.3665,0.038772046566,533.8121647834778,1478
980.43,0.00793075,56.0286,0.0,2,980.43,683881,-0.00938646,1.38562,0.151744365692,535.3935890197754,1480
980.43,0.0131896,68.8169,0.0,2,980.43,685881,-0.00747127,1.38213,-0.0118789672852,536.9997341632843,1482
980.43,0.0072802,67.9311,0.0,2,980.43,687881,-0.00813441,1.3986,-0.0128996372223,538.5940728187561,1484
980.43,0.0105835,68.8646,0.0,2,980.43,689881,-0.0059446,1.41673,-0.0036928653717,540.1831829547882,1486
980.43,0.00351352,68.8405,0.0,2,980.43,691881,-0.00805421,1.40093,-0.0016713142395,541.7809352874756,1488
980.43,0.00716839,68.8281,0.0,2,980.43,693881,-0.00477033,1.42406,-0.000808835029602,543.3744988441467,1490
985.61,0.00513762,68.1199,0.0,2,985.61,695881,-0.00657282,1.41899,-0.000922203063965,545.0157444477081,1492
985.61,0.00270781,68.6803,0.0,2,985.61,697881,-0.00573684,1.41184,-0.00273156166077,546.609112739563,1494
985.61,0.00591227,68.6713,0.0,2,985.61,699881,-0.00588297,1.42669,-0.000687599182129,548.204113483429,1496
985.61,0.00340128,68.5382,0.0,2,985.61,701881,-0.00651257,1.41716,-0.00168013572693,549.804202079773,1498
985.61,0.00711963,68.5362,0.0,2,985.61,703881,-0.00662923,1.43142,-0.00321769714355,551.4175934791565,1500
985.61,0.0054716,64.2589,0.0,2,985.61,705881,-0.00721286,1.44175,0.00284647941589,553.0153112411499,1502
982.24,0.00688091,88.9912,0.0,3,982.24,708544,-0.0108407,1.43753,0.0873913168907,554.6106271743774,1505
982.24,0.00565494,63.6005,0.0,2,982.24,710544,-0.00696382,1.43387,0.0249426960945,556.2197985649109,1507
982.24,0.00648708,67.8455,0.0,2,982.24,712544,-0.00988177,1.41395,-0.0348681211472,557.813355922699,1509
976.04,0.00439964,48.6402,0.0,2,976.04,713924,-0.0113799,1.40868,0.12350165844,559.4058892726898,1511
976.04,0.00535486,67.0801,0.0,2,976.04,715924,-0.00929123,1.40157,-0.0186498165131,561.000331401825,1513
976.04,0.00478087,63.5952,0.0,2,976.04,717924,-0.00973765,1.38846,0.0488393902779,562.5937538146973,1515
976.04,0.00727202,67.8024,0.0,2,976.04,719924,-0.00917712,1.3945,-0.0012571811676,564.2188248634338,1517
976.04,0.0116161,99.2953,0.0,3,976.04,722924,-0.00859382,1.38499,0.0246545672417,565.8438839912415,1520
976.04,0.00582698,68.4321,0.0,2,976.04,724924,-0.00492108,1.39915,-0.0091872215271,567.4374656677246,1522
976.04,0.00748159,68.3855,0.0,2,976.04,726924,-0.00772106,1.39737,-0.00483977794647,569.0311543941498,1524
976.04,0.00644299,66.1329,0.0,2,976.04,728924,-0.00673839,1.39132,-0.0104273557663,570.6400852203369,1526
976.04,0.00702638,66.0239,0.0,2,976.04,730924,-0.0082662,1.39247,0.0432487726212,572.2302050590515,1528
976.04,0.00947328,68.5495,0.0,2,976.04,732924,-0.009502,1.39312,-0.00160717964172,573.8277821540833,1530
976.04,0.00584386,68.4181,0.0,2,976.04,734924,-0.00827536,1.40358,-0.00449562072754,575.4289183616638,1532
976.04,0.0109455,68.1883,0.0,2,976.04,736924,-0.0088198,1.37724,-0.00906383991241,577.0274958610535,1534
976.04,0.00618894,47.2236,0.0,2,976.04,738924,-0.0114194,1.38961,0.0771137475967,578.62628865242,1536
976.04,0.013464,69.6285,0.0,2,976.04,740924,-0.0101253,1.40115,-0.00173318386078,580.233912229538,1538
976.04,0.00192767,69.4478,0.0,2,976.04,742924,-0.00464021,1.38578,-0.00136148929596,581.8294968605042,1540
976.04,0.00872295,69.8295,0.0,2,976.04,744924,-0.00969562,1.37365,-0.033797621727,583.4376134872437,1542
976.04,0.0064115,68.9812,0.0,2,976.04,746924,-0.00869864,1.37236,0.000208914279938,585.0310966968536,1544
971.71,0.00670091,70.9885,0.0,3,971.71,749491,-0.0113232,1.36779,0.152828156948,586.6248886585236,1547
971.71,0.00989797,67.9529,0.0,2,971.71,751491,-0.0107257,1.35678,-0.00314593315125,588.2348046302795,1549
971.71,0.00625761,68.3611,0.0,2,971.71,753491,-0.00491156,1.35815,-0.00782895088196,589.8275830745697,1551
971.71,0.0152696,68.2971,0.0,2,971.71,755491,-0.0061091,1.37576,-0.00163686275482,591.4223308563232,1553
971.71,0.00587414,68.4401,0.0,2,971.71,757491,-0.00536342,1.36091,-0.00153338909149,593.0313959121704,1555
972.87,0.0081887,68.457,0.0,2,972.87,759491,-0.0079457,1.37293,-0.000374674797058,594.6251192092896,1557
972.87,0.00481788,62.7673,0.0,2,972.87,761491,-0.0054293,1.37401,0.00232803821564,596.219212770462,1559
972.87,0.00408499,69.5853,0.0,2,972.87,763491,-0.00576975,1.4037,-0.015619635582,597.8283500671387,1561
972.87,0.00580625,67.357,0.0,2,972.87,765491,-0.00777293,1.43153,-0.00292074680328,599.4218599796295,1563
972.87,0.00753637,64.5453,0.0,2,972.87,767491,-0.00961986,1.43424,-0.0408160686493,601.0164177417755,1565
972.87,0.0070162,65.218,0.0,2,972.87,769491,-0.0077739,1.44569,0.0106697678566,602.6092128753662,1567
972.87,0.00671281,54.7371,0.0,2,972.87,771491,-0.0116105,1.43156,0.0102400779724,604.2186269760132,1569
972.87,0.0102551,65.0118,0.0,2,972.87,773491,-0.00953442,1.44388,0.168663084507,605.8122298717499,1571
981.49,0.00739288,70.4761,0.0,2,981.49,775491,-0.0131347,1.42409,-0.0111298561096,607.4214932918549,1573
981.49,0.00925351,67.8877,0.0,2,981.49,777491,-0.00686531,1.43608,-0.0337858200073,609.0159733295441,1575
981.49,0.00898653,65.4921,0.0,2,981.49,779491,-0.0122671,1.4421,0.00769430398941,610.6173839569092,1577
986.1,0.00782155,66.2922,0.0,2,986.1,781491,-0.00701372,1.45308,-0.0154738426208,612.2194039821625,1579
978.02,0.0051755,95.3596,0.0,3,978.02,783683,-0.00878718,1.46064,0.0290169715881,613.8124990463257,1582
970.75,0.00728822,97.9339,0.0,3,970.75,785956,-0.0117236,1.47265,-0.029686331749,615.4061946868896,1585
970.75,0.00558028,66.0125,0.0,2,970.75,787956,-0.00913787,1.49169,-0.0628973245621,617.0020263195038,1587
970.75,0.00376134,64.6816,0.0,2,970.75,789956,-0.00747863,1.49371,0.00364202260971,618.6093788146973,1589
970.75,0.0104113,61.0344,0.0,2,970.75,791956,-0.0132402,1.50332,-0.0178308486938,620.2034447193146,1591
967.61,0.0096744,56.0024,0.0,2,967.61,793642,-0.0100371,1.48077,0.0382875204086,621.7972276210785,1593
966.01,0.00622309,84.0773,0.0,3,966.01,796482,-0.0112195,1.48032,0.0814842581749,623.406233549118,1596
956.31,0.00529638,90.6847,0.0,3,956.31,798512,-0.00828072,1.47828,0.065400660038,624.9998450279236,1599
956.31,0.0063332,65.8381,0.0,2,956.31,800512,-0.0104559,1.47227,-0.170793533325,626.5935952663422,1601
956.31,0.0119356,64.7597,0.0,2,956.31,802512,-0.00798215,1.46731,0.0295992493629,628.1886653900146,1603
959.68,0.0109843,67.4125,0.0,2,959.68,804512,-0.0118383,1.48713,-0.0507832765579,629.7813746929169,1605
959.68,0.00294489,67.6938,0.0,2,959.68,806512,-0.00743668,1.50149,-0.00538468360901,631.3758895397186,1607
958.52,0.00506726,62.0291,0.0,2,958.52,808396,-0.00860745,1.50579,0.0236894488335,632.968343257904,1609
964.72,0.00624154,67.6588,0.0,2,964.72,810396,-0.0105551,1.50677,-0.0618891716003,634.5589649677277,1611
964.72,0.00614716,65.1307,0.0,2,964.72,812396,-0.00916788,1.53018,0.00388503074646,636.1730268001556,1613
940.48,0.00517579,140.901,0.0,5,940.48,814972,-0.0148117,1.50947,0.0150190591812,637.7658886909485,1618
940.48,0.00667494,66.7627,0.0,2,940.48,816972,-0.0101782,1.48932,-0.0532315969467,639.3753798007965,1620
940.48,0.00543749,58.3641,0.0,2,940.48,818972,-0.0100074,1.49052,-0.013620018959,641.0002272129059,1622
940.48,0.00617585,63.7956,0.0,2,940.48,820972,-0.00958995,1.47999,-0.0173041820526,642.6105904579163,1624
940.48,0.00770553,67.2877,0.0,2,940.48,822972,-0.0117925,1.4687,0.00171238183975,644.206574678421,1626
939.17,0.0101407,55.938,0.0,2,939.17,824841,-0.0156344,1.47333,0.111306071281,645.8127346038818,1628
932.33,0.00319626,91.6021,0.0,3,932.33,827157,-0.0107659,1.46879,0.105081319809,647.4071519374847,1631
932.33,0.00426578,62.7391,0.0,2,932.33,829157,-0.00782768,1.472,0.0490425825119,648.9996349811554,1633
932.33,0.00853559,65.9599,0.0,2,932.33,831157,-0.0102564,1.45954,0.0209688544273,650.6090617179871,1635
932.33,0.00636971,67.2759,0.0,2,932.33,833157,-0.0084138,1.46747,-0.000664114952087,652.203451871872,1637
932.33,0.00699498,54.3779,0.0,2,932.33,835157,-0.0126465,1.46451,0.143021762371,653.7969048023224,1639
932.33,0.00593056,55.0264,0.0,2,932.33,837157,-0.00932853,1.47687,0.114802062511,655.3910727500916,1641
932.33,0.00825435,69.168,0.0,2,932.33,839157,-0.00898083,1.48532,-0.0107600688934,657.0001797676086,1643
932.33,0.00630668,52.0253,0.0,2,932.33,841157,-0.0102203,1.50449,0.319285511971,658.5939183235168,1645
931.71,0.0041678,87.1584,0.0,3,931.71,843662,-0.0103035,1.49111,0.177659213543,660.2031464576721,1648
931.71,0.00367739,68.4314,0.0,2,931.71,845662,-0.00682814,1.48346,-0.0221061706543,661.7967481613159,1650
931.71,0.00760356,68.0974,0.0,2,931.71,847662,-0.00772862,1.48118,-0.00841236114502,663.4065494537354,1652
931.71,0.0113225,68.0949,0.0,2,931.71,849662,-0.0089692,1.48551,-0.0033506155014,665.000040769577,1654
931.71,0.00442671,67.9219,0.0,2,931.71,851662,-0.00821213,1.48893,0.00126159191132,666.6093981266022,1656
931.71,0.00747246,68.2238,0.0,2,931.71,853662,-0.00993337,1.48237,0.0004523396492,668.203150510788,1658
931.71,0.00723612,68.2687,0.0,2,931.71,855662,-0.0082894,1.508,-0.00218558311462,669.7972235679626,1660
931.71,0.00587521,68.0659,0.0,2,931.71,857662,-0.00689514,1.53097,-0.0100518465042,671.4059493541718,1662
930.23,0.00990331,52.1342,0.0,2,930.23,859514,-0.0145095,1.51955,0.0580473542213,673.000120639801,1664
930.23,0.00514441,67.7562,0.0,2,930.23,861514,-0.00749967,1.5203,-0.0231816768646,674.6090869903564,1666
930.23,0.011728,69.3654,0.0,2,930.23,863514,-0.0112275,1.50166,-0.0135698318481,676.2037906646729,1668
930.23,0.0104729,68.4164,0.0,2,930.23,865514,-0.0109115,1.48596,-0.0408736467361,677.8277070522308,1670
930.23,0.00719287,67.8623,0.0,2,930.23,867514,-0.00999633,1.46589,-0.00901520252228,679.4217822551727,1672
930.23,0.006099,67.9872,0.0,2,930.23,869514,-0.00990621,1.4671,-0.00273180007935,681.0316481590271,1674
930.23,0.00610441,67.0097,0.0,2,930.23,871514,-0.00699287,1.48568,0.00139480829239,682.625385761261,1676
930.23,0.00712072,67.9329,0.0,2,930.23,873514,-0.0104874,1.5051,-0.014079451561,684.2182598114014,1678
925.89,0.00712387,85.0854,0.0,3,925.89,876080,-0.0109034,1.49302,0.0129365324974,685.8293256759644,1681
933.97,0.0060783,68.1365,0.0,2,933.97,878080,-0.00927805,1.48129,-0.02976334095,687.4225060939789,1683
941.24,0.00634845,67.5695,0.0,2,941.24,880080,-0.00776132,1.48841,0.0079243183136,689.0158710479736,1685
941.24,0.00922714,61.6683,0.0,2,941.24,882080,-0.00958348,1.52215,0.0065153837204,690.6106967926025,1687
941.24,0.00579356,66.7475,0.0,2,941.24,884080,-0.0106772,1.52054,0.0378407239914,692.2212243080139,1689
941.24,0.00713077,65.1866,0.0,2,941.24,886080,-0.0118762,1.54406,0.0510809421539,693.812118768692,1691
944.28,0.00584493,61.8378,0.0,2,944.28,888070,-0.00971558,1.56023,-0.0332394838333,695.4219357967377,1693
943.83,0.00316319,82.9249,0.0,3,943.83,890865,-0.00863362,1.5411,0.21385216713,697.0169241428375,1696
943.83,0.0150491,68.488,0.0,2,943.83,892865,-0.0151403,1.54231,-0.0986529588699,698.6244616508484,1698
953.53,0.00661376,67.1987,0.0,2,953.53,894865,-0.0077794,1.55367,-0.0117849111557,700.2188131809235,1700
953.53,0.0103602,65.05,0.0,2,953.53,896865,-0.0135284,1.5702,-0.00061571598053,701.8288972377777,1702
953.53,0.0106484,65.6166,0.0,2,953.53,898865,-0.0103358,1.56562,0.00176697969437,703.4224634170532,1704
953.53,0.0063148,64.7356,0.0,2,953.53,900865,-0.00974229,1.55298,0.0282381176949,705.0161182880402,1706
953.53,0.00904913,66.8432,0.0,2,953.53,902865,-0.0107655,1.56332,0.00235962867737,706.6245925426483,1708
948.02,0.00948124,100.11,0.0,3,948.02,905198,-0.0108604,1.56987,-0.016469836235,708.219083070755,1711
948.02,0.00567076,64.4315,0.0,2,948.02,907198,-0.00906294,1.58917,0.0386292934418,709.8292918205261,1713
953.93,0.00405742,65.7122,0.0,2,953.93,909198,-0.0100789,1.57389,0.00803881883621,711.4219138622284,1715
962.84,0.00936584,67.1595,0.0,2,962.84,911198,-0.0135063,1.54848,0.00488871335983,713.0310349464417,1717
963.0,0.00667857,96.8026,0.0,3,963.0,913272,-0.00984898,1.55489,-0.00227439403534,714.6247520446777,1720
963.0,0.00691961,66.1462,0.0,2,963.0,915272,-0.00751857,1.57447,-0.000726699829102,716.2192568778992,1722
963.0,0.00578665,67.1371,0.0,2,963.0,917272,-0.00782345,1.58641,0.00538164377213,717.8285157680511,1724
955.96,0.00944179,92.835,0.0,3,955.96,919437,-0.0140891,1.5732,0.0326072573662,719.4231085777283,1727
955.96,0.00784354,62.2941,0.0,2,955.96,921437,-0.012794,1.57247,0.0154344439507,721.0313057899475,1729
962.8,0.0074137,68.1253,0.0,2,962.8,923437,-0.00902153,1.57342,-0.038871884346,722.6250228881836,1731
962.8,0.00653117,68.1136,0.0,2,962.8,925437,-0.0100697,1.58185,-0.0114098787308,724.2186362743378,1733
962.8,0.0112561,67.7595,0.0,2,962.8,927437,-0.0123504,1.61489,-0.0140987634659,725.8121483325958,1735
962.8,0.00810842,68.0065,0.0,2,962.8,929437,-0.00939045,1.60897,-0.00169658660889,727.4213607311249,1737
962.8,0.0080567,68.1213,0.0,2,962.8,931437,-0.00891818,1.6127,-0.000237464904785,729.0161690711975,1739
953.93,0.00848684,97.984,0.0,3,953.93,933550,-0.0122664,1.60702,0.0051481127739,730.6250233650208,1742
953.93,0.0078918,67.3333,0.0,2,953.93,935550,-0.00786823,1.619,-0.00376951694489,732.2259783744812,1744
953.93,0.009088,67.5193,0.0,2,953.93,937550,-0.00801297,1.64295,-0.00479567050934,733.8594250679016,1746
958.88,0.00588421,50.8101,0.0,2,958.88,939550,-0.00956598,1.64697,0.00274640321732,735.4382691383362,1748
950.42,0.00843813,92.0278,0.0,3,950.42,941704,-0.011261,1.62682,0.0704463720322,737.0473079681396,1751
950.42,0.00593415,68.9674,0.0,2,950.42,943704,-0.00742185,1.65268,-0.0230412483215,738.6410756111145,1753
950.42,0.00660992,68.3392,0.0,2,950.42,945704,-0.00946312,1.64535,-0.0387341976166,740.2345957756042,1755
950.42,0.00789652,67.9877,0.0,2,950.42,947704,-0.0109694,1.64092,-0.0145435333252,741.8442604541779,1757
950.42,0.00634196,68.0187,0.0,2,950.42,949704,-0.00979312,1.63543,-0.000746846199036,743.4439795017242,1759
