EpThisIter,loss_ent,TimeElapsed,EpRewMean,TimestepsSoFar,loss_kl,ev_tdlam_before,EpLenMean,loss_vf_loss,EpisodesSoFar,loss_pol_entpen,loss_pol_surr
28,22.9247,88.22096371650696,34.6943021327,53247,0.0470491,0.90995336324,69.57,0.479026,1233,0.0,-0.140084
29,22.9366,91.6584541797638,35.216757538,55258,0.0493677,0.937570046633,70.55,0.453589,1262,0.0,-0.145313
31,22.8897,95.08119463920593,35.2949405049,57320,0.0511192,0.936327539384,70.33,0.372613,1293,0.0,-0.139099
28,22.815,98.5492296218872,34.9281409214,59358,0.0525281,0.930544450879,69.49,0.313274,1321,0.0,-0.142875
28,22.8248,101.99020862579346,35.2104448221,61391,0.0469879,0.928878434002,70.51,0.322657,1349,0.0,-0.138286
28,22.8041,105.43960690498352,35.263320232,63422,0.0556579,0.934409841895,71.08,0.612773,1377,0.0,-0.139169
29,22.7691,108.89308285713196,35.8357681025,65517,0.0516721,0.942658159882,72.14,0.451753,1406,0.0,-0.14032
28,22.7317,112.36227679252625,35.9585357978,67575,0.0559859,0.926768422127,72.78,0.375991,1434,0.0,-0.142691
27,22.6604,115.8231852054596,36.5815920965,69603,0.0479255,0.946410488337,73.35,0.438555,1461,0.0,-0.14477
24,22.583,119.27727246284485,38.0864464666,71629,0.0601531,0.933943197131,76.17,0.333313,1485,0.0,-0.144044
26,22.53,122.75353193283081,38.4151240557,73639,0.0574299,0.948935013264,77.16,0.373998,1511,0.0,-0.141249
27,22.5147,126.19014310836792,39.2164735601,75761,0.052566,0.944729842246,78.79,0.375088,1538,0.0,-0.143078
25,22.5048,129.71293449401855,39.2918341795,77754,0.0545501,0.945750355721,79.43,0.354962,1563,0.0,-0.14327
28,22.4856,133.15928411483765,38.3274254767,79847,0.0515014,0.955741979182,77.24,0.394525,1591,0.0,-0.138633
24,22.4872,136.62732577323914,39.3542899059,81850,0.0548779,0.953855313361,78.99,0.264829,1615,0.0,-0.139528
25,22.4682,140.0819284915924,40.0582522341,83925,0.0560652,0.960730776191,80.04,0.216432,1640,0.0,-0.144833
24,22.427,143.53365421295166,40.4273688101,85904,0.0573353,0.949613392353,80.75,0.2386,1664,0.0,-0.138422
25,22.4144,147.03364181518555,41.3604283976,87978,0.0567188,0.953256547451,82.99,0.217679,1689,0.0,-0.145331
24,22.3652,150.51813960075378,41.7742561482,90089,0.0646628,0.944985687733,83.87,0.351129,1713,0.0,-0.139347
25,22.2822,154.0031294822693,41.6439978675,92127,0.0550774,0.948768161237,83.84,0.289005,1738,0.0,-0.145661
25,22.2887,157.4559452533722,41.3853234954,94172,0.0596825,0.920885302126,83.64,0.209256,1763,0.0,-0.135125
24,22.2564,160.941011428833,41.8281835314,96244,0.0599886,0.944095704705,84.47,0.349869,1787,0.0,-0.148767
24,22.2585,164.40930199623108,40.9696258552,98238,0.0608488,0.953052412719,82.95,0.284695,1811,0.0,-0.138884
24,22.2499,167.877295255661,41.8842854973,100306,0.0635847,0.939975593239,84.47,0.330694,1835,0.0,-0.147148
26,22.2598,171.3368263244629,41.8189997681,102393,0.0611421,0.949037175626,84.02,0.297691,1861,0.0,-0.142585
24,22.2682,174.79899191856384,41.5498373005,104442,0.0635666,0.947204172611,83.78,0.327717,1885,0.0,-0.144672
24,22.2232,178.2677321434021,41.7278170161,106495,0.0610756,0.938263356686,84.35,0.270204,1909,0.0,-0.138896
22,22.1642,181.75320982933044,42.0755387476,108497,0.0645253,0.943431586027,85.33,0.257073,1931,0.0,-0.146219
23,22.1024,185.252681016922,42.9744941858,110578,0.0638314,0.939760364592,87.16,0.263033,1954,0.0,-0.138381
23,22.0681,188.75237321853638,44.4536485381,112626,0.0665471,0.949092812836,89.26,0.292542,1977,0.0,-0.144692
25,22.0388,192.20548582077026,44.4455843037,114652,0.0630532,0.941027332097,88.48,0.365931,2002,0.0,-0.13923
24,22.0515,195.68913388252258,42.6886907315,116597,0.0676207,0.941703755409,84.58,0.325312,2026,0.0,-0.145827
24,22.0331,199.1734983921051,42.7697714596,118749,0.0716495,0.943830739707,85.25,0.315961,2050,0.0,-0.144888
23,21.985,202.65786242485046,42.3281409601,120777,0.0648787,0.951201956719,84.79,0.313165,2073,0.0,-0.14145
25,21.9844,206.11097764968872,42.4101731743,122855,0.0628915,0.954485878348,85.23,0.31768,2098,0.0,-0.14295
23,21.9431,209.58191752433777,43.3682660021,124908,0.0664491,0.950577188283,87.13,0.334967,2121,0.0,-0.146681
25,21.9119,213.06188917160034,42.8383662694,126957,0.0651082,0.962511509657,85.4,0.281778,2146,0.0,-0.141135
23,21.9067,216.54984068870544,43.156396214,129003,0.0728555,0.952924132347,85.99,0.300567,2169,0.0,-0.140603
23,21.8605,220.01920700073242,43.5737272674,131042,0.0751781,0.942476190627,86.75,0.329666,2192,0.0,-0.146515
23,21.8117,223.4870491027832,43.5995523485,133072,0.0677086,0.942977856845,87.1,0.268369,2215,0.0,-0.143551
23,21.7828,226.95543432235718,43.4884091054,135067,0.0666147,0.952494036406,87.59,0.222337,2238,0.0,-0.142239
25,21.7797,230.41608929634094,43.2553879755,137207,0.0669944,0.940631393343,87.58,0.319069,2263,0.0,-0.135941
21,21.7571,233.8775486946106,43.9268212906,139209,0.0695726,0.943235386163,88.98,0.214955,2284,0.0,-0.147946
23,21.7165,237.34588599205017,43.9228896458,141301,0.0710233,0.924796774983,89.75,0.321184,2307,0.0,-0.148064
24,21.7103,240.79900193214417,43.9401423247,143360,0.0724743,0.952132944018,89.48,0.288344,2331,0.0,-0.14533
22,21.6716,244.28597044944763,44.0822335777,145373,0.0755621,0.937644816935,89.67,0.383698,2353,0.0,-0.148015
22,21.5891,247.75268459320068,44.5430398752,147419,0.0836563,0.942435894161,90.32,0.341521,2375,0.0,-0.147967
23,21.5802,251.22205662727356,44.687429506,149499,0.0725099,0.94733998552,90.61,0.328606,2398,0.0,-0.141818
20,21.4909,254.674152135849,45.7145034442,151469,0.0798105,0.946830216795,92.27,0.315426,2418,0.0,-0.151497
22,21.4548,258.1344904899597,46.798185801,153593,0.0786699,0.939200136811,94.08,0.275184,2440,0.0,-0.14565
22,21.4115,261.6129882335663,46.997414533,155648,0.0702108,0.958988822997,94.54,0.321908,2462,0.0,-0.147164
24,21.3957,265.0647473335266,46.0291068226,157656,0.0772479,0.958861872554,92.21,0.278702,2486,0.0,-0.145864
23,21.3532,268.53348541259766,45.7698169046,159730,0.0690803,0.951331254095,91.99,0.319762,2509,0.0,-0.142912
23,21.3165,271.9866018295288,44.4951330949,161760,0.0785024,0.946073547006,89.61,0.294824,2532,0.0,-0.150494
24,21.2916,275.4553413391113,43.4460851149,163791,0.0718333,0.941089753062,87.54,0.574214,2556,0.0,-0.140626
22,21.2914,278.90845465660095,43.7369533008,165819,0.079148,0.944260366261,88.01,0.352137,2578,0.0,-0.146899
21,21.2853,282.39338850975037,45.0526592156,167916,0.0875176,0.929256334901,90.44,0.302353,2599,0.0,-0.148504
24,21.265,285.84592294692993,45.0956543533,169975,0.0719036,0.952120848,90.14,0.261563,2623,0.0,-0.146603
23,21.2374,289.31466460227966,45.4645330746,172028,0.0774517,0.95681540668,90.37,0.280196,2646,0.0,-0.149492
22,21.2046,292.80175280570984,46.3831647968,174013,0.0765773,0.943341501057,92.37,0.314936,2668,0.0,-0.140208
23,21.1445,296.2838327884674,44.5278008675,176112,0.0826625,0.956956658512,88.91,0.239172,2691,0.0,-0.142944
23,21.114,299.752304315567,44.6337017993,178155,0.0816374,0.953472986817,89.47,0.308182,2714,0.0,-0.146969
23,21.0709,303.20541882514954,43.9385377077,180191,0.075626,0.952119458467,88.79,0.317564,2737,0.0,-0.141927
21,21.0555,306.67415833473206,44.9137810542,182257,0.0819571,0.950139150023,90.8,0.30091,2758,0.0,-0.150427
22,20.998,310.1741478443146,44.920242456,184248,0.08204,0.953066337854,90.84,0.234725,2780,0.0,-0.147044
22,20.9472,313.6741383075714,45.939418799,186341,0.0788994,0.954923599958,92.57,0.270772,2802,0.0,-0.147414
22,20.892,317.14046335220337,46.2263941518,188333,0.0746563,0.958835668862,93.16,0.247463,2824,0.0,-0.144914
21,20.8302,320.59618377685547,46.2954023144,190387,0.0840059,0.939133405685,93.66,0.272267,2845,0.0,-0.15012
22,20.7977,324.0491349697113,46.1175169632,192431,0.0771802,0.954485461116,93.46,0.259731,2867,0.0,-0.145559
21,20.7681,327.48662304878235,46.7884815752,194488,0.0916368,0.948652449995,94.54,0.280767,2888,0.0,-0.15223
23,20.7041,330.98661375045776,46.2216895071,196597,0.0793938,0.961619175971,93.52,0.265464,2911,0.0,-0.147603
22,20.6756,334.47097849845886,46.3579977749,198542,0.0769567,0.956359099597,93.49,0.346551,2933,0.0,-0.144108
22,20.664,337.90846705436707,46.6007833619,200649,0.0891505,0.937412053347,93.2,0.256593,2955,0.0,-0.138262
21,20.6058,341.37093710899353,47.0698511172,202736,0.091658,0.954150393605,94.2,0.2728,2976,0.0,-0.148252
22,20.5845,344.87836956977844,46.5358058741,204744,0.0873106,0.962757207453,93.21,0.286876,2998,0.0,-0.147584
22,20.553,348.3617742061615,47.0820364084,206814,0.07561,0.953167133033,93.92,0.203973,3020,0.0,-0.139092
23,20.4954,351.8255228996277,46.7049073164,208889,0.083323,0.965770378709,93.35,0.220909,3043,0.0,-0.147697
22,20.4594,355.2997941970825,45.9287908308,210877,0.0792251,0.959709599614,92.07,0.28901,3065,0.0,-0.148499
20,20.4074,358.7679877281189,46.5201356836,212899,0.0772272,0.94342039898,92.86,0.351123,3085,0.0,-0.144744
22,20.3635,362.2367272377014,47.0534830425,214975,0.0888928,0.962377477437,94.49,0.2625,3107,0.0,-0.144512
22,20.3295,365.7210919857025,46.6014292125,217029,0.0872995,0.959274668247,93.88,0.248452,3129,0.0,-0.145148
21,20.3003,369.2210807800293,46.8554590606,219012,0.0941703,0.95787826553,94.98,0.238889,3150,0.0,-0.140958
22,20.2901,372.6898226737976,47.5246015285,221159,0.0917164,0.967488490045,95.55,0.222184,3172,0.0,-0.148092
21,20.2414,376.1430878639221,47.2735459987,223189,0.0854179,0.962755840272,94.78,0.285027,3193,0.0,-0.150853
21,20.2617,379.65075397491455,47.8270705645,225251,0.0883105,0.954281106591,95.8,0.32169,3214,0.0,-0.147658
21,20.2633,383.1120331287384,48.0316041948,227279,0.0872622,0.969663234428,95.72,0.252117,3235,0.0,-0.149672
19,20.222,386.596310377121,49.7843539719,229325,0.0961359,0.947275750339,99.5,0.25775,3254,0.0,-0.147388
22,20.2023,390.066214799881,48.8393239871,231330,0.0876574,0.945595424622,97.76,0.414139,3276,0.0,-0.139093
23,20.1993,393.56640911102295,47.8782758511,233436,0.0893359,0.95472560823,95.96,0.29466,3299,0.0,-0.149872
20,20.1901,397.0494267940521,48.4364860662,235483,0.0918361,0.953061778098,97.77,0.359371,3319,0.0,-0.149191
21,20.1573,400.5491704940796,47.9528277372,237500,0.0894262,0.959656447172,96.59,0.3076,3340,0.0,-0.150052
21,20.1183,404.01790952682495,47.9459926366,239595,0.0913607,0.948625147343,96.49,0.3197,3361,0.0,-0.144263
22,20.1531,407.5022761821747,47.6746814813,241611,0.0882223,0.95496411249,95.79,0.281383,3383,0.0,-0.147179
21,20.1136,410.9731922149658,48.4556645308,243657,0.0898807,0.966405022889,97.24,0.237425,3404,0.0,-0.148699
21,20.0889,414.4710910320282,48.3255529201,245712,0.0926863,0.965889200568,96.78,0.276351,3425,0.0,-0.139366
23,20.0165,417.9242057800293,47.5783138496,247752,0.0934211,0.965884208679,95.29,0.343231,3448,0.0,-0.146321
20,20.0108,421.4398193359375,48.1988602065,249826,0.0988192,0.958052687347,96.78,0.178679,3468,0.0,-0.141268
21,20.0068,424.95568084716797,47.8172690158,251780,0.101362,0.961489886045,95.6,0.156416,3489,0.0,-0.140988
22,19.9543,428.4399883747101,47.9136902284,253933,0.0932046,0.965607143939,95.99,0.22058,3511,0.0,-0.140377
20,19.8693,431.9257881641388,48.6375376816,255965,0.09455,0.95532925427,97.41,0.281106,3531,0.0,-0.146768
22,19.7843,435.4397494792938,48.0757418028,257949,0.0848778,0.959500968456,97.07,0.276549,3553,0.0,-0.140722
20,19.7654,438.9575810432434,48.2463243616,259998,0.102415,0.968581236899,97.28,0.235229,3573,0.0,-0.150232
20,19.7606,442.45666432380676,48.5989603324,262046,0.0987921,0.95496289432,97.87,0.229437,3593,0.0,-0.135473
22,19.6898,445.9398467540741,48.5152135414,264082,0.113466,0.967139795423,97.55,0.210127,3615,0.0,-0.144503
22,19.6939,449.45545983314514,48.4419264044,266189,0.100953,0.961470596492,97.54,0.289833,3637,0.0,-0.143307
20,19.6782,452.93977212905884,49.4390446669,268262,0.107811,0.956198565662,98.25,0.211186,3657,0.0,-0.145808
20,19.6393,456.42413663864136,49.1538649657,270206,0.0994216,0.95951128751,97.69,0.254966,3677,0.0,-0.14649
22,19.631,459.9091501235962,48.905671924,272360,0.0935476,0.959650471807,97.11,0.313914,3699,0.0,-0.145447
21,19.6049,463.39352655410767,48.906311434,274413,0.109255,0.965082261711,97.33,0.281601,3720,0.0,-0.149109
22,19.5593,466.9158866405487,48.4439595329,276395,0.103016,0.961664378643,96.38,0.234558,3742,0.0,-0.147994
20,19.562,470.42419266700745,48.8673481208,278471,0.0971681,0.953918408602,97.52,0.302035,3762,0.0,-0.144685
20,19.5486,473.89302134513855,48.7827204718,280520,0.109389,0.962200608104,97.78,0.286447,3782,0.0,-0.148229
21,19.4981,477.4143946170807,49.2853256696,282611,0.115151,0.962396927178,98.87,0.225946,3803,0.0,-0.14509
21,19.4945,480.9084212779999,49.1117254563,284584,0.0968297,0.963170226663,98.13,0.241583,3824,0.0,-0.147416
24,19.4741,484.37715888023376,47.8661480113,286695,0.0965903,0.955346878618,96.13,0.324409,3848,0.0,-0.146143
23,19.4362,487.89277386665344,46.2309296472,288705,0.108868,0.961028687656,92.54,0.311106,3871,0.0,-0.151235
21,19.4212,491.37713956832886,45.9845453309,290726,0.104884,0.958756495267,91.75,0.25067,3892,0.0,-0.146375
22,19.4004,494.8771286010742,46.0362938557,292838,0.106503,0.953893065453,91.47,0.24157,3914,0.0,-0.138389
20,19.3524,498.37004947662354,46.620745415,294844,0.114408,0.945643488318,93.02,0.250285,3934,0.0,-0.140525
21,19.3591,501.8777298927307,48.0321410863,296916,0.115398,0.951325729489,95.98,0.323666,3955,0.0,-0.152744
21,19.3064,505.3775532245636,48.7764780165,298921,0.115054,0.945869941264,97.47,0.288563,3976,0.0,-0.146979
24,19.2561,508.84641289711,47.43700177,301025,0.105412,0.966973856091,95.07,0.298689,4000,0.0,-0.147112
20,19.2423,512.3231148719788,47.8387635414,303046,0.12085,0.944865845144,96.37,0.293417,4020,0.0,-0.14506
19,19.1713,515.8220918178558,48.9012566614,305105,0.122665,0.947050176561,98.07,0.272205,4039,0.0,-0.153701
20,19.1348,519.3255681991577,49.3529003394,307154,0.113796,0.953333888203,98.73,0.279504,4059,0.0,-0.150004
22,19.093,522.8146517276764,49.4305213939,309242,0.101213,0.961062390357,98.84,0.291391,4081,0.0,-0.144612
22,19.016,526.3305222988129,49.8982903921,311291,0.122708,0.967426486313,99.74,0.248425,4103,0.0,-0.150378
21,19.0023,529.8316054344177,49.3677353367,313311,0.117766,0.958066008985,97.87,0.286846,4124,0.0,-0.146659
18,18.9581,533.3304710388184,49.8093081142,315286,0.113346,0.946122493595,98.8,0.226028,4142,0.0,-0.146416
22,18.8986,536.8148860931396,49.3500720234,317409,0.109936,0.963312160224,98.46,0.263114,4164,0.0,-0.151832
20,18.8482,540.3148770332336,49.6905271235,319472,0.119461,0.966633539647,99.3,0.245749,4184,0.0,-0.146443
19,18.8551,543.7992413043976,51.2329266848,321495,0.116652,0.951795425266,102.04,0.231106,4203,0.0,-0.142258
21,18.8465,547.3148546218872,51.3068424743,323559,0.109583,0.964276719838,102.48,0.221312,4224,0.0,-0.14404
19,18.8281,550.8148438930511,50.864356512,325592,0.11453,0.959494199604,101.88,0.233344,4243,0.0,-0.14469
20,18.7502,554.3304595947266,51.8305455932,327673,0.106091,0.962161973119,103.71,0.228628,4263,0.0,-0.142711
20,18.7067,557.8304493427277,52.0471791452,329718,0.127009,0.946907110512,103.42,0.279021,4283,0.0,-0.146362
19,18.7042,561.3616874217987,51.4030381952,331667,0.118951,0.961166962981,102.7,0.235196,4302,0.0,-0.144148
20,18.6234,564.8469281196594,52.1916345362,333807,0.11103,0.954510714859,104.23,0.344756,4322,0.0,-0.143238
18,18.5668,568.3650872707367,53.0815183996,335816,0.129863,0.956909772009,105.64,0.461354,4340,0.0,-0.145819
19,18.4998,571.8617813587189,53.0743418485,337859,0.126027,0.957056634128,105.88,0.295935,4359,0.0,-0.152598
21,18.4927,575.3461456298828,53.0148809627,339942,0.117085,0.95551963523,104.82,0.397202,4380,0.0,-0.14462
18,18.4666,578.8617601394653,54.3837091151,341975,0.128884,0.956107389182,107.06,0.24648,4398,0.0,-0.143669
22,18.4348,582.3773758411407,53.3713495075,344022,0.111882,0.953613530844,104.27,0.412634,4420,0.0,-0.14677
20,18.417,585.8846566677094,52.2611464181,346055,0.128887,0.960259575397,102.39,0.299346,4440,0.0,-0.144974
20,18.4442,589.4097235202789,51.9300215889,348098,0.119633,0.948204696178,101.58,0.321084,4460,0.0,-0.145594
18,18.3572,592.9096446037292,52.6583264209,350113,0.145147,0.95535441488,103.46,0.253467,4478,0.0,-0.150031
21,18.338,596.4159717559814,51.5592897831,352240,0.12065,0.957527179271,101.71,0.318835,4499,0.0,-0.143159
19,18.2796,599.956800699234,52.7423895138,354292,0.141796,0.943180091679,104.23,0.345426,4518,0.0,-0.15123
19,18.211,603.5038948059082,53.308279656,356289,0.152145,0.962257623672,105.52,0.263263,4537,0.0,-0.148304
20,18.2276,607.002557516098,52.8185261269,358303,0.116322,0.952340152115,104.22,0.226561,4557,0.0,-0.144539
21,18.1666,610.5178244113922,52.4083210978,360440,0.131464,0.964845214039,103.27,0.22078,4578,0.0,-0.151889
20,18.1288,614.017813205719,52.4065151044,362459,0.133493,0.963298596442,103.17,0.281927,4598,0.0,-0.145629
20,18.0592,617.5490546226501,51.5984161156,364506,0.11198,0.947710044682,102.14,0.298023,4618,0.0,-0.138526
21,18.055,621.0490431785583,50.7439771365,366569,0.135648,0.960048373789,100.06,0.217242,4639,0.0,-0.149143
18,18.0767,624.5796275138855,51.9793623505,368587,0.140152,0.943423803896,102.84,0.294085,4657,0.0,-0.145343
19,18.066,628.1115078926086,52.5630703677,370669,0.123206,0.939279690385,104.12,0.257789,4676,0.0,-0.145149
18,18.0122,631.6114962100983,53.5540475122,372630,0.13299,0.956331960857,105.85,0.26565,4694,0.0,-0.148168
19,17.9808,635.1114866733551,54.4004262584,374698,0.133693,0.949514232576,106.99,0.362937,4713,0.0,-0.144896
19,17.8848,638.5958514213562,55.2722773103,376753,0.134139,0.954506937414,108.46,0.337873,4732,0.0,-0.148864
21,17.8549,642.0961050987244,54.9613862002,378864,0.134012,0.955546930432,107.88,0.41306,4753,0.0,-0.149884
18,17.8232,645.6200420856476,54.4288647392,380842,0.134748,0.943731155246,106.77,0.338192,4771,0.0,-0.151413
22,17.7791,649.1440250873566,53.420212812,382959,0.1342,0.958802644163,104.79,0.372534,4793,0.0,-0.150845
18,17.7712,652.6585423946381,53.5153761392,384959,0.123393,0.952226959169,105.19,0.302521,4811,0.0,-0.147223
18,17.7565,656.1671168804169,53.7644897562,387034,0.150151,0.959225397557,105.98,0.265046,4829,0.0,-0.150673
18,17.7342,659.6781883239746,55.0167933545,389077,0.141533,0.949957504869,108.38,0.276529,4847,0.0,-0.148094
20,17.7065,663.2053868770599,54.2957898826,391166,0.128977,0.963285706937,107.61,0.279448,4867,0.0,-0.14631
20,17.6894,666.6897511482239,54.1098519153,393181,0.125518,0.959042664617,107.22,0.316387,4887,0.0,-0.153095
19,17.6777,670.1897406578064,54.1064058145,395147,0.140947,0.955862730742,107.28,0.21621,4906,0.0,-0.142438
20,17.6445,673.7209811210632,52.9410456139,397259,0.131362,0.962351825088,105.47,0.283306,4926,0.0,-0.149388
20,17.6029,677.2212932109833,52.0298108234,399360,0.139027,0.968768857419,103.72,0.310451,4946,0.0,-0.149882
18,17.5648,680.7377707958221,52.5856924032,401330,0.134173,0.942509695888,104.6,0.338752,4964,0.0,-0.141331
21,17.5173,684.2565770149231,52.2541391051,403376,0.130188,0.970218416303,104.29,0.221095,4985,0.0,-0.149052
20,17.4981,687.8005750179291,51.8225298936,405456,0.156201,0.961693983525,103.93,0.225682,5005,0.0,-0.144629
18,17.4728,691.3232057094574,52.7880719714,407490,0.169404,0.964805070311,105.74,0.22116,5023,0.0,-0.150107
19,17.4802,694.8472375869751,52.4650563378,409502,0.125793,0.956819064915,105.48,0.269321,5042,0.0,-0.149164
20,17.4465,698.3473477363586,52.0843515089,411596,0.141809,0.958422262222,104.57,0.291489,5062,0.0,-0.144562
19,17.4457,701.861653804779,52.7544913275,413627,0.13185,0.954201448709,106.06,0.266053,5081,0.0,-0.151368
20,17.4369,705.392893075943,52.7005664579,415636,0.124002,0.95592546463,105.94,0.330498,5101,0.0,-0.146621
21,17.3948,708.9085083007812,51.7008557284,417740,0.132541,0.954928647727,103.33,0.30012,5122,0.0,-0.14096
21,17.3402,712.4350361824036,51.221282856,419822,0.132933,0.958007197827,102.19,0.30224,5143,0.0,-0.142116
20,17.3122,715.9490902423859,50.1747985327,421760,0.149458,0.965889651328,99.83,0.328792,5163,0.0,-0.148167
20,17.2718,719.4402272701263,50.8356777785,423881,0.166031,0.957991570234,100.69,0.268003,5183,0.0,-0.145969
18,17.241,722.979339838028,52.0540423999,425977,0.138698,0.958957847208,103.41,0.221356,5201,0.0,-0.144513
19,17.2199,726.4867086410522,52.3645624404,427926,0.130126,0.960691776127,103.94,0.213165,5220,0.0,-0.144049
19,17.1582,730.0025854110718,53.1243720569,430012,0.140292,0.955652926117,106.09,0.261113,5239,0.0,-0.144654
20,17.1697,733.5179786682129,53.8755861985,432105,0.133783,0.967130903155,107.66,0.279252,5259,0.0,-0.146615
19,17.1875,737.049218416214,53.6447092635,434108,0.129877,0.969230987132,107.21,0.257991,5278,0.0,-0.145626
17,17.1563,740.5648326873779,54.3308453191,436155,0.152218,0.95749739185,107.9,0.256309,5295,0.0,-0.147957
20,17.116,744.1116979122162,54.1257122042,438222,0.118181,0.96829366684,108.01,0.327147,5315,0.0,-0.144745
19,17.0759,747.6045470237732,54.340659052,440301,0.135602,0.951054152101,107.85,0.330596,5334,0.0,-0.144701
19,17.0046,751.0857954025269,55.2152984444,442351,0.134238,0.959461200982,109.15,0.356896,5353,0.0,-0.143281
19,16.9616,754.5804855823517,54.5884114547,444317,0.143529,0.961260221899,107.77,0.339974,5372,0.0,-0.146497
19,16.9302,758.0804750919342,54.160585174,446344,0.13262,0.945590905845,106.88,0.388309,5391,0.0,-0.144297
19,16.9125,761.5804634094238,54.5258220478,448436,0.187841,0.956690125167,106.82,0.301765,5410,0.0,-0.146006
20,16.9244,765.1117041110992,54.30294279,450554,0.131892,0.950137548149,106.72,0.359247,5430,0.0,-0.14297
19,16.9085,768.6743195056915,54.0769055388,452594,0.139155,0.956920389086,107.04,0.388839,5449,0.0,-0.144553
18,16.8605,772.2843985557556,55.2117649845,454632,0.172379,0.950306568295,109.01,0.259522,5467,0.0,-0.147917
18,16.8245,775.8460431098938,55.4786448861,456693,0.173292,0.962295942008,109.72,0.316472,5485,0.0,-0.15689
18,16.7726,779.3752188682556,55.3935343158,458630,0.243633,0.963705360889,109.64,0.26996,5503,0.0,-0.139942
19,16.7149,782.90846991539,54.6821214306,460732,0.221774,0.968361467123,109.08,0.260401,5522,0.0,-0.144809
18,16.6759,786.4398958683014,55.3597106621,462774,0.117019,0.965665470809,110.47,0.212749,5540,0.0,-0.147216
17,16.6782,790.0484099388123,56.5546791461,464810,0.144916,0.966189794242,112.76,0.266173,5557,0.0,-0.152928
20,16.6563,793.6185429096222,55.4719101544,466928,0.11493,0.960664380342,111.62,0.32514,5577,0.0,-0.144074
17,16.624,797.1438007354736,55.7755458771,468860,0.129326,0.961720712483,112.23,0.306164,5594,0.0,-0.148429
17,16.5653,800.7053046226501,56.3939149001,470953,0.136368,0.968327008188,113.98,0.250873,5611,0.0,-0.149002
20,16.5589,804.2209942340851,56.1861058692,473036,0.137235,0.966912385076,112.93,0.282227,5631,0.0,-0.14002
17,16.5478,807.7366151809692,56.6557719727,475074,0.127065,0.971514262259,114.21,0.227649,5648,0.0,-0.143493
18,16.4929,811.2678542137146,55.7132162966,477063,0.127095,0.946886077523,112.59,0.269601,5666,0.0,-0.141575
