loss_kl,EpThisIter,EpLenMean,loss_pol_surr,loss_ent,loss_vf_loss,loss_pol_entpen,ev_tdlam_before,EpRewMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar
0.0115761,2,1000.0,-0.013072,1.71047,0.0187131,0.0,0.992853317875,33.6309551322,110000,93.3092360496521,110
0.00662914,2,1000.0,-0.0171334,1.68356,0.00640306,0.0,0.997499804478,34.0849152487,112000,95.05997586250305,112
0.00336818,2,1000.0,-0.0137292,1.6636,0.00949418,0.0,0.996760670329,34.475517067,114000,96.77880001068115,114
0.00777981,2,1000.0,-0.0168196,1.6637,0.0286258,0.0,0.992183157243,34.760853672,116000,98.5124843120575,116
0.0131183,2,1000.0,-0.0182435,1.6478,0.0153805,0.0,0.996297898702,34.9835537852,118000,100.26258325576782,118
0.00432751,2,1000.0,-0.01465,1.63796,0.0125376,0.0,0.997810399393,35.23356218,120000,102.01222562789917,120
0.00607421,2,1000.0,-0.0149162,1.605,0.00400557,0.0,0.999275911076,35.4873937843,122000,103.73068237304688,122
0.00711977,2,1000.0,-0.012641,1.56993,0.0241763,0.0,0.996232054895,35.777097282,124000,105.46578216552734,124
0.00951821,2,1000.0,-0.0148577,1.55499,0.00714953,0.0,0.998292539734,36.0128850237,126000,107.18644976615906,126
0.00830888,3,1000.0,-0.0200395,1.52398,0.00945828,0.0,0.998169839615,36.279973627,129000,108.91867566108704,129
0.0089213,2,1000.0,-0.0159833,1.49203,0.0145018,0.0,0.995677904226,36.4144251421,131000,110.63678908348083,131
0.0124041,2,1000.0,-0.0165797,1.44787,0.00567025,0.0,0.998181976727,36.6908427952,133000,112.37156009674072,133
0.0055036,2,1000.0,-0.0215285,1.44404,0.00742739,0.0,0.996914313175,36.887286561,135000,114.09692192077637,135
0.00953099,2,1000.0,-0.00800908,1.44362,0.0233253,0.0,0.993573940359,37.0471683287,137000,115.82508492469788,137
0.00884617,2,1000.0,-0.0137204,1.42507,0.00807714,0.0,0.998305729008,37.125815017,139000,117.55919194221497,139
0.010177,2,1000.0,-0.0164127,1.43774,0.0206275,0.0,0.994256078731,37.2662158748,141000,119.29337430000305,141
0.0229184,2,1000.0,-0.0112973,1.42692,0.0171017,0.0,0.996223317925,37.4801698063,143000,121.02754402160645,143
0.00832656,2,1000.0,-0.0178413,1.4179,0.0216993,0.0,0.995068650693,37.6775815531,145000,122.74622249603271,145
0.00773163,2,1000.0,-0.0191491,1.37856,0.0107927,0.0,0.998042362975,37.8558325305,147000,124.48241305351257,147
0.00562521,2,1000.0,-0.0113,1.359,0.00427013,0.0,0.99930317828,38.0324860155,149000,126.21697282791138,149
0.00617628,2,1000.0,-0.0171093,1.35767,0.00749327,0.0,0.999178644444,38.1805721098,151000,127.96623206138611,151
0.00935949,2,1000.0,-0.0181245,1.3674,0.00555536,0.0,0.994213846978,38.3565788449,153000,129.6991834640503,153
0.00752687,2,1000.0,-0.0182406,1.33437,0.00671342,0.0,0.99902167113,38.5391244928,155000,131.4342761039734,155
0.0140937,2,1000.0,-0.0181418,1.35288,0.00578734,0.0,0.999264373677,38.7217370684,157000,133.16938662528992,157
0.0106073,2,1000.0,-0.0179604,1.34595,0.00540228,0.0,0.999313578417,38.914381796,159000,134.90331959724426,159
0.0103148,2,1000.0,-0.0225035,1.32863,0.00643524,0.0,0.998845454189,39.1098754401,161000,136.6228129863739,161
0.014511,2,1000.0,-0.0220871,1.27552,0.0151329,0.0,0.994801950175,39.2053520245,163000,138.34024381637573,163
0.0135382,2,1000.0,-0.0166249,1.27107,0.0392375,0.0,0.993354669772,39.378147032,165000,140.06650805473328,165
0.00856349,2,1000.0,-0.0186389,1.25034,0.00541187,0.0,0.999299671385,39.4521268642,167000,141.79389262199402,167
0.00902532,2,1000.0,-0.0129297,1.22448,0.0218266,0.0,0.988583719358,39.593585718,169000,143.5287926197052,169
0.00565249,3,1000.0,-0.0174991,1.20906,0.00466175,0.0,0.99937823636,39.8551378122,172000,145.2611014842987,172
0.007494,2,1000.0,-0.0185132,1.19829,0.00763437,0.0,0.998775718966,40.0802444436,174000,146.98062419891357,174
0.0074174,2,1000.0,-0.0166384,1.19774,0.00405623,0.0,0.998804165516,40.5663673523,176000,148.715336561203,176
0.0141601,2,1000.0,-0.0168215,1.20043,0.00663191,0.0,0.998935021576,40.6677681173,178000,150.45000982284546,178
0.0173206,2,1000.0,-0.0166362,1.18505,0.0050905,0.0,0.999458951934,40.8936411273,180000,152.1844358444214,180
0.011229,2,1000.0,-0.017171,1.19028,0.0262636,0.0,0.994548314717,41.0872132963,182000,153.91869950294495,182
0.0128197,2,1000.0,-0.0124167,1.16654,0.00583694,0.0,0.999411315424,41.2215428804,184000,155.652813911438,184
0.0123532,2,1000.0,-0.0206945,1.16249,0.0056923,0.0,0.999318008777,41.3053704268,186000,157.38732481002808,186
0.00688489,2,1000.0,-0.0170932,1.15047,0.0121198,0.0,0.996543350397,41.3489925089,188000,159.12169313430786,188
0.0165948,2,1000.0,-0.0171669,1.14901,0.0206822,0.0,0.995395803824,41.5085181275,190000,160.85748028755188,190
0.012048,2,1000.0,-0.0233465,1.14642,0.0274372,0.0,0.995493459515,41.6510531523,192000,162.574200630188,192
0.00993017,2,1000.0,-0.0141412,1.08495,0.00350294,0.0,0.999539815588,41.7756623547,194000,164.30931949615479,194
0.00680608,2,1000.0,-0.0164414,1.05716,0.00469382,0.0,0.999542902166,41.8474056766,196000,166.04379677772522,196
0.0338661,2,1000.0,-0.0190759,1.07144,0.00539915,0.0,0.999073913961,41.9134991099,198000,167.7846221923828,198
0.020932,2,1000.0,-0.0107331,1.06393,0.00545354,0.0,0.999366983364,42.2130194422,200000,169.50686764717102,200
0.0106,2,1000.0,-0.0200072,1.04278,0.00540779,0.0,0.999346411845,42.5345863125,202000,171.24786710739136,202
0.00658412,2,1000.0,-0.0181602,1.04616,0.00428957,0.0,0.999502101738,42.6510204214,204000,172.96515822410583,204
0.00552597,2,1000.0,-0.0144034,1.02423,0.00458544,0.0,0.999264497077,42.770992426,206000,174.69926023483276,206
0.0108399,2,1000.0,-0.0219234,0.991165,0.01919,0.0,0.995063470211,42.866347934,208000,176.41813850402832,208
0.00803875,2,1000.0,-0.0177094,0.982292,0.0020798,0.0,0.999690375611,43.0108296158,210000,178.16812825202942,210
0.0066021,2,1000.0,-0.0181987,0.961189,0.00358963,0.0,0.999487487599,43.1376196801,212000,179.90305852890015,212
0.00958119,3,1000.0,-0.0156148,0.962032,0.00643881,0.0,0.99916176626,43.2860571157,215000,181.63714909553528,215
0.0115416,2,1000.0,-0.0245418,0.965367,0.0127011,0.0,0.994023926556,43.4528486706,217000,183.3711278438568,217
0.0119334,2,1000.0,-0.0117037,0.935663,0.0179969,0.0,0.995363235008,43.4191629958,219000,185.10625886917114,219
0.0107314,2,1000.0,-0.0192413,0.921763,0.00535538,0.0,0.999304950936,43.51235662,221000,186.84011960029602,221
0.0185403,2,1000.0,-0.0189475,0.934326,0.00878024,0.0,0.998703468824,43.637404916,223000,188.57433819770813,223
0.0137063,2,1000.0,-0.01639,0.890131,0.00561317,0.0,0.999029342434,43.7611138026,225000,190.32510542869568,225
0.0145433,2,1000.0,-0.0179136,0.851904,0.00945692,0.0,0.999086249853,43.913265098,227000,192.0430417060852,227
0.0343065,2,1000.0,-0.0170694,0.861042,0.00682004,0.0,0.998972615344,44.0757377208,229000,193.81040787696838,229
0.0143968,2,1000.0,-0.0248902,0.868127,0.0460674,0.0,0.98194103688,44.1455047539,231000,195.5275948047638,231
0.0188721,2,1000.0,-0.0184954,0.870473,0.0130867,0.0,0.997561317869,44.2529325845,233000,197.26277661323547,233
0.0120725,2,1000.0,-0.0161069,0.87793,0.0397987,0.0,0.987650441006,44.3352733056,235000,198.96561670303345,235
0.0191428,2,1000.0,-0.0156828,0.867557,0.0142667,0.0,0.996996392496,44.4640865849,237000,200.69937372207642,237
0.0134336,2,1000.0,-0.0200597,0.853101,0.0627272,0.0,0.988068303093,44.5627445316,239000,202.40689134597778,239
0.0106798,2,1000.0,-0.0196837,0.854298,0.0102226,0.0,0.998589687631,44.6983803658,241000,204.1216459274292,241
0.0152562,2,1000.0,-0.0180105,0.852553,0.0268802,0.0,0.995611862279,44.7847786879,243000,205.84017324447632,243
0.0091927,2,1000.0,-0.0206077,0.84759,0.0205621,0.0,0.997542690253,44.8361045062,245000,207.5599226951599,245
0.0168063,2,1000.0,-0.0230147,0.811373,0.0266876,0.0,0.995625009295,44.9267998208,247000,209.2786922454834,247
0.0067635,2,1000.0,-0.0145055,0.823349,0.00701946,0.0,0.999091272475,45.0669172384,249000,211.01246809959412,249
0.0186002,2,1000.0,-0.0135782,0.812437,0.00832534,0.0,0.999005239806,45.1888710366,251000,212.73088550567627,251
0.0167555,2,1000.0,-0.0145905,0.829529,0.00770627,0.0,0.998903843691,45.308175974,253000,214.46630859375,253
0.00872284,3,1000.0,-0.0171804,0.82424,0.0070228,0.0,0.99914031307,45.5153718437,256000,216.21529126167297,256
0.0215386,2,1000.0,-0.0174676,0.807786,0.00743942,0.0,0.999482511193,45.6388310614,258000,217.93535161018372,258
0.0106545,2,1000.0,-0.020876,0.779783,0.00784045,0.0,0.998215877567,45.7304239645,260000,219.6687455177307,260
0.0108663,2,1000.0,-0.0204608,0.774721,0.0731118,0.0,0.98020164296,45.5912116063,262000,221.3758807182312,262
0.00882626,2,1000.0,-0.0170969,0.775532,0.015198,0.0,0.994533601217,45.7656832783,264000,223.10726070404053,264
0.00941805,2,1000.0,-0.00948634,0.767056,0.0456701,0.0,0.986096273176,45.6181743453,266000,224.84058618545532,266
0.0115783,2,1000.0,-0.014764,0.771194,0.00672006,0.0,0.999244392966,45.7106423849,268000,226.57423639297485,268
0.0213806,2,1000.0,-0.0200023,0.746687,0.00534662,0.0,0.999387502205,45.7451599837,270000,228.29311680793762,270
0.00850916,2,1000.0,-0.0214356,0.756302,0.00388285,0.0,0.999284541875,45.8481699051,272000,230.0168318748474,272
0.0100371,2,1000.0,-0.0216175,0.756843,0.00624108,0.0,0.99931858253,45.9213599197,274000,231.7308611869812,274
0.00737195,2,1000.0,-0.0199463,0.736662,0.00462768,0.0,0.999177885882,46.0759558231,276000,233.46558356285095,276
0.0125332,2,1000.0,-0.0204239,0.706456,0.0060607,0.0,0.998999853502,46.1993990196,278000,235.18418788909912,278
0.0169802,2,1000.0,-0.0152655,0.686173,0.00562547,0.0,0.999094623199,46.2592344147,280000,236.90284752845764,280
0.00924869,2,1000.0,-0.014189,0.686468,0.00698125,0.0,0.999124225462,46.389602544,282000,238.62111949920654,282
0.0156266,2,1000.0,-0.0175763,0.673638,0.00710882,0.0,0.999247379892,46.5701178591,284000,240.33988094329834,284
0.0205988,2,1000.0,-0.0146274,0.644435,0.00566958,0.0,0.999199265265,46.7170832737,286000,242.074321269989,286
0.018127,2,1000.0,-0.0130334,0.643444,0.0110768,0.0,0.99874730967,46.9270954466,288000,243.8094127178192,288
0.0163471,2,1000.0,-0.0206738,0.601021,0.00568888,0.0,0.999491309747,47.0299091224,290000,245.52888703346252,290
0.0228223,2,1000.0,-0.0189931,0.603809,0.00667021,0.0,0.999255800911,47.1736373339,292000,247.26255822181702,292
0.01055,2,1000.0,-0.0186784,0.601042,0.00448224,0.0,0.999133752135,47.3264044071,294000,248.9966015815735,294
0.009331,2,1000.0,-0.0214654,0.604212,0.00578986,0.0,0.999280361226,47.5247092405,296000,250.7150011062622,296
0.015722,3,1000.0,-0.0196797,0.613474,0.0058551,0.0,0.999137389474,47.7798356301,299000,252.45012402534485,299
0.0177457,2,1000.0,-0.0227449,0.571367,0.0075878,0.0,0.999314910907,47.9334159817,301000,254.18505692481995,301
0.0145373,2,1000.0,-0.0229522,0.577138,0.00685703,0.0,0.998969935114,48.0737736525,303000,255.93427538871765,303
0.014934,2,1000.0,-0.0211806,0.592288,0.00667403,0.0,0.999333062908,48.2581758952,305000,257.6527600288391,305
0.0113038,2,1000.0,-0.0205654,0.590885,0.00458381,0.0,0.999473570846,48.3838702361,307000,259.40251541137695,307
0.00775573,2,1000.0,-0.0183254,0.554849,0.00356225,0.0,0.999317374837,48.5226598246,309000,261.1380920410156,309
0.00696047,2,1000.0,-0.0194348,0.522969,0.00545608,0.0,0.999339179252,48.690567017,311000,262.8472499847412,311
0.0139347,2,1000.0,-0.016505,0.517431,0.00446492,0.0,0.999086597061,48.8185965889,313000,264.55894660949707,313
0.0123972,2,1000.0,-0.0183746,0.503681,0.00499169,0.0,0.999306592625,49.0088830935,315000,266.27743268013,315
0.0198271,2,1000.0,-0.018993,0.4755,0.00531294,0.0,0.999464188935,49.1976912605,317000,267.9961678981781,317
0.0161716,2,1000.0,-0.0175547,0.466196,0.00560135,0.0,0.999487836612,49.4651044646,319000,269.7155487537384,319
0.013467,2,1000.0,-0.0215073,0.453885,0.00629169,0.0,0.999192841409,49.6050814063,321000,271.4504539966583,321
0.0155156,2,1000.0,-0.0165324,0.433459,0.00467808,0.0,0.999315123132,49.7170390007,323000,273.1689028739929,323
0.0150395,2,1000.0,-0.0135067,0.413172,0.00419686,0.0,0.99950569839,49.8715366227,325000,274.90309619903564,325
0.010668,2,1000.0,-0.0182472,0.41188,0.00531957,0.0,0.999417391547,49.9853945208,327000,276.622745513916,327
0.021869,2,1000.0,-0.015871,0.385036,0.00396272,0.0,0.999473732954,50.0826807973,329000,278.35708260536194,329
0.00825165,2,1000.0,-0.0215454,0.370982,0.00491057,0.0,0.999271897075,50.2944048841,331000,280.0749228000641,331
0.0249104,2,1000.0,-0.0171477,0.382043,0.00335239,0.0,0.9993307853,50.3974670971,333000,281.8116133213043,333
0.0109293,2,1000.0,-0.0214455,0.394238,0.00397708,0.0,0.999331367144,50.5629891567,335000,283.52832293510437,335
0.0132877,2,1000.0,-0.0190145,0.370455,0.00642237,0.0,0.999428879528,50.6953909657,337000,285.2543466091156,337
0.0228298,2,1000.0,-0.0218507,0.372789,0.00509747,0.0,0.999012170476,50.8428617907,339000,286.96548342704773,339
0.0411105,3,1000.0,-0.0215911,0.360112,0.139582,0.0,0.953663323075,50.8203026708,342000,288.6801986694336,342
0.0112584,2,1000.0,-0.0170256,0.335861,0.00600123,0.0,0.99800754711,51.0415087021,344000,290.3884038925171,344
0.0220524,2,1000.0,-0.0170448,0.316659,0.00824711,0.0,0.998848228832,51.1733890029,346000,292.106164932251,346
0.0161873,2,1000.0,-0.0232898,0.321796,0.00483898,0.0,0.999413642101,51.2834424767,348000,293.8245544433594,348
0.0168639,2,1000.0,-0.0198458,0.283174,0.00282738,0.0,0.999619958835,51.4437104175,350000,295.55877590179443,350
0.0247667,2,1000.0,-0.0239511,0.301426,0.258396,0.0,0.955984290689,51.5994046257,352000,297.2782714366913,352
0.0151027,2,1000.0,-0.0114432,0.316176,0.0284992,0.0,0.995597169735,51.6472069538,354000,298.99699687957764,354
0.0195537,2,1000.0,-0.0161972,0.277772,0.00589561,0.0,0.999150553602,51.7962895177,356000,300.7311429977417,356
0.0225048,2,1000.0,-0.0180891,0.271594,0.00459476,0.0,0.999457503087,51.9458439286,358000,302.4505789279938,358
0.015639,2,1000.0,-0.0181856,0.281009,0.499137,0.0,0.914621643722,52.1277794532,360000,304.1686432361603,360
0.0150477,2,1000.0,-0.00705282,0.258672,0.069857,0.0,0.982600096613,52.1250244049,362000,305.8871066570282,362
0.014409,2,1000.0,-0.0210655,0.243987,0.00734093,0.0,0.998963244725,52.2147168599,364000,307.6525926589966,364
0.0126986,2,1000.0,-0.0241364,0.203775,0.00879072,0.0,0.998794985586,52.5789963265,366000,309.37178230285645,366
0.019021,2,1000.0,-0.0139232,0.184216,0.00707995,0.0,0.999337134825,52.7111721687,368000,311.09044122695923,368
0.0101457,2,1000.0,-0.0167942,0.180205,0.00816935,0.0,0.99900088436,52.8713896943,370000,312.8089783191681,370
0.0132506,2,1000.0,-0.0124202,0.173937,0.00718628,0.0,0.998985320097,53.0006736976,372000,314.54310727119446,372
0.00866486,2,1000.0,-0.0169544,0.160469,0.00681993,0.0,0.99927512923,53.1414607223,374000,316.2524347305298,374
0.0229246,2,1000.0,-0.0209041,0.150353,0.00885897,0.0,0.999161407584,53.2047530875,376000,317.9655590057373,376
0.0117552,2,1000.0,-0.0171113,0.140898,0.0113482,0.0,0.998368156259,53.2765465001,378000,319.684143781662,378
0.0186984,2,1000.0,-0.0120333,0.122264,0.00992755,0.0,0.998925454565,53.4126331717,380000,321.41872358322144,380
0.0101565,2,1000.0,-0.0198862,0.0977862,0.0123122,0.0,0.998369028559,53.5107547443,382000,323.1301820278168,382
0.0168319,3,1000.0,-0.0188261,0.0906576,0.00976976,0.0,0.999031102285,53.6263009524,385000,324.85568356513977,385
0.0291052,2,1000.0,-0.0171691,0.0776688,0.0104503,0.0,0.999068070843,53.6922124202,387000,326.5751054286957,387
0.0185241,2,1000.0,-0.0210157,0.0628424,0.0107095,0.0,0.998877394479,53.807511554,389000,328.3091526031494,389
0.0102456,2,1000.0,-0.0150893,0.0483011,0.00577416,0.0,0.999297602102,53.863650226,391000,330.04353737831116,391
0.0293659,2,1000.0,-0.017616,0.0497146,0.00939677,0.0,0.998676958145,53.9329237917,393000,331.7629659175873,393
0.0104122,2,1000.0,-0.0178737,0.0421258,0.00980029,0.0,0.999049697944,54.0138045563,395000,333.49669575691223,395
0.0362137,2,1000.0,-0.0186691,0.0485725,0.00889269,0.0,0.998465578305,54.0206390052,397000,335.2150950431824,397
0.0129276,2,1000.0,-0.0167969,0.070575,0.0109155,0.0,0.998374865972,54.1169766242,399000,336.9340305328369,399
0.0118257,2,1000.0,-0.0191742,0.0459293,0.00997661,0.0,0.998974624788,54.2235846867,401000,338.6536169052124,401
0.0140627,2,1000.0,-0.0202747,0.0245361,0.0101212,0.0,0.99899656151,54.3012515259,403000,340.3718228340149,403
0.0132969,2,1000.0,-0.0102225,0.00667202,0.0105898,0.0,0.998916867888,54.3645289139,405000,342.07491993904114,405
0.0190422,2,1000.0,-0.0162202,-0.0223138,0.0160735,0.0,0.998560500448,54.4672233081,407000,343.79345655441284,407
0.0179239,2,1000.0,-0.0118292,-0.0293286,0.00928317,0.0,0.999046108918,54.551184423,409000,345.5120015144348,409
0.0196978,2,1000.0,-0.0159756,-0.0666846,0.0103715,0.0,0.9990696733,54.6558582421,411000,347.2314975261688,411
0.0179956,2,1000.0,-0.0121721,-0.0558982,0.0155,0.0,0.998638080666,54.7245295822,413000,348.94965863227844,413
0.0156641,2,1000.0,-0.0106063,-0.0470552,0.012214,0.0,0.998660956742,54.8096770278,415000,350.662513256073,415
0.0268556,2,1000.0,-0.0184435,-0.0511776,0.0139339,0.0,0.998037832091,54.8893739208,417000,352.4031662940979,417
0.00946013,2,1000.0,-0.0209788,-0.051726,0.0209606,0.0,0.997077588225,54.9380916304,419000,354.1219630241394,419
0.0228353,2,1000.0,-0.015746,-0.0266904,0.0120204,0.0,0.998579545063,55.0341466039,421000,355.8407874107361,421
0.025717,2,1000.0,-0.0153391,-0.0539114,0.0100794,0.0,0.998270152952,55.172894035,423000,357.5592784881592,423
0.0144601,2,1000.0,-0.0221893,-0.0718421,0.00738492,0.0,0.99922342709,55.2444517281,425000,359.29296016693115,425
0.0161068,3,1000.0,-0.0161235,-0.0923781,0.0176729,0.0,0.998822851572,55.3721806444,428000,361.01307368278503,428
0.0217524,2,1000.0,-0.0196328,-0.105866,0.00905486,0.0,0.999211015529,55.4331356909,430000,362.76444840431213,430
0.0201315,2,1000.0,-0.0136256,-0.10845,0.010387,0.0,0.998904735083,55.4896906799,432000,364.48083543777466,432
0.0138241,2,1000.0,-0.0133351,-0.100681,0.0125674,0.0,0.998399977689,55.5845036532,434000,366.2058644294739,434
0.0822233,2,1000.0,0.00886906,-0.130581,0.0138672,0.0,0.998696905328,55.691510052,436000,367.9027805328369,436
0.0561204,2,1000.0,-0.00658152,-0.144235,0.0252861,0.0,0.997540547745,55.796589392,438000,369.62318086624146,438
0.022039,2,1000.0,-0.0145614,-0.148133,0.0189212,0.0,0.997938123997,55.9625127881,440000,371.34062337875366,440
0.032288,2,1000.0,-0.00657871,-0.147529,0.0148605,0.0,0.998632441042,56.2742290084,442000,373.059041261673,442
0.0165675,2,1000.0,-0.0139994,-0.163618,0.0160617,0.0,0.998290170566,56.3988211436,444000,374.8296847343445,444
0.0153426,2,1000.0,-0.0139509,-0.166985,0.0199951,0.0,0.997979364591,56.5522751761,446000,376.54459381103516,446
0.0166078,2,1000.0,-0.0175877,-0.180183,0.0206862,0.0,0.997940451605,56.7510438064,448000,378.2776849269867,448
0.0214299,2,1000.0,-0.0101518,-0.163978,0.0214948,0.0,0.998260726104,56.8746846634,450000,379.99640560150146,450
0.0324566,2,1000.0,-0.0154442,-0.142825,0.020829,0.0,0.997918692417,56.9952880509,452000,381.7160062789917,452
0.0329117,2,1000.0,-0.0162363,-0.150146,0.0249311,0.0,0.997609885642,57.282595843,454000,383.4343774318695,454
0.0427513,2,1000.0,-0.00972779,-0.149526,0.0208463,0.0,0.997653600294,57.3590738688,456000,385.1692442893982,456
