loss_pol_entpen,EpisodesSoFar,TimestepsSoFar,TimeElapsed,loss_ent,loss_vf_loss,EpLenMean,loss_kl,EpThisIter,EpRewMean,loss_pol_surr,ev_tdlam_before
0.0,1281,171800,188.1464343070984,3.11697,35.7972,247.93,0.0104693,8,800.918297592,-0.0317345,0.983980283141
0.0,1288,173812,190.5766417980194,3.1351,19.0463,251.82,0.00944096,7,813.019933775,-0.0277127,0.990852561779
0.0,1296,175969,192.99063205718994,3.12214,14.9861,256.04,0.0161974,8,830.109672824,-0.0290855,0.993434601929
0.0,1303,177919,195.38988518714905,3.11359,11.1754,259.24,0.0160476,7,841.800895041,-0.0315495,0.994147017598
0.0,1311,179963,197.9044952392578,3.11032,24.9561,261.34,0.00876719,8,848.9142192,-0.0303231,0.987176227383
0.0,1319,182148,200.38938856124878,3.09648,23.9783,262.93,0.00989308,8,856.817404879,-0.0284345,0.989807947539
0.0,1327,184304,202.95296835899353,3.05923,41.5887,262.63,0.0114174,8,856.802944993,-0.0323723,0.984139332548
0.0,1333,186187,205.2015335559845,3.03774,12.2905,265.76,0.00982831,6,870.169534075,-0.0291036,0.991953843273
0.0,1340,188382,207.27989149093628,3.02932,31.1784,271.85,0.0132649,7,892.687458593,-0.0261109,0.990492858924
0.0,1346,190162,209.358149766922,3.01209,17.9496,274.0,0.0127428,6,902.239271275,-0.0289558,0.991549329832
0.0,1353,192328,211.45327353477478,3.00949,12.629,276.93,0.0116999,7,915.029076208,-0.0316673,0.995357426815
0.0,1359,194224,213.56492519378662,3.04434,18.087,282.36,0.0126118,6,937.167016381,-0.0309473,0.99151031021
0.0,1366,196525,215.64134454727173,3.0388,10.4401,286.44,0.0117687,7,953.400263694,-0.0251665,0.995840067975
0.0,1373,198554,217.72489500045776,3.03132,22.9786,288.46,0.0117052,7,962.306797881,-0.029424,0.987770786509
0.0,1379,200451,219.81885766983032,3.00214,19.0955,292.71,0.010012,6,981.968121437,-0.0254082,0.993223517202
0.0,1386,202635,221.94390177726746,2.97911,10.7118,294.26,0.0128481,7,991.555338229,-0.0271133,0.995737552177
0.0,1392,204550,224.03900790214539,2.9839,11.8853,296.54,0.0135176,6,1001.42599591,-0.0299903,0.994875791948
0.0,1398,206718,226.11585760116577,2.98491,10.2909,301.55,0.0122101,6,1019.94682083,-0.0290675,0.996333159506
0.0,1405,208714,228.18181848526,2.99844,20.2498,302.74,0.0119347,7,1025.87110293,-0.0249884,0.989802178927
0.0,1411,210740,230.28728866577148,3.01041,13.9773,307.77,0.0116447,6,1044.46114487,-0.0338109,0.993908283766
0.0,1417,212866,232.3811812400818,3.00792,26.4638,311.95,0.0164965,6,1060.19932121,-0.02842,0.990643038414
0.0,1424,214902,234.49067544937134,3.0191,27.8505,313.03,0.0110326,7,1067.17972914,-0.0299829,0.991996712051
0.0,1430,216971,236.55348992347717,2.96591,10.5722,317.19,0.0133303,6,1084.71923165,-0.0263249,0.995764463209
0.0,1435,218955,238.71307802200317,2.93593,7.2602,321.21,0.0133638,5,1101.02797286,-0.0309374,0.996055141091
0.0,1441,221103,240.95175218582153,2.91209,12.0494,324.14,0.0144498,6,1113.83847617,-0.0325226,0.995719858911
0.0,1447,222937,243.24269127845764,2.89179,19.8678,324.69,0.0161694,6,1118.30923002,-0.0321116,0.990524474531
0.0,1454,225195,245.54482746124268,2.85329,6.79854,325.62,0.015229,7,1125.29687501,-0.0324843,0.99795425334
0.0,1459,227141,247.77861785888672,2.86472,7.2585,329.17,0.0121345,5,1138.60189284,-0.0330876,0.997104217065
0.0,1465,229304,250.01481342315674,2.82485,14.8704,331.0,0.0125565,6,1146.77856636,-0.0291859,0.995659050532
0.0,1472,231406,252.39329552650452,2.8297,12.9268,330.96,0.014622,7,1148.6608462,-0.0345461,0.994148366153
0.0,1476,233040,254.8564600944519,2.81429,10.9506,336.76,0.0122964,4,1168.24583928,-0.0248601,0.99468870135
0.0,1481,235407,257.2713747024536,2.83825,7.23658,344.14,0.0120466,5,1193.7027925,-0.0290856,0.996246451046
0.0,1485,237285,259.6777284145355,2.82507,7.45422,349.26,0.0150372,4,1211.9013377,-0.0342598,0.99559257552
0.0,1490,239490,262.0384826660156,2.84026,6.49391,355.95,0.0158599,5,1235.75294291,-0.0322781,0.997063893359
0.0,1495,241514,264.57131266593933,2.81916,11.5907,359.17,0.013565,5,1247.42035645,-0.0309578,0.994021184277
0.0,1502,243660,267.0631251335144,2.81427,30.2455,360.02,0.015255,7,1253.70351256,-0.030548,0.992724491749
0.0,1507,245585,269.6090598106384,2.82055,13.4291,362.11,0.0119469,5,1262.97189619,-0.0319303,0.992850010283
0.0,1511,247402,271.9529037475586,2.80032,11.9944,366.62,0.0116953,4,1280.16633852,-0.0252621,0.995121163316
0.0,1516,249828,274.05379152297974,2.81821,20.4831,373.06,0.0142958,5,1303.29111779,-0.0301644,0.992306493223
0.0,1520,251277,276.146404504776,2.79707,13.653,374.17,0.0146028,4,1308.21644509,-0.0322067,0.994411451742
0.0,1524,253437,278.2335743904114,2.78208,8.24247,385.35,0.0177373,4,1348.46151245,-0.0315992,0.997209329624
0.0,1528,255832,280.33410811424255,2.78191,7.12496,394.37,0.0140387,4,1380.21437598,-0.0294097,0.99673895631
0.0,1532,257639,282.3810975551605,2.75653,7.31865,399.0,0.013531,4,1397.10449265,-0.0304631,0.997446052963
0.0,1538,259881,284.476037979126,2.69735,7.64745,397.34,0.0164001,6,1393.02127909,-0.0313967,0.997206871398
0.0,1545,261890,286.57261991500854,2.69803,10.0753,396.43,0.0145925,7,1391.30149013,-0.0313042,0.996291141491
0.0,1548,263887,288.70316982269287,2.70346,370.243,406.03,0.0259454,3,1422.31915042,-0.0167298,0.852379962802
0.0,1553,266120,290.7716190814972,2.71752,13.1669,412.97,0.0153686,5,1447.47278051,-0.0302166,0.990859446116
0.0,1558,268194,292.85005807876587,2.72532,13.8393,414.23,0.016213,5,1452.01570233,-0.0311304,0.992106561549
0.0,1561,269956,294.8972165584564,2.71556,9.11463,421.64,0.0166526,3,1478.04581203,-0.030675,0.995130877476
0.0,1566,272197,296.9978885650635,2.72073,429.633,426.73,0.0220846,5,1496.42518858,-0.0132428,0.901587553322
0.0,1568,274091,299.0842764377594,2.74526,430.578,438.5,0.0270661,2,1536.06832666,-0.0201776,0.736453145742
0.0,1573,276003,301.1779046058655,2.73194,15.1788,440.83,0.0157505,5,1545.51878616,-0.0352174,0.991775435396
0.0,1577,278414,303.2409863471985,2.69124,8.39634,448.12,0.0153473,4,1572.14834273,-0.0346828,0.992917542811
0.0,1581,279829,305.34960079193115,2.70444,10.9347,444.22,0.0154063,4,1559.75650822,-0.0322347,0.994864584878
0.0,1586,281990,307.5530490875244,2.68702,24.8981,444.17,0.0143715,5,1560.8366702,-0.0335315,0.988772353157
0.0,1589,284591,309.81217551231384,2.67307,435.633,457.5,0.0163863,3,1607.03419146,-0.0198689,0.844195604324
0.0,1594,286583,312.0996434688568,2.63559,13.3168,453.9,0.0148293,5,1597.15944228,-0.0357719,0.993219022173
0.0,1599,288629,314.3276562690735,2.63309,12.4195,459.23,0.0138187,5,1615.96262337,-0.0336587,0.995768730063
0.0,1604,290677,316.60010170936584,2.63264,9.08131,464.67,0.0191258,5,1637.3151801,-0.031974,0.996312851552
0.0,1608,292529,318.8340334892273,2.61657,184.356,467.21,0.0137929,4,1647.09764293,-0.0192399,0.929411761463
0.0,1613,294647,321.2668037414551,2.58485,15.5703,461.43,0.0235833,5,1629.59342663,-0.028096,0.989482166246
0.0,1617,296725,323.67827010154724,2.57525,19.115,465.23,0.0196159,4,1643.19247214,-0.0283393,0.986780249514
0.0,1622,298926,326.06907963752747,2.55004,15.9727,465.7,0.0172166,5,1646.61717124,-0.0319193,0.993611241691
0.0,1626,300397,328.4282970428467,2.56138,8.81498,459.69,0.0162831,4,1628.51304888,-0.0302408,0.996692766668
0.0,1630,302995,330.8850474357605,2.58092,7.72879,462.34,0.0139178,4,1640.00261805,-0.0326988,0.996785468189
0.0,1635,304892,333.3813326358795,2.57359,5.56855,457.44,0.0145293,5,1623.67812961,-0.03434,0.995588721707
0.0,1640,306913,335.9560534954071,2.57153,9.39153,464.61,0.0143567,5,1647.77378509,-0.0322827,0.996493838727
0.0,1645,308957,338.3857669830322,2.53864,7.32837,470.67,0.016941,5,1671.18735898,-0.0376968,0.996577972081
0.0,1649,310820,340.8593499660492,2.51885,5.41257,463.09,0.0139726,4,1647.48407728,-0.0334925,0.996999875642
0.0,1653,313112,342.9902698993683,2.51327,6.10411,469.92,0.0163649,4,1672.24369088,-0.0329306,0.997879386647
0.0,1659,315188,345.08453392982483,2.49864,9.63296,464.47,0.0152978,6,1656.5125515,-0.0334801,0.996663443977
0.0,1665,317263,347.17927837371826,2.53529,8.82041,453.95,0.0146869,6,1623.64552917,-0.0308908,0.997049761703
0.0,1668,319130,349.25048780441284,2.54609,6.16358,450.39,0.0141259,3,1614.81130143,-0.0294274,0.99683897756
0.0,1672,321111,351.3258693218231,2.52321,7.14991,456.83,0.0177045,4,1639.84638036,-0.0297407,0.997361460933
0.0,1676,323094,353.420804977417,2.51923,11.1731,453.31,0.0145178,4,1628.70978928,-0.03414,0.994901039172
0.0,1680,325511,355.5295753479004,2.48363,8.8036,458.94,0.0197997,4,1652.77088284,-0.0330389,0.996013275348
0.0,1684,327452,357.59238934516907,2.49715,4.98305,462.37,0.0161898,4,1668.21627786,-0.036294,0.997460708721
0.0,1688,329511,359.671893119812,2.47616,6.50258,457.94,0.0164169,4,1655.78734766,-0.0358864,0.997933693463
0.0,1691,331533,361.7250189781189,2.48516,214.312,462.21,0.0232615,3,1671.49991104,-0.019865,0.882327668369
0.0,1694,333207,363.8307991027832,2.5059,13.6431,466.24,0.0161344,3,1685.7489216,-0.0368139,0.980611195788
0.0,1697,335296,365.92794942855835,2.49659,14.5917,471.68,0.0133145,3,1706.35188467,-0.0301401,0.988765523769
0.0,1701,337725,368.0221629142761,2.48923,8.44485,479.93,0.016585,4,1737.09026136,-0.0306558,0.993073797319
0.0,1704,339525,370.0848846435547,2.49203,8.47689,488.48,0.0189202,3,1766.92950242,-0.0323622,0.995407380164
0.0,1708,341771,372.193617105484,2.44913,7.68898,492.42,0.0178015,4,1782.25349793,-0.0327268,0.996697218623
0.0,1712,343823,374.3474934101105,2.44175,8.23605,495.87,0.0164203,4,1795.47383182,-0.0361459,0.996631795308
0.0,1715,345828,376.552925825119,2.43153,8.11611,500.1,0.0151216,3,1811.36123444,-0.0368613,0.99679908948
0.0,1717,347617,378.8188991546631,2.44962,438.152,508.92,0.0284731,2,1841.10482128,-0.017802,0.774641886353
0.0,1720,350128,381.0639989376068,2.41077,10.2536,522.69,0.0178997,3,1890.32503902,-0.034412,0.988054744899
0.0,1723,352223,383.32119941711426,2.40801,10.6893,529.83,0.0126247,3,1917.11154537,-0.0314121,0.989588095807
0.0,1725,353927,385.6069540977478,2.39621,471.576,537.85,0.014608,2,1944.49093253,-0.0133066,0.767168015242
0.0,1728,355941,388.01450300216675,2.38461,644.272,542.61,0.0134353,3,1958.53866948,-0.0208707,0.663794308901
0.0,1731,358245,390.40057587623596,2.36807,27.3043,549.74,0.0157085,3,1984.25142836,-0.027154,0.949446350336
0.0,1734,360099,392.79571509361267,2.3772,14.4264,556.84,0.0166357,3,2010.86489476,-0.0378749,0.984610753134
0.0,1738,362298,395.16252994537354,2.36437,16.6284,561.16,0.0145741,4,2026.49274338,-0.0349417,0.990568034351
0.0,1743,364445,397.6168305873871,2.38526,11.2267,562.88,0.0156142,5,2034.69674607,-0.0368218,0.994292402174
0.0,1746,366079,400.115953207016,2.34094,8.13304,563.56,0.0170029,3,2038.21484432,-0.0364788,0.995287519414
0.0,1749,367997,402.61945271492004,2.32978,6.91571,571.77,0.018504,3,2070.54109687,-0.0376042,0.99662025529
0.0,1753,370342,405.042090177536,2.29388,6.94767,572.3,0.0147159,4,2074.73881757,-0.0378153,0.996566354297
0.0,1757,372465,407.4819281101227,2.27033,6.47175,579.85,0.0146934,4,2104.58813216,-0.0371487,0.997611825122
0.0,1760,374201,409.5916814804077,2.23542,7.97257,586.9,0.0136678,3,2130.53475442,-0.0353926,0.997261753771
0.0,1765,376673,411.7009916305542,2.20907,7.99636,594.1,0.0144614,5,2157.25427779,-0.0318014,0.996889558388
0.0,1769,378629,413.76477909088135,2.18334,7.29423,590.28,0.0176919,4,2145.33156864,-0.0318617,0.997504244559
0.0,1777,380900,415.82087230682373,2.16649,719.489,568.82,0.0175696,8,2064.12189203,-0.0191485,0.803574636579
0.0,1781,382892,417.9050805568695,2.15002,15.8848,571.5,0.0207065,4,2073.37374484,-0.0202955,0.971197677776
0.0,1788,384853,420.0002944469452,2.12657,353.512,553.42,0.02105,7,2007.49327952,-0.0128374,0.940495625138
0.0,1795,386852,422.131315946579,2.12744,665.833,527.54,0.0125147,7,1914.33191842,-0.0183622,0.88296084851
0.0,1800,388945,424.1860773563385,2.12602,9.18615,517.17,0.0161746,5,1879.10865832,-0.024097,0.986563619226
0.0,1805,391030,426.2634859085083,2.12812,8.59383,510.27,0.0164181,5,1856.20888514,-0.0257728,0.992433493491
0.0,1810,392930,428.34247374534607,2.11784,7.12309,499.24,0.0225138,5,1817.56556938,-0.0315984,0.996455464745
0.0,1815,395262,430.4632430076599,2.08057,6.29125,494.34,0.017562,5,1802.5461057,-0.0391316,0.997539684875
0.0,1819,397084,432.56174540519714,2.04647,6.42371,475.06,0.0187433,4,1737.34152709,-0.0344246,0.996624214342
0.0,1823,398457,434.64665269851685,2.03758,8.41282,462.34,0.0152987,4,1691.50465574,-0.0353379,0.99600144662
0.0,1829,401377,436.72707891464233,2.02866,29.1399,444.36,0.0258175,6,1633.05973864,-0.0178432,0.980094267055
0.0,1833,403015,438.82666540145874,2.02152,8.19118,433.99,0.0179626,4,1597.14427468,-0.0324486,0.996637001866
0.0,1836,404807,440.9666361808777,2.02335,3.90859,438.03,0.0144288,3,1613.90617364,-0.0358321,0.997902524658
0.0,1840,407396,443.2116219997406,2.00753,455.356,443.14,0.0220994,4,1633.02010981,-0.0174168,0.890316896141
0.0,1843,409033,445.45137453079224,2.00628,7.98407,445.88,0.0197836,3,1644.49509003,-0.0263796,0.993102230132
0.0,1848,411642,447.6858797073364,1.99501,7.6337,443.67,0.0204621,5,1637.90241587,-0.0291583,0.995192970615
0.0,1850,412762,449.96756744384766,1.98086,9.16293,438.86,0.0152392,2,1620.2762106,-0.0375729,0.993971139193
0.0,1855,415516,452.2277500629425,1.98472,332.72,440.74,0.0190104,5,1626.56319249,-0.0185867,0.908859409392
0.0,1860,417600,454.7247099876404,1.94775,8.20384,433.99,0.0238862,5,1602.20365688,-0.0302919,0.993794425391
0.0,1865,419752,457.0414958000183,1.909,7.28403,430.79,0.025954,5,1591.97191072,-0.0383936,0.996896515135
0.0,1868,421664,459.3815324306488,1.88931,7.77232,434.52,0.0165583,3,1606.65387203,-0.0370324,0.996614073869
0.0,1874,423675,461.86875891685486,1.87001,4.43313,437.18,0.0144884,6,1620.88298541,-0.0396622,0.998324077693
0.0,1880,425966,464.679238319397,1.82406,9.4455,440.35,0.0158071,6,1634.85385824,-0.0383396,0.994867749512
0.0,1883,427770,467.47543382644653,1.82905,5.40611,443.47,0.0164516,3,1648.34403179,-0.035716,0.997619528556
0.0,1888,429934,470.3495752811432,1.81841,3.61388,450.81,0.0183935,5,1677.08263571,-0.0385357,0.998808530392
0.0,1894,432125,473.1568350791931,1.83634,4.43997,456.4,0.0271213,6,1701.32276433,-0.0341592,0.998420927208
0.0,1899,433775,475.87203788757324,1.80193,3.57493,453.12,0.0197705,5,1691.13532046,-0.0323834,0.998506172094
0.0,1905,435973,478.1160044670105,1.75099,6.60085,449.43,0.021181,6,1678.38510273,-0.0386966,0.997804895742
0.0,1909,437703,480.17861700057983,1.71761,6.23391,451.07,0.0202091,4,1685.03427023,-0.0341688,0.997526623076
0.0,1915,440131,482.25903582572937,1.6767,5.03698,448.69,0.0168623,6,1677.9035454,-0.036885,0.998208417441
0.0,1921,442183,484.3434069156647,1.6559,5.17902,442.98,0.021303,6,1658.03702539,-0.0354266,0.998022355139
0.0,1925,444191,486.450345993042,1.66664,10.9352,443.18,0.0205292,4,1660.84393989,-0.0310975,0.99571371451
0.0,1929,446313,488.54548954963684,1.66242,154.164,449.36,0.0209806,4,1682.28639433,-0.0231247,0.935081273317
0.0,1933,448397,490.62341356277466,1.67609,430.852,453.82,0.0218921,4,1696.22157135,-0.0227308,0.883114539087
0.0,1937,450187,492.6870255470276,1.69455,14.2764,443.8,0.0205364,4,1662.03534959,-0.0297494,0.981392128393
0.0,1942,452508,494.7876133918762,1.70221,14.4647,439.14,0.0210107,5,1645.61239778,-0.0319971,0.992488342803
0.0,1945,454131,496.8705940246582,1.70756,5.54711,439.77,0.0177727,3,1650.43631088,-0.0386049,0.993779469747
0.0,1949,456657,498.9904935359955,1.70199,86.8222,441.63,0.0202833,4,1657.25390124,-0.0217462,0.962473329157
0.0,1952,458446,501.0531885623932,1.69089,8.25184,441.67,0.0195802,3,1660.03857645,-0.0360419,0.996068493463
0.0,1955,460596,503.1324415206909,1.68545,11.3292,450.8,0.0187207,3,1691.9279898,-0.0400864,0.990743034519
0.0,1959,462773,505.209153175354,1.65952,9.85044,454.26,0.0207879,4,1706.27037425,-0.0360798,0.994042004459
0.0,1963,464421,507.33439779281616,1.61862,6.78822,456.51,0.0282034,4,1715.69504097,-0.0339464,0.996776590822
0.0,1967,466906,509.46044659614563,1.61376,7.50881,457.84,0.0229631,4,1720.33876751,-0.0358668,0.996580444975
0.0,1970,468607,511.58383560180664,1.59046,4.55333,464.16,0.0245519,3,1745.47820163,-0.0372785,0.997966538416
0.0,1974,470816,513.7869915962219,1.60054,4.93381,471.41,0.0201935,4,1774.15107316,-0.0362807,0.99820782349
