loss_vf_loss,EpRewMean,ev_tdlam_before,loss_pol_entpen,loss_pol_surr,TimeElapsed,loss_ent,loss_kl,EpThisIter,EpisodesSoFar,TimestepsSoFar,EpLenMean
9.23682,2195.75646914,0.989579200745,0.0,-0.0312874,514.44597697258,1.7495,0.0294359,2,1878,462440,650.5
7.98832,2212.97990657,0.992303559091,0.0,-0.0349492,516.7294986248016,1.7312,0.0257312,4,1882,464587,655.66
427.582,2240.49696984,0.850970447063,0.0,-0.0137888,519.10191822052,1.77059,0.0188463,3,1885,466443,664.03
20.7908,2248.18124817,0.984806547873,0.0,-0.0352726,521.500993013382,1.82899,0.0235853,4,1889,468493,666.67
7.59598,2266.47119034,0.996201501461,0.0,-0.0367553,523.9770181179047,1.83022,0.0229719,4,1893,470765,672.3
408.435,2305.17366726,0.854594707489,0.0,-0.0205106,526.4228036403656,1.82681,0.0327253,3,1896,472713,683.82
8.8802,2339.02671082,0.994066487998,0.0,-0.0387714,528.8704028129578,1.81279,0.0197288,3,1899,474847,693.63
445.303,2317.54205378,0.869038507342,0.0,-0.023358,531.242627620697,1.81366,0.017867,4,1903,477060,687.97
7.31258,2292.09196685,0.99474038789,0.0,-0.0375074,533.7947990894318,1.77413,0.0216909,3,1906,479108,679.88
7.22682,2245.07715413,0.996648855507,0.0,-0.0331956,536.3371622562408,1.76897,0.0203743,4,1910,481000,664.98
4.50124,2225.0800805,0.997648405377,0.0,-0.040595,538.901026725769,1.77552,0.0224002,4,1914,483026,658.49
6.07487,2191.22648713,0.996951712295,0.0,-0.0388357,541.433345079422,1.7919,0.0226749,4,1918,485059,648.62
279.273,2156.72542687,0.869564309716,0.0,-0.0181036,543.8875415325165,1.78903,0.0248955,3,1921,486998,638.01
6.96186,2144.31698759,0.993863034062,0.0,-0.0338917,546.2440354824066,1.74986,0.0210195,3,1924,488874,633.58
7.3422,2128.78096056,0.99558730796,0.0,-0.0311158,548.371354341507,1.79577,0.0182968,4,1928,491509,627.77
3.36064,2135.881327,0.996911623981,0.0,-0.0329453,550.5415728092194,1.75544,0.0195014,2,1930,493285,629.15
3.94966,2138.47799193,0.998356904951,0.0,-0.0342873,552.6484653949738,1.77001,0.0179165,3,1933,495322,629.27
4.36316,2149.21742514,0.99819170672,0.0,-0.0317561,554.7422366142273,1.75379,0.0171789,3,1936,496805,631.98
425.448,2120.18891152,0.887931533158,0.0,-0.0189153,556.8830969333649,1.75728,0.017248,4,1940,499097,623.1
233.115,2129.80821587,0.688544720411,0.0,-0.0206373,558.9921832084656,1.76212,0.015721,2,1942,501097,626.44
704.492,2097.50557558,0.778416618705,0.0,-0.0256434,561.16463971138,1.75421,0.0277373,4,1946,503334,616.08
20.843,2061.79923812,0.976669000462,0.0,-0.0304177,563.2891523838043,1.73146,0.0300449,4,1950,505509,605.43
307.431,2018.89258759,0.932846337557,0.0,-0.0194547,565.415372133255,1.70402,0.0286824,6,1956,507606,592.07
403.055,2012.60373652,0.888884536922,0.0,-0.0191367,567.5316007137299,1.71024,0.0353756,4,1960,509875,590.31
84.7648,2009.65135382,0.92661242187,0.0,-0.0200611,569.7204356193542,1.73045,0.0115886,3,1963,511630,589.6
416.783,2020.93942191,0.847879141569,0.0,-0.0201712,571.8668744564056,1.73653,0.0299535,3,1966,514007,592.72
6.24003,2011.71657171,0.99108858034,0.0,-0.0369722,573.9611802101135,1.72991,0.0212353,4,1970,515905,589.44
4.74703,1986.31308861,0.996278042439,0.0,-0.0422305,576.0550649166107,1.72875,0.0203476,4,1974,517964,580.88
4.79256,1975.4320735,0.997079224559,0.0,-0.0387732,578.180371761322,1.68441,0.0203699,4,1978,520189,577.49
3.66904,1975.15986843,0.997800248675,0.0,-0.0378683,580.3521156311035,1.67888,0.0231487,3,1981,521931,577.27
28.7883,1973.77311507,0.981951696798,0.0,-0.0238557,582.5237169265747,1.69363,0.0235108,4,1985,524113,576.7
6.46062,1974.88070497,0.99522817973,0.0,-0.0370105,584.6644418239594,1.65947,0.0222985,4,1989,526150,576.57
4.50334,1972.35638951,0.997432416538,0.0,-0.0418378,586.8204908370972,1.62256,0.0213286,4,1993,528303,575.38
4.14068,1946.86991944,0.997834711801,0.0,-0.0426865,589.0392761230469,1.58003,0.0204199,4,1997,530286,567.16
5.63728,1922.20738378,0.997392889578,0.0,-0.0467088,591.3050403594971,1.58719,0.0189438,5,2002,532332,558.85
410.36,1950.40171972,0.742903769016,0.0,-0.0187197,593.6709952354431,1.56672,0.0334902,2,2004,534231,567.53
6.18335,1925.76525788,0.994703071192,0.0,-0.0373632,595.9223318099976,1.55644,0.0257974,4,2008,536222,559.85
7.01184,1952.43029293,0.996468862984,0.0,-0.0371706,598.2269263267517,1.53258,0.0208558,4,2012,538594,567.6
380.688,1956.01961858,0.848966881633,0.0,-0.0199761,600.5079259872437,1.53218,0.0167064,3,2015,540362,568.75
5.15003,1931.80040337,0.994302607607,0.0,-0.0419132,602.805436372757,1.51279,0.0204299,5,2020,542663,560.87
4.29146,1915.29553435,0.996627237648,0.0,-0.0344888,605.2184753417969,1.50192,0.0250144,4,2024,544444,555.7
4.023,1903.80041204,0.998505123192,0.0,-0.0469463,607.601913690567,1.47895,0.0215566,4,2028,546728,552.19
6.19721,1868.88918965,0.997525490355,0.0,-0.0370809,610.0395274162292,1.47589,0.0276064,4,2032,548720,541.81
262.65,1874.86483752,0.883910052478,0.0,-0.0202653,612.4534368515015,1.48267,0.0231537,3,2035,550759,543.72
8.69876,1874.94494288,0.99182292074,0.0,-0.0305025,614.9392251968384,1.49391,0.0255186,4,2039,552924,543.1
6.20623,1871.7585943,0.993914479855,0.0,-0.0372382,617.3910713195801,1.50229,0.0168406,2,2041,554284,541.87
21.4533,1860.46303092,0.992155013606,0.0,-0.0332203,619.9021172523499,1.4687,0.0358982,5,2046,557047,537.13
266.98,1886.52142351,0.798708751798,0.0,-0.0209327,622.3664886951447,1.4829,0.0255267,2,2048,558677,544.72
10.5272,1901.65909687,0.986634745263,0.0,-0.0371017,624.8995196819305,1.46178,0.0268154,3,2051,560927,548.86
5.99707,1950.4793478,0.995564023498,0.0,-0.0310067,627.406519651413,1.43983,0.0291054,3,2054,563006,562.77
741.081,1986.42148977,0.108452558517,0.0,-0.0201056,629.9852850437164,1.42631,0.0186763,2,2056,565006,574.0
442.083,2025.83666611,0.763982191682,0.0,-0.0241734,632.1325960159302,1.42414,0.0247945,2,2058,566949,585.98
420.916,2037.0995723,0.764362365007,0.0,-0.0203612,634.2427694797516,1.44969,0.0237445,2,2060,568782,589.07
684.418,2057.26038542,0.0618560910225,0.0,-0.0216097,636.3989944458008,1.47755,0.0319529,2,2062,570782,595.42
348.356,2086.14282463,0.673580139875,0.0,-0.0267734,638.5416808128357,1.44675,0.0214385,2,2064,572708,604.21
16.9367,2092.02916263,0.967233583331,0.0,-0.0319949,640.6866693496704,1.47068,0.0299068,2,2066,574541,605.34
364.33,2119.66270888,0.873481079936,0.0,-0.0236643,642.7814974784851,1.47404,0.0195575,4,2070,577284,613.79
298.972,2137.20458444,0.860671341419,0.0,-0.0209235,644.8911590576172,1.45954,0.0515953,3,2073,579483,619.06
397.15,2159.45282283,0.7632047683,0.0,-0.0213866,647.0155062675476,1.45914,0.0219266,2,2075,581292,625.92
7.42632,2178.83305222,0.987755571492,0.0,-0.0421753,649.1728467941284,1.4484,0.0214723,2,2077,582741,631.32
415.541,2197.01501831,0.839860722423,0.0,-0.00148443,651.2892074584961,1.45618,0.563945,3,2080,584826,636.9
7.5928,2197.0877203,0.990159116685,0.0,-0.034321,653.3677661418915,1.42621,0.0287426,4,2084,587351,636.21
353.336,2229.15087291,0.252089142799,0.0,-0.0228876,655.4948410987854,1.44464,0.0196645,2,2086,589351,645.98
184.845,2260.69720103,0.893144465983,0.0,-0.0350702,657.6251816749573,1.43152,0.023065,3,2089,591689,655.39
252.508,2278.83195728,0.894640296698,0.0,-0.0319827,659.812662601471,1.44435,0.0300952,3,2092,593793,660.85
20.8605,2277.61706162,0.968502502888,0.0,-0.0364525,661.9224436283112,1.43383,0.022818,4,2096,595919,660.48
733.137,2278.76237032,0.674979686737,0.0,-0.0245785,664.0483801364899,1.43736,0.0323604,3,2099,597424,661.52
411.828,2317.32852548,0.763320118189,0.0,-0.0256818,666.1506588459015,1.42908,0.0213133,2,2101,599184,673.0
835.685,2306.03840492,0.422733545303,0.0,-0.0276136,668.3208117485046,1.44645,0.0231221,3,2104,601220,669.89
308.818,2282.06861272,0.885989449918,0.0,-0.0310847,670.4920456409454,1.41218,0.0234172,6,2110,604010,663.33
641.811,2288.73285096,0.688520610332,0.0,-0.0187723,672.6418731212616,1.42684,0.0312436,4,2114,605994,666.32
14.9295,2291.83694359,0.983287490904,0.0,-0.0394212,674.8202395439148,1.44096,0.0276028,3,2117,608227,666.61
9.62448,2310.34240901,0.990816080943,0.0,-0.0365629,677.040431022644,1.44067,0.0256104,2,2119,609535,672.0
971.812,2322.81865435,0.722132384777,0.0,-0.0263512,679.3673138618469,1.40215,0.0379976,5,2124,612095,676.51
433.095,2326.08895565,0.745041757822,0.0,-0.0210513,681.6955106258392,1.39952,0.0315384,2,2126,613604,677.8
10.1731,2355.81682952,0.984692634083,0.0,-0.0396277,683.9928569793701,1.38555,0.0211434,4,2130,616406,686.35
181.998,2332.86258607,0.928625516593,0.0,-0.0201691,686.2581272125244,1.37092,0.0201548,4,2134,618339,679.36
438.738,2340.28542678,0.858372852206,0.0,-0.024409,688.5548141002655,1.38879,0.0235285,3,2137,620145,681.87
4.76991,2359.4069532,0.994878179859,0.0,-0.0399755,690.8669991493225,1.35226,0.0245725,2,2139,621659,687.35
674.739,2344.15304683,0.811523914337,0.0,-0.0277979,693.3543281555176,1.36771,0.0245033,5,2144,624628,683.69
40.2811,2281.53828576,0.954448014498,0.0,-0.0289804,695.7510237693787,1.33669,0.024563,6,2150,626475,665.46
10.0135,2261.56477728,0.981657659635,0.0,-0.0357019,698.1330661773682,1.33162,0.0275537,3,2153,628251,659.72
4.5584,2229.10863662,0.995200529229,0.0,-0.041379,700.5323028564453,1.32502,0.0214492,3,2156,629913,649.07
717.431,2160.89899677,0.804800778627,0.0,-0.0292634,702.9768431186676,1.3357,0.0243083,5,2161,632674,628.92
414.396,2122.15762374,0.840032368898,0.0,-0.0238174,705.4855411052704,1.31815,0.0350966,3,2164,634420,617.12
408.285,1997.56626957,0.888915657997,0.0,-0.0224923,707.9767384529114,1.30221,0.0502222,8,2172,636763,580.66
8.35345,1951.95399937,0.993693880271,0.0,-0.0389111,710.4533898830414,1.25349,0.0330434,4,2176,638950,566.87
442.388,1951.95457355,0.849839046597,0.0,-0.0243081,712.932267665863,1.28527,0.0210212,3,2179,640751,567.03
21.5836,1879.40410206,0.983991606161,0.0,-0.0430695,715.4764540195465,1.26299,0.0245918,6,2185,642948,545.97
279.245,1816.64173031,0.915903292596,0.0,-0.0240308,717.9303574562073,1.26601,0.0204827,5,2190,645108,527.22
342.607,1779.06226924,0.904751099646,0.0,-0.025526,720.0580792427063,1.2553,0.0233527,5,2195,647034,516.43
13.659,1754.08972442,0.991160361096,0.0,-0.0414761,722.1564610004425,1.21983,0.0297073,5,2200,649035,508.51
9.33694,1729.24706432,0.99602129031,0.0,-0.0448975,724.2896430492401,1.23108,0.0320862,4,2204,651209,499.89
283.499,1740.3524393,0.875053025782,0.0,-0.0231375,726.436582326889,1.23501,0.0185391,3,2207,653252,503.19
10.1187,1736.87927202,0.992191752885,0.0,-0.04383,728.5783791542053,1.22191,0.0298471,4,2211,655046,501.82
9.08688,1735.73197067,0.996410276275,0.0,-0.0458958,730.6869168281555,1.20662,0.0249593,4,2215,657022,500.35
10.0849,1687.48943728,0.996815487975,0.0,-0.044242,732.796379327774,1.17493,0.0238086,5,2220,659147,486.12
6.54206,1678.53214524,0.997602669988,0.0,-0.040979,734.9381866455078,1.13259,0.02803,5,2225,661355,482.6
7.55175,1647.4665905,0.997454816708,0.0,-0.0429774,737.0791192054749,1.14,0.0185176,4,2229,663463,473.48
6.26772,1637.27151108,0.998209587531,0.0,-0.0394115,739.2583205699921,1.1077,0.026552,5,2234,665372,470.33
382.116,1635.32357774,0.847777634859,0.0,-0.0236287,741.321658372879,1.09355,0.0227928,3,2237,667107,469.62
17.0788,1595.86333056,0.98507437855,0.0,-0.0307002,743.4322612285614,1.0713,0.0827135,4,2241,669320,458.15
4.69023,1624.84266474,0.994947584812,0.0,-0.0397613,745.557336807251,1.05453,0.0265242,4,2245,671517,465.97
4.17432,1650.09902654,0.997088248143,0.0,-0.0419238,747.7041461467743,1.02614,0.0228181,4,2249,673490,473.0
374.312,1690.51085705,0.856218203902,0.0,-0.0239133,749.8515739440918,1.03767,0.0196479,3,2252,675745,484.94
6.446,1665.12476051,0.996438562404,0.0,-0.0347609,751.9769444465637,1.06349,0.0347218,4,2256,677683,477.7
5.55526,1643.98883273,0.997595729539,0.0,-0.0436399,754.1020264625549,1.06108,0.0283088,5,2261,679699,470.25
4.00366,1636.36850856,0.997995174257,0.0,-0.0320525,756.2596280574799,1.05488,0.0293392,4,2265,681711,467.55
4.79139,1679.68294283,0.997774874792,0.0,-0.0425752,758.4768538475037,1.03846,0.023995,3,2268,683696,479.81
3.56719,1720.24965665,0.996828523465,0.0,-0.0404037,760.6795208454132,1.03534,0.0182946,3,2271,685591,491.05
279.98,1713.8322342,0.908637069166,0.0,-0.0201351,762.8672595024109,1.02769,0.047107,4,2275,687667,489.58
7.65413,1731.49124743,0.993402411696,0.0,-0.0377661,765.1341686248779,0.980158,0.0320852,3,2278,689662,494.27
5.35001,1763.48005976,0.996426983736,0.0,-0.0397251,767.4383578300476,0.956394,0.0266978,4,2282,692152,503.52
178.047,1783.92349947,0.82540383935,0.0,-0.0231539,769.7422907352448,0.989529,0.0175051,2,2284,693741,509.64
11.3721,1809.45028636,0.986485367641,0.0,-0.0301078,772.0726745128632,0.996929,0.0333084,4,2288,696224,516.29
450.416,1839.73748248,0.764135122299,0.0,-0.0166445,774.3362810611725,1.0352,0.026562,2,2290,697642,525.34
341.725,1872.95844385,0.844713196158,0.0,-0.023866,776.6494529247284,1.03597,0.0243873,3,2293,699729,534.8
6.43101,1909.79921292,0.992066160776,0.0,-0.0445679,779.0735321044922,1.03131,0.0255963,3,2296,701936,545.26
404.705,1949.33354584,0.8748703897,0.0,-0.0240149,781.5431382656097,1.03524,0.0193667,3,2299,704054,556.87
497.376,1965.47658041,0.626229405403,0.0,-0.0294616,784.0316915512085,0.99785,0.0277425,3,2302,706532,562.32
799.745,2000.46484724,0.152630865574,0.0,-0.0228906,786.4017000198364,1.01569,0.0257568,2,2304,708532,573.23
450.277,2013.17942862,0.766295775771,0.0,-0.0230491,788.8445062637329,1.02555,0.0288765,2,2306,710524,577.0
466.829,2019.94745183,0.85417163372,0.0,-0.0268171,791.2892427444458,1.04995,0.0342954,3,2309,712302,579.85
919.804,2051.7034095,0.647653132677,0.0,-0.0263155,793.8594677448273,1.07398,0.0369863,3,2312,714603,590.31
426.792,2079.02746976,0.780498161912,0.0,-0.0257474,796.3832244873047,1.05826,0.0261524,2,2314,716547,598.99
10.5387,2092.83234877,0.987447401509,0.0,-0.0418869,798.8553898334503,1.0577,0.0283379,4,2318,718699,602.89
469.09,2123.42314656,0.845291495323,0.0,-0.0233006,801.3203370571136,1.05832,0.0216681,3,2321,720725,612.27
7.5704,2124.81559089,0.989905213937,0.0,-0.0433412,803.6355550289154,1.06473,0.026562,4,2325,722662,613.07
397.964,2155.43480551,0.704522132874,0.0,-0.0256567,805.7808389663696,1.05413,0.0291108,2,2327,724662,622.25
51.2021,2165.30958243,0.97488867119,0.0,-0.0451992,807.8960194587708,1.02452,0.0302919,4,2331,727008,625.71
5.40122,2191.52552987,0.992952900473,0.0,-0.0412018,810.0151228904724,1.01172,0.0287322,2,2333,728355,633.24
148.868,2202.86772532,0.899924896657,0.0,-0.0261926,812.1169209480286,0.997904,0.0322354,3,2336,730458,636.7
7.71063,2209.81342679,0.985067789443,0.0,-0.0437304,814.2733623981476,0.974432,0.0263336,4,2340,732865,638.63
6.30801,2213.70252707,0.995610218961,0.0,-0.0375255,816.4067118167877,0.971005,0.0293927,4,2344,735205,639.9
5.33795,2235.39600628,0.996894247364,0.0,-0.0443868,818.5640554428101,0.964746,0.0259196,3,2347,737126,646.03
336.633,2252.99318047,0.779162481427,0.0,-0.0213634,820.6188561916351,0.965252,0.0274295,2,2349,738636,651.46
6.10994,2250.66752321,0.996184229851,0.0,-0.0484644,822.7447266578674,0.918907,0.0312621,3,2352,740790,650.45
213.596,2288.65584452,0.907870218158,0.0,-0.0188854,824.8789908885956,0.92285,0.0291308,3,2355,743247,661.64
296.485,2309.80300986,0.880720928311,0.0,-0.0250351,827.0220723152161,0.943934,0.0363256,3,2358,745360,668.13
8.95549,2343.46614171,0.984015157446,0.0,-0.0350336,829.1432375907898,0.926991,0.0331725,2,2360,747141,677.78
5.511,2378.04052947,0.994670388754,0.0,-0.0428526,831.242565870285,0.941625,0.0456526,3,2363,749374,687.61
12.5769,2403.27504219,0.935786195099,0.0,-0.0320567,833.3922417163849,0.922701,0.0224436,2,2365,751208,694.97
469.981,2414.02396959,0.783759728074,0.0,-0.00472076,835.5451552867889,0.89934,0.396376,2,2367,752989,698.31
224.614,2446.40843015,0.904740057886,0.0,-0.0265402,837.7500250339508,0.892809,0.0200177,3,2370,755444,707.78
398.121,2444.77906379,0.786617144942,0.0,-0.0238236,839.9224815368652,0.873742,0.0183201,2,2372,757230,707.62
438.401,2499.08239497,0.692586094141,0.0,-0.0236615,842.0736901760101,0.864666,0.0386108,2,2374,759230,723.14
399.089,2494.49729176,0.868403628469,0.0,-0.0269061,844.2212707996368,0.848505,0.0378483,3,2377,761421,722.14
824.013,2527.21838575,0.07373046875,0.0,-0.0187562,846.4372200965881,0.861679,0.0320935,2,2379,763421,732.35
821.291,2540.74747686,0.14254117012,0.0,-0.0285277,848.6722090244293,0.862094,0.0216771,2,2381,765421,737.0
751.005,2555.07044778,0.650361180305,0.0,-0.0275057,850.969297170639,0.876434,0.0322301,3,2384,767899,741.58
605.743,2566.96845906,0.264087975025,0.0,-0.0187882,853.2271916866302,0.867941,0.037124,2,2386,769899,745.77
16.094,2592.00389251,0.971759973094,0.0,-0.0354456,855.5108647346497,0.835911,0.0359715,2,2388,771516,752.92
589.991,2611.35227204,0.301767408848,0.0,-0.0217451,857.8282806873322,0.845777,0.0576714,2,2390,773516,758.74
346.409,2623.67780078,0.79122492671,0.0,-0.0295587,860.1487882137299,0.863692,0.0308307,2,2392,775281,762.23
635.629,2646.36624236,0.683683604002,0.0,-0.0323641,862.4923665523529,0.854317,0.0405979,3,2395,778230,769.27
418.99,2648.32982331,0.768067359924,0.0,-0.0278704,864.8692874908447,0.860691,0.0217803,2,2397,779730,770.07
455.788,2668.63165154,0.826297804713,0.0,-0.0227955,867.3051302433014,0.860792,0.0324278,3,2400,782096,775.64
430.518,2634.57583831,0.8486905545,0.0,-0.0203865,869.7265613079071,0.889845,0.0394463,3,2403,784041,765.09
351.324,2630.80025571,0.786454096437,0.0,-0.000205792,872.2114105224609,0.896183,0.416725,2,2405,785886,763.62
850.58,2635.83896649,0.567658007145,0.0,-0.0291852,874.621160030365,0.889973,0.0424856,3,2408,788408,764.65
457.235,2658.15549221,0.300614953041,0.0,-0.0257609,877.073089838028,0.880812,0.0292817,2,2410,790408,771.06
10.301,2638.99566959,0.970007145777,0.0,-0.0371587,879.556193113327,0.85208,0.0262626,3,2413,792028,764.25
417.135,2656.06764562,0.864772349596,0.0,-0.0225101,882.1044447422028,0.854774,0.0449933,3,2416,794558,769.14
8.51116,2678.48570661,0.986295687966,0.0,-0.0432598,884.6186754703522,0.815707,0.0250983,2,2418,796265,775.66
394.792,2700.02931,0.775380015373,0.0,-0.0208739,887.1360924243927,0.8149,0.0446138,2,2420,797914,781.89
447.023,2728.54682112,0.478947997093,0.0,-0.0250184,889.4183676242828,0.829225,0.0218556,2,2422,799914,789.83
437.241,2753.85592803,0.860486090183,0.0,-0.0204599,891.5323736667633,0.836081,0.0444073,3,2425,802413,797.51
264.901,2736.50183892,0.870485797524,0.0,-0.0216128,893.6958198547363,0.82377,0.0339548,3,2428,804500,792.55
423.544,2777.08768866,0.499481081963,0.0,-0.0248148,895.8581912517548,0.827189,0.0314692,2,2430,806500,804.52
326.62,2778.69719611,0.809360772371,0.0,-0.0313462,898.0008299350739,0.82545,0.0517736,2,2432,808217,805.05
664.004,2789.64543295,0.325982868671,0.0,-0.0294686,900.0923836231232,0.840519,0.0251238,2,2434,810217,808.62
444.892,2818.54068296,0.629687041044,0.0,-0.0298351,902.2270181179047,0.825604,0.0283657,2,2436,812217,817.59
805.138,2844.20467927,0.126432240009,0.0,-0.0227182,904.3776087760925,0.834415,0.0451929,2,2438,814217,825.77
835.916,2868.28980288,0.360642075539,0.0,-0.0278857,906.5076398849487,0.87531,0.0287946,2,2440,816217,833.52
402.404,2898.8005096,0.776741370559,0.0,-0.0268037,908.6329348087311,0.859032,0.0207402,2,2442,818217,842.52
574.955,2918.49697884,0.705944269896,0.0,-0.0183925,910.7262890338898,0.85886,0.0541783,3,2445,820974,849.06
793.544,2948.14901027,0.155515253544,0.0,-0.0165762,912.867449760437,0.89151,0.0353737,2,2447,822974,858.48
415.197,2963.84752257,0.759961634874,0.0,-0.0162172,915.0079019069672,0.904202,0.0287574,2,2449,824962,863.26
831.62,2983.78491803,0.11582326889,0.0,-0.0251154,917.1803674697876,0.94118,0.0227768,2,2451,826962,869.92
409.05,2985.12171322,0.799341961741,0.0,-0.0219838,919.2582516670227,0.944136,0.0277245,2,2453,828832,870.92
421.753,2990.19983392,0.746991097927,0.0,-0.0164594,921.3913152217865,0.962481,0.0282,2,2455,830510,872.63
1081.05,3017.27798454,0.12865114212,0.0,-0.0251856,923.5321049690247,0.99421,0.0255502,3,2458,833510,881.5
405.925,3015.06109962,0.727075189352,0.0,-0.0219267,925.6951031684875,0.973181,0.033063,2,2460,835269,881.28
9.05725,3020.48185613,0.98680047784,0.0,-0.0506026,927.8514034748077,0.934114,0.041918,2,2462,836814,883.0
733.319,3022.05744214,0.130733191967,0.0,-0.0206163,929.9767894744873,0.957151,0.0889619,2,2464,838814,884.4
691.202,3031.29609688,0.198430836201,0.0,-0.026329,932.1503069400787,0.960422,0.0267576,2,2466,840814,888.25
486.455,3029.09132889,0.368451595306,0.0,-0.0265972,934.3672807216644,0.98855,0.0269045,2,2468,842814,888.25
598.445,3044.26752557,0.668044835329,0.0,-0.0335822,936.6494739055634,0.976391,0.0473009,3,2471,845771,893.27
16.0186,3027.94551345,0.949640061706,0.0,-0.0454759,938.9796497821808,0.892326,0.0344902,2,2473,847117,888.87
813.544,3034.3179573,0.131203949451,0.0,-0.0238427,941.2735214233398,0.898398,0.0252523,2,2475,849117,891.58
616.962,3050.05206175,0.30938822031,0.0,-0.0269109,943.5554847717285,0.922358,0.0195839,2,2477,851117,896.96
706.173,3047.59485912,0.209448158741,0.0,-0.022024,945.9227719306946,0.938808,0.0290293,2,2479,853117,896.96
822.346,3044.82765829,0.0418443083763,0.0,-0.0235776,948.243711233139,0.933929,0.0274566,2,2481,855117,896.96
782.501,3059.48324611,0.15362650156,0.0,-0.0273352,950.7438051700592,0.92134,0.0225759,2,2483,857117,902.18
950.58,3054.71696715,0.108677268028,0.0,-0.0255667,953.1199352741241,0.920459,0.0246463,3,2486,860117,902.18
719.821,3060.51260634,0.141446590424,0.0,-0.0274075,955.5778772830963,0.946764,0.0194978,2,2488,862117,906.01
742.295,3055.92344262,0.0462239980698,0.0,-0.0226501,957.9984562397003,0.933129,0.0371951,2,2490,864117,906.01
694.328,3058.07405745,0.111175715923,0.0,-0.0251928,960.4708528518677,0.932369,0.0268861,2,2492,866117,908.36
686.769,3053.32002232,0.20090764761,0.0,-0.0253305,962.9731979370117,0.948798,0.0210662,2,2494,868117,908.36
684.597,3064.691094,0.179170608521,0.0,-0.0240418,965.4626004695892,0.949932,0.0310892,2,2496,870117,913.87
754.311,3050.37365223,0.148045122623,0.0,-0.0259272,967.9967067241669,0.939936,0.0301317,3,2499,872298,912.02
642.504,2995.38628747,0.432966470718,0.0,-0.0294883,970.513130903244,0.961142,0.0453644,4,2503,873847,898.06
696.914,2995.17534787,0.0864881873131,0.0,-0.0198324,973.0790848731995,0.965597,0.0196313,2,2505,875847,899.61
633.475,2991.32970858,0.183116853237,0.0,-0.0282193,975.5798916816711,0.991554,0.0188638,2,2507,877847,899.61
685.067,3003.48306025,0.163146734238,0.0,-0.0205716,977.6959598064423,1.00435,0.0250235,2,2509,879847,904.39
698.331,3016.43686124,0.178901672363,0.0,-0.0215776,979.8244426250458,1.03091,0.0204851,2,2511,881847,909.38
609.449,3040.97760412,0.188872396946,0.0,-0.00755902,982.0472168922424,1.04141,0.0324918,2,2513,883847,918.19
733.216,3038.73022909,0.0786715149879,0.0,-0.0248739,984.2034094333649,1.04617,0.026386,2,2515,885847,918.88
704.336,3053.8086744,0.104858160019,0.0,-0.0189906,986.3357548713684,1.06518,0.0251725,2,2517,887847,924.89
983.083,3061.44460001,0.158435165882,0.0,-0.0211396,988.4615769386292,1.09742,0.0262432,3,2520,890847,929.33
687.25,3056.77459437,0.163420796394,0.0,-0.0259466,990.574373960495,1.10218,0.0207295,2,2522,892847,929.33
738.142,3065.12664773,0.114541232586,0.0,-0.0161057,992.7349994182587,1.11168,0.0306122,2,2524,894847,934.34
711.544,3075.91667394,0.137792110443,0.0,-0.0209254,994.8923780918121,1.097,0.0255955,2,2526,896847,939.12
790.557,3057.04557549,0.124356031418,0.0,-0.0292545,997.0713648796082,1.09713,0.024109,3,2529,899031,935.31
706.454,3054.57405697,0.077238380909,0.0,-0.0266111,999.1486673355103,1.08251,0.0231124,2,2531,901031,935.31
727.839,3058.87504071,0.0556155443192,0.0,-0.0108697,1001.3441424369812,1.09629,0.0332944,2,2533,903031,938.14
725.886,3056.25935088,0.0898238420486,0.0,-0.0204313,1003.7198023796082,1.11936,0.0224579,2,2535,905031,938.14
730.799,3053.94003024,0.0594674348831,0.0,-0.0150841,1006.0998501777649,1.13984,0.0302863,2,2537,907031,938.14
690.94,3052.3145482,0.127031087875,0.0,-0.0228396,1008.5004961490631,1.1498,0.0188187,2,2539,909031,938.14
677.886,3049.52891122,0.01505869627,0.0,-0.0287166,1010.90709233284,1.12574,0.0251999,2,2541,911031,938.14
714.908,3048.12761999,0.0463878512383,0.0,-0.0268418,1013.3393316268921,1.11819,0.0222207,2,2543,913031,938.14
731.455,3053.6973644,0.0812931656837,0.0,-0.023355,1015.5631105899811,1.13944,0.0195465,2,2545,915031,940.57
736.536,3052.64310463,0.10320854187,0.0,-0.0150581,1017.7295746803284,1.1683,0.0349893,2,2547,917031,940.57
745.069,3050.53193779,0.129711151123,0.0,-0.0167009,1019.9065601825714,1.16378,0.0370503,2,2549,919031,940.69
671.989,3047.97215117,0.135322749615,0.0,-0.019725,1022.1411855220795,1.19057,0.0243503,2,2551,921031,940.69
752.958,3049.57753089,0.104182243347,0.0,-0.0233563,1024.3907942771912,1.21372,0.0226818,2,2553,923031,941.99
725.234,3057.37077317,0.0807413458824,0.0,-0.024844,1026.7037856578827,1.22784,0.0160524,2,2555,925031,945.21
712.762,3055.8769218,0.0779811739922,0.0,-0.0282864,1028.9541931152344,1.22034,0.0243705,2,2557,927031,945.21
664.726,3054.4216849,0.144595563412,0.0,-0.0240498,1031.258441209793,1.23018,0.0234669,2,2559,929031,945.21
696.47,3073.26552278,0.190101504326,0.0,-0.0242317,1033.5548131465912,1.23628,0.0279746,2,2561,931031,952.01
872.455,3038.56804834,0.244223356247,0.0,-0.0317165,1035.8831849098206,1.24273,0.0439927,3,2564,933077,942.63
