loss_pol_entpen,EpRewMean,loss_ent,TimeElapsed,TimestepsSoFar,EpisodesSoFar,loss_kl,EpThisIter,loss_pol_surr,loss_vf_loss,ev_tdlam_before,EpLenMean
0.0,920.38,0.587303,239.4495780467987,298212,1057,0.0048594,2,-0.0043622,69.1809,-0.00478911399841,920.38
0.0,920.38,0.589902,241.07408237457275,300212,1059,0.0133211,2,-0.00766231,67.3153,0.00606441497803,920.38
0.0,920.38,0.602992,242.7183609008789,302212,1061,0.00619802,2,-0.00410093,69.3247,-0.0191354751587,920.38
0.0,920.38,0.612325,244.3433563709259,304212,1063,0.00758926,2,-0.00641096,68.142,0.00364398956299,920.38
0.0,920.38,0.618389,245.99960160255432,306212,1065,0.0114509,2,-0.00597925,68.1239,0.010261952877,920.38
0.0,920.38,0.611254,247.62459540367126,309212,1068,0.016976,3,-0.0108763,90.3257,0.0360454320908,920.38
0.0,920.38,0.607765,249.26521635055542,311212,1070,0.00370794,2,-0.00397555,67.5724,-0.00778150558472,920.38
0.0,920.38,0.612664,250.89021062850952,313212,1072,0.0100996,2,-0.00910613,64.6416,0.0425505042076,920.38
0.0,920.38,0.601915,252.5308301448822,315212,1074,0.00464016,2,-0.00546774,62.6452,0.05344414711,920.38
0.0,920.38,0.604573,254.1714506149292,317212,1076,0.00862048,2,-0.00542193,64.9094,0.0328804850578,920.38
0.0,920.38,0.614636,255.79644584655762,319212,1078,0.00114538,2,-0.00225531,69.508,-0.0253715515137,920.38
0.0,920.38,0.625231,257.4526917934418,321212,1080,0.00350936,2,-0.00410607,68.3404,0.00241583585739,920.38
0.0,920.38,0.62478,259.06206154823303,323212,1082,0.010362,2,-0.00377454,68.5399,-0.0342215299606,920.38
0.0,920.38,0.619817,260.71830677986145,325212,1084,0.00803997,2,-0.00582483,68.5061,0.00172120332718,920.38
0.0,920.38,0.610836,262.35892629623413,327212,1086,0.00563791,2,-0.0043295,68.796,-0.00733613967896,920.38
0.0,920.38,0.620702,263.999547958374,329212,1088,0.00574622,2,-0.00510524,62.8023,0.00186061859131,920.38
0.0,920.38,0.605458,265.61911964416504,331212,1090,0.00851727,2,-0.00466953,69.0156,-0.0145661830902,920.38
0.0,920.38,0.621885,267.27668285369873,333212,1092,0.0137381,2,-0.00491009,68.6819,-0.00332999229431,920.38
0.0,920.38,0.636529,268.9022738933563,335212,1094,0.00595819,2,-0.00344213,68.6949,-0.00685942173004,920.38
0.0,925.61,0.656547,270.53569197654724,337212,1096,0.0102165,2,-0.00667436,68.1348,0.00124460458755,925.61
0.0,939.62,0.66532,272.1715497970581,339212,1098,0.00581932,2,-0.0057477,68.666,-0.00147581100464,939.62
0.0,947.6,0.682451,273.8121724128723,341212,1100,0.00443906,2,-0.00373614,68.6646,-0.00246393680573,947.6
0.0,947.6,0.690149,275.45382928848267,343212,1102,0.00737796,2,-0.0073192,68.3059,0.000275790691376,947.6
0.0,947.6,0.688866,277.09416365623474,345212,1104,0.00572556,2,-0.00600251,67.6695,-0.00419318675995,947.6
0.0,958.4,0.679379,278.7351813316345,347212,1106,0.00711734,2,-0.00403224,68.4367,-0.00740802288055,958.4
0.0,973.32,0.697568,280.3683018684387,349212,1108,0.00945187,2,-0.00359763,68.512,-0.00266289710999,973.32
0.0,980.24,0.695679,282.0087676048279,352212,1111,0.0121642,3,-0.00892208,81.7321,-0.000936627388,980.24
0.0,985.14,0.692137,283.640216588974,354212,1113,0.0148425,2,-0.00486103,68.3547,-0.00117182731628,985.14
0.0,992.95,0.688934,285.28083658218384,356212,1115,0.0100793,2,-0.00667196,68.1965,-0.00476145744324,992.95
0.0,992.95,0.677769,286.89494609832764,358212,1117,0.00469557,2,-0.00435675,68.1517,-0.00192892551422,992.95
0.0,992.15,0.700344,288.5426995754242,360132,1119,0.0107123,2,-0.00572146,37.9928,0.0220857858658,992.15
0.0,992.15,0.684707,290.1834421157837,362132,1121,0.00456519,2,-0.00507464,68.9002,-0.0409774780273,992.15
0.0,999.2,0.68159,291.82311820983887,364132,1123,0.00795179,2,-0.00664796,68.5155,-0.00524914264679,999.2
0.0,990.91,0.683674,293.4566342830658,366303,1126,0.00748341,3,-0.00955531,72.2368,0.154042005539,990.91
0.0,990.91,0.676834,295.098042011261,368303,1128,0.00706965,2,-0.00640427,68.1824,-0.00192368030548,990.91
0.0,990.91,0.679074,296.75015592575073,370303,1130,0.00682457,2,-0.0100048,68.1502,-0.0197039842606,990.91
0.0,990.91,0.67145,298.382271528244,372303,1132,0.0094995,2,-0.00895298,64.6558,0.00147813558578,990.91
0.0,990.91,0.678036,300.0088493824005,374303,1134,0.0059897,2,-0.00532014,68.1782,-0.0135482549667,990.91
0.0,990.91,0.674072,301.62657356262207,376303,1136,0.0070877,2,-0.00601486,68.2374,-0.000340461730957,990.91
0.0,990.91,0.699146,303.28264260292053,378303,1138,0.00825601,2,-0.00536137,68.3315,-0.000223994255066,990.91
0.0,990.91,0.694407,304.91082310676575,380303,1140,0.00423802,2,-0.0040293,56.6929,0.187872767448,990.91
0.0,990.91,0.687439,306.5943512916565,382303,1142,0.0100661,2,-0.00580086,60.9559,0.201452493668,990.91
0.0,987.32,0.683977,308.2246880531311,384944,1145,0.00627651,3,-0.00689843,71.3333,0.258895099163,987.32
0.0,987.32,0.685156,309.8747253417969,386944,1147,0.00538596,2,-0.00759736,67.5225,0.0220437645912,987.32
0.0,987.32,0.694232,311.4997208118439,388944,1149,0.00531264,2,-0.0042509,69.6131,-0.00614559650421,987.32
0.0,987.32,0.701876,313.14034056663513,390944,1151,0.00817497,2,-0.00854775,69.5022,-0.0028510093689,987.32
0.0,987.32,0.718687,314.76120018959045,392944,1153,0.00670715,2,-0.00424897,69.3208,-0.000291705131531,987.32
0.0,987.32,0.72653,316.41055512428284,394944,1155,0.00806245,2,-0.0090593,65.2235,0.0031858086586,987.32
0.0,987.32,0.730613,318.0478301048279,396944,1157,0.00545189,2,-0.00460343,68.1041,0.000614702701569,987.32
0.0,987.32,0.728303,319.6875944137573,398944,1159,0.00733038,2,-0.00632509,68.1855,-0.00543355941772,987.32
0.0,987.32,0.744275,321.3197510242462,400944,1161,0.00576597,2,-0.00803482,65.5094,0.00171595811844,987.32
0.0,987.32,0.745951,322.9458718299866,402944,1163,0.0117528,2,-0.00563799,65.5916,0.0206053853035,987.32
0.0,984.45,0.758095,324.5941014289856,404657,1165,0.0100712,2,-0.00896464,46.8533,0.455608129501,984.45
0.0,984.43,0.781271,326.2036325931549,406655,1167,0.00793322,2,-0.00827575,52.6106,0.282719254494,984.43
0.0,984.43,0.795212,327.87561798095703,408655,1169,0.0101654,2,-0.00547704,67.4411,-0.0473359823227,984.43
0.0,984.43,0.792461,329.4925057888031,410655,1171,0.00851078,2,-0.00855334,67.2511,-0.00899481773376,984.43
0.0,984.43,0.771135,331.1478793621063,413655,1174,0.00949649,3,-0.00790777,86.457,0.00728780031204,984.43
0.0,984.43,0.761841,332.76133251190186,415655,1176,0.010025,2,-0.00460449,67.4376,0.00208473205566,984.43
0.0,984.43,0.757639,334.40968346595764,417655,1178,0.00768831,2,-0.00819792,67.5295,0.00102955102921,984.43
0.0,984.43,0.745672,336.0358953475952,419655,1180,0.00660283,2,-0.00562872,67.5314,0.00301486253738,984.43
0.0,975.3,0.717405,337.6726984977722,421742,1183,0.0100089,3,-0.0121406,76.6547,0.0164451599121,975.3
0.0,970.97,0.725101,339.31287121772766,423309,1185,0.00745996,2,-0.00948947,62.7012,0.077069401741,970.97
0.0,970.97,0.730433,340.93788170814514,425309,1187,0.00275235,2,-0.00395578,68.8366,0.00131356716156,970.97
0.0,970.97,0.72069,342.58663988113403,427309,1189,0.0055762,2,-0.00570779,68.8582,-0.0194115638733,970.97
0.0,970.97,0.731325,344.21053814888,429309,1191,0.00509068,2,-0.00539824,68.6193,0.0042120218277,970.97
0.0,970.97,0.734105,345.85205721855164,431309,1193,0.00859992,2,-0.00819252,68.7454,-0.00298762321472,970.97
0.0,970.97,0.748113,347.47705149650574,433309,1195,0.00902557,2,-0.00441052,68.7767,0.000564277172089,970.97
0.0,970.97,0.746775,349.13272070884705,435309,1197,0.00916438,2,-0.00610181,68.5516,0.000678896903992,970.97
0.0,970.97,0.753868,350.75002217292786,437309,1199,0.00887357,2,-0.00652712,68.032,0.00456285476685,970.97
0.0,970.97,0.772066,352.3906419277191,440309,1202,0.00673019,3,-0.00672504,99.5275,0.00656855106354,970.97
0.0,970.97,0.776805,354.0156362056732,442309,1204,0.00487802,2,-0.00416104,67.0671,0.00938612222672,970.97
0.0,970.97,0.795588,355.65625739097595,444309,1206,0.010055,2,-0.00754755,66.504,0.0303646922112,970.97
0.0,970.97,0.787898,357.2951719760895,446309,1208,0.00935679,2,-0.00579354,69.3166,-0.00681257247925,970.97
0.0,970.97,0.775918,358.9271414279938,448309,1210,0.00591331,2,-0.00810468,68.7591,-0.0013735294342,970.97
0.0,970.97,0.786165,360.55715703964233,450309,1212,0.00704477,2,-0.0104054,67.9019,-0.000258326530457,970.97
0.0,970.97,0.798365,362.1887254714966,452309,1214,0.011355,2,-0.00761716,67.2103,0.018542766571,970.97
0.0,970.97,0.829737,363.8295040130615,454309,1216,0.00521968,2,-0.00593917,69.667,-0.00677061080933,970.97
0.0,971.77,0.820698,365.44598937034607,456309,1218,0.0117692,2,-0.00842841,68.4612,0.00708574056625,971.77
0.0,957.78,0.821947,367.103013753891,457910,1221,0.00706749,3,-0.0124919,78.131,0.0195210576057,957.78
0.0,955.58,0.803858,368.7342939376831,460690,1224,0.0086288,3,-0.00846357,92.1089,0.0194361805916,955.58
0.0,963.87,0.795465,370.394868850708,462690,1226,0.00555927,2,-0.00441173,67.9873,-0.02190721035,963.87
0.0,962.39,0.78162,372.0190939903259,464542,1228,0.00736961,2,-0.00964283,63.9791,-0.00633060932159,962.39
0.0,962.39,0.777566,373.67156505584717,466542,1230,0.00921008,2,-0.0101178,67.9837,-0.00137722492218,962.39
0.0,962.39,0.777611,375.29655861854553,468542,1232,0.00915336,2,-0.00617907,68.1067,-0.00450348854065,962.39
0.0,962.39,0.776495,376.95280504226685,470542,1234,0.00733412,2,-0.00644202,68.0505,-0.00969755649567,962.39
0.0,952.67,0.781005,378.5777986049652,472570,1237,0.0101696,3,-0.0111952,82.3358,0.0651864409447,952.67
