loss_kl,TimeElapsed,loss_ent,EpLenMean,loss_pol_surr,EpisodesSoFar,loss_pol_entpen,EpThisIter,loss_vf_loss,EpRewMean,ev_tdlam_before,TimestepsSoFar
0.0309694,404.67890071868896,0.688164,1000.0,-0.0511303,464,0.0,2,309.06,2435.61775383,0.899613417685,464000
0.0443933,406.4601204395294,0.647299,1000.0,-0.0375792,466,0.0,2,403.165,2445.31437527,0.288703978062,466000
0.0338663,408.22574043273926,0.628639,1000.0,-0.0503178,468,0.0,2,455.361,2457.87244448,0.337448596954,468000
0.0412895,410.0069854259491,0.638144,1000.0,-0.0465751,471,0.0,3,738.589,2472.93265476,0.0548993945122,471000
0.0338567,411.77260541915894,0.608562,1000.0,-0.0408534,473,0.0,2,358.754,2468.54877177,0.958767972887,473000
0.0397758,413.5549054145813,0.589298,1000.0,-0.0420107,475,0.0,2,545.52,2482.633483,0.11781924963,475000
0.0325694,415.3194053173065,0.60936,1000.0,-0.0452747,477,0.0,2,336.075,2493.63677552,0.893447630107,477000
0.0286562,417.10326766967773,0.589958,1000.0,-0.0460177,479,0.0,2,368.922,2491.92769047,0.951671276242,479000
0.0452106,418.8656077384949,0.545174,1000.0,-0.0402627,481,0.0,2,553.831,2507.21663219,0.0990365743637,481000
0.0365057,420.6477246284485,0.543708,1000.0,-0.0363358,483,0.0,2,543.703,2517.47533829,0.0999420881271,483000
0.0288463,422.4048421382904,0.567517,1000.0,-0.0395826,485,0.0,2,542.259,2524.80363542,0.10584706068,485000
0.0335632,424.1869204044342,0.520962,1000.0,-0.0443344,487,0.0,2,329.725,2524.14569655,0.967168603092,487000
0.0355727,425.9690363407135,0.532744,1000.0,-0.040865,489,0.0,2,374.895,2528.82077297,0.867905586958,489000
0.032649,427.74973034858704,0.523435,1000.0,-0.0460989,491,0.0,2,337.872,2515.34197075,0.965782873333,491000
0.0320882,429.50710010528564,0.468229,1000.0,-0.0480147,493,0.0,2,559.073,2521.41841291,0.035457611084,493000
0.0275891,431.28832244873047,0.483599,1000.0,-0.038335,495,0.0,2,554.132,2532.77540951,0.0782545208931,495000
0.0313552,433.05473589897156,0.502305,1000.0,-0.0472509,497,0.0,2,573.467,2537.6774735,0.158976137638,497000
0.0441767,434.8359215259552,0.502,1000.0,-0.0346072,499,0.0,2,566.755,2541.42436979,0.0545145273209,499000
0.132889,436.6013603210449,0.4919,1000.0,-0.0207204,501,0.0,2,542.899,2545.75410832,0.140007555485,501000
0.0323554,438.3907070159912,0.473795,1000.0,-0.0398055,503,0.0,2,545.567,2552.21426603,0.123001635075,503000
0.0287389,440.1551365852356,0.460747,1000.0,-0.0436617,505,0.0,2,570.474,2554.69239292,0.166173934937,505000
0.0443921,441.93766736984253,0.43178,1000.0,-0.0361219,507,0.0,2,527.763,2560.11463135,0.140457034111,507000
0.0265612,443.718533039093,0.426875,1000.0,-0.0435958,509,0.0,2,571.691,2568.65589289,0.029594540596,509000
0.0484454,445.49297618865967,0.457921,1000.0,-0.0376237,512,0.0,3,867.363,2579.00199647,0.103292405605,512000
0.035822,447.2598843574524,0.439614,1000.0,-0.0444493,514,0.0,2,597.866,2581.18053078,0.271675407887,514000
0.0292965,449.04144310951233,0.386014,1000.0,-0.0465983,516,0.0,2,353.597,2573.91942768,0.956175893545,516000
0.0379008,450.82854986190796,0.374662,1000.0,-0.0377365,518,0.0,2,593.734,2590.50016308,0.0588889122009,518000
0.0385152,452.60927152633667,0.349,1000.0,-0.0463154,520,0.0,2,383.018,2580.84078126,0.959245525301,520000
0.0488,454.4012942314148,0.377418,1000.0,-0.0331553,522,0.0,2,593.042,2588.91914766,0.0637397766113,522000
0.0260675,456.17483615875244,0.371996,1000.0,-0.0404406,524,0.0,2,604.589,2597.32851818,0.0725509524345,524000
0.0305406,457.95707154273987,0.372179,1000.0,-0.040875,526,0.0,2,609.311,2602.58292423,0.145786821842,526000
0.0444263,459.7483835220337,0.380577,1000.0,-0.0321291,528,0.0,2,613.859,2613.7414651,0.0446425080299,528000
0.03939,461.507750749588,0.338454,1000.0,-0.037333,530,0.0,2,604.254,2618.75346858,0.075407743454,530000
0.0298449,463.3046250343323,0.320847,1000.0,-0.0456067,532,0.0,2,568.403,2627.18466776,0.158684372902,532000
0.0326889,465.09638714790344,0.290284,1000.0,-0.037607,534,0.0,2,597.778,2631.2179781,0.0564198493958,534000
0.0421327,466.8799526691437,0.307139,1000.0,-0.0398429,536,0.0,2,628.571,2638.86179736,0.0831114053726,536000
0.0261249,468.6710021495819,0.277994,1000.0,-0.0470884,538,0.0,2,636.464,2641.13880727,0.180842101574,538000
0.0331334,470.492116689682,0.282455,1000.0,-0.0470343,540,0.0,2,633.131,2649.31537433,0.920754678547,540000
0.0402332,472.28101539611816,0.254399,1000.0,-0.0373658,542,0.0,2,336.1,2637.19575696,0.953036867082,542000
0.0327215,474.0530126094818,0.240618,1000.0,-0.0385088,544,0.0,2,635.99,2644.40318169,0.0817466378212,544000
0.0317352,475.8309895992279,0.202538,1000.0,-0.0429068,546,0.0,2,589.281,2651.42503241,0.234854400158,546000
0.0375857,477.6122930049896,0.172949,1000.0,-0.0403739,548,0.0,2,654.793,2660.54385109,0.0733103752136,548000
0.0312418,479.39322328567505,0.171881,1000.0,-0.037294,550,0.0,2,659.345,2666.3382299,0.0921233296394,550000
0.0332118,481.1738648414612,0.17187,1000.0,-0.0438076,552,0.0,2,672.756,2673.19802682,0.115227103233,552000
0.0461974,482.94888186454773,0.180635,1000.0,-0.0355048,555,0.0,3,925.637,2681.10127547,0.0293298363686,555000
0.0297062,484.7302556037903,0.208035,1000.0,-0.0372528,557,0.0,2,646.976,2689.97944593,0.0860435366631,557000
0.0357692,486.50787830352783,0.176198,1000.0,-0.0358356,559,0.0,2,639.612,2697.04872492,0.063547372818,559000
0.0408105,488.2847509384155,0.155597,1000.0,-0.0338826,561,0.0,2,628.123,2702.98788961,0.187055528164,561000
0.0372762,490.06600642204285,0.120183,1000.0,-0.0552884,563,0.0,2,142.749,2710.11878912,0.97211757116,563000
0.0287899,491.84730052948,0.140364,1000.0,-0.0387135,565,0.0,2,666.373,2717.1341278,0.0488106608391,565000
0.0420051,493.6118519306183,0.118799,1000.0,-0.0351162,567,0.0,2,670.126,2721.07165344,0.0608152151108,567000
0.0285552,495.387734413147,0.120519,1000.0,-0.0372931,569,0.0,2,660.172,2725.57759508,0.0935047864914,569000
0.0358838,497.1604657173157,0.130733,1000.0,-0.0351795,571,0.0,2,666.818,2731.91759315,0.123079776764,571000
0.0720752,498.92968368530273,0.0866458,1000.0,-0.0227767,573,0.0,2,656.028,2749.96611026,0.0615136623383,573000
0.0429078,500.6956808567047,0.0843495,1000.0,-0.0343253,575,0.0,2,583.642,2757.18160445,0.0367344617844,575000
0.0364632,502.4608585834503,0.0423356,1000.0,-0.0358096,577,0.0,2,600.772,2767.59168702,0.0589780807495,577000
0.034365,504.23460602760315,0.0123894,1000.0,-0.0393429,579,0.0,2,659.905,2781.12773972,0.0545669794083,579000
0.0352872,506.0000228881836,-0.018326,1000.0,-0.037311,581,0.0,2,618.06,2788.05588789,0.102149367332,581000
0.0473337,507.78260707855225,0.0103961,1000.0,-0.032382,583,0.0,2,668.641,2793.40401025,0.0886750817299,583000
0.0330215,509.5433578491211,-0.0119412,1000.0,-0.0379642,585,0.0,2,670.666,2801.16329135,0.092845916748,585000
0.032277,511.3285231590271,-0.0194389,1000.0,-0.0385872,587,0.0,2,653.037,2825.10514468,0.0798956751823,587000
0.0293474,513.0788445472717,-0.0248445,1000.0,-0.0408081,589,0.0,2,665.256,2831.90099061,0.0753842592239,589000
0.0351974,514.8547160625458,-0.0167574,1000.0,-0.0408358,591,0.0,2,587.109,2859.34553459,0.168205678463,591000
0.0349326,516.6250050067902,-0.036942,1000.0,-0.0499918,593,0.0,2,690.42,2863.7340882,0.211942970753,593000
0.0357879,518.3982999324799,-0.0319048,1000.0,-0.0392759,595,0.0,2,674.302,2867.25749126,0.0963423252106,595000
0.0439817,520.164178609848,-0.0154436,1000.0,-0.0386614,598,0.0,3,879.509,2876.6972623,0.156080424786,598000
0.0414396,521.9457280635834,-0.0432633,1000.0,-0.0400915,600,0.0,2,685.716,2882.8322934,0.0831651687622,600000
0.0364932,523.6958260536194,-0.0808885,1000.0,-0.0425975,602,0.0,2,746.528,2887.82394859,0.25570333004,602000
0.0422826,525.4762151241302,-0.107281,1000.0,-0.0370053,604,0.0,2,671.93,2892.20893459,0.0805186629295,604000
0.0429746,527.2333400249481,-0.0861863,1000.0,-0.0379092,606,0.0,2,678.252,2898.86296275,0.0894937515259,606000
0.0378999,529.0001680850983,-0.0607971,1000.0,-0.0342608,608,0.0,2,683.695,2902.26717612,0.0689015388489,608000
0.0330256,530.7605624198914,-0.0675535,1000.0,-0.0371002,610,0.0,2,685.894,2908.46255083,0.0653913021088,610000
0.033894,532.5403859615326,-0.100561,1000.0,-0.043961,612,0.0,2,708.249,2912.76623192,0.176485061646,612000
0.0398224,534.2897231578827,-0.0980868,1000.0,-0.0387799,614,0.0,2,660.045,2917.7054388,0.171341240406,614000
0.0400798,536.0741167068481,-0.0884774,1000.0,-0.0319371,616,0.0,2,688.911,2936.73434706,0.0254371762276,616000
0.0408946,537.826399564743,-0.0563608,1000.0,-0.0354522,618,0.0,2,710.534,2939.3149672,0.232638478279,618000
0.036088,539.6100585460663,-0.055256,1000.0,-0.0449231,620,0.0,2,738.313,2960.97212861,0.823751404881,620000
0.0280479,541.3673207759857,-0.101444,1000.0,-0.0480569,622,0.0,2,427.681,2947.20676995,0.957123611122,622000
0.0296464,543.1640822887421,-0.105794,1000.0,-0.0400197,624,0.0,2,658.616,2950.59520068,0.100878894329,624000
0.030404,544.9139170646667,-0.146182,1000.0,-0.0473026,626,0.0,2,188.889,2932.60968278,0.970575552434,626000
0.0384379,546.6945908069611,-0.161471,1000.0,-0.0403369,628,0.0,2,703.907,2934.6759196,0.0605434179306,628000
0.0305167,548.4608483314514,-0.189488,1000.0,-0.0421671,630,0.0,2,726.504,2944.99985328,0.125642180443,630000
0.0367755,550.2422041893005,-0.190823,1000.0,-0.0401375,632,0.0,2,732.084,2949.79863821,0.112773954868,632000
0.0398638,551.9913794994354,-0.192748,1000.0,-0.0361171,634,0.0,2,705.99,2952.22979528,0.0376725196838,634000
0.0372171,553.7882492542267,-0.225723,1000.0,-0.0435177,636,0.0,2,429.049,2952.32727229,0.894687265158,636000
0.02822,555.538242816925,-0.238389,1000.0,-0.039614,638,0.0,2,636.107,2961.05398892,0.137596666813,638000
0.0463159,557.3194899559021,-0.26084,1000.0,-0.0435534,641,0.0,3,1099.87,2985.75093967,0.0536584854126,641000
0.0299266,559.0851092338562,-0.247876,1000.0,-0.041715,643,0.0,2,456.961,2970.58014499,0.965508434922,643000
0.0422604,560.8663551807404,-0.233414,1000.0,-0.0378155,645,0.0,2,744.245,2975.42143281,0.0911530256271,645000
0.0336805,562.631973028183,-0.24934,1000.0,-0.0440824,647,0.0,2,485.033,2962.27826361,0.959616690874,647000
0.0338741,564.41321849823,-0.256516,1000.0,-0.0504737,649,0.0,2,464.115,2952.44720071,0.950674474239,649000
0.050175,566.1788372993469,-0.276634,1000.0,-0.042105,651,0.0,2,501.994,2948.80195378,0.919870376587,651000
0.0569918,567.9677913188934,-0.2764,1000.0,-0.0311842,653,0.0,2,726.43,2949.86229151,0.0498517155647,653000
0.0325542,569.7164306640625,-0.285113,1000.0,-0.0458555,655,0.0,2,723.933,2956.90984958,0.207010149956,655000
0.0339171,571.5070765018463,-0.308296,1000.0,-0.0432857,657,0.0,2,468.405,2939.84142181,0.959227964282,657000
0.0365231,573.2653267383575,-0.319839,1000.0,-0.0402085,659,0.0,2,730.94,2942.23825038,0.0731838941574,659000
0.0599167,575.0457227230072,-0.304425,1000.0,-0.027709,661,0.0,2,714.271,2946.54970347,0.0829899311066,661000
0.0390382,576.8125548362732,-0.342873,1000.0,-0.0427535,663,0.0,2,667.047,2961.11459622,0.279331386089,663000
0.0301677,578.5939645767212,-0.348871,1000.0,-0.0426521,665,0.0,2,740.129,2965.96799184,0.143719494343,665000
0.0494296,580.3668360710144,-0.362168,1000.0,-0.0349279,667,0.0,2,737.891,2970.96577845,0.20651102066,667000
0.0425472,582.1491892337799,-0.378878,1000.0,-0.0369282,669,0.0,2,719.079,2973.89128255,0.213113725185,669000
0.0374788,583.913996219635,-0.388287,1000.0,-0.0450944,671,0.0,2,807.895,2979.02530164,0.913074307144,671000
0.0352422,585.7120864391327,-0.399284,1000.0,-0.0408609,673,0.0,2,391.28,2965.0791791,0.944767057896,673000
0.0362872,587.476065158844,-0.419001,1000.0,-0.0398702,675,0.0,2,734.22,2968.60368329,0.173372328281,675000
0.0368173,589.256058216095,-0.411043,1000.0,-0.0365445,677,0.0,2,748.721,2972.38519616,0.101658284664,677000
0.0380767,591.0390574932098,-0.402258,1000.0,-0.0506239,679,0.0,2,734.039,2976.89370309,0.423731386662,679000
0.0497468,592.8211190700531,-0.404556,1000.0,-0.0393543,681,0.0,2,766.485,2977.8509225,0.223825752735,681000
0.0375204,594.5896513462067,-0.426833,1000.0,-0.0435581,684,0.0,3,1082.25,2980.06926529,0.0973020792007,684000
0.0450797,596.3666598796844,-0.47067,1000.0,-0.0341043,686,0.0,2,715.177,2983.74360746,0.0929405093193,686000
0.0351111,598.1480917930603,-0.482447,1000.0,-0.0464171,688,0.0,2,429.413,2974.37152423,0.95857847482,688000
0.045317,599.9303157329559,-0.498313,1000.0,-0.039142,690,0.0,2,616.198,2977.78345765,0.141280472279,690000
0.0493689,601.6967306137085,-0.484741,1000.0,-0.0365525,692,0.0,2,771.165,2978.78618652,0.072471678257,692000
0.0464275,603.4771728515625,-0.509449,1000.0,-0.0387194,694,0.0,2,704.404,2982.39481608,0.0892213582993,694000
0.0653611,605.2499203681946,-0.476247,1000.0,-0.0284934,696,0.0,2,765.372,2984.64368116,0.110413730145,696000
0.0459726,607.0382153987885,-0.458905,1000.0,-0.0430027,698,0.0,2,787.433,2986.58395903,0.266808629036,698000
0.0303127,608.803834438324,-0.423347,1000.0,-0.0416103,700,0.0,2,427.172,2971.0274775,0.958705693483,700000
0.0649899,610.5864608287811,-0.419774,1000.0,-0.048663,702,0.0,2,305.715,2965.03131181,0.96259746328,702000
0.0393138,612.3724277019501,-0.432901,1000.0,-0.0386319,704,0.0,2,770.737,2968.38646664,0.0175225734711,704000
0.0291007,614.1549849510193,-0.4538,1000.0,-0.0527482,706,0.0,2,776.564,2971.15167642,0.808389812708,706000
0.0413718,615.9370727539062,-0.480716,1000.0,-0.0478302,708,0.0,2,340.21,2958.17329042,0.958788085729,708000
0.0311221,617.7036905288696,-0.468421,1000.0,-0.0434972,710,0.0,2,804.434,2957.54437542,0.240891456604,710000
0.0300724,619.4766626358032,-0.497807,1000.0,-0.047197,712,0.0,2,748.891,2957.78562083,0.313980996609,712000
0.0342358,621.2421410083771,-0.483301,1000.0,-0.0439002,714,0.0,2,780.54,2962.97723212,0.0733752846718,714000
0.0320122,623.024284362793,-0.492151,1000.0,-0.04381,716,0.0,2,681.057,2964.99755575,0.213950455189,716000
0.0563688,624.7919750213623,-0.500588,1000.0,-0.0322004,718,0.0,2,767.723,2968.33432373,0.068354845047,718000
0.0410864,626.5587573051453,-0.507403,1000.0,-0.0419149,720,0.0,2,773.032,2972.68645015,0.181100189686,720000
0.0365931,628.3168756961823,-0.523654,1000.0,-0.0438509,722,0.0,2,604.189,2986.35845971,0.267556130886,722000
0.0375003,630.1084604263306,-0.507385,1000.0,-0.0428596,724,0.0,2,797.927,2987.44787161,0.931547798216,724000
0.0572656,631.8749210834503,-0.507423,1000.0,-0.0480929,727,0.0,3,628.171,2988.36366306,0.930546060205,727000
0.0488667,633.6444098949432,-0.479515,1000.0,-0.0396506,729,0.0,2,834.406,2988.65058853,0.157611846924,729000
0.0330079,635.4100296497345,-0.494896,1000.0,-0.0461355,731,0.0,2,808.695,2989.93987068,0.302649796009,731000
0.0347541,637.1749255657196,-0.484024,1000.0,-0.0398612,733,0.0,2,789.746,2994.38310775,0.113674342632,733000
0.0315758,638.9408297538757,-0.465053,1000.0,-0.0377129,735,0.0,2,808.449,2998.05475604,0.136520445347,735000
0.0309716,640.7390863895416,-0.477602,1000.0,-0.0474706,737,0.0,2,461.413,2990.11587024,0.948106825352,737000
0.0468761,642.4918828010559,-0.532803,1000.0,-0.0464543,739,0.0,2,546.293,2979.80892381,0.938348378986,739000
0.0305734,644.2812354564667,-0.539161,1000.0,-0.0450072,741,0.0,2,744.472,2980.23002211,0.262452125549,741000
0.0329011,646.039365530014,-0.57262,1000.0,-0.0412854,743,0.0,2,769.052,3000.87424657,0.21187889576,743000
0.0439299,647.8364400863647,-0.573845,1000.0,-0.0371167,745,0.0,2,826.0,3002.89958941,0.145542383194,745000
0.0380234,649.585789680481,-0.61371,1000.0,-0.0392384,747,0.0,2,765.999,3020.87291649,0.224691092968,747000
0.031358,651.3751587867737,-0.622759,1000.0,-0.0385316,749,0.0,2,798.374,3038.06188643,0.115047931671,749000
0.0408588,653.1252875328064,-0.6304,1000.0,-0.0345815,751,0.0,2,814.703,3046.96083459,0.16536796093,751000
0.0509578,654.9132540225983,-0.626164,1000.0,-0.0351812,753,0.0,2,830.439,3052.4714701,0.110418856144,753000
0.0391398,656.6705429553986,-0.634211,1000.0,-0.0359598,755,0.0,2,794.383,3055.16153042,0.0714687108994,755000
0.0355166,658.4605634212494,-0.67005,1000.0,-0.0464572,757,0.0,2,478.197,3071.87504087,0.922150939703,757000
0.0361683,660.2263262271881,-0.694559,1000.0,-0.0433248,759,0.0,2,534.042,3066.47012573,0.943915389478,759000
0.0601707,662.0076651573181,-0.687236,1000.0,-0.0289613,761,0.0,2,803.038,3069.54251416,0.0411163568497,761000
0.035927,663.7579140663147,-0.711516,1000.0,-0.0445463,763,0.0,2,783.53,3072.75752822,0.159962534904,763000
0.0413356,665.5549826622009,-0.716868,1000.0,-0.0494834,765,0.0,2,939.177,3074.81843619,0.16878336668,765000
0.0686542,667.3120937347412,-0.747497,1000.0,-0.0388357,768,0.0,3,826.472,3063.18745884,0.908566556871,768000
0.0325843,669.0935206413269,-0.761092,1000.0,-0.0413063,770,0.0,2,813.341,3066.91791049,0.106670856476,770000
0.030373,670.8594806194305,-0.757067,1000.0,-0.0367737,772,0.0,2,787.807,3088.10472203,0.0972730517387,772000
0.0286968,672.6399276256561,-0.745201,1000.0,-0.0355969,774,0.0,2,802.678,3090.40813021,0.0880904793739,774000
0.039188,674.398551940918,-0.774588,1000.0,-0.0391073,776,0.0,2,819.137,3093.41080381,0.105309188366,776000
0.0402381,676.1967346668243,-0.792715,1000.0,-0.0370209,778,0.0,2,838.977,3099.80445214,0.105837404728,778000
0.0354376,677.9514887332916,-0.809132,1000.0,-0.0373603,780,0.0,2,820.801,3104.99800902,0.0750522017479,780000
0.0439084,679.7346458435059,-0.839645,1000.0,-0.0383106,782,0.0,2,808.321,3109.22961967,0.124369263649,782000
0.0767004,681.4920997619629,-0.837444,1000.0,-0.0354787,784,0.0,2,777.918,3110.97379434,0.158608973026,784000
0.0464276,683.2831981182098,-0.837682,1000.0,-0.0353457,786,0.0,2,808.294,3113.08022723,0.154390096664,786000
0.0429485,685.0545613765717,-0.87787,1000.0,-0.0400481,788,0.0,2,437.0,3108.79658113,0.965123236179,788000
0.04769,686.8356819152832,-0.884607,1000.0,-0.0391632,790,0.0,2,836.861,3109.59298309,0.857239082456,790000
0.0420388,688.6011943817139,-0.876284,1000.0,-0.0409017,792,0.0,2,449.179,3096.55311568,0.958886679262,792000
0.0349745,690.389598608017,-0.894696,1000.0,-0.0409509,794,0.0,2,835.495,3100.54512423,0.144835412502,794000
0.0483903,692.1566207408905,-0.906883,1000.0,-0.0334768,796,0.0,2,836.644,3102.50373519,0.0909044146538,796000
0.0380914,693.9397575855255,-0.943991,1000.0,-0.0353573,798,0.0,2,744.871,3109.16089092,0.128196716309,798000
0.0401274,695.7052812576294,-0.946418,1000.0,-0.0448259,800,0.0,2,717.549,3129.04458462,0.272601485252,800000
0.0451708,697.4960689544678,-0.917248,1000.0,-0.0469065,802,0.0,2,900.617,3142.03798329,0.873529076576,802000
0.0421532,699.268857717514,-0.953178,1000.0,-0.0387113,804,0.0,2,445.244,3133.30487179,0.922019675374,804000
0.0479167,701.0504384040833,-0.977453,1000.0,-0.0470854,806,0.0,2,957.132,3135.66238315,0.421479165554,806000
0.0431992,702.8197886943817,-0.977255,1000.0,-0.0386417,808,0.0,2,796.04,3151.89180623,0.196518182755,808000
0.0461848,704.6177339553833,-0.969433,1000.0,-0.0387351,811,0.0,3,1206.26,3160.7895854,0.047431409359,811000
0.0472932,706.3915710449219,-1.00874,1000.0,-0.0432962,813,0.0,2,851.24,3164.54453626,0.38961404562,813000
0.0523788,708.1753978729248,-1.01033,1000.0,-0.0333324,815,0.0,2,860.107,3166.97396169,0.170154750347,815000
0.0351469,709.9565420150757,-1.02791,1000.0,-0.0418445,817,0.0,2,710.691,3170.7330145,0.310183644295,817000
0.0331293,711.7446668148041,-1.0329,1000.0,-0.0487921,819,0.0,2,520.018,3151.79321889,0.960831012577,819000
0.056966,713.5231878757477,-1.05595,1000.0,-0.0507278,821,0.0,2,585.432,3151.23928319,0.898649200797,821000
0.0360247,715.2834408283234,-1.05932,1000.0,-0.0426656,823,0.0,2,893.716,3159.77284909,0.063798725605,823000
0.0433403,717.0670204162598,-1.08419,1000.0,-0.0370316,825,0.0,2,846.758,3179.79078699,0.165178418159,825000
0.047186,718.8510711193085,-1.07532,1000.0,-0.0382785,827,0.0,2,881.037,3193.42026018,0.177985429764,827000
0.0360402,720.6165673732758,-1.10249,1000.0,-0.0452713,829,0.0,2,573.919,3183.18641391,0.952915389091,829000
0.036111,722.3903543949127,-1.13535,1000.0,-0.0380752,831,0.0,2,859.28,3187.98642191,0.154671013355,831000
0.0627013,724.1636402606964,-1.16893,1000.0,-0.0290836,833,0.0,2,867.431,3192.17181719,0.0894837379456,833000
0.0352323,725.9451766014099,-1.18737,1000.0,-0.0394137,835,0.0,2,816.217,3196.43341882,0.175618708134,835000
0.0397515,727.7275686264038,-1.23445,1000.0,-0.0440661,837,0.0,2,951.237,3215.34521849,0.928302668035,837000
0.0629191,729.4923114776611,-1.27412,1000.0,-0.0382753,839,0.0,2,558.395,3205.24322256,0.943815663457,839000
0.0492364,731.2816717624664,-1.31171,1000.0,-0.0442911,841,0.0,2,886.978,3209.72439862,0.116883039474,841000
0.0635926,733.0485832691193,-1.29051,1000.0,-0.0307358,843,0.0,2,895.418,3214.67296193,0.104334771633,843000
0.0618747,734.817400932312,-1.28894,1000.0,-0.0318253,845,0.0,2,904.72,3222.05627372,0.0727255344391,845000
0.0381272,736.5695884227753,-1.3095,1000.0,-0.0382649,847,0.0,2,888.536,3227.7379546,0.111965954304,847000
0.0623623,738.3433268070221,-1.29031,1000.0,-0.0304605,849,0.0,2,915.268,3233.28167793,0.107017397881,849000
0.0413732,740.1107835769653,-1.28102,1000.0,-0.0347878,851,0.0,2,919.298,3239.00604975,0.0740649104118,851000
0.0401139,741.8781626224518,-1.29264,1000.0,-0.0400167,854,0.0,3,1326.02,3246.51462962,0.0590949058533,854000
0.0450918,743.6369426250458,-1.28444,1000.0,-0.0341991,856,0.0,2,928.055,3251.63662498,0.110244095325,856000
0.0380945,745.4253168106079,-1.29441,1000.0,-0.0417874,858,0.0,2,585.034,3256.33708163,0.923382297158,858000
0.0594105,747.1756837368011,-1.30779,1000.0,-0.0316226,860,0.0,2,938.731,3272.67146436,0.0733128190041,860000
0.0422897,748.9405565261841,-1.30112,1000.0,-0.0369438,862,0.0,2,931.178,3277.73256436,0.119151473045,862000
0.0401882,750.7068753242493,-1.30114,1000.0,-0.0332788,864,0.0,2,869.799,3281.2079349,0.0732470750809,864000
0.0441147,752.4802389144897,-1.316,1000.0,-0.0382781,866,0.0,2,930.448,3286.85595095,0.111626982689,866000
0.0647964,754.2187876701355,-1.33905,1000.0,-0.0376432,868,0.0,2,967.998,3299.42289118,0.317790687084,868000
0.0449516,755.9999012947083,-1.34949,1000.0,-0.0400085,870,0.0,2,949.694,3302.1527527,0.215844452381,870000
0.0471698,757.7506201267242,-1.35615,1000.0,-0.0406189,872,0.0,2,1011.41,3302.29956959,0.879987277091,872000
0.0447844,759.5236372947693,-1.3291,1000.0,-0.0456987,874,0.0,2,486.112,3278.83136172,0.960880879313,874000
0.0401833,761.269476890564,-1.33754,1000.0,-0.0395377,876,0.0,2,901.001,3281.58098167,0.150645196438,876000
0.0571409,763.0499274730682,-1.37847,1000.0,-0.0315697,878,0.0,2,931.467,3285.09202627,0.116017341614,878000
0.0868611,764.8135092258453,-1.38316,1000.0,-0.0187947,880,0.0,2,947.939,3291.78230428,0.0751212239265,880000
0.0561767,766.6040880680084,-1.36918,1000.0,-0.0334859,882,0.0,2,942.596,3296.41764041,0.0505521893501,882000
0.0542019,768.3669848442078,-1.35011,1000.0,-0.0388166,884,0.0,2,965.335,3304.20187416,0.264739751816,884000
0.0522511,770.149377822876,-1.34467,1000.0,-0.0314726,886,0.0,2,942.616,3309.5419263,0.053871691227,886000
0.0575488,771.8975903987885,-1.358,1000.0,-0.0327536,888,0.0,2,961.474,3339.30700082,0.14420747757,888000
0.0376841,773.6788339614868,-1.35644,1000.0,-0.040253,890,0.0,2,740.188,3346.85094624,0.224924981594,890000
0.0469517,775.4476714134216,-1.3225,1000.0,-0.0313272,892,0.0,2,966.452,3371.89895358,0.044827580452,892000
0.0429802,777.2507042884827,-1.3016,1000.0,-0.0445236,894,0.0,2,1100.87,3379.7356959,0.926366329193,894000
0.0547459,779.0029637813568,-1.31262,1000.0,-0.0403318,897,0.0,3,1002.99,3367.03769415,0.527586191893,897000
0.0437512,780.7835853099823,-1.30935,1000.0,-0.0364203,899,0.0,2,953.579,3371.28019376,0.116392016411,899000
0.0464397,782.5382118225098,-1.30012,1000.0,-0.0485501,901,0.0,2,627.324,3362.76427297,0.942540045828,901000
0.0450666,784.3194589614868,-1.29153,1000.0,-0.0368403,903,0.0,2,937.114,3383.13087576,0.149436295033,903000
0.0419802,786.0850775241852,-1.30589,1000.0,-0.0506887,905,0.0,2,259.207,3357.00125467,0.977995995432,905000
0.0460754,787.8663220405579,-1.31293,1000.0,-0.0412165,907,0.0,2,803.949,3359.83230004,0.870917156339,907000
1.94284,789.6319420337677,-1.30026,1000.0,0.0319099,909,0.0,2,617.772,3348.32718258,0.959920763969,909000
0.0539293,791.4288113117218,-1.27201,1000.0,-0.0660999,911,0.0,2,1081.38,3326.53991686,0.501576334238,911000
0.0548643,793.1944313049316,-1.27781,1000.0,-0.0517581,913,0.0,2,895.237,3312.77186248,0.0936200618744,913000
0.0342055,794.9756770133972,-1.28876,1000.0,-0.0516871,915,0.0,2,740.869,3297.92337498,0.284763813019,915000
0.0477371,796.7569205760956,-1.30791,1000.0,-0.0631438,917,0.0,2,263.718,3254.46710091,0.970990618691,917000
0.0483529,798.554799079895,-1.33929,1000.0,-0.0567254,919,0.0,2,685.995,3262.83976873,0.377945065498,919000
0.0532237,800.3275415897369,-1.36977,1000.0,-0.0580399,921,0.0,2,655.965,3256.31925098,0.665941566229,921000
0.0342556,802.1093664169312,-1.36297,1000.0,-0.0485872,923,0.0,2,712.594,3242.81460148,0.322270452976,923000
0.0454699,803.8904643058777,-1.37909,1000.0,-0.0425189,925,0.0,2,686.535,3240.45890665,0.194607973099,925000
0.0460842,805.6715130805969,-1.37236,1000.0,-0.0476446,927,0.0,2,862.442,3233.64110736,0.898506172001,927000
0.0445659,807.4612159729004,-1.38014,1000.0,-0.0533327,929,0.0,2,432.707,3222.03970433,0.933978706598,929000
