ev_tdlam_before,EpThisIter,loss_pol_surr,EpLenMean,loss_ent,loss_pol_entpen,EpisodesSoFar,TimestepsSoFar,EpRewMean,loss_kl,TimeElapsed,loss_vf_loss
0.828515470028,41,-0.026874,50.0,1.00625,0.0,1024,51200,-35.5291891983,0.00866364,45.30614995956421,8.29656
0.792414367199,40,-0.0219956,50.0,0.942111,0.0,1064,53200,-33.8423059105,0.0101691,47.105055809020996,8.57327
0.82308062911,41,-0.0234011,50.0,0.874214,0.0,1105,55250,-31.6295480841,0.00942123,48.86746048927307,7.4216
0.755215808749,41,-0.0243853,50.0,0.802689,0.0,1146,57300,-30.614571044,0.011236,50.6635799407959,8.39673
0.742125332355,41,-0.0196774,50.0,0.748922,0.0,1187,59350,-29.1677831962,0.0104194,52.437657833099365,7.98234
0.722521901131,41,-0.0185405,50.0,0.703576,0.0,1228,61400,-26.7224695678,0.0100644,54.221906661987305,7.22929
0.745263546705,41,-0.0221133,50.0,0.630512,0.0,1269,63450,-25.4620237453,0.00873873,55.98805809020996,6.29406
0.723593086004,41,-0.020372,50.0,0.575638,0.0,1310,65500,-25.3366542041,0.00650941,57.78398394584656,6.34644
0.657923519611,41,-0.0224742,50.0,0.526525,0.0,1351,67550,-24.6317196123,0.0118553,59.547409772872925,6.04706
0.709252387285,41,-0.0204477,50.0,0.463917,0.0,1392,69600,-23.2344314768,0.0107218,61.340930700302124,5.33666
0.624324113131,41,-0.0222534,50.0,0.399851,0.0,1433,71650,-22.2616476421,0.010976,63.11534905433655,5.25728
0.697016447783,41,-0.0237976,50.0,0.340829,0.0,1474,73700,-20.9042205722,0.00951611,64.89854192733765,3.52574
0.73799932003,41,-0.0217186,50.0,0.285339,0.0,1515,75750,-19.5701563483,0.0115203,66.67861080169678,3.32625
0.742090463638,41,-0.0192597,50.0,0.231587,0.0,1556,77800,-19.1369114438,0.00942998,68.47695136070251,2.89731
0.747552394867,41,-0.016741,50.0,0.178779,0.0,1597,79850,-18.1962435907,0.00914772,70.24276208877563,2.673
0.766006931663,41,-0.0201523,50.0,0.120084,0.0,1638,81900,-17.8551693281,0.0104386,72.0161771774292,2.34114
0.787142977118,41,-0.0195446,50.0,0.0634152,0.0,1679,83950,-17.7347724431,0.0112836,73.7766466140747,1.8887
0.779720768332,41,-0.0159286,50.0,0.0175085,0.0,1720,86000,-17.2717204134,0.0115157,75.55006313323975,2.04685
0.786493241787,41,-0.0214309,50.0,-0.0320902,0.0,1761,88050,-16.8665111249,0.014092,77.34737944602966,1.93656
0.769967705011,41,-0.0234007,50.0,-0.0755037,0.0,1802,90100,-16.4775952878,0.0118145,79.11547112464905,1.82522
0.792710006237,41,-0.0234178,50.0,-0.143888,0.0,1843,92150,-16.1030943628,0.0142391,80.91610455513,1.59708
0.831594333053,41,-0.0225806,50.0,-0.226598,0.0,1884,94200,-16.0271550546,0.0182974,82.69836354255676,1.24939
0.812103152275,41,-0.0197905,50.0,-0.270055,0.0,1925,96250,-15.4895705362,0.00977622,84.4557752609253,1.1393
0.843918696046,41,-0.0224937,50.0,-0.340017,0.0,1966,98300,-15.2970482913,0.0137466,86.23806691169739,1.10122
0.857264310122,41,-0.020259,50.0,-0.393746,0.0,2007,100350,-14.8191233149,0.0093488,88.01238918304443,0.97724
0.870261728764,41,-0.0180168,50.0,-0.436976,0.0,2048,102400,-14.7133042515,0.00956405,89.78174233436584,0.729067
0.872823700309,40,-0.0241944,50.0,-0.481596,0.0,2088,104400,-14.8193800849,0.0123032,91.56198191642761,1.04806
0.862056180835,41,-0.0218554,50.0,-0.529074,0.0,2129,106450,-13.8481505952,0.0105224,93.3513777256012,0.73472
0.878452055156,41,-0.0164833,50.0,-0.57844,0.0,2170,108500,-13.24768935,0.0135361,95.11685752868652,0.833532
0.833028495312,41,-0.0193814,50.0,-0.622248,0.0,2211,110550,-12.7937232905,0.0134733,96.89857029914856,0.914015
0.849102750421,41,-0.0220607,50.0,-0.652114,0.0,2252,112600,-13.1239745718,0.0122678,98.67879796028137,0.728937
0.835687816143,41,-0.0148201,50.0,-0.700233,0.0,2293,114650,-12.7245712231,0.00929225,100.45276236534119,0.707964
0.860359027982,41,-0.0251611,50.0,-0.748928,0.0,2334,116700,-11.8602703184,0.00970947,102.21870875358582,0.590688
0.876871280372,41,-0.0214733,50.0,-0.801418,0.0,2375,118750,-11.789144253,0.0149238,103.98579859733582,0.5284
0.89855208993,41,-0.0199332,50.0,-0.84967,0.0,2416,120800,-12.0498941062,0.0150281,105.75351881980896,0.462706
0.898810259998,41,-0.0160478,50.0,-0.883627,0.0,2457,122850,-12.1806534593,0.0165784,107.52089643478394,0.388859
0.899764448404,41,-0.0145166,50.0,-0.922686,0.0,2498,124900,-12.2863810089,0.0123102,109.3057746887207,0.467492
0.919612206519,41,-0.0219086,50.0,-0.981987,0.0,2539,126950,-12.0167587003,0.0119742,111.08881425857544,0.312977
0.859690874815,41,-0.0221229,50.0,-1.02798,0.0,2580,129000,-11.6513833037,0.0133221,112.870680809021,0.426623
0.895483911037,41,-0.0187504,50.0,-1.06497,0.0,2621,131050,-11.748774544,0.0168686,114.66659951210022,0.420072
0.879435352981,41,-0.0137448,50.0,-1.1026,0.0,2662,133100,-11.5508158003,0.0140478,116.44069957733154,0.511659
0.889504544437,41,-0.0174427,50.0,-1.12885,0.0,2703,135150,-11.2781314118,0.0141472,118.22292470932007,0.356404
0.893598459661,41,-0.0187267,50.0,-1.17559,0.0,2744,137200,-10.8707618711,0.0147153,119.99566078186035,0.294752
0.915579237044,41,-0.0131762,50.0,-1.21407,0.0,2785,139250,-11.2727015232,0.0173711,121.77754521369934,0.321331
0.86693367362,41,-0.0211413,50.0,-1.24438,0.0,2826,141300,-11.0130442242,0.0122092,123.54682660102844,0.36955
0.892078474164,41,-0.00256663,50.0,-1.26106,0.0,2867,143350,-10.9239787041,0.0287272,125.3206000328064,0.370395
0.903012558818,41,-0.0217929,50.0,-1.30925,0.0,2908,145400,-10.3559552657,0.0147932,127.08611869812012,0.385778
0.892645888031,41,-0.0151231,50.0,-1.35087,0.0,2949,147450,-10.2041952222,0.019811,128.8569996356964,0.309981
0.871346876025,41,-0.0202559,50.0,-1.41247,0.0,2990,149500,-9.88916756081,0.0119936,130.64503693580627,0.342534
0.918725945055,41,-0.0196815,50.0,-1.47613,0.0,3031,151550,-9.17338946756,0.0122969,132.40601563453674,0.224496
0.916975446045,41,-0.0228461,50.0,-1.52141,0.0,3072,153600,-8.71927044719,0.0211055,134.18729853630066,0.311121
0.899133190513,40,-0.0196178,50.0,-1.53941,0.0,3112,155600,-9.20373526702,0.0131285,135.9683060646057,0.279049
0.875654302537,41,-0.0182152,50.0,-1.55732,0.0,3153,157650,-8.98809973411,0.0203739,137.74940752983093,0.264336
0.9232589975,41,-0.0230001,50.0,-1.60559,0.0,3194,159700,-8.57629905197,0.0199609,139.53065371513367,0.206978
0.93937234953,41,-0.0135599,50.0,-1.64191,0.0,3235,161750,-8.96847280442,0.0148631,141.34675574302673,0.170995
0.94299987331,41,-0.016006,50.0,-1.66773,0.0,3276,163800,-8.86000585795,0.0137576,143.11865544319153,0.174811
0.935314893723,41,-0.0133267,50.0,-1.68255,0.0,3317,165850,-8.94143153339,0.0227503,144.90095710754395,0.210078
0.879884526134,41,-0.0147587,50.0,-1.71378,0.0,3358,167900,-8.19587873336,0.0266035,146.6821916103363,0.200175
0.903328336775,41,-0.0200955,50.0,-1.73394,0.0,3399,169950,-7.76478528402,0.0150225,148.45582556724548,0.16771
0.92724840343,41,-0.0207587,50.0,-1.77204,0.0,3440,172000,-8.12765298218,0.020595,150.2455928325653,0.23061
0.904307357967,41,-0.00648135,50.0,-1.79529,0.0,3481,174050,-8.61380389662,0.0255067,152.02574920654297,0.216883
0.869652837515,41,-0.0163078,50.0,-1.81507,0.0,3522,176100,-8.74011093847,0.0190759,153.8073661327362,0.194831
0.927397310734,41,-0.0292765,50.0,-1.84523,0.0,3563,178150,-8.03657562337,0.019612,155.59638285636902,0.140557
0.937996368855,41,-0.0190312,50.0,-1.89358,0.0,3604,180200,-8.18084776366,0.014373,157.3625283241272,0.140183
0.946061018854,41,-0.0257631,50.0,-1.93397,0.0,3645,182250,-8.56565232972,0.0194713,159.15968251228333,0.124328
0.936151191592,41,-0.0209213,50.0,-1.94497,0.0,3686,184300,-8.44769043117,0.0134166,160.92556381225586,0.180038
0.948222931474,41,-0.0213565,50.0,-1.9848,0.0,3727,186350,-7.9311697177,0.014722,162.71052861213684,0.133895
0.944670852274,41,-0.0138097,50.0,-2.02505,0.0,3768,188400,-8.30763896211,0.0247292,164.48412418365479,0.235687
0.931639410555,41,-0.00728519,50.0,-2.03722,0.0,3809,190450,-8.30117879874,0.0281455,166.28108406066895,0.142367
0.924906626344,41,-0.0184941,50.0,-2.04954,0.0,3850,192500,-7.62932946724,0.0213024,168.04675579071045,0.19642
0.932089708745,41,-0.0122407,50.0,-2.0866,0.0,3891,194550,-7.70388030447,0.0179137,169.8434226512909,0.145816
0.938346710056,41,-0.0162911,50.0,-2.11244,0.0,3932,196600,-7.61593387897,0.0161361,171.59369111061096,0.124009
0.931315459311,41,-0.0158475,50.0,-2.13572,0.0,3973,198650,-7.30214360398,0.0182561,173.37605595588684,0.084839
0.947561543435,41,-0.0181306,50.0,-2.14582,0.0,4014,200700,-7.23962731257,0.022206,175.1440351009369,0.10956
0.944121927023,41,-0.0170888,50.0,-2.16044,0.0,4055,202750,-7.2584308482,0.01281,176.9414427280426,0.079026
0.92053334415,41,-0.0152249,50.0,-2.19041,0.0,4096,204800,-7.18231893546,0.0158638,178.7096495628357,0.178085
0.930316135287,40,-0.0195995,50.0,-2.21092,0.0,4136,206800,-7.36515737204,0.0138108,180.50029587745667,0.102825
0.937974661589,41,-0.00857284,50.0,-2.24579,0.0,4177,208850,-7.10449325881,0.0227168,182.266615152359,0.0706299
0.927653290331,41,-0.0198308,50.0,-2.266,0.0,4218,210900,-6.83770586891,0.0240801,184.0391480922699,0.0752492
0.918976135552,41,-0.0220377,50.0,-2.28576,0.0,4259,212950,-6.86284838788,0.0175885,185.80734300613403,0.0934021
0.93284329772,41,-0.0192908,50.0,-2.3124,0.0,4300,215000,-6.6839939323,0.0194903,187.59747338294983,0.0922946
0.934557132423,41,-0.014373,50.0,-2.33079,0.0,4341,217050,-6.71871824676,0.0298975,189.36300206184387,0.0641346
0.938195560127,41,-0.0115716,50.0,-2.32353,0.0,4382,219100,-6.83015165806,0.0227684,191.14751887321472,0.0905159
0.952920906246,41,-0.0150442,50.0,-2.35068,0.0,4423,221150,-6.85544607423,0.0186295,192.91406893730164,0.0912378
0.959852468222,41,-0.0224793,50.0,-2.38886,0.0,4464,223200,-6.98785062241,0.0178284,194.69525027275085,0.08751
0.933652803302,41,-0.0126566,50.0,-2.43665,0.0,4505,225250,-6.69992788067,0.0332785,196.45283007621765,0.0765156
0.907503888011,41,-0.0162905,50.0,-2.45139,0.0,4546,227300,-6.41044109076,0.0186791,198.2505886554718,0.0823611
0.933522805572,41,-0.00664759,50.0,-2.47149,0.0,4587,229350,-6.00983404056,0.0218388,200.01503562927246,0.0655179
0.931949153543,41,-0.0118924,50.0,-2.49146,0.0,4628,231400,-6.26488988082,0.0251048,201.81277585029602,0.079651
0.942246150225,41,-0.0169047,50.0,-2.5301,0.0,4669,233450,-6.47277809754,0.0308426,203.57822942733765,0.05691
0.913172535598,41,-0.0119286,50.0,-2.53524,0.0,4710,235500,-6.90268989577,0.0180715,205.37494325637817,0.0766568
0.95809943974,41,-0.0171884,50.0,-2.56582,0.0,4751,237550,-6.60601746348,0.0348618,207.12509417533875,0.0479795
0.946202792227,41,0.00327872,50.0,-2.57257,0.0,4792,239600,-6.32031691356,0.0288481,208.92415523529053,0.0701743
0.944866035134,41,-0.0136347,50.0,-2.60608,0.0,4833,241650,-7.19523074653,0.0333184,210.6746425628662,0.0875013
0.907439053059,41,-0.0136987,50.0,-2.60995,0.0,4874,243700,-7.11798921602,0.0415602,212.46615147590637,0.0679166
0.95710067451,41,-0.0117597,50.0,-2.65095,0.0,4915,245750,-6.88565950387,0.0292857,214.23424196243286,0.056543
0.97287026234,41,-0.0110393,50.0,-2.65532,0.0,4956,247800,-6.52242299574,0.0406822,216.01941561698914,0.0451123
0.946164701134,41,-0.0122283,50.0,-2.68272,0.0,4997,249850,-6.39311218364,0.0473211,217.7839961051941,0.0400681
0.950111292303,41,-0.0192625,50.0,-2.68232,0.0,5038,251900,-6.35859615131,0.0343346,219.57875752449036,0.0492933
0.965740483254,41,-0.0164465,50.0,-2.67894,0.0,5079,253950,-6.03799338633,0.0285746,221.3399727344513,0.0384006
0.940691642463,41,-0.0282259,50.0,-2.69815,0.0,5120,256000,-5.98140452326,0.021869,223.1284556388855,0.0422756
0.964445825666,40,-0.00549135,50.0,-2.73596,0.0,5160,258000,-6.25345785446,0.0378867,224.9099531173706,0.0477595
0.912297159433,41,-0.0196791,50.0,-2.78522,0.0,5201,260050,-5.93013318024,0.0286438,226.70175909996033,0.0486581
0.939875952899,41,-0.00919868,50.0,-2.8101,0.0,5242,262100,-5.69890749668,0.0328532,228.46738028526306,0.0432502
0.929270349443,41,-0.0139065,50.0,-2.82519,0.0,5283,264150,-5.74894536194,0.0296603,230.25898385047913,0.0391581
0.951803304255,41,-0.0156948,50.0,-2.83923,0.0,5324,266200,-5.9605166182,0.023892,232.0258617401123,0.0304366
0.958603318781,41,-0.00801146,50.0,-2.87977,0.0,5365,268250,-5.91316734266,0.0297545,233.80944919586182,0.0471361
0.956073682755,41,-0.0143376,50.0,-2.89778,0.0,5406,270300,-6.38790965846,0.0276588,235.5775501728058,0.0399916
0.9504285492,41,-0.0193398,50.0,-2.91592,0.0,5447,272350,-6.73440568382,0.022929,237.3608911037445,0.0441696
0.933019064367,41,-0.0144416,50.0,-2.94629,0.0,5488,274400,-6.66505390788,0.0282069,239.12886142730713,0.0481565
0.951727688313,41,-0.0208508,50.0,-2.95448,0.0,5529,276450,-6.79912465046,0.0224599,240.91038751602173,0.0540075
0.956368580461,41,-0.011949,50.0,-2.94936,0.0,5570,278500,-6.57887008933,0.032609,242.67837643623352,0.0494589
0.947665393353,41,0.00143379,50.0,-2.97811,0.0,5611,280550,-6.43310522337,0.0258044,244.46519947052002,0.0572534
0.946617867798,41,-0.0113506,50.0,-2.99134,0.0,5652,282600,-6.65549469945,0.0294045,246.23439860343933,0.0764044
0.92796035111,41,-0.0115273,50.0,-2.98633,0.0,5693,284650,-6.509613279,0.0205725,248.0154356956482,0.0385421
0.96059428528,41,-0.00780354,50.0,-3.02124,0.0,5734,286700,-6.13325764974,0.0258242,249.76527094841003,0.0433593
0.940189354122,41,-0.0257423,50.0,-3.06049,0.0,5775,288750,-6.1213394942,0.0235634,251.54762530326843,0.060315
0.907978899777,41,-0.017632,50.0,-3.06682,0.0,5816,290800,-6.25014671105,0.0185648,253.3276653289795,0.0756622
0.893110014498,41,-0.00763026,50.0,-3.08108,0.0,5857,292850,-6.49173848595,0.0403798,255.0935938358307,0.0620987
0.940654013306,41,-0.00496656,50.0,-3.07885,0.0,5898,294900,-6.34078384105,0.0236469,256.8906133174896,0.0605837
0.942247226834,41,-0.00087767,50.0,-3.07386,0.0,5939,296950,-6.77753294637,0.0357057,258.65638613700867,0.105619
0.950445268303,41,-0.0184549,50.0,-3.08378,0.0,5980,299000,-6.73165717625,0.0243151,260.4370505809784,0.0638297
0.972646154463,41,-0.015612,50.0,-3.10616,0.0,6021,301050,-6.60477930075,0.0279898,262.2128460407257,0.0378422
0.938868124038,41,-0.0177402,50.0,-3.10716,0.0,6062,303100,-6.33800203512,0.021254,263.99552178382874,0.0499818
0.931188315153,41,-0.0197669,50.0,-3.09248,0.0,6103,305150,-6.48054503513,0.0207925,265.7604148387909,0.0641595
0.929207846522,41,-0.0139126,50.0,-3.11774,0.0,6144,307200,-6.39154730887,0.0260462,267.5369749069214,0.0413959
0.951034095138,40,-0.0156855,50.0,-3.12015,0.0,6184,309200,-5.91384810395,0.0178359,269.31377267837524,0.0413095
0.939746130258,41,-0.0245256,50.0,-3.12711,0.0,6225,311250,-5.93414578711,0.0385375,271.07750701904297,0.0555507
0.958535995334,41,-0.0177964,50.0,-3.14135,0.0,6266,313300,-5.88109955676,0.024603,272.8587522506714,0.0339895
0.964996099472,41,-0.0134979,50.0,-3.16052,0.0,6307,315350,-6.02524573356,0.0275832,274.64701104164124,0.0376245
0.942968301475,41,-0.00700209,50.0,-3.19611,0.0,6348,317400,-6.29042534689,0.043972,276.41017961502075,0.0379591
0.936058074236,41,-0.0163768,50.0,-3.21592,0.0,6389,319450,-6.50832913027,0.0192216,278.19142413139343,0.0590707
0.925443530083,41,0.0108965,50.0,-3.21719,0.0,6430,321500,-6.44354196256,0.0652572,279.95620679855347,0.039652
0.963029876351,41,-0.00774091,50.0,-3.20016,0.0,6471,323550,-6.18398174392,0.0321607,281.7455835342407,0.0396541
0.950001198798,41,-0.0143373,50.0,-3.20687,0.0,6512,325600,-6.18607636479,0.0296997,283.51930689811707,0.0490239
0.959752682596,41,-0.0224997,50.0,-3.24169,0.0,6553,327650,-6.4870745146,0.0264598,285.3042631149292,0.0389478
0.955276213586,41,0.00195732,50.0,-3.2523,0.0,6594,329700,-5.99511374398,0.0352091,287.07067346572876,0.0329603
0.948413692415,41,-0.00167305,50.0,-3.28816,0.0,6635,331750,-6.09775327703,0.0433905,288.8509488105774,0.0433094
0.950409289449,41,-0.0175737,50.0,-3.29675,0.0,6676,333800,-6.26980670682,0.0335605,290.62486600875854,0.0357406
0.933938615024,41,-0.00208998,50.0,-3.30095,0.0,6717,335850,-6.62995497108,0.0301418,292.4060137271881,0.050905
0.967662736773,41,-0.00769518,50.0,-3.3262,0.0,6758,337900,-6.45119134597,0.0344466,294.2040183544159,0.0381253
0.921103999019,41,-0.01393,50.0,-3.3359,0.0,6799,339950,-6.13405069471,0.0920536,295.98695182800293,0.031928
0.962982069701,41,0.00243824,50.0,-3.34785,0.0,6840,342000,-5.38335664777,0.0459726,297.75310826301575,0.0271789
0.96795899421,41,-0.0190445,50.0,-3.35289,0.0,6881,344050,-5.55084311421,0.0360688,299.5468440055847,0.0305826
0.974829848856,41,-0.0144047,50.0,-3.34015,0.0,6922,346100,-5.58753444912,0.0313279,301.30497789382935,0.0199155
0.973607974127,41,-0.0130505,50.0,-3.36284,0.0,6963,348150,-5.70193096382,0.0425245,303.1006643772125,0.0312398
0.971026116982,41,-0.00914119,50.0,-3.36049,0.0,7004,350200,-6.0340320577,0.0387416,304.8704764842987,0.0498332
0.944362930954,41,-0.00647512,50.0,-3.37732,0.0,7045,352250,-6.06262875761,0.0213545,306.6622714996338,0.0270231
0.975315673277,41,-0.0101744,50.0,-3.39851,0.0,7086,354300,-5.98159343026,0.0451196,308.4217641353607,0.0210419
0.966849535704,41,-0.017871,50.0,-3.41853,0.0,7127,356350,-6.05518396569,0.0253871,310.2195861339569,0.0344008
0.955107882619,41,0.000959913,50.0,-3.4372,0.0,7168,358400,-5.79340446719,0.0353668,311.989892244339,0.0262972
0.961083758622,40,-0.012208,50.0,-3.44364,0.0,7208,360400,-5.62598490599,0.0246107,313.7782504558563,0.0261454
0.969992637634,41,-0.0160859,50.0,-3.4651,0.0,7249,362450,-5.72877869214,0.0242652,315.54640769958496,0.0219849
0.966653700918,41,-0.0102287,50.0,-3.49876,0.0,7290,364500,-6.13867216288,0.15379,317.32017517089844,0.0330519
0.957660380751,41,-0.0144357,50.0,-3.52614,0.0,7331,366550,-5.85292694999,0.0255456,319.11767745018005,0.0217146
0.969320844859,41,-0.0164897,50.0,-3.54727,0.0,7372,368600,-5.55957503034,0.0336669,320.91340136528015,0.019373
0.970075668767,41,-0.0212177,50.0,-3.55365,0.0,7413,370650,-5.46579681334,0.0498074,322.68022537231445,0.0206034
0.972735948861,41,-0.00118262,50.0,-3.5838,0.0,7454,372700,-6.03190826216,0.073586,324.45326352119446,0.0185506
0.965384557843,41,-0.0215731,50.0,-3.59552,0.0,7495,374750,-6.09321405913,0.0176673,326.21892952919006,0.0155334
0.971845759079,41,-0.00193255,50.0,-3.58352,0.0,7536,376800,-6.24247089019,0.03611,328.01561880111694,0.0362321
0.963796745986,41,-0.00363784,50.0,-3.58611,0.0,7577,378850,-6.41005788449,0.0469368,329.78136253356934,0.0384201
0.964541438967,41,-0.00315658,50.0,-3.58127,0.0,7618,380900,-5.99761860509,0.0414156,331.56676864624023,0.0312038
0.972854649648,41,-0.0201303,50.0,-3.5946,0.0,7659,382950,-5.62509397509,0.0217533,333.31616854667664,0.0153574
0.977707317099,41,-0.0111119,50.0,-3.59071,0.0,7700,385000,-5.76490415644,0.0313118,335.11337327957153,0.0187365
0.972512828186,41,0.00785339,50.0,-3.60665,0.0,7741,387050,-5.98355165069,0.0871038,336.8712224960327,0.0187808
0.958522431552,41,0.0072097,50.0,-3.60983,0.0,7782,389100,-6.06634419486,0.490821,338.66142416000366,0.014325
0.966736737639,41,-0.00825361,50.0,-3.61207,0.0,7823,391150,-5.87617971549,0.0423384,340.41955375671387,0.0152086
0.832791686058,41,0.0253128,50.0,-3.60932,0.0,7864,393200,-6.23388172744,0.0862196,342.21950793266296,0.0555707
0.931492716074,41,-0.0241868,50.0,-3.61275,0.0,7905,395250,-6.35286442666,0.0292609,343.9881057739258,0.0395472
0.968375507742,41,0.00755543,50.0,-3.62831,0.0,7946,397300,-6.54506115235,0.0495808,345.78401470184326,0.0231304
0.928477302194,41,-0.012573,50.0,-3.59445,0.0,7987,399350,-6.41110546786,0.0434574,347.56319403648376,0.0363805
0.95470758155,41,-0.0184114,50.0,-3.61678,0.0,8028,401400,-6.13190030082,0.0402213,349.35371351242065,0.0401942
0.941203024238,41,-0.0320443,50.0,-3.61985,0.0,8069,403450,-6.14556390515,0.0933154,351.1198961734772,0.0377167
0.962157461792,41,-0.0105157,50.0,-3.63947,0.0,8110,405500,-6.04618953705,0.034227,352.9021761417389,0.0379906
0.924882940948,41,-0.00628658,50.0,-3.63195,0.0,8151,407550,-6.03232381161,0.055932,354.6688084602356,0.0422839
0.943290546536,41,-0.00117481,50.0,-3.61675,0.0,8192,409600,-7.22153773984,0.0663267,356.4500529766083,0.0801206
0.958110492676,40,-0.00456037,50.0,-3.58791,0.0,8232,411600,-7.11698176561,0.0498954,358.218709230423,0.0363085
0.963569287211,41,-0.0188039,50.0,-3.58762,0.0,8273,413650,-7.00456728452,0.0218208,360.0164291858673,0.0568487
0.961950469762,41,-0.00175,50.0,-3.59459,0.0,8314,415700,-6.34990063166,0.0533933,361.78097128868103,0.0400107
0.969633869827,41,-0.0103297,50.0,-3.56346,0.0,8355,417750,-6.05706976419,0.0368497,363.5618817806244,0.0261913
0.948381632566,41,-0.010289,50.0,-3.56031,0.0,8396,419800,-5.88186859538,0.143029,365.32750248908997,0.0346656
0.958749040961,41,-0.0186037,50.0,-3.58731,0.0,8437,421850,-5.88420994915,0.0316369,367.1243722438812,0.0304789
0.967123582959,41,0.0570578,50.0,-3.61035,0.0,8478,423900,-5.70077885945,0.102625,368.88999032974243,0.0234683
0.939414456487,41,0.000215195,50.0,-3.59499,0.0,8519,425950,-6.33612914709,0.0444489,370.67123532295227,0.0321498
0.951641168445,41,-0.0143115,50.0,-3.58655,0.0,8560,428000,-6.52365114235,0.0306372,372.43685483932495,0.039288
0.947417389601,41,-0.00444599,50.0,-3.59457,0.0,8601,430050,-6.24453611325,0.0548964,374.22924399375916,0.0352504
0.95174697414,41,0.000441035,50.0,-3.60785,0.0,8642,432100,-6.07436213541,0.0604552,375.99526166915894,0.0478895
0.976741002873,41,-0.0100593,50.0,-3.60121,0.0,8683,434150,-6.26131833295,0.035286,377.7759385108948,0.0266303
0.969948582351,41,-0.0172938,50.0,-3.63526,0.0,8724,436200,-6.20780059983,0.0488584,379.5503308773041,0.0337371
0.97412336804,41,0.00577791,50.0,-3.64223,0.0,8765,438250,-6.0046472703,0.0546519,381.3329248428345,0.0281042
0.964965891093,41,-0.0110483,50.0,-3.65136,0.0,8806,440300,-5.61247627295,0.0407931,383.10466265678406,0.0320198
0.974753228948,41,-0.00977183,50.0,-3.63555,0.0,8847,442350,-5.46829866799,0.0328332,384.9005813598633,0.0278077
0.966186761856,41,-0.0222884,50.0,-3.63514,0.0,8888,444400,-5.67326992721,0.0336543,386.6676948070526,0.0255254
0.970869470388,41,-0.00259062,50.0,-3.61292,0.0,8929,446450,-5.89248447063,0.0413685,388.45643877983093,0.040971
0.856368556619,41,0.00343455,50.0,-3.59158,0.0,8970,448500,-6.0618807122,0.0394099,390.2074444293976,0.0480214
