loss_pol_surr,loss_pol_entpen,loss_kl,EpLenMean,loss_vf_loss,EpRewMean,TimestepsSoFar,EpisodesSoFar,loss_ent,ev_tdlam_before,TimeElapsed,EpThisIter
-0.0328138,0.0,0.0521479,1000.0,687.259,2829.73064075,933000,933,-1.92706,0.0481737852097,815.3319191932678,2
-0.0322467,0.0,0.043493,1000.0,674.067,2832.62975404,935000,935,-1.96035,0.0983943343163,817.1097075939178,2
-0.033251,0.0,0.0412261,1000.0,651.348,2841.9200954,937000,937,-1.98276,0.135989308357,818.902512550354,2
-0.035913,0.0,0.0669007,1000.0,767.874,2841.77778533,940000,940,-2.01956,0.908455967903,820.6734600067139,3
-0.0357809,0.0,0.055254,1000.0,679.493,2864.46318851,942000,942,-2.06172,0.0122153759003,822.443097114563,2
-0.0232956,0.0,0.225094,1000.0,684.748,2865.4797969,944000,944,-2.06395,0.026179254055,824.2187488079071,2
-0.0343112,0.0,0.0366379,1000.0,692.359,2865.62229934,946000,946,-2.09374,0.0185795426369,826.0007185935974,2
-0.0321667,0.0,0.0367214,1000.0,687.333,2881.02628479,948000,948,-2.09842,0.0656535029411,827.7872431278229,2
-0.0345315,0.0,0.053648,1000.0,656.378,2886.24162588,950000,950,-2.10375,0.0626968741417,829.5628411769867,2
-0.0314271,0.0,0.0611555,1000.0,700.201,2887.48155382,952000,952,-2.08137,-0.0304635763168,831.3282430171967,2
-0.02327,0.0,0.0917571,1000.0,703.844,2898.61068587,954000,954,-2.05089,0.0281606912613,833.1100981235504,2
-0.033403,0.0,0.036327,1000.0,712.339,2899.66435966,956000,956,-2.03962,0.0661321282387,834.8750009536743,2
-0.0308036,0.0,0.0600612,1000.0,717.974,2902.10821424,958000,958,-2.02886,0.105932950974,836.6611928939819,2
-0.0320997,0.0,0.044988,1000.0,711.165,2921.61268397,960000,960,-2.02622,0.0790057778358,838.43812251091,2
-0.0372907,0.0,0.0333194,1000.0,710.14,2922.25124517,962000,962,-2.03161,0.11769336462,840.2351675033569,2
-0.0294243,0.0,0.0575282,1000.0,657.917,2939.40508105,964000,964,-2.04557,0.0476508140564,841.9997916221619,2
-0.0337795,0.0,0.0472877,1000.0,684.938,2943.2285851,966000,966,-2.06411,0.122777402401,843.7654712200165,2
-0.0430521,0.0,0.0382306,1000.0,817.151,2946.95356357,968000,968,-2.05562,0.83675083518,845.5472753047943,2
-0.0524663,0.0,0.0441729,1000.0,198.568,2925.43272594,970000,970,-2.07875,0.984654097818,847.3278830051422,2
-0.0357735,0.0,0.0428653,1000.0,745.179,2926.76791942,972000,972,-2.10617,0.069832265377,849.10134100914,2
-0.0449359,0.0,0.0406016,1000.0,459.847,2924.85367703,974000,974,-2.09526,0.909318745136,850.9069402217865,2
-0.0424434,0.0,0.0462694,1000.0,666.007,2942.21920724,976000,976,-2.09237,0.935034923255,852.6724576950073,2
-0.0494515,0.0,0.0432897,1000.0,146.27,2928.97326649,978000,978,-2.09197,0.936022490263,854.4670405387878,2
-0.0266914,0.0,0.0741117,1000.0,762.478,2952.49032773,980000,980,-2.09054,0.0340421795845,856.2349243164062,2
-0.032078,0.0,0.0459394,1000.0,986.257,2959.9224985,983000,983,-2.10163,0.00731194019318,858.0317332744598,3
-0.038602,0.0,0.0356452,1000.0,526.652,2962.6186654,985000,985,-2.09854,0.881395563483,859.7983510494232,2
-0.0258929,0.0,0.0715252,1000.0,767.251,2972.59831429,987000,987,-2.09695,0.0288400650024,861.5940902233124,2
-0.0429715,0.0,0.0360116,1000.0,524.005,2959.07092361,989000,989,-2.10059,0.952086009085,863.3750085830688,2
-0.0324335,0.0,0.143978,1000.0,589.559,2962.04567424,991000,991,-2.08632,0.748169869184,865.1567957401276,2
-0.0478087,0.0,0.0473085,1000.0,715.353,2956.91348929,993000,993,-2.10782,0.923983670771,866.923166513443,2
-0.0408386,0.0,0.0656497,1000.0,389.376,2939.60346681,995000,995,-2.11165,0.978443039581,868.7031400203705,2
-0.0411873,0.0,0.0526696,1000.0,541.336,2924.19283579,997000,997,-2.10372,0.950800005347,870.5007319450378,2
-0.0365546,0.0,0.0537856,1000.0,744.582,2929.2363397,999000,999,-2.06681,-0.0187540054321,872.2822549343109,2
-0.0447548,0.0,0.0571355,1000.0,607.076,2924.67450173,1001000,1001,-2.07478,0.935382820666,874.0478253364563,2
