TimestepsSoFar,EpRewMean,EpisodesSoFar,loss_pol_entpen,loss_kl,loss_vf_loss,loss_pol_surr,EpThisIter,ev_tdlam_before,EpLenMean,loss_ent,TimeElapsed
49150,-34.4359906748,983,0.0,0.00934267,11.3114,-0.0244567,41,0.651870578527,50.0,1.15211,41.69557976722717
51200,-32.9402437607,1024,0.0,0.012971,11.0455,-0.0308263,41,0.6971988976,50.0,1.05,43.41660928726196
53200,-32.0984309441,1064,0.0,0.0101772,9.19573,-0.0239273,40,0.701959878206,50.0,1.00685,45.13343834877014
55250,-31.3127554528,1105,0.0,0.00918379,9.27031,-0.0236696,41,0.667287826538,50.0,0.962562,46.86923551559448
57300,-30.2019725455,1146,0.0,0.0103968,8.66543,-0.025156,41,0.714596003294,50.0,0.89798,48.592103004455566
59350,-28.4226397734,1187,0.0,0.00922207,6.791,-0.0259677,41,0.744042813778,50.0,0.816968,50.31945562362671
61400,-26.9221771633,1228,0.0,0.0068007,6.80503,-0.0235165,41,0.730349093676,50.0,0.770109,52.03834128379822
63450,-25.7381850871,1269,0.0,0.00968808,4.64066,-0.0245728,41,0.75175948441,50.0,0.708244,53.758278608322144
65500,-25.6870533314,1310,0.0,0.00890379,4.20771,-0.0243594,41,0.771762579679,50.0,0.661134,55.4761016368866
67550,-24.799165909,1351,0.0,0.00848679,5.36679,-0.0238207,41,0.73455825448,50.0,0.603344,57.201977014541626
69600,-24.9097344042,1392,0.0,0.0109548,4.15175,-0.0307799,41,0.795196279883,50.0,0.529,58.93706727027893
71650,-24.0821530204,1433,0.0,0.0126838,4.18023,-0.02422,41,0.744259655476,50.0,0.478932,60.655985832214355
73700,-23.2678116865,1474,0.0,0.0122749,3.73862,-0.024998,41,0.778366401792,50.0,0.398602,62.381791830062866
75750,-22.1266436693,1515,0.0,0.0152061,2.77466,-0.0279607,41,0.822495564818,50.0,0.322496,64.10844278335571
77800,-21.1209768808,1556,0.0,0.0113071,2.73442,-0.0301173,41,0.802939116955,50.0,0.262363,65.82923769950867
79850,-20.2878660163,1597,0.0,0.00828081,2.6844,-0.0247553,41,0.79348500073,50.0,0.224248,67.53821611404419
81900,-20.1336502413,1638,0.0,0.00876714,2.34931,-0.0264697,41,0.80367526412,50.0,0.174505,69.27273464202881
83950,-20.1133195422,1679,0.0,0.0108922,2.00981,-0.027295,41,0.796547159553,50.0,0.100806,70.99865245819092
86000,-19.8863416736,1720,0.0,0.0145361,2.22626,-0.0213365,41,0.794865176082,50.0,0.0586666,72.71845436096191
88050,-18.8559543406,1761,0.0,0.0131288,1.96413,-0.0302481,41,0.793995678425,50.0,-0.0127863,74.45291829109192
90100,-18.1972154504,1802,0.0,0.0142293,1.95311,-0.028574,41,0.800461679697,50.0,-0.0546352,76.16675686836243
92150,-17.4305101811,1843,0.0,0.00982069,1.75402,-0.027793,41,0.798078134656,50.0,-0.119766,77.90420293807983
94200,-17.1783383154,1884,0.0,0.0122496,1.59127,-0.0221368,41,0.80376689136,50.0,-0.179087,79.60448336601257
96250,-16.5137055229,1925,0.0,0.0109001,1.27808,-0.0246728,41,0.835920929909,50.0,-0.242458,81.34232711791992
98300,-16.4666864471,1966,0.0,0.0111427,1.52005,-0.022368,41,0.78503100574,50.0,-0.277128,83.06960558891296
100350,-16.1723154859,2007,0.0,0.0104954,1.2647,-0.0251592,41,0.829112544656,50.0,-0.339745,84.80418467521667
102400,-15.7280902454,2048,0.0,0.010721,1.25283,-0.0207527,41,0.843178465962,50.0,-0.394969,86.52608299255371
104400,-15.5488949712,2088,0.0,0.00929378,1.36392,-0.0264581,40,0.84213167429,50.0,-0.440392,88.25775742530823
106450,-15.4757127673,2129,0.0,0.0115432,1.28035,-0.020472,41,0.821247145534,50.0,-0.471649,89.96798038482666
108500,-15.1733574713,2170,0.0,0.0170567,1.16606,-0.0203798,41,0.854391932487,50.0,-0.531954,91.70999336242676
110550,-15.1644630166,2211,0.0,0.0157411,1.37005,-0.0219715,41,0.820737719536,50.0,-0.568975,93.44543027877808
112600,-14.8544033613,2252,0.0,0.0161303,1.2217,-0.0205914,41,0.833153262734,50.0,-0.602018,95.17128849029541
114650,-14.7854135346,2293,0.0,0.0155608,0.89398,-0.0183729,41,0.861705839634,50.0,-0.650359,96.90577578544617
116700,-14.5511640602,2334,0.0,0.0129102,0.911883,-0.0199326,41,0.887638196349,50.0,-0.699089,98.64023637771606
118750,-14.2412199965,2375,0.0,0.0106936,0.953564,-0.0205881,41,0.872705206275,50.0,-0.746453,100.35916423797607
120800,-14.0256879925,2416,0.0,0.00983667,0.929291,-0.0182312,41,0.870943292975,50.0,-0.776909,102.1043860912323
122850,-14.0899137475,2457,0.0,0.0131795,0.648564,-0.0250185,41,0.861997440457,50.0,-0.809647,103.82699489593506
124900,-13.7825739023,2498,0.0,0.0157862,0.737965,-0.0169188,41,0.878732822835,50.0,-0.839149,105.55661153793335
126950,-13.6490159102,2539,0.0,0.0143531,0.698912,-0.0235449,41,0.900269061327,50.0,-0.872023,107.28792428970337
129000,-14.179203911,2580,0.0,0.0132301,0.819953,-0.0171455,41,0.873590603471,50.0,-0.903162,109.03858208656311
131050,-14.400229615,2621,0.0,0.0143961,0.848868,-0.0170284,41,0.873462364078,50.0,-0.938341,110.77587270736694
133100,-14.9164682416,2662,0.0,0.0151653,0.740307,-0.021298,41,0.906705632806,50.0,-0.977547,112.5143928527832
135150,-14.2908687549,2703,0.0,0.0238751,0.728082,-0.0134634,41,0.886980719864,50.0,-1.02257,114.24081635475159
137200,-13.5549579297,2744,0.0,0.019091,0.570963,-0.0256874,41,0.913765698671,50.0,-1.05672,115.95966100692749
139250,-13.1922659631,2785,0.0,0.0106178,0.61915,-0.0199309,41,0.898176312447,50.0,-1.09566,117.67854619026184
141300,-13.5496022159,2826,0.0,0.0139682,0.812358,-0.0136552,41,0.899068549275,50.0,-1.1159,119.41417956352234
143350,-13.6671474789,2867,0.0,0.0133645,0.615388,-0.0207853,41,0.910562574863,50.0,-1.1398,121.14002895355225
145400,-13.2641335965,2908,0.0,0.0149996,0.467393,-0.0242017,41,0.916333280504,50.0,-1.18446,122.87558078765869
147450,-12.8988577978,2949,0.0,0.0117959,0.621261,-0.019303,41,0.910783097148,50.0,-1.20511,124.59467458724976
149500,-12.7289691902,2990,0.0,0.0184734,0.725227,-0.0177461,41,0.886533848941,50.0,-1.2448,126.33647203445435
151550,-12.7498870551,3031,0.0,0.0150156,0.582437,-0.0226162,41,0.903778232634,50.0,-1.30192,128.0629518032074
153600,-12.678564066,3072,0.0,0.0108208,0.627066,-0.0246914,41,0.918304309249,50.0,-1.32381,129.8039619922638
155600,-12.5853294807,3112,0.0,0.0223937,0.599653,-0.0160931,40,0.917772315443,50.0,-1.3573,131.5227825641632
157650,-12.642817292,3153,0.0,0.0158502,0.488657,-0.0196501,41,0.914164833724,50.0,-1.39114,133.2721073627472
159700,-12.7004926464,3194,0.0,0.0143702,0.590964,-0.0195245,41,0.892615936697,50.0,-1.38797,134.99796986579895
161750,-12.1882789276,3235,0.0,0.0150539,0.420974,-0.019208,41,0.915096648037,50.0,-1.41603,136.73244667053223
163800,-12.012462023,3276,0.0,0.0110426,0.591534,-0.0234495,41,0.902552686632,50.0,-1.43174,138.4522430896759
165850,-12.1549190266,3317,0.0,0.0179366,0.636304,-0.0258124,41,0.895240209997,50.0,-1.44482,140.1943233013153
167900,-12.4747282211,3358,0.0,0.0128365,0.561725,-0.024497,41,0.903785057366,50.0,-1.46579,141.91319751739502
169950,-12.6653961678,3399,0.0,0.0195079,0.643921,-0.0236708,41,0.904350779951,50.0,-1.49243,143.64780163764954
172000,-12.3553301056,3440,0.0,0.0128981,0.406474,-0.018478,41,0.918647348881,50.0,-1.52753,145.3979434967041
174050,-12.302479981,3481,0.0,0.015094,0.469741,-0.0257318,41,0.925988487899,50.0,-1.55502,147.12478971481323
176100,-12.3007905093,3522,0.0,0.0184828,0.407994,-0.0145832,41,0.925047509372,50.0,-1.55257,148.86659717559814
178150,-12.089331642,3563,0.0,0.0170286,0.463418,-0.0231605,41,0.924253866076,50.0,-1.57124,150.58789134025574
180200,-11.5674890264,3604,0.0,0.019548,0.562224,-0.0174946,41,0.90241228044,50.0,-1.62349,152.3199336528778
182250,-11.7107725031,3645,0.0,0.0182235,0.420194,-0.0199384,41,0.914324514568,50.0,-1.60994,154.0535533428192
184300,-11.5197389724,3686,0.0,0.0220054,0.397273,-0.0180024,41,0.911939322948,50.0,-1.63821,155.7880527973175
186350,-11.0303554765,3727,0.0,0.0185559,0.434092,-0.0227512,41,0.892813526094,50.0,-1.67382,157.50683736801147
188400,-11.3947995168,3768,0.0,0.0270464,0.407482,-0.011452,41,0.928068526089,50.0,-1.68665,159.25794005393982
190450,-11.6921768287,3809,0.0,0.0226389,0.371927,-0.0163898,41,0.929666891694,50.0,-1.71446,160.98379945755005
192500,-11.2095732412,3850,0.0,0.0160158,0.268065,-0.0128559,41,0.946892809123,50.0,-1.74358,162.72594738006592
194550,-11.3699269677,3891,0.0,0.0185873,0.342198,-0.0248788,41,0.938746701926,50.0,-1.76121,164.4684510231018
196600,-11.4583671099,3932,0.0,0.0169669,0.228486,-0.0258301,41,0.934587597847,50.0,-1.7808,166.21069812774658
198650,-11.6523748902,3973,0.0,0.0184969,0.319875,-0.022901,41,0.944381494075,50.0,-1.8204,167.92857837677002
200700,-11.8020821771,4014,0.0,0.0171399,0.208917,-0.0226655,41,0.934439249337,50.0,-1.83611,169.66590929031372
202750,-11.8259530678,4055,0.0,0.0218882,0.247549,-0.0263459,41,0.94571678713,50.0,-1.82928,171.38973879814148
204800,-11.545403666,4096,0.0,0.0213202,0.231327,-0.0161282,41,0.927086606622,50.0,-1.84708,173.13143515586853
206800,-11.5707855322,4136,0.0,0.0203563,0.279068,-0.0287719,40,0.932333186269,50.0,-1.869,174.85098600387573
208850,-12.0272502471,4177,0.0,0.0157606,0.432743,-0.0245761,41,0.921917982399,50.0,-1.88922,176.60462617874146
210900,-12.2256075587,4218,0.0,0.0249599,0.274414,-0.0236545,41,0.938174471259,50.0,-1.91675,178.30473041534424
212950,-11.3153808602,4259,0.0,0.0265063,0.249969,-0.0129876,41,0.933740735054,50.0,-1.93206,180.0472412109375
215000,-10.4540194578,4300,0.0,0.0136477,0.220023,-0.0245615,41,0.925510488451,50.0,-1.95773,181.77584671974182
217050,-10.2843160011,4341,0.0,0.0151023,0.268055,-0.023266,41,0.924665689468,50.0,-1.97196,183.5151505470276
219100,-10.3537474556,4382,0.0,0.0141262,0.283518,-0.0212446,41,0.924084655941,50.0,-1.99952,185.24095702171326
221150,-10.7904495268,4423,0.0,0.0222122,0.241356,-0.0156883,41,0.943659074605,50.0,-2.00808,186.9755322933197
223200,-10.8798059694,4464,0.0,0.0251673,0.228342,-0.0251634,41,0.944080393761,50.0,-1.99708,188.69701290130615
225250,-10.7322706976,4505,0.0,0.0199383,0.2144,-0.0273631,41,0.918687716126,50.0,-2.02704,190.467276096344
227300,-10.4019982376,4546,0.0,0.0237075,0.219395,-0.029371,41,0.94014185667,50.0,-2.05139,192.19547939300537
229350,-10.4552342573,4587,0.0,0.0186091,0.271338,-0.0220479,41,0.912366867065,50.0,-2.04422,193.9267795085907
231400,-10.5705479671,4628,0.0,0.0218281,0.258876,-0.0275784,41,0.926415279508,50.0,-2.04545,195.64764380455017
233450,-10.2192840532,4669,0.0,0.0268817,0.248995,-0.0166348,41,0.937747325748,50.0,-2.07588,197.39772486686707
235500,-10.3278110769,4710,0.0,0.0458589,0.265023,-0.0104683,41,0.933470256627,50.0,-2.09405,199.10794949531555
237550,-10.5840998008,4751,0.0,0.0233685,0.272336,-0.0274875,41,0.915231883526,50.0,-2.10355,200.86606740951538
239600,-10.2117316129,4792,0.0,0.0142922,0.235075,-0.0270267,41,0.913503602147,50.0,-2.13215,202.56895661354065
241650,-10.4244720791,4833,0.0,0.0242038,0.244707,-0.0275875,41,0.934420078993,50.0,-2.17153,204.30417847633362
243700,-9.83966714047,4874,0.0,0.023722,0.225049,-0.0215077,41,0.942324586213,50.0,-2.19503,206.03000497817993
245750,-9.70505374383,4915,0.0,0.0244291,0.236301,-0.0227499,41,0.94494542107,50.0,-2.19952,207.76522040367126
247800,-9.89780586923,4956,0.0,0.0171797,0.181493,-0.0274973,41,0.951073661447,50.0,-2.22821,209.48433828353882
249850,-9.2555193313,4997,0.0,0.0229515,0.159066,-0.018128,41,0.944211222231,50.0,-2.25528,211.22889947891235
251900,-9.64623543101,5038,0.0,0.03419,0.199422,-0.0184234,41,0.938251201063,50.0,-2.27818,212.95218968391418
253950,-9.56334756241,5079,0.0,0.032257,0.157846,-0.0180148,41,0.931496247649,50.0,-2.29393,214.69907784461975
256000,-9.41821319814,5120,0.0,0.0215414,0.156858,-0.0328679,41,0.943894635886,50.0,-2.31986,216.42141556739807
258000,-8.81154060248,5160,0.0,0.0464266,0.174274,0.00243786,40,0.92770884186,50.0,-2.3488,218.14777851104736
260050,-8.86047323716,5201,0.0,0.0311451,0.105064,-0.0165871,41,0.961296524853,50.0,-2.36319,219.8833167552948
262100,-8.73276649554,5242,0.0,0.0173924,0.167709,-0.0241325,41,0.935471102595,50.0,-2.38587,221.6346435546875
264150,-8.89147477536,5283,0.0,0.0227241,0.141337,-0.0164319,41,0.937628429383,50.0,-2.38999,223.3573272228241
266200,-8.54482528238,5324,0.0,0.0303432,0.12157,-0.0202588,41,0.942562453449,50.0,-2.41099,225.08500409126282
268250,-8.592597827,5365,0.0,0.02803,0.104932,-0.00872801,41,0.95278165862,50.0,-2.42573,226.82766723632812
270300,-8.73191664613,5406,0.0,0.0165742,0.118886,-0.022438,41,0.954102303833,50.0,-2.43816,228.54651856422424
272350,-8.51047139371,5447,0.0,0.0164527,0.139757,-0.0186865,41,0.920747675002,50.0,-2.46532,230.28852605819702
274400,-8.66006204405,5488,0.0,0.0134495,0.140045,-0.0181717,41,0.95395848155,50.0,-2.46333,232.00957489013672
276450,-8.54784460633,5529,0.0,0.0220651,0.194953,-0.0181552,41,0.915177740157,50.0,-2.48846,233.71844339370728
278500,-8.99982845144,5570,0.0,0.0212518,0.130084,-0.0225589,41,0.938094522804,50.0,-2.50923,235.4526023864746
280550,-9.07001511713,5611,0.0,0.0352592,0.11492,-0.00934945,41,0.936734341085,50.0,-2.53165,237.16911625862122
282600,-8.72492913541,5652,0.0,0.0303847,0.125853,-0.0244523,41,0.937728501856,50.0,-2.54712,238.88971328735352
284650,-8.59733111173,5693,0.0,0.0316389,0.121948,-0.0148671,41,0.951609764248,50.0,-2.54628,240.6231803894043
286700,-8.30233206107,5734,0.0,0.022627,0.0979259,-0.0144685,41,0.93664111197,50.0,-2.55577,242.3430998325348
288750,-8.01254760702,5775,0.0,0.0224318,0.144308,-0.016568,41,0.946761246771,50.0,-2.53837,244.06942343711853
290800,-8.60511307257,5816,0.0,0.0221053,0.139603,-0.0235479,41,0.954485904425,50.0,-2.56348,245.80407309532166
292850,-8.71160658067,5857,0.0,0.0243803,0.0938499,-0.0215744,41,0.952190063894,50.0,-2.57053,247.541597366333
294900,-8.49320564975,5898,0.0,0.0243685,0.150262,-0.00934645,41,0.928179658949,50.0,-2.5777,249.45228242874146
296950,-8.62799998136,5939,0.0,0.0294646,0.138338,-0.0160208,41,0.925560690463,50.0,-2.5776,251.19163370132446
299000,-8.4361958676,5980,0.0,0.0322771,0.116797,-0.0106014,41,0.958856020123,50.0,-2.56633,252.91283226013184
301050,-8.65265232483,6021,0.0,0.0304888,0.126253,-0.0116437,41,0.965253923088,50.0,-2.60432,254.64799880981445
303100,-8.4586346215,6062,0.0,0.0271803,0.102659,-0.019069,41,0.940800566226,50.0,-2.60562,256.36965441703796
305150,-8.27727769589,6103,0.0,0.0246427,0.108879,-0.0138247,41,0.958030708134,50.0,-2.61028,258.1010103225708
307200,-8.73565484111,6144,0.0,0.0179994,0.111147,-0.0289665,41,0.946665745229,50.0,-2.61745,259.80424070358276
309200,-8.77476207673,6184,0.0,0.0250061,0.120189,-0.0224141,40,0.953806877136,50.0,-2.63072,261.5383732318878
311250,-9.02864298992,6225,0.0,0.0280278,0.147943,-0.0207992,41,0.93250913918,50.0,-2.66454,263.288455247879
313300,-8.68899103437,6266,0.0,0.0215592,0.156916,-0.0152431,41,0.92365410924,50.0,-2.69253,265.0153331756592
315350,-8.89270302974,6307,0.0,0.0222259,0.169461,-0.0163694,41,0.917404830456,50.0,-2.71041,266.7342119216919
317400,-8.36528518092,6348,0.0,0.0287165,0.163382,-0.0197052,41,0.929801613092,50.0,-2.73675,268.4601836204529
319450,-8.32647183645,6389,0.0,0.0280162,0.177913,-0.0281863,41,0.940839208663,50.0,-2.75832,270.17140316963196
321500,-8.68307427474,6430,0.0,0.0288221,0.128203,-0.0118827,41,0.940401624888,50.0,-2.75241,271.9211344718933
323550,-8.13524997554,6471,0.0,0.0322039,0.150361,-0.011297,41,0.911961898208,50.0,-2.75025,273.6244480609894
325600,-7.53196714832,6512,0.0,0.0366352,0.138597,-0.0175255,41,0.939212426543,50.0,-2.79274,275.3665566444397
327650,-7.4395518557,6553,0.0,0.0309395,0.130258,-0.0127093,41,0.931139700115,50.0,-2.79211,277.07778239250183
329700,-7.66566078556,6594,0.0,0.0257648,0.0852371,-0.0166287,41,0.950870454311,50.0,-2.78536,278.84352016448975
331750,-7.97109889202,6635,0.0,0.0193439,0.119774,-0.014282,41,0.943716008216,50.0,-2.81752,280.56253719329834
333800,-7.9772989391,6676,0.0,0.0243714,0.117709,-0.0241463,41,0.957446288317,50.0,-2.84386,282.2878637313843
335850,-7.9538758555,6717,0.0,0.0326903,0.113135,-0.0160417,41,0.950020745397,50.0,-2.85153,284.01474595069885
337900,-7.22237737982,6758,0.0,0.0404817,0.154156,-0.011526,41,0.922464586794,50.0,-2.89833,285.74800086021423
339950,-7.27068784585,6799,0.0,0.023193,0.145228,-0.0221744,41,0.943257294595,50.0,-2.90886,287.4685266017914
342000,-8.11899942396,6840,0.0,0.0346094,0.156453,-0.0195372,41,0.93056448549,50.0,-2.90632,289.1973285675049
344050,-8.42790257209,6881,0.0,0.022286,0.11523,-0.0199047,41,0.944655764848,50.0,-2.9141,290.90557956695557
346100,-8.42744294302,6922,0.0,0.0229726,0.128754,-0.0242909,41,0.945883158594,50.0,-2.92343,292.6400396823883
348150,-8.21806134736,6963,0.0,0.0150595,0.167528,-0.0221301,41,0.924284234643,50.0,-2.9396,294.35784554481506
350200,-8.21461206059,7004,0.0,0.0277293,0.134544,-0.0214547,41,0.93693266809,50.0,-2.93655,296.11642265319824
352250,-8.30182397836,7045,0.0,0.0271753,0.148889,-0.0183464,41,0.951430998743,50.0,-2.95338,297.8353865146637
354300,-8.3202366668,7086,0.0,0.0281318,0.111535,-0.0128011,41,0.954636681825,50.0,-2.97053,299.56941080093384
356350,-8.13540575023,7127,0.0,0.0313386,0.142733,-0.00895769,41,0.94222419709,50.0,-2.96128,301.28826332092285
358400,-8.46862233606,7168,0.0,0.0271921,0.134853,-0.0251919,41,0.949872396886,50.0,-2.95551,303.01511240005493
360400,-7.97888991126,7208,0.0,0.0241676,0.150626,-0.0183136,40,0.917126782238,50.0,-2.97739,304.74966168403625
362450,-7.72139427631,7249,0.0,0.0480135,0.103966,-0.0122533,41,0.940800506622,50.0,-2.9792,306.46793508529663
364500,-7.70328466919,7290,0.0,0.0233922,0.0980083,-0.0163753,41,0.959568038583,50.0,-2.96416,308.194132566452
366550,-7.69663068784,7331,0.0,0.0282774,0.12778,-0.0211321,41,0.954846195877,50.0,-2.98148,309.93503189086914
368600,-7.56170639516,7372,0.0,0.0233474,0.104846,-0.0135842,41,0.930436320603,50.0,-3.00325,311.65676283836365
370650,-7.8407745518,7413,0.0,0.0213919,0.0766229,-0.0205617,41,0.956337869167,50.0,-3.00215,313.3883635997772
372700,-7.5924438139,7454,0.0,0.031124,0.0955163,-0.00121557,41,0.936252191663,50.0,-2.99013,315.1164433956146
374750,-7.52324606382,7495,0.0,0.0405619,0.125084,-0.007191,41,0.931952729821,50.0,-3.01076,316.8354687690735
376800,-7.14042078982,7536,0.0,0.0276335,0.0944371,-0.0158209,41,0.9484548904,50.0,-2.9872,318.55661129951477
378850,-7.67473736516,7577,0.0,0.0209904,0.0939655,-0.0246196,41,0.939864307642,50.0,-2.98412,320.287962436676
380900,-7.87012502434,7618,0.0,0.0311316,0.0930641,-0.0270955,41,0.949325945228,50.0,-3.00517,322.0068531036377
382950,-8.09257950435,7659,0.0,0.0273223,0.0907787,-0.0159214,41,0.951786719263,50.0,-3.0133,323.74150037765503
385000,-7.76634697898,7700,0.0,0.0319741,0.0861825,-0.0191624,41,0.944252610207,50.0,-3.0115,325.4680697917938
387050,-7.8560867608,7741,0.0,0.0218756,0.109943,-0.0195454,41,0.957153022289,50.0,-3.0098,327.1784815788269
389100,-8.32899557036,7782,0.0,0.0528543,0.107087,0.00926845,41,0.96149019897,50.0,-3.01541,328.897337436676
391150,-7.82422571246,7823,0.0,0.0288009,0.189711,-0.0103102,41,0.896839305758,50.0,-3.04727,330.6158654689789
393200,-7.66440409169,7864,0.0,0.0311151,0.110027,-0.0203071,41,0.924675986171,50.0,-3.06903,332.334698677063
395250,-7.69987162803,7905,0.0,0.0295331,0.100347,-0.0152562,41,0.949466474354,50.0,-3.08962,334.07618045806885
397300,-7.53305226333,7946,0.0,0.0256482,0.113387,-0.0191203,41,0.930982425809,50.0,-3.09433,335.81577229499817
399350,-7.27547145603,7987,0.0,0.0398466,0.101208,-0.00919209,41,0.905533358455,50.0,-3.10609,337.52758383750916
401400,-7.10908457327,8028,0.0,0.0402129,0.101309,-0.0108884,41,0.939962673932,50.0,-3.09486,339.2567129135132
403450,-7.1745130389,8069,0.0,0.0261009,0.0856688,-0.0104554,41,0.953213922679,50.0,-3.09931,340.97576570510864
405500,-7.5280147374,8110,0.0,0.0336412,0.086258,-0.0129676,41,0.967428285629,50.0,-3.09663,342.7100393772125
407550,-7.41583979677,8151,0.0,0.024659,0.073068,-0.0214606,41,0.96265957132,50.0,-3.1135,344.4129524230957
409600,-7.5118832654,8192,0.0,0.0236438,0.081604,-0.0170334,41,0.94089724496,50.0,-3.12372,346.1398096084595
411600,-7.55702702369,8232,0.0,0.0290698,0.101708,-0.016355,40,0.931464485824,50.0,-3.1797,347.85729908943176
413650,-7.48791785332,8273,0.0,0.0211114,0.0728808,-0.0189075,41,0.965421628207,50.0,-3.19259,349.60769486427307
415700,-7.53425957377,8314,0.0,0.0230464,0.114155,-0.0222453,41,0.902171887457,50.0,-3.21092,351.3417716026306
417750,-7.59499353702,8355,0.0,0.0288238,0.145686,-0.0184283,41,0.922952152789,50.0,-3.20379,353.069922208786
419800,-7.81730595046,8396,0.0,0.0331716,0.100455,-0.0208026,41,0.941162094474,50.0,-3.20943,354.7759807109833
421850,-7.57439571296,8437,0.0,0.0224587,0.100545,-0.0178321,41,0.946544829756,50.0,-3.20174,356.5155096054077
423900,-7.02165988433,8478,0.0,0.0691814,0.10222,-0.0160802,41,0.880335368216,50.0,-3.20029,358.2370398044586
425950,-7.22712995066,8519,0.0,0.0491667,0.0955965,-0.0111932,41,0.953349184245,50.0,-3.20147,359.96795654296875
428000,-6.75194363414,8560,0.0,0.0183411,0.107242,-0.0183838,41,0.937042035162,50.0,-3.21525,361.68546772003174
430050,-7.06931808456,8601,0.0,0.0498513,0.0706115,-0.00439588,41,0.960968255997,50.0,-3.23227,363.40617203712463
432100,-7.09266241735,8642,0.0,0.0298615,0.0620756,-0.0218477,41,0.958674382418,50.0,-3.24083,365.12696146965027
434150,-7.05359295204,8683,0.0,0.0455724,0.111615,-0.00152222,41,0.959272284061,50.0,-3.23738,366.8652403354645
436200,-7.19240421666,8724,0.0,0.0389202,0.0940963,-0.00886455,41,0.942654456943,50.0,-3.26105,368.5850992202759
438250,-7.68667037224,8765,0.0,0.0617767,0.117658,0.00655608,41,0.916302211583,50.0,-3.23864,370.31982231140137
440300,-7.88215759458,8806,0.0,0.0232194,0.0918645,-0.0190276,41,0.950465507805,50.0,-3.24203,372.04227781295776
442350,-7.80898493549,8847,0.0,0.0201826,0.0927625,-0.016981,41,0.955586727709,50.0,-3.24418,373.76490592956543
444400,-7.34603601204,8888,0.0,0.0276196,0.102103,-0.0194134,41,0.944195371121,50.0,-3.26102,375.5148174762726
446450,-7.27985930682,8929,0.0,0.0281633,0.097788,-0.0232014,41,0.924568898976,50.0,-3.24997,377.24087262153625
448500,-7.14635138693,8970,0.0,0.0482886,0.0586207,-0.0121032,41,0.958375412971,50.0,-3.22792,378.9615616798401
450550,-7.20418204023,9011,0.0,0.0288239,0.099407,-0.00567876,41,0.93865762651,50.0,-3.23975,380.68150544166565
452600,-7.57057636313,9052,0.0,0.0221286,0.111736,-0.018831,41,0.947616241872,50.0,-3.22223,382.40616631507874
