TimestepsSoFar,EpisodesSoFar,loss_pol_surr,EpRewMean,TimeElapsed,EpThisIter,loss_ent,loss_kl,EpLenMean,loss_pol_entpen,ev_tdlam_before,loss_vf_loss
444400,8888,-0.0116796,-6.49273927636,375.5397894382477,41,-3.61149,0.03096,50.0,0.0,0.92061021179,0.0940528
446450,8929,-0.0205888,-6.47168148383,377.249990940094,41,-3.63721,0.0235759,50.0,0.0,0.927045576274,0.0771254
448500,8970,-0.0134816,-6.29964723642,378.98465967178345,41,-3.60461,0.0391193,50.0,0.0,0.920725055039,0.0628373
450550,9011,0.0060253,-5.86656010594,380.69311237335205,41,-3.61561,0.112545,50.0,0.0,0.935048475862,0.0875137
452600,9052,0.000492861,-6.2095466709,382.43174743652344,41,-3.62681,0.0474882,50.0,0.0,0.945602029562,0.0876637
454650,9093,-0.0150936,-6.36811139856,384.13415145874023,41,-3.64002,0.0348416,50.0,0.0,0.898100398481,0.0606413
456700,9134,-0.0151396,-6.25301762896,385.8675982952118,41,-3.65501,0.026463,50.0,0.0,0.936656065285,0.0878018
458750,9175,0.00545848,-6.34146303107,387.5876610279083,41,-3.67033,0.0580517,50.0,0.0,0.952700968832,0.0626322
460800,9216,-0.000898281,-6.30470798871,389.3535978794098,41,-3.68255,0.0332435,50.0,0.0,0.923185773194,0.0727519
462800,9256,-0.0129421,-6.31851369965,391.0782573223114,40,-3.67142,0.0347793,50.0,0.0,0.944365527481,0.0630591
464850,9297,-0.0201147,-6.23349998002,392.79811787605286,41,-3.70749,0.0297467,50.0,0.0,0.908272832632,0.0906069
466900,9338,-0.00263668,-6.58853326899,394.5243752002716,41,-3.72328,0.0444778,50.0,0.0,0.912046469748,0.0793579
468950,9379,-0.00697004,-6.2528899499,396.25749111175537,41,-3.71755,0.0431537,50.0,0.0,0.938765384257,0.0751636
471000,9420,-0.0135385,-6.0457771456,397.9762351512909,41,-3.73055,0.0329869,50.0,0.0,0.911666445434,0.0835071
473050,9461,-0.00889489,-5.9785462631,399.6967513561249,41,-3.74326,0.0389301,50.0,0.0,0.956202290952,0.0657739
475100,9502,-0.0132729,-6.18085381402,401.4277391433716,41,-3.71746,0.0229498,50.0,0.0,0.951626349241,0.0607213
477150,9543,0.00141955,-6.29577123536,403.1414408683777,41,-3.7459,0.602651,50.0,0.0,0.936414830387,0.0715235
479200,9584,-0.0214317,-7.05351101311,404.8604335784912,41,-3.75752,0.0301059,50.0,0.0,0.875761374831,0.104301
481250,9625,0.00221803,-6.71225481339,406.58132576942444,41,-3.77491,0.056068,50.0,0.0,0.919881030917,0.0670758
483300,9666,-0.0261019,-6.48619495768,408.2933385372162,41,-3.75666,0.033517,50.0,0.0,0.913016192615,0.0687065
485350,9707,-0.0130242,-6.7139867444,410.0123369693756,41,-3.77516,0.0323416,50.0,0.0,0.9585378021,0.0731576
487400,9748,-0.0151712,-6.7865006577,411.7469754219055,41,-3.77436,0.0334981,50.0,0.0,0.926095686853,0.0973464
489450,9789,-0.0182737,-7.10767285688,413.4652922153473,41,-3.77434,0.0375268,50.0,0.0,0.942211121321,0.0796726
491500,9830,-0.00367475,-7.31725219079,415.1755270957947,41,-3.77284,0.0506406,50.0,0.0,0.945552933961,0.0844865
493550,9871,-0.00479328,-6.57676516324,416.8945298194885,41,-3.78537,0.0337676,50.0,0.0,0.93379599601,0.0717445
495600,9912,-0.0174015,-6.15033140634,418.6292312145233,41,-3.77772,0.0307995,50.0,0.0,0.944954831153,0.0699848
497650,9953,-0.0274882,-6.15385787561,420.34119296073914,41,-3.78029,0.025254,50.0,0.0,0.948464713991,0.0548096
499700,9994,-0.00209512,-6.02227691958,422.0592486858368,41,-3.78589,0.0369747,50.0,0.0,0.946210045367,0.0671011
501750,10035,-0.0148772,-6.20549934695,423.7782483100891,41,-3.79697,0.0351765,50.0,0.0,0.949899733067,0.0569341
503800,10076,-0.0186694,-6.22604502622,425.503888130188,41,-3.80865,0.0530391,50.0,0.0,0.953491725028,0.0735183
505850,10117,-0.0155242,-6.1127704414,427.20700907707214,41,-3.795,0.0373265,50.0,0.0,0.938411887735,0.0478637
507900,10158,-0.00495159,-5.95541519704,428.9362976551056,41,-3.82312,0.0399631,50.0,0.0,0.964382637292,0.0441468
509950,10199,-0.0134443,-6.10515824544,430.6532578468323,41,-3.82484,0.0307658,50.0,0.0,0.966000176966,0.0412162
512000,10240,0.00648178,-6.38167587364,432.3845524787903,41,-3.85591,0.047981,50.0,0.0,0.953382395208,0.0484436
514000,10280,-0.00885816,-6.42930947468,434.0978946685791,40,-3.86351,0.0273779,50.0,0.0,0.925619803369,0.0738748
516050,10321,0.00716856,-6.1964284163,435.8323299884796,41,-3.88053,0.0535299,50.0,0.0,0.921953342855,0.0617597
518100,10362,-0.0210502,-6.06779447435,437.53541231155396,41,-3.87793,0.0382741,50.0,0.0,0.941106557846,0.0636594
520150,10403,-0.0177401,-6.21733204154,439.2697823047638,41,-3.89075,0.0264045,50.0,0.0,0.94289014861,0.0634684
522200,10444,-0.013805,-6.39008740868,440.97321105003357,41,-3.86635,0.0370954,50.0,0.0,0.943314243108,0.0756955
524250,10485,-0.0224788,-6.20447932118,442.7079088687897,41,-3.87854,0.0254346,50.0,0.0,0.946983598173,0.0510816
526300,10526,-0.00906777,-5.76030284124,444.41606187820435,41,-3.89187,0.0241743,50.0,0.0,0.945611778647,0.0588443
528350,10567,-0.0146291,-6.11712833965,446.142911195755,41,-3.88181,0.0323248,50.0,0.0,0.939145904034,0.0633788
530400,10608,-0.00758002,-6.62031912253,447.86320304870605,41,-3.85369,0.0420485,50.0,0.0,0.952078860253,0.0483437
532450,10649,-0.0126123,-6.37134061445,449.59768772125244,41,-3.85735,0.0277371,50.0,0.0,0.935393720865,0.0702222
534500,10690,-0.0207225,-6.66203874601,451.30928921699524,41,-3.86811,0.0264322,50.0,0.0,0.890109159052,0.0668123
536550,10731,-0.0225384,-6.89777223573,453.0437867641449,41,-3.87372,0.0318614,50.0,0.0,0.92142418772,0.0919289
538600,10772,-0.017925,-6.75590069853,454.7540371417999,41,-3.89437,0.0246187,50.0,0.0,0.937765624374,0.104077
540650,10813,-0.00968814,-6.55110838844,456.48700499534607,41,-3.88705,0.0420238,50.0,0.0,0.915548719466,0.0754611
542700,10854,-0.0157439,-6.42789528994,458.19882678985596,41,-3.90609,0.037153,50.0,0.0,0.923783943057,0.0609922
544750,10895,-0.0156055,-6.29176244886,459.92943501472473,41,-3.92523,0.0272389,50.0,0.0,0.944139100611,0.0621133
546800,10936,-0.00631791,-6.49816320418,461.6419928073883,41,-3.91854,0.0523795,50.0,0.0,0.927738554776,0.055141
548850,10977,-0.0196862,-6.72835502752,463.36747789382935,41,-3.91794,0.0363701,50.0,0.0,0.939089611173,0.071392
550900,11018,-0.0213764,-6.57117298972,465.07881569862366,41,-3.91365,0.0366882,50.0,0.0,0.917831458151,0.0664039
552950,11059,-0.00124027,-6.47792162546,466.8132984638214,41,-3.91587,0.0426658,50.0,0.0,0.925050064921,0.0551645
555000,11100,-0.0188772,-6.64607101721,468.5321590900421,41,-3.91005,0.0338729,50.0,0.0,0.948437679559,0.0562507
557050,11141,-0.00458415,-6.39788708514,470.25861859321594,41,-3.93519,0.0572988,50.0,0.0,0.922511979938,0.0744657
559100,11182,-0.0172795,-6.75497102055,471.97269892692566,41,-3.94872,0.0320752,50.0,0.0,0.916655533016,0.0541626
561150,11223,-0.0175505,-6.81091950551,473.70702028274536,41,-3.96811,0.0308085,50.0,0.0,0.939408563077,0.0553791
563200,11264,0.00701093,-6.85276368901,475.41862750053406,41,-3.95422,0.0954019,50.0,0.0,0.92011936754,0.0694608
565200,11304,0.000957654,-6.88102990146,477.1532139778137,40,-3.96661,0.075772,50.0,0.0,0.917886063457,0.0777474
567250,11345,-0.00425981,-6.14871999862,478.8790771961212,41,-3.9776,0.0424244,50.0,0.0,0.924591556191,0.0598278
569300,11386,-0.0179504,-6.13863650147,480.59803771972656,41,-3.9641,0.0538747,50.0,0.0,0.924313977361,0.0429221
571350,11427,0.00216156,-6.33705284561,482.3099420070648,41,-3.96107,0.0452153,50.0,0.0,0.917372569442,0.0530394
573400,11468,-0.0226275,-6.44444268923,484.04365611076355,41,-3.95902,0.0354568,50.0,0.0,0.937432095408,0.0605263
575450,11509,-0.0194427,-6.54128572769,485.76260709762573,41,-3.948,0.021954,50.0,0.0,0.940030954778,0.0501568
577500,11550,-0.0145243,-6.57195356286,487.49729180336,41,-3.94341,0.0251555,50.0,0.0,0.94383367151,0.0521615
579550,11591,-0.00575366,-6.35915112029,489.20750856399536,41,-3.95431,0.0423924,50.0,0.0,0.931497648358,0.0685178
581600,11632,-0.00878576,-6.24449292514,490.93227767944336,41,-3.96028,0.0440088,50.0,0.0,0.933497987688,0.0721416
583650,11673,-0.0208865,-6.25761937285,492.71597146987915,41,-3.98804,0.0329092,50.0,0.0,0.912085138261,0.0717093
585700,11714,-0.0110096,-6.46993367104,494.43165278434753,41,-3.99026,0.0409057,50.0,0.0,0.930936828256,0.0834157
587750,11755,-0.0117807,-6.34760651408,496.1606171131134,41,-4.00698,0.0321724,50.0,0.0,0.93983348459,0.0659368
589800,11796,-0.00168678,-6.42750943337,497.88040018081665,41,-4.00844,0.0521581,50.0,0.0,0.954223114997,0.0470477
591850,11837,-0.00766423,-6.56119467209,499.60281705856323,41,-3.97244,0.0422776,50.0,0.0,0.953234031796,0.0514588
593900,11878,-0.0124864,-6.60357274235,501.3140368461609,41,-3.97815,0.0290855,50.0,0.0,0.93434689194,0.0692584
595950,11919,-0.0144508,-6.56018246817,503.04761838912964,41,-3.98414,0.0403202,50.0,0.0,0.933109275997,0.0666748
598000,11960,-0.00105321,-6.76039767511,504.76146507263184,41,-3.97191,0.0417986,50.0,0.0,0.934183478355,0.0871632
600050,12001,-0.00201193,-6.62723390447,506.4956135749817,41,-3.96922,0.087937,50.0,0.0,0.911120988429,0.0662333
602100,12042,-0.0240519,-7.01587107339,508.20585203170776,41,-3.94195,0.0351756,50.0,0.0,0.901862695813,0.0692298
604150,12083,-0.00702144,-7.09563617283,509.94030022621155,41,-3.95773,0.0348492,50.0,0.0,0.907495759428,0.0662279
606200,12124,-0.00696461,-6.76896050762,511.66011118888855,41,-3.96155,0.0766843,50.0,0.0,0.939221393317,0.0663427
608250,12165,-0.0103724,-6.95256317888,513.387457370758,41,-3.95448,0.0354263,50.0,0.0,0.934956848621,0.0965604
610300,12206,-0.0166482,-6.58629466375,515.0977101325989,41,-3.96063,0.0410445,50.0,0.0,0.933940544724,0.0699115
612350,12247,-0.00913523,-6.69377154823,516.8166854381561,41,-3.9514,0.0342672,50.0,0.0,0.938487168401,0.0786905
614400,12288,-0.020945,-6.60507389383,518.5357105731964,41,-3.94947,0.0270589,50.0,0.0,0.932412303984,0.0902136
616400,12328,-0.0218456,-6.69622926796,520.2613291740417,40,-3.93494,0.0262606,50.0,0.0,0.938530217856,0.0647389
618450,12369,-0.0194711,-6.53710913129,521.9922585487366,41,-3.94034,0.0379676,50.0,0.0,0.93305272609,0.0775537
620500,12410,-0.0217181,-6.62139898648,523.7468130588531,41,-3.97264,0.0409562,50.0,0.0,0.940777666867,0.0732314
622550,12451,-0.0169992,-6.30631417766,525.4530048370361,41,-3.97859,0.0326739,50.0,0.0,0.929518856108,0.104969
624600,12492,-0.0193861,-6.44446382083,527.1802399158478,41,-3.96839,0.0286958,50.0,0.0,0.942762870342,0.0666911
626650,12533,-0.0125631,-6.58371197295,528.8987958431244,41,-3.9808,0.0396281,50.0,0.0,0.927601270378,0.0876889
628700,12574,-0.0195445,-6.59225180021,530.6181199550629,41,-3.98112,0.0247916,50.0,0.0,0.938235349953,0.0835916
630750,12615,-0.0143846,-6.7058139582,532.3449761867523,41,-3.99299,0.0788516,50.0,0.0,0.935498297215,0.121677
632800,12656,0.00186775,-6.73578259263,534.0638973712921,41,-4.02097,0.0708296,50.0,0.0,0.944290906191,0.0569519
634850,12697,-0.0048238,-6.95305589,535.7752537727356,41,-4.0169,0.0513991,50.0,0.0,0.942295536399,0.0649207
636900,12738,-0.0217957,-6.59742607343,537.5093467235565,41,-4.05078,0.0321614,50.0,0.0,0.924423620105,0.0637372
638950,12779,-0.014494,-6.28291158103,539.2195744514465,41,-4.0525,0.0334169,50.0,0.0,0.929005242884,0.0625748
641000,12820,-0.0103898,-6.11054646347,540.9385704994202,41,-4.06008,0.0530029,50.0,0.0,0.933629959822,0.0669559
643050,12861,-0.0234999,-6.49875447209,542.6574676036835,41,-4.02307,0.0290284,50.0,0.0,0.947533611208,0.0545632
645100,12902,-0.0192903,-6.82467917443,544.38383436203,41,-4.06696,0.0257813,50.0,0.0,0.929158702493,0.0917623
647150,12943,-0.0188159,-6.64326054595,546.1035647392273,41,-4.05501,0.0406056,50.0,0.0,0.954109840095,0.0502874
649200,12984,-0.00904765,-6.78034694481,547.8311886787415,41,-4.06465,0.0297147,50.0,0.0,0.926660314202,0.138969
651250,13025,-0.0118218,-6.49313734766,549.5342676639557,41,-4.06646,0.0360256,50.0,0.0,0.944091551006,0.0767033
653300,13066,-0.00453634,-6.50885550757,551.2655258178711,41,-4.06862,0.0382961,50.0,0.0,0.941239453852,0.0836174
655350,13107,-0.0215805,-7.19782817723,552.9854474067688,41,-4.02253,0.0356485,50.0,0.0,0.949268553406,0.067405
657400,13148,-0.0194444,-6.87217045353,554.7116765975952,41,-4.01605,0.031177,50.0,0.0,0.942587144673,0.0758995
659450,13189,-0.0193071,-6.7633549822,556.4302830696106,41,-4.00719,0.0306024,50.0,0.0,0.916963562369,0.0916835
661500,13230,-0.0120145,-6.44142191537,558.1571402549744,41,-3.99475,0.0278604,50.0,0.0,0.930110551417,0.0849978
663550,13271,-0.0128089,-6.44366738205,559.8912751674652,41,-3.99583,0.0294398,50.0,0.0,0.926559820771,0.0832545
665600,13312,-0.0024329,-6.5836979755,561.6254966259003,41,-3.99195,0.0509836,50.0,0.0,0.918388746679,0.150715
667600,13352,-0.017515,-6.70533488713,563.3517134189606,40,-4.01943,0.0317848,50.0,0.0,0.937252685428,0.088474
669650,13393,-0.0137959,-6.6148522597,565.0861165523529,41,-3.9849,0.0367495,50.0,0.0,0.93611420691,0.0932824
671700,13434,-0.00604826,-6.50803168676,566.8048124313354,41,-3.98823,0.0391281,50.0,0.0,0.925361923873,0.0986086
673750,13475,0.000591334,-6.81911969189,568.5392203330994,41,-3.99754,0.0504291,50.0,0.0,0.943204596639,0.115444
675800,13516,-0.0242803,-6.90292126299,570.2807111740112,41,-4.03349,0.024621,50.0,0.0,0.933870874345,0.0587289
677850,13557,-0.0225678,-6.83157481059,572.0153651237488,41,-4.04191,0.0214178,50.0,0.0,0.930272884667,0.0933563
679900,13598,-0.00597062,-7.1797425917,573.7360277175903,41,-4.04035,0.0316543,50.0,0.0,0.945797972381,0.102744
681950,13639,-0.00992115,-7.14087599405,575.4622159004211,41,-4.02435,0.0295266,50.0,0.0,0.939686689526,0.123992
684000,13680,0.00262539,-6.86702430432,577.173662185669,41,-4.01073,0.0519665,50.0,0.0,0.923241473734,0.112435
686050,13721,-0.0196001,-6.83286521035,578.9097058773041,41,-4.01182,0.0325671,50.0,0.0,0.955462127924,0.0748949
688100,13762,0.0103987,-6.70072405682,580.6288685798645,41,-4.01287,0.0579038,50.0,0.0,0.937106773257,0.0928049
690150,13803,-0.0145875,-6.25222013944,582.356698513031,41,-4.00844,0.0295853,50.0,0.0,0.936124779284,0.0877481
692200,13844,0.000189383,-6.39300802424,584.074524641037,41,-4.00875,0.0509142,50.0,0.0,0.923141911626,0.0987406
694250,13885,-0.0137139,-6.68224444323,585.7962193489075,41,-4.00687,0.047812,50.0,0.0,0.934660829604,0.105257
696300,13926,-0.0160674,-6.52964721568,587.516416311264,41,-4.01534,0.0278746,50.0,0.0,0.931287370622,0.110253
698350,13967,-0.0208799,-6.58383964003,589.242787361145,41,-4.02707,0.0235927,50.0,0.0,0.938861202449,0.089148
700400,14008,-0.0046301,-6.48367325042,590.9615728855133,41,-4.02583,0.0385052,50.0,0.0,0.926717326045,0.107575
702450,14049,-0.0140351,-6.41856985694,592.6958258152008,41,-4.0215,0.0267096,50.0,0.0,0.934955656528,0.10165
704500,14090,-0.00538427,-6.38847356623,594.4150421619415,41,-4.01658,0.0373755,50.0,0.0,0.937026128173,0.113901
706550,14131,0.00898275,-6.6204526396,596.1262814998627,41,-4.01678,0.0464889,50.0,0.0,0.922169297934,0.147298
708600,14172,-0.00949152,-6.90657307572,597.8604626655579,41,-4.01731,0.0491092,50.0,0.0,0.940124593675,0.0877953
710650,14213,-0.0163112,-6.73156968341,599.5791263580322,41,-4.01681,0.0407099,50.0,0.0,0.917024046183,0.100929
712700,14254,-0.0145207,-6.80130103313,601.305278301239,41,-3.98656,0.0393616,50.0,0.0,0.937132939696,0.0941157
714750,14295,-0.0204702,-6.99813339379,603.0248000621796,41,-3.98711,0.0414116,50.0,0.0,0.939274396747,0.0749667
716800,14336,-0.0152899,-7.18827725974,604.743411064148,41,-3.95712,0.0324149,50.0,0.0,0.933408632874,0.134469
718800,14376,-0.0170195,-6.8697033,606.4611604213715,40,-3.9541,0.0315755,50.0,0.0,0.918374694884,0.091033
720850,14417,-0.0129332,-6.52849781419,608.1870193481445,41,-3.95539,0.043428,50.0,0.0,0.948903720826,0.0882133
722900,14458,-0.0170189,-6.54533665929,609.9105424880981,41,-3.94646,0.0238352,50.0,0.0,0.91433878988,0.105895
724950,14499,-0.0195282,-6.83755701737,611.6336722373962,41,-3.94997,0.0497983,50.0,0.0,0.898430764675,0.118755
727000,14540,-0.0177207,-7.05290597871,613.3533666133881,41,-3.93645,0.0320204,50.0,0.0,0.949493058026,0.088181
729050,14581,-0.0232635,-6.86643788302,615.074759721756,41,-3.93654,0.026358,50.0,0.0,0.946117401123,0.0627455
731100,14622,-0.021902,-6.44287635024,616.7974956035614,41,-3.93074,0.0349485,50.0,0.0,0.904966138303,0.0768671
733150,14663,0.00424035,-6.20811905017,618.516533613205,41,-3.91398,0.0412939,50.0,0.0,0.924375362694,0.0879713
735200,14704,-0.0139111,-6.22613531544,620.242972612381,41,-3.9174,0.0276717,50.0,0.0,0.955707140267,0.074356
737250,14745,-0.00155521,-6.43499964596,621.9619028568268,41,-3.93832,0.0367897,50.0,0.0,0.919548131526,0.102461
739300,14786,-0.0115078,-6.67512693956,623.6809403896332,41,-3.9497,0.0621795,50.0,0.0,0.947573635727,0.0837793
741350,14827,-0.00177038,-6.60522365068,625.4144277572632,41,-3.93624,0.0434854,50.0,0.0,0.933973431587,0.0880339
743400,14868,-0.0149857,-6.43199051861,627.1256258487701,41,-3.94266,0.0326668,50.0,0.0,0.934950403869,0.0610929
745450,14909,-0.0190958,-6.34491998555,628.8870730400085,41,-3.92657,0.0326649,50.0,0.0,0.930842429399,0.0690894
747500,14950,-0.0130339,-6.35430478558,630.6053624153137,41,-3.94819,0.0293563,50.0,0.0,0.927583649755,0.0779688
749550,14991,-0.0164318,-6.32877668089,632.332245349884,41,-3.99037,0.0214822,50.0,0.0,0.950132071972,0.0542616
751600,15032,-0.0129392,-6.4792249058,634.0442600250244,41,-3.9786,0.0448169,50.0,0.0,0.948447003961,0.0611818
753650,15073,-0.0223028,-6.50198852401,635.7781014442444,41,-3.9657,0.0248057,50.0,0.0,0.93978812173,0.0801705
755700,15114,-0.0106493,-6.48173247096,637.4814836978912,41,-3.97663,0.0355569,50.0,0.0,0.930034197867,0.0737362
757750,15155,-0.00643749,-6.65005842727,639.207334280014,41,-3.97736,0.0478652,50.0,0.0,0.950802445412,0.0654356
759800,15196,0.00553296,-6.42918224883,640.9254968166351,41,-3.9821,0.0521587,50.0,0.0,0.904816970229,0.0969759
761850,15237,-0.00896533,-6.35578309792,642.6603403091431,41,-4.00398,0.0406352,50.0,0.0,0.9085656479,0.0938997
763900,15278,-0.010046,-6.32595269942,644.3712794780731,41,-4.01517,0.0318343,50.0,0.0,0.900888957083,0.100781
765950,15319,-0.0154702,-6.28078880648,646.1055364608765,41,-4.02353,0.0902566,50.0,0.0,0.911969296634,0.102401
768000,15360,-0.013063,-6.22836468089,647.8133664131165,41,-4.0292,0.0594356,50.0,0.0,0.890163220465,0.0879488
770000,15400,-0.0143326,-6.23274580699,649.5476734638214,40,-4.02039,0.0336575,50.0,0.0,0.911783650517,0.0752232
772050,15441,-0.0204266,-6.46350253698,651.2644205093384,41,-4.02787,0.0486368,50.0,0.0,0.914466194808,0.0579295
774100,15482,-0.0210584,-6.63044843696,653.0009183883667,41,-4.00616,0.0439886,50.0,0.0,0.918657258153,0.0665593
776150,15523,-0.014297,-6.58739588932,654.7197437286377,41,-3.99484,0.0468729,50.0,0.0,0.93058668077,0.0612894
778200,15564,-0.00612835,-6.35239942195,656.4512896537781,41,-3.98907,0.0366414,50.0,0.0,0.901388145983,0.0860578
780250,15605,-0.0111513,-6.1462755536,658.1494543552399,41,-4.0049,0.105058,50.0,0.0,0.891685083508,0.0679467
782300,15646,-0.00412536,-6.5142629419,659.8851017951965,41,-3.98342,0.0377582,50.0,0.0,0.918422736228,0.0579715
784350,15687,-0.0122414,-6.27781137773,661.6030819416046,41,-3.97736,0.0371634,50.0,0.0,0.880694821477,0.117924
786400,15728,-0.00968723,-6.37276377387,663.3289532661438,41,-3.97261,0.0377818,50.0,0.0,0.938291959465,0.0601016
788450,15769,-0.00886573,-6.0631912701,665.0478894710541,41,-3.9612,0.03261,50.0,0.0,0.937006637454,0.0547185
790500,15810,0.00151836,-6.06655155772,666.782434463501,41,-3.95257,0.0423563,50.0,0.0,0.90531950444,0.0848285
792550,15851,-0.00720166,-6.35183232185,668.485719203949,41,-3.96989,0.0626046,50.0,0.0,0.93899737671,0.0536838
794600,15892,-0.0134726,-6.42837620101,670.2272574901581,41,-3.97549,0.0366466,50.0,0.0,0.915168613195,0.099084
796650,15933,-0.0105697,-6.42332101236,671.930582523346,41,-3.97459,0.0576936,50.0,0.0,0.899678319693,0.112978
798700,15974,-0.0146637,-6.32618336455,673.6673624515533,41,-4.01612,0.0325825,50.0,0.0,0.942290131003,0.0682997
800750,16015,-0.0139041,-6.0224359338,675.3833162784576,41,-4.00854,0.029102,50.0,0.0,0.908699192107,0.0799301
802800,16056,0.0173781,-6.00287623938,677.1123068332672,41,-4.01045,0.0473701,50.0,0.0,0.906715534627,0.0755052
804850,16097,-0.0171773,-5.91653834744,678.8304190635681,41,-4.01973,0.028638,50.0,0.0,0.939672544599,0.0551438
806900,16138,-0.0206644,-5.99490146376,680.5514078140259,41,-4.00945,0.039377,50.0,0.0,0.926603846252,0.0637875
808950,16179,-0.0204815,-6.0247746758,682.27796459198,41,-4.00694,0.246661,50.0,0.0,0.873322591186,0.0764964
811000,16220,0.00165393,-5.99920761942,683.9969198703766,41,-3.99066,0.0403167,50.0,0.0,0.928611166775,0.0600148
813050,16261,-0.0188926,-5.97105393454,685.7161407470703,41,-3.97502,0.0298644,50.0,0.0,0.92295126617,0.0531316
815100,16302,-0.0164003,-6.05176409354,687.4309968948364,41,-3.97624,0.0429743,50.0,0.0,0.90979616344,0.056416
817150,16343,-0.0167952,-6.22450468601,689.2124197483063,41,-3.97685,0.0332853,50.0,0.0,0.909011602402,0.0845295
819200,16384,-0.0107892,-6.30787042011,690.9382581710815,41,-3.99168,0.0249006,50.0,0.0,0.908554069698,0.123863
821200,16424,-0.0102695,-6.48372203951,692.6571652889252,40,-3.98349,0.0575052,50.0,0.0,0.936599820852,0.0562476
823250,16465,-0.0158851,-6.42074539941,694.3991327285767,41,-3.98382,0.028264,50.0,0.0,0.9346601367,0.0616609
825300,16506,0.0155039,-6.2060854793,696.1179819107056,41,-3.98359,0.0597879,50.0,0.0,0.920234024525,0.104977
827350,16547,-0.0154618,-6.18081164054,697.8367924690247,41,-4.00574,0.022738,50.0,0.0,0.943120699376,0.0429615
829400,16588,-0.0173287,-5.92354353834,699.5585474967957,41,-3.98649,0.0189321,50.0,0.0,0.901960089803,0.129728
831450,16629,0.00117957,-5.86752317447,701.2687804698944,41,-3.98726,0.0497408,50.0,0.0,0.946646396071,0.0578231
833500,16670,-0.0178079,-6.24511524118,702.9877653121948,41,-3.98119,0.0311551,50.0,0.0,0.935451447964,0.103467
835550,16711,-0.00199951,-6.28158755265,704.7061467170715,41,-3.98691,0.0409351,50.0,0.0,0.918533623219,0.0835088
837600,16752,-0.0136814,-6.21476648467,706.4341471195221,41,-3.97991,0.02535,50.0,0.0,0.920638717711,0.0965107
839650,16793,0.00596211,-6.2085970287,708.1376042366028,41,-3.97733,0.0834655,50.0,0.0,0.934299454093,0.0624086
841700,16834,-0.00772313,-6.3528784383,709.8711698055267,41,-3.9725,0.0352807,50.0,0.0,0.89644216001,0.0877745
843750,16875,-0.00406132,-6.02811109104,711.5754790306091,41,-3.97717,0.0571892,50.0,0.0,0.90513022989,0.0546149
845800,16916,0.00580093,-6.14191440714,713.3013389110565,41,-3.99984,0.0653694,50.0,0.0,0.924669317901,0.0831829
847850,16957,-0.0153844,-6.11515560583,715.0039632320404,41,-3.9784,0.0304127,50.0,0.0,0.9253192693,0.0833255
849900,16998,-0.0124207,-6.19424276353,716.7376210689545,41,-3.97939,0.0272111,50.0,0.0,0.927298590541,0.0888003
851950,17039,-0.00614319,-6.21796580994,718.4525487422943,41,-3.98679,0.035513,50.0,0.0,0.896861374378,0.107578
854000,17080,-0.0144075,-6.18953978669,720.1704969406128,41,-3.97433,0.0388713,50.0,0.0,0.869562372565,0.104968
856050,17121,-0.00182093,-6.36996475206,721.8916141986847,41,-3.9864,0.0690393,50.0,0.0,0.951252575964,0.0560624
858100,17162,0.0241682,-6.07773928016,723.6104459762573,41,-3.99916,0.0742797,50.0,0.0,0.927482329309,0.0735464
860150,17203,-0.0223215,-6.06371454999,725.3210391998291,41,-3.9939,0.0358291,50.0,0.0,0.939075417817,0.0399589
862200,17244,-0.0180616,-6.20479935098,727.0561378002167,41,-3.99166,0.0350843,50.0,0.0,0.945830006152,0.0471822
864250,17285,-0.019648,-6.1955073919,728.7588586807251,41,-3.98584,0.043669,50.0,0.0,0.925899326801,0.0885796
866300,17326,-0.0176986,-5.94460626202,730.4955246448517,41,-3.98061,0.0234325,50.0,0.0,0.927987083793,0.0598494
868350,17367,-0.0258261,-5.74725008956,732.1901204586029,41,-3.97767,0.0351344,50.0,0.0,0.846368327737,0.0924849
870400,17408,-0.00979729,-6.01025361592,733.9283571243286,41,-3.99098,0.0464748,50.0,0.0,0.925146840513,0.0707377
872400,17448,-0.00480013,-6.10307594733,735.6403279304504,40,-4.00658,0.0370507,50.0,0.0,0.912309214473,0.102373
874450,17489,-0.000439832,-6.28791502324,737.3675403594971,41,-4.00641,0.0454561,50.0,0.0,0.934331446886,0.0683942
876500,17530,-0.00171913,-5.95440353784,739.0714902877808,41,-4.01476,0.0563535,50.0,0.0,0.945045106113,0.0555059
878550,17571,-0.00756853,-6.01985209213,740.7994782924652,41,-4.02399,0.045817,50.0,0.0,0.949142608792,0.0546803
880600,17612,-0.0160481,-6.0972974343,742.5184781551361,41,-3.99429,0.0232802,50.0,0.0,0.912392817438,0.0463646
882650,17653,-0.0159048,-5.87348378347,744.2458939552307,41,-4.00103,0.0444091,50.0,0.0,0.952812474221,0.0447489
884700,17694,-0.0199046,-6.06394148817,745.9649343490601,41,-4.03175,0.0383649,50.0,0.0,0.943833440542,0.0561936
886750,17735,-0.0193495,-6.13143068835,747.6953830718994,41,-4.04262,0.0407316,50.0,0.0,0.944908104837,0.0707652
888800,17776,-0.0193654,-6.34862924871,749.3985025882721,41,-4.06118,0.0385353,50.0,0.0,0.963002286851,0.0359177
890850,17817,-0.00341659,-6.20427597504,751.1451761722565,41,-4.05829,0.0561179,50.0,0.0,0.957063157111,0.0548515
