EpisodesSoFar,loss_kl,loss_pol_entpen,ev_tdlam_before,loss_ent,loss_pol_surr,loss_vf_loss,EpLenMean,TimeElapsed,EpRewMean,TimestepsSoFar,EpThisIter
458,0.0277774,0.0,0.998674115282,-0.459817,-0.0142125,0.00812705,1000.0,396.2977089881897,46.1034525048,458000,2
460,0.0183217,0.0,0.999249355984,-0.492775,-0.0155351,0.00590628,1000.0,398.06229281425476,46.091039677,460000,2
462,0.027741,0.0,0.999012735905,-0.50458,-0.0139385,0.00591777,1000.0,399.8290648460388,46.0659050545,462000,2
464,0.058622,0.0,0.998024152825,-0.517314,-0.0195115,0.0105954,1000.0,401.5935974121094,46.2988438829,464000,2
466,0.0169333,0.0,0.997960070148,-0.513063,-0.0187143,0.00721177,1000.0,403.34348726272583,46.9655331341,466000,2
468,0.0121787,0.0,0.998315730714,-0.508678,-0.0188415,0.0109193,1000.0,405.11005878448486,46.954143091,468000,2
471,0.0275364,0.0,0.998846188886,-0.532471,-0.0141302,0.0131008,1000.0,406.8604657649994,46.9678457604,471000,3
473,0.0167652,0.0,0.997025359189,-0.585626,-0.0167816,0.0132216,1000.0,408.6406648159027,46.978497049,473000,2
475,0.0739514,0.0,0.998637759709,-0.601538,-0.0255487,0.00828686,1000.0,410.39191603660583,47.4831469359,475000,2
477,0.0380079,0.0,0.997892746236,-0.606458,-0.0165831,0.00926103,1000.0,412.1713984012604,48.495019693,477000,2
479,0.029099,0.0,0.998687220737,-0.612265,-0.0165316,0.00658418,1000.0,413.9211473464966,49.2463415459,479000,2
481,0.0233417,0.0,0.998328506481,-0.622811,-0.00720086,0.0068429,1000.0,415.6883862018585,50.2525434877,481000,2
483,0.0302131,0.0,0.999239625642,-0.625047,-0.00907402,0.00644324,1000.0,417.4409370422363,50.5530890469,483000,2
485,0.0217574,0.0,0.999219493126,-0.643469,-0.0108561,0.00769112,1000.0,419.20575070381165,50.6320980873,485000,2
487,0.0336985,0.0,0.999138983956,-0.641255,-0.014131,0.00808341,1000.0,420.9368968009949,50.7462318904,487000,2
489,0.0333138,0.0,0.999394895625,-0.655372,-0.024138,0.00601455,1000.0,422.71810245513916,50.9523567512,489000,2
491,0.0215482,0.0,0.999168896407,-0.641996,-0.0152938,0.00721708,1000.0,424.45309019088745,51.4128042637,491000,2
493,0.017829,0.0,0.9991701158,-0.657178,-0.0190493,0.0131102,1000.0,426.2341868877411,52.1854510358,493000,2
495,0.0413522,0.0,0.999025652593,-0.646404,-0.0196534,0.00955958,1000.0,427.9992904663086,52.3032647149,495000,2
497,0.0752683,0.0,0.998212199775,-0.671594,-0.0205798,0.0100415,1000.0,429.765606880188,52.6625012248,497000,2
499,0.0177857,0.0,0.99818854942,-0.65934,-0.0182507,0.0107472,1000.0,431.51529240608215,53.0498531782,499000,2
501,0.0245506,0.0,0.999152355245,-0.653437,-0.0127794,0.00833161,1000.0,433.2819936275482,53.481247164,501000,2
503,0.0225171,0.0,0.999430628493,-0.651878,-0.0168951,0.0064917,1000.0,435.01512932777405,53.7681430387,503000,2
505,0.0302589,0.0,0.999097255117,-0.652807,-0.0157307,0.00792399,1000.0,436.78188037872314,53.9778204203,505000,2
507,0.0305798,0.0,0.999170804629,-0.661104,-0.0130575,0.0107538,1000.0,438.5478575229645,54.2923219999,507000,2
509,0.0197376,0.0,0.999195716111,-0.638,-0.0171142,0.00856942,1000.0,440.3041045665741,54.5748450243,509000,2
512,0.0401451,0.0,0.998766668956,-0.679433,-0.00698076,0.0124926,1000.0,442.0629150867462,54.9999167645,512000,3
514,0.0416983,0.0,0.999255691248,-0.679483,-0.0260942,0.00700364,1000.0,443.81358098983765,55.0893456614,514000,2
516,0.0408038,0.0,0.999352161598,-0.68026,-0.00335222,0.00818459,1000.0,445.59458565711975,55.26062998,516000,2
518,0.0551027,0.0,0.999195541022,-0.708067,0.00879297,0.00858959,1000.0,447.36006116867065,55.4739032237,518000,2
520,0.0408729,0.0,0.99897371477,-0.718741,-0.0121024,0.0117085,1000.0,449.10886335372925,55.6259769576,520000,2
522,0.0217673,0.0,0.998895223718,-0.70503,-0.0183397,0.011506,1000.0,450.8752176761627,55.8016799149,522000,2
524,0.0157321,0.0,0.999274265312,-0.721118,-0.0184328,0.00673997,1000.0,452.64081025123596,56.0142061215,524000,2
526,0.0336444,0.0,0.999114767008,-0.717492,-0.0134708,0.0085023,1000.0,454.40620708465576,56.1533987207,526000,2
528,0.0324666,0.0,0.999347900855,-0.70864,-0.0163216,0.0078075,1000.0,456.17143988609314,56.2787054577,528000,2
530,0.0446628,0.0,0.99890644371,-0.754155,-0.0146117,0.00730437,1000.0,457.93777537345886,56.3867864961,530000,2
532,0.0266588,0.0,0.999258671829,-0.734599,-0.0118623,0.00727779,1000.0,459.70378398895264,56.4512750011,532000,2
534,0.0373551,0.0,0.998963537044,-0.759841,-0.00255495,0.00867966,1000.0,461.45399618148804,56.5336450057,534000,2
536,0.0966183,0.0,0.99905958114,-0.759506,-0.0168315,0.00499844,1000.0,463.23393392562866,56.6695799297,536000,2
538,0.0302718,0.0,0.99883902655,-0.762877,-0.0192697,0.00889071,1000.0,465.0002088546753,56.7442873895,538000,2
540,0.0139267,0.0,0.998820095207,-0.774435,-0.0148375,0.00774132,1000.0,466.7654366493225,56.8258368404,540000,2
542,0.0254532,0.0,0.999107118405,-0.777262,-0.0162175,0.00815755,1000.0,468.5313491821289,56.9800352168,542000,2
544,0.0410778,0.0,0.999506857072,-0.779129,-0.0136914,0.00405865,1000.0,470.2967936992645,57.1103914949,544000,2
546,0.0297956,0.0,0.998720976873,-0.790248,-0.0198742,0.00724331,1000.0,472.0617301464081,57.251180998,546000,2
548,0.0658269,0.0,0.99935811793,-0.800268,0.00303203,0.00570747,1000.0,473.8282313346863,57.3912058966,548000,2
550,0.0269833,0.0,0.999207921326,-0.821083,-0.0178852,0.00860177,1000.0,475.5946400165558,57.4773766971,550000,2
552,0.0193194,0.0,0.998540676199,-0.84871,-0.0186052,0.0120624,1000.0,477.36026787757874,57.5804204606,552000,2
555,0.037262,0.0,0.999051414838,-0.867191,-0.0152322,0.0106272,1000.0,479.1258616447449,57.7762769501,555000,3
557,0.0314802,0.0,0.999279523327,-0.869518,-0.0246371,0.00980447,1000.0,480.8907573223114,57.9386849246,557000,2
559,0.0671563,0.0,0.999140890897,-0.882923,-0.0274214,0.00835927,1000.0,482.65894889831543,58.0806879575,559000,2
561,0.0492452,0.0,0.999228856643,-0.880949,-0.000129636,0.00978538,1000.0,484.42141819000244,58.237799655,561000,2
563,0.0618099,0.0,0.998369098175,-0.88342,-0.0087964,0.00998766,1000.0,486.1728882789612,58.4184357262,563000,2
565,0.0595645,0.0,0.998962254846,-0.894978,-0.0159884,0.00738409,1000.0,487.9538342952728,58.5588629152,565000,2
567,0.0271939,0.0,0.999195359182,-0.88792,-0.0090256,0.00942605,1000.0,489.71868538856506,58.6609050586,567000,2
569,0.0331932,0.0,0.999368948338,-0.890568,-0.0159178,0.00940094,1000.0,491.48410964012146,58.7740800781,569000,2
571,0.0483866,0.0,0.999309079896,-0.905422,0.000889699,0.00925488,1000.0,493.23492550849915,58.8506192623,571000,2
573,0.0250085,0.0,0.999204051855,-0.928286,-0.0235977,0.0058423,1000.0,495.01494336128235,58.9204859349,573000,2
575,0.0405606,0.0,0.999203474552,-0.932116,-0.00854261,0.00950086,1000.0,496.7666907310486,58.9607617872,575000,2
577,0.0340671,0.0,0.999178033497,-0.946141,-0.0151858,0.00984147,1000.0,498.5311064720154,59.0242232133,577000,2
579,0.145646,0.0,0.99880434596,-0.955743,0.0163166,0.0132307,1000.0,500.29684257507324,59.130771766,579000,2
581,0.0467003,0.0,0.997523208149,-0.954834,-0.0130566,0.020964,1000.0,502.0620000362396,59.1783803313,581000,2
583,0.0220979,0.0,0.923951402307,-0.925465,-0.016443,0.181209,1000.0,503.812383890152,59.2583067322,583000,2
585,0.0268313,0.0,0.970565726981,-0.893616,-0.0100919,0.145474,1000.0,505.57866311073303,59.0946064333,585000,2
587,0.0365611,0.0,0.998923379695,-0.88338,-0.00949057,0.0126222,1000.0,507.32780480384827,59.121948332,587000,2
589,0.0341904,0.0,0.999087659467,-0.85383,-0.00623474,0.0126139,1000.0,509.1088070869446,59.1049393827,589000,2
591,0.0221778,0.0,0.999132803874,-0.850567,-0.0189623,0.00875224,1000.0,510.8597664833069,59.1037475675,591000,2
593,0.02564,0.0,0.998679713928,-0.858431,-0.0145815,0.0112736,1000.0,512.6247942447662,59.1374900799,593000,2
595,0.0747355,0.0,0.998959966819,-0.846749,-0.020585,0.00941928,1000.0,514.3754315376282,59.1837346288,595000,2
598,0.03416,0.0,0.998337106197,-0.869194,-0.0140965,0.0163697,1000.0,516.1574635505676,59.1600077807,598000,3
600,0.0341552,0.0,0.999065065116,-0.854071,-0.019119,0.011546,1000.0,517.9070525169373,59.0828835954,600000,2
602,0.0200133,0.0,0.998866396956,-0.850845,-0.0150935,0.0126703,1000.0,519.6712884902954,59.0775157316,602000,2
604,0.0221004,0.0,0.993671688717,-0.833037,-0.0226437,0.0166197,1000.0,521.4368052482605,59.0579087363,604000,2
606,0.0468843,0.0,0.916918359697,-0.826477,-0.0196057,0.234164,1000.0,523.2040762901306,58.8883506893,606000,2
608,0.0218466,0.0,0.997958375374,-0.851341,-0.011676,0.0148067,1000.0,524.9382882118225,58.8600886842,608000,2
610,0.0392799,0.0,0.998141671647,-0.884435,-0.0175858,0.0119887,1000.0,526.7029104232788,58.8068202812,610000,2
612,0.026791,0.0,0.998841460096,-0.874807,-0.0129145,0.013615,1000.0,528.4561517238617,58.7068858519,612000,2
614,0.0284964,0.0,0.998621143517,-0.895763,-0.0189566,0.0135691,1000.0,530.2251160144806,58.7150580472,614000,2
616,0.0324565,0.0,0.998218837776,-0.94273,-0.0142107,0.0132315,1000.0,531.9686601161957,58.6971131124,616000,2
618,0.115207,0.0,0.998194557149,-0.95491,-0.00292104,0.0201361,1000.0,533.7563638687134,58.6768949233,618000,2
620,0.0896518,0.0,0.99832920183,-0.946049,-0.00351338,0.0150563,1000.0,535.4994463920593,58.6697565958,620000,2
622,0.173786,0.0,0.960954222828,-0.954363,-0.0219818,0.105419,1000.0,537.266813993454,58.6579286433,622000,2
624,0.0226081,0.0,0.996659525437,-0.956997,-0.015974,0.0277926,1000.0,539.0308423042297,58.5841170956,624000,2
626,0.0286162,0.0,0.997955821687,-0.978037,-0.0154316,0.0173715,1000.0,540.7806639671326,58.6291204422,626000,2
628,0.0186401,0.0,0.998864998459,-0.97612,-0.0197415,0.0132842,1000.0,542.5485997200012,58.628151548,628000,2
630,0.0358465,0.0,0.998650066205,-0.981585,-0.0139941,0.0172528,1000.0,544.3119986057281,58.6708541046,630000,2
632,0.0316297,0.0,0.998511685408,-0.991602,-0.0166712,0.0161688,1000.0,546.0778503417969,58.7461032038,632000,2
634,0.140311,0.0,0.959879565984,-0.99613,-0.01595,0.0506046,1000.0,547.843743801117,58.7626128604,634000,2
636,0.0335211,0.0,0.998028154951,-0.991129,-0.0131731,0.0237473,1000.0,549.6256792545319,58.6302688238,636000,2
638,0.0148694,0.0,0.998697202886,-0.992903,-0.0157359,0.0147566,1000.0,551.3902440071106,58.6973731072,638000,2
641,0.0304572,0.0,0.99895247072,-0.996867,-0.00733605,0.0162715,1000.0,553.188148021698,58.8012883687,641000,3
643,0.0400843,0.0,0.999110508419,-1.01789,-0.0028895,0.0128497,1000.0,555.0472068786621,58.8411710715,643000,2
645,0.0525627,0.0,0.998547036899,-1.01812,0.00539314,0.0182518,1000.0,556.9073750972748,58.9253041247,645000,2
647,0.023683,0.0,0.998749844148,-1.0146,-0.0145872,0.012856,1000.0,558.762945652008,59.0019471421,647000,2
649,0.0249885,0.0,0.998943619896,-1.01075,-0.0140078,0.0133087,1000.0,560.6612405776978,59.0239345001,649000,2
651,0.0226609,0.0,0.999189732014,-1.01873,-0.0245044,0.00915467,1000.0,562.5195500850677,59.0469945167,651000,2
653,0.0293772,0.0,0.999009397463,-1.01009,-0.00615953,0.0115102,1000.0,564.3751790523529,59.0227348682,653000,2
655,0.0478802,0.0,0.998648175853,-1.02307,-0.00758061,0.0153584,1000.0,566.2343184947968,59.0607213807,655000,2
657,0.0514761,0.0,0.99889666785,-1.03278,-0.0138455,0.0115566,1000.0,568.0784065723419,58.992057154,657000,2
659,0.0669283,0.0,0.998251702636,-1.056,-0.00184505,0.0154315,1000.0,569.9218904972076,58.9746552445,659000,2
661,0.467432,0.0,0.939379815012,-1.06514,-0.0174486,0.0409339,1000.0,571.7810187339783,58.798577982,661000,2
663,0.0523883,0.0,0.998122880119,-1.06062,-0.0186944,0.0107643,1000.0,573.6255691051483,58.7768018124,663000,2
665,0.0544134,0.0,0.998342129868,-1.05631,-0.0120365,0.0146206,1000.0,575.4689481258392,58.7678050757,665000,2
667,0.0524687,0.0,0.998280778993,-1.05097,-0.00298805,0.0191516,1000.0,577.3350777626038,58.7792076626,667000,2
669,0.0477486,0.0,0.998926616041,-1.05786,-0.00374867,0.0114427,1000.0,579.1720178127289,58.7740752353,669000,2
671,0.0740437,0.0,0.998974011745,-1.05273,-0.0198505,0.011705,1000.0,581.0307595729828,58.7823486997,671000,2
673,0.0321083,0.0,0.998396116425,-1.04424,-0.0166158,0.0140556,1000.0,582.8430862426758,58.7665711111,673000,2
675,0.0528348,0.0,0.982830410823,-1.03996,-0.0177092,0.0245096,1000.0,584.7036175727844,58.7081505688,675000,2
677,0.0214097,0.0,0.993012201507,-1.06594,-0.0137768,0.0111046,1000.0,586.4376845359802,58.7855638055,677000,2
679,0.106011,0.0,0.998623025371,-1.08309,-0.0117161,0.011074,1000.0,588.2036151885986,58.8517284046,679000,2
681,0.0620934,0.0,0.998768534511,-1.04698,-0.0207631,0.0135352,1000.0,589.9696338176727,58.8583345279,681000,2
684,0.172167,0.0,0.993405141868,-1.06454,-0.0136694,0.0303367,1000.0,591.7344617843628,59.0670591849,684000,3
686,0.0424756,0.0,0.978797052056,-1.06169,-0.00578938,0.0182626,1000.0,593.5007147789001,59.004012165,686000,2
688,0.113121,0.0,0.952369369566,-1.05397,-0.0277172,0.0759394,1000.0,595.2652623653412,58.8699824101,688000,2
690,0.0384095,0.0,0.998412538203,-1.04945,-0.0135734,0.0122192,1000.0,597.0307579040527,58.8799743956,690000,2
692,0.0486589,0.0,0.999171025818,-1.06349,-0.00767236,0.00833465,1000.0,598.7976260185242,58.8246315043,692000,2
694,0.0441212,0.0,0.99889263988,-1.0486,-0.0166493,0.0112204,1000.0,600.5779330730438,58.8099539316,694000,2
696,0.0455653,0.0,0.998808629811,-1.06735,-0.014447,0.0129125,1000.0,602.343291759491,58.8176752245,696000,2
698,0.0541946,0.0,0.998718636809,-1.07853,0.000437336,0.0154276,1000.0,604.1088814735413,58.8693049213,698000,2
700,0.0297717,0.0,0.998831965611,-1.09224,-0.0110515,0.0109798,1000.0,605.874440908432,58.9333340734,700000,2
702,0.0317401,0.0,0.998808186268,-1.08451,-0.0170708,0.0114936,1000.0,607.6482963562012,58.96382396,702000,2
704,0.0971241,0.0,0.901503153145,-1.07441,-0.0168627,0.281696,1000.0,609.4062712192535,59.0179030222,704000,2
706,0.0418881,0.0,0.944809243083,-1.04139,0.00678955,0.0380741,1000.0,611.1888542175293,59.0977407473,706000,2
708,0.100456,0.0,0.99846931803,-1.068,-0.0164486,0.012549,1000.0,612.9531738758087,59.1722005045,708000,2
710,0.0300803,0.0,0.998987478437,-1.07982,-0.0161761,0.0116237,1000.0,614.7187721729279,59.2443872754,710000,2
712,0.0882033,0.0,0.998130491353,-1.09452,-0.0186045,0.017068,1000.0,616.4842398166656,59.3538856147,712000,2
714,0.054201,0.0,0.971790758893,-1.0806,-0.0193044,0.0661979,1000.0,618.2668128013611,59.4286488557,714000,2
716,0.0600726,0.0,0.988043972291,-1.11487,-0.00081982,0.0297876,1000.0,620.0305936336517,59.3033102552,716000,2
718,0.0423998,0.0,0.995022038929,-1.11654,-0.0201826,0.0221391,1000.0,621.8129978179932,59.1967397128,718000,2
720,0.0672617,0.0,0.994257568382,-1.13608,0.00869497,0.062048,1000.0,623.5778148174286,58.8864408965,720000,2
722,0.0497039,0.0,0.998771044309,-1.11006,-0.0108875,0.0132591,1000.0,625.3594863414764,58.9759466425,722000,2
724,0.0285847,0.0,0.998382779653,-1.11016,-0.0124314,0.0195987,1000.0,627.1092305183411,59.0669594366,724000,2
727,0.0521811,0.0,0.995066884905,-1.12477,-0.0138406,0.0236247,1000.0,628.890299320221,58.9246837701,727000,3
729,0.0273925,0.0,0.998351243208,-1.11625,-0.0207955,0.0197836,1000.0,630.6558678150177,58.9205862798,729000,2
731,0.0595695,0.0,0.995380499866,-1.12894,-0.016365,0.02209,1000.0,632.4375493526459,58.8018127757,731000,2
733,0.0301103,0.0,0.996738208923,-1.12496,-0.0168065,0.0284214,1000.0,634.1873910427094,58.6820100591,733000,2
735,0.0246976,0.0,0.997877576621,-1.13006,-0.021648,0.0192803,1000.0,635.9684720039368,58.7354648191,735000,2
737,0.0729702,0.0,0.997284719022,-1.1361,-0.0238504,0.0208265,1000.0,637.7337753772736,58.8107225436,737000,2
739,0.0605887,0.0,0.99691549479,-1.14744,0.00818313,0.0353815,1000.0,639.5000579357147,58.6482718782,739000,2
741,0.904429,0.0,0.98685805779,-1.14308,-0.00969885,0.172816,1000.0,641.2664794921875,58.419990786,741000,2
743,0.0682825,0.0,0.990834205411,-1.14147,0.011209,0.0531876,1000.0,643.0465965270996,58.197706713,743000,2
745,0.096682,0.0,0.996273283381,-1.13336,-0.0254749,0.0256843,1000.0,644.7963392734528,58.1082549312,745000,2
747,0.0587352,0.0,0.998009813251,-1.14294,-0.00829002,0.0180471,1000.0,646.5777254104614,58.0755179101,747000,2
749,0.0361249,0.0,0.997187383007,-1.15672,-0.0152405,0.0238718,1000.0,648.3280608654022,58.1206366168,749000,2
751,0.0400106,0.0,0.996900888393,-1.15704,-0.010828,0.02719,1000.0,650.1132414340973,58.1855505277,751000,2
753,0.0306706,0.0,0.997797329212,-1.1215,-0.0148391,0.0259796,1000.0,651.8744401931763,58.2603577821,753000,2
755,0.0312726,0.0,0.994284739718,-1.10069,-0.0183171,0.0401529,1000.0,653.6418135166168,58.2953198753,755000,2
757,0.0182744,0.0,0.990293049254,-1.12592,-0.0217419,0.0270423,1000.0,655.3908648490906,57.938810904,757000,2
759,0.239108,0.0,0.988763969392,-1.14174,-0.0266891,0.0308064,1000.0,657.1717524528503,57.7883142319,759000,2
761,0.512423,0.0,0.978256799281,-1.13972,-0.0291911,0.0889305,1000.0,658.9372351169586,57.5525374845,761000,2
763,0.0267382,0.0,0.99559236737,-1.147,-0.0218831,0.019992,1000.0,660.7038371562958,57.3829813518,763000,2
765,0.0663,0.0,0.998251278186,-1.16357,-0.0253482,0.00842087,1000.0,662.4836976528168,57.0532683302,765000,2
768,0.247851,0.0,0.996920477133,-1.16576,-0.015921,0.00839907,1000.0,664.2656309604645,56.7073442286,768000,3
770,0.110812,0.0,0.893077969551,-1.16725,-0.0247478,0.155223,1000.0,665.9997360706329,56.7779292064,770000,2
772,0.0618607,0.0,0.995262910146,-1.17944,-0.00994459,0.0323785,1000.0,667.7656905651093,56.8873746808,772000,2
774,0.0425744,0.0,0.996918739751,-1.17608,-0.0161343,0.0275384,1000.0,669.4997375011444,56.9624216946,774000,2
776,0.0211587,0.0,0.9851184953,-1.15531,0.00128769,0.0320833,1000.0,671.2762863636017,57.1000984137,776000,2
778,0.0262813,0.0,0.934788100421,-1.17464,-0.000388362,0.237006,1000.0,673.0307276248932,56.7301516525,778000,2
780,0.04165,0.0,0.997536632465,-1.17809,-0.0118255,0.0242814,1000.0,674.7969343662262,56.7950075798,780000,2
782,0.0403585,0.0,0.997462310595,-1.1745,-0.0113178,0.0282572,1000.0,676.5479459762573,56.9064334159,782000,2
784,0.0401363,0.0,0.998356571887,-1.18696,-0.0068554,0.015546,1000.0,678.3282558917999,56.9818962366,784000,2
786,0.0176628,0.0,0.961871717125,-1.16647,-0.00311892,0.126582,1000.0,680.1093044281006,56.7771688211,786000,2
788,0.0372232,0.0,0.997629174963,-1.17912,-0.0159693,0.0225445,1000.0,681.8748857975006,57.0656266345,788000,2
790,0.0316095,0.0,0.997706324793,-1.21026,-0.0147269,0.0220883,1000.0,683.6409304141998,57.2350408859,790000,2
792,0.0353408,0.0,0.96491939202,-1.2193,-0.015243,0.0383163,1000.0,685.4068610668182,57.3498980797,792000,2
794,0.0376043,0.0,0.946268659085,-1.22471,0.0165541,0.190294,1000.0,687.1873915195465,56.725419126,794000,2
796,0.0158389,0.0,0.979230767116,-1.20827,-0.00961447,0.0761755,1000.0,688.9527623653412,56.4891433766,796000,2
798,0.038869,0.0,0.993803014047,-1.21932,0.00281612,0.0280174,1000.0,690.7183783054352,56.5962165015,798000,2
800,0.025804,0.0,0.993399437983,-1.19489,-0.00113943,0.0372762,1000.0,692.499861240387,56.1485808802,800000,2
802,0.0680084,0.0,0.997356730513,-1.19532,0.00280255,0.0233117,1000.0,694.2652430534363,56.2592083621,802000,2
804,0.0326193,0.0,0.997216144577,-1.16323,-0.0147606,0.0318352,1000.0,696.016862154007,56.359971336,804000,2
806,0.0285821,0.0,0.997253473848,-1.20137,-0.0142665,0.0350478,1000.0,697.7979369163513,56.5349449073,806000,2
808,0.105599,0.0,0.995520165656,-1.24569,-0.0118884,0.025576,1000.0,699.562582731247,56.3073684641,808000,2
811,0.0285934,0.0,0.997131145559,-1.2549,-0.00390059,0.026366,1000.0,701.3431158065796,56.1596692434,811000,3
813,0.0202605,0.0,0.998224131647,-1.28538,-0.0224452,0.0182144,1000.0,703.1120026111603,55.9674055996,813000,2
815,0.0279198,0.0,0.998322605155,-1.27092,-0.0198007,0.0164743,1000.0,704.8743176460266,56.1839183734,815000,2
817,0.0616176,0.0,0.996093042195,-1.29761,-0.00438424,0.0312022,1000.0,706.6398985385895,56.3710239481,817000,2
819,0.0321538,0.0,0.997155431192,-1.30443,-0.0109438,0.0254128,1000.0,708.4214782714844,56.420799294,819000,2
821,0.296317,0.0,0.997064456576,-1.30075,-0.0204912,0.017316,1000.0,710.1886994838715,56.347992489,821000,2
823,0.020379,0.0,0.997090412071,-1.31385,-0.0201258,0.0262819,1000.0,711.9531054496765,56.3293805448,823000,2
825,0.0387551,0.0,0.997591736959,-1.30514,-0.0193402,0.0262844,1000.0,713.7028782367706,56.3963390605,825000,2
827,0.0479976,0.0,0.997709071497,-1.29513,-0.00305969,0.0217708,1000.0,715.4839510917664,56.6313308188,827000,2
829,0.0223032,0.0,0.998859308194,-1.30435,-0.0207527,0.0130265,1000.0,717.2337551116943,56.7051175002,829000,2
831,0.044652,0.0,0.998394392431,-1.29754,-0.0165106,0.0174797,1000.0,718.9996848106384,56.9248069187,831000,2
833,0.0340077,0.0,0.998805627343,-1.27912,-0.015771,0.0113782,1000.0,720.7634658813477,57.1344442037,833000,2
835,0.0305969,0.0,0.998998019611,-1.28882,-0.00988991,0.0108975,1000.0,722.5311043262482,57.3221008649,835000,2
837,0.0221753,0.0,0.998803262599,-1.28626,-0.0209387,0.0109977,1000.0,724.2806901931763,57.3447575642,837000,2
839,0.0283319,0.0,0.998657630407,-1.2897,-0.0142221,0.0142665,1000.0,726.0463373661041,57.5800821246,839000,2
841,0.0376158,0.0,0.998415230541,-1.27715,-0.011306,0.0214156,1000.0,727.812219619751,57.9079667959,841000,2
843,0.0727422,0.0,0.998414692469,-1.2812,-0.00520635,0.016062,1000.0,729.5775699615479,58.1640046808,843000,2
845,0.0291294,0.0,0.998422125005,-1.27568,-0.0152063,0.0164248,1000.0,731.3293092250824,58.2751532019,845000,2
847,0.0375778,0.0,0.998508512275,-1.26907,-0.0161079,0.0176287,1000.0,733.1102330684662,58.3476356319,847000,2
849,0.0314529,0.0,0.998648114037,-1.26297,-0.013612,0.014287,1000.0,734.866943359375,58.3726905883,849000,2
851,0.0957582,0.0,0.840055376291,-1.26372,-0.020348,0.192601,1000.0,736.6258482933044,58.3935767965,851000,2
854,0.197579,0.0,0.984784879722,-1.27436,-0.0220767,0.0381173,1000.0,738.3815093040466,58.1967442938,854000,3
856,0.0565963,0.0,0.873235046864,-1.28879,-0.00316066,0.182215,1000.0,740.1712377071381,57.9939137652,856000,2
858,1.02201,0.0,0.979120440781,-1.27553,-0.0281925,0.0483527,1000.0,741.9215540885925,57.975347372,858000,2
860,0.030722,0.0,0.995599007234,-1.27129,-0.0136712,0.0352672,1000.0,743.6868867874146,58.4762255838,860000,2
862,0.0277984,0.0,0.980900567025,-1.25472,-0.0127033,0.0717135,1000.0,745.4532907009125,58.5602691356,862000,2
864,0.0244636,0.0,0.991638312116,-1.25963,-0.016649,0.060516,1000.0,747.2344498634338,58.8081896292,864000,2
866,0.0326576,0.0,0.998248736258,-1.2628,-0.0183643,0.021723,1000.0,748.9847350120544,59.0948045551,866000,2
868,0.03637,0.0,0.983952526003,-1.27034,-0.0148346,0.135394,1000.0,750.7656099796295,59.3749889738,868000,2
870,0.0380641,0.0,0.997592827538,-1.29442,-0.0136962,0.0295442,1000.0,752.5001034736633,59.37579684,870000,2
872,0.0395295,0.0,0.985821671784,-1.30258,-0.011633,0.0731735,1000.0,754.2807292938232,59.4184304982,872000,2
874,0.0797505,0.0,0.979750962928,-1.3039,-0.0136115,0.175083,1000.0,756.0315508842468,59.0829652865,874000,2
876,0.0429514,0.0,0.992562577594,-1.29976,-0.0240271,0.0299849,1000.0,757.8126718997955,58.9219655848,876000,2
878,0.0351067,0.0,0.996596588288,-1.27837,-0.0190196,0.025366,1000.0,759.5626058578491,59.166780673,878000,2
880,0.0214364,0.0,0.997566102538,-1.28753,-0.0210835,0.0267123,1000.0,761.3276507854462,59.225352594,880000,2
882,0.0569548,0.0,0.997176515171,-1.3014,-0.0127865,0.0316951,1000.0,763.0930485725403,59.2552486154,882000,2
884,0.0487937,0.0,0.991826336831,-1.31067,-0.0145449,0.0566647,1000.0,764.8593461513519,59.2160864889,884000,2
886,0.0310621,0.0,0.99696603464,-1.31371,-0.0184472,0.0254199,1000.0,766.6039803028107,59.4059187084,886000,2
888,0.027435,0.0,0.998134562979,-1.31896,-0.0196582,0.0172867,1000.0,768.3588492870331,59.3561706822,888000,2
890,0.0368999,0.0,0.99739596853,-1.29288,-0.0138745,0.0314177,1000.0,770.1099510192871,59.3051469865,890000,2
892,0.0408306,0.0,0.997475871118,-1.2905,-0.0152448,0.0281014,1000.0,771.8595235347748,59.3535017176,892000,2
894,0.0345352,0.0,0.997729763621,-1.3031,-0.0167516,0.0217376,1000.0,773.6094782352448,60.0818725705,894000,2
897,0.0942254,0.0,0.997026388301,-1.25308,-0.013631,0.045836,1000.0,775.3750896453857,60.4692827408,897000,3
899,0.0530449,0.0,0.998452732572,-1.25483,-0.0167108,0.0193426,1000.0,777.1258661746979,60.7242517552,899000,2
901,0.0669649,0.0,0.998334020027,-1.24149,0.00310301,0.0213384,1000.0,778.8905565738678,61.0306985815,901000,2
903,0.0493143,0.0,0.997953117825,-1.24351,-0.0164417,0.0204792,1000.0,780.6402609348297,61.0339452555,903000,2
905,0.0313984,0.0,0.992212782614,-1.26887,-0.0214634,0.0476447,1000.0,782.4367859363556,60.8704124497,905000,2
907,0.479789,0.0,0.998450087965,-1.26657,0.0133735,0.0207556,1000.0,784.1874980926514,60.9598977452,907000,2
909,0.0400303,0.0,0.994287744164,-1.2596,-0.0134581,0.0497488,1000.0,785.9527561664581,61.2511733365,909000,2
911,0.0496319,0.0,0.997378605651,-1.26812,-0.0136752,0.0310657,1000.0,787.703222990036,61.2909935719,911000,2
913,0.0484286,0.0,0.995762330946,-1.27736,-0.00872006,0.0485684,1000.0,789.4688510894775,61.5703224912,913000,2
