EpisodesSoFar,loss_kl,loss_pol_entpen,ev_tdlam_before,loss_ent,loss_pol_surr,loss_vf_loss,EpLenMean,TimeElapsed,EpRewMean,TimestepsSoFar,EpThisIter
49,0.00573082,0.0,0.992704478558,2.15377,-0.0147585,0.0378727,1000.0,42.48770999908447,26.7478885,49000,2
51,0.00667896,0.0,0.977570690215,2.1177,-0.0164963,0.0619034,1000.0,44.2323944568634,27.0325337032,51000,2
53,0.0115811,0.0,0.988984026946,2.06292,-0.0149802,0.0553257,1000.0,46.00063443183899,27.4011602866,53000,2
55,0.00991904,0.0,0.98477816768,2.0444,-0.0201594,0.0715506,1000.0,47.76293706893921,27.7158237447,55000,2
57,0.00792029,0.0,0.993174369447,2.01119,-0.0146477,0.033004,1000.0,49.5468966960907,28.0915656121,57000,2
59,0.0105178,0.0,0.994120592717,1.99278,-0.0185852,0.0377881,1000.0,51.28123188018799,28.4728445781,59000,2
61,0.00905314,0.0,0.997327320511,1.97994,-0.0140666,0.0121151,1000.0,53.05496954917908,28.8566184045,61000,2
63,0.00732501,0.0,0.991468588822,1.97585,-0.014949,0.0247012,1000.0,54.81346106529236,29.1527633249,63000,2
65,0.0130948,0.0,0.994383146986,1.96982,-0.0174662,0.0263612,1000.0,56.57804203033447,29.4880898801,65000,2
67,0.0108103,0.0,0.994676638395,1.9816,-0.0137933,0.0182887,1000.0,58.328492879867554,29.7992484109,67000,2
69,0.008209,0.0,0.994259836618,1.98557,-0.0153665,0.021176,1000.0,60.092973709106445,30.0630102501,69000,2
71,0.00988562,0.0,0.997896961402,1.99008,-0.01356,0.00859741,1000.0,61.84373116493225,30.3519766917,71000,2
73,0.0111395,0.0,0.997944843955,1.97964,-0.0129072,0.0109256,1000.0,63.60906147956848,30.5738987161,73000,2
75,0.0131631,0.0,0.994481694419,1.97858,-0.0195153,0.0140696,1000.0,65.37455415725708,30.7896438108,75000,2
77,0.00784562,0.0,0.995167172048,1.95126,-0.0164617,0.0236131,1000.0,67.15583157539368,31.007944809,77000,2
79,0.00588335,0.0,0.997943446739,1.90956,-0.018208,0.0118891,1000.0,68.9074399471283,31.1887333378,79000,2
81,0.00675733,0.0,0.998165224213,1.88219,-0.0153956,0.00921719,1000.0,70.68767547607422,31.4242846303,81000,2
83,0.00716276,0.0,0.995914167725,1.86547,-0.0133505,0.0191193,1000.0,72.45339703559875,31.5992171369,83000,2
86,0.0112275,0.0,0.997619407019,1.82396,-0.0141138,0.00930635,1000.0,74.21133255958557,31.9279815829,86000,3
88,0.00756462,0.0,0.996829322539,1.79233,-0.0172088,0.015745,1000.0,75.98396968841553,32.0835663834,88000,2
90,0.00790012,0.0,0.998452556552,1.75074,-0.0155682,0.00742541,1000.0,77.7651903629303,32.2568850824,90000,2
92,0.00910929,0.0,0.997327195015,1.7312,-0.00894116,0.0115998,1000.0,79.53068900108337,32.4284720854,92000,2
94,0.00684578,0.0,0.998526006122,1.69987,-0.0198632,0.0078477,1000.0,81.2970461845398,32.5884947397,94000,2
96,0.00537805,0.0,0.995758544654,1.6861,-0.0142212,0.0104053,1000.0,83.07802557945251,32.7453687369,96000,2
98,0.00707038,0.0,0.99773542094,1.67319,-0.0174428,0.0111406,1000.0,84.84439826011658,32.9208213784,98000,2
100,0.00729415,0.0,0.997882389231,1.65288,-0.0133995,0.0110473,1000.0,86.62465858459473,32.9895163921,100000,2
102,0.0101143,0.0,0.997840092517,1.6199,-0.0138813,0.0153189,1000.0,88.38997054100037,33.5823009232,102000,2
104,0.0103427,0.0,0.991619976237,1.59838,-0.0146024,0.015986,1000.0,90.1718316078186,33.97254241,104000,2
106,0.0134533,0.0,0.997327100951,1.5572,-0.0194946,0.00914385,1000.0,91.93838310241699,34.8872976007,106000,2
108,0.00989931,0.0,0.998265849543,1.53207,-0.0147346,0.0086715,1000.0,93.7029402256012,35.3030796566,108000,2
110,0.0117527,0.0,0.997769966256,1.5025,-0.0150781,0.00849262,1000.0,95.48904490470886,35.6313596143,110000,2
112,0.0174209,0.0,0.997340421891,1.49319,-0.0104713,0.0113459,1000.0,97.28134226799011,36.1057960863,112000,2
114,0.00529786,0.0,0.998019934166,1.46563,-0.0199311,0.00905281,1000.0,99.04767155647278,36.4781997818,114000,2
116,0.00716528,0.0,0.997307445621,1.48337,-0.0158803,0.00949588,1000.0,100.82808518409729,36.8052486404,116000,2
118,0.00987419,0.0,0.998382410035,1.46944,-0.0181664,0.00682401,1000.0,102.59325575828552,37.2521047702,118000,2
120,0.010489,0.0,0.99851025769,1.44541,-0.0195164,0.00911966,1000.0,104.37436079978943,37.5756148725,120000,2
122,0.00943296,0.0,0.998639265541,1.43764,-0.0101128,0.00871418,1000.0,106.14429783821106,37.9293492172,122000,2
124,0.00836057,0.0,0.998944111518,1.40471,-0.0185123,0.00779827,1000.0,107.92159962654114,38.1588926025,124000,2
126,0.00708483,0.0,0.997141227592,1.37209,-0.0183507,0.0111349,1000.0,109.7032117843628,38.5465472602,126000,2
129,0.00983636,0.0,0.992966997437,1.38119,-0.0143323,0.0540023,1000.0,111.469557762146,38.9136908422,129000,3
131,0.0186587,0.0,0.998446078273,1.38242,-0.0173642,0.0100551,1000.0,113.2495789527893,39.1777961544,131000,2
133,0.0113035,0.0,0.99855686177,1.34873,-0.016642,0.00923733,1000.0,115.03150081634521,39.4178070424,133000,2
135,0.00782193,0.0,0.996345727239,1.3504,-0.0162357,0.00671584,1000.0,116.81275153160095,39.5818632917,135000,2
137,0.00872259,0.0,0.998419679701,1.34357,-0.0190455,0.00966645,1000.0,118.59334588050842,39.766990646,137000,2
139,0.00894515,0.0,0.998186884448,1.31919,-0.0190654,0.00700807,1000.0,120.35896372795105,39.9259112969,139000,2
141,0.0124571,0.0,0.998052496114,1.31206,-0.01365,0.0131823,1000.0,122.14098978042603,40.2072114831,141000,2
143,0.0126128,0.0,0.998899995815,1.30227,-0.00731532,0.00946617,1000.0,123.92277240753174,40.4256363743,143000,2
145,0.0132199,0.0,0.998073051334,1.30543,-0.0100987,0.0143183,1000.0,125.68712759017944,40.6699373615,145000,2
147,0.0317984,0.0,0.998791952035,1.29044,-0.00358661,0.00893411,1000.0,127.46963047981262,40.946337444,147000,2
149,0.00909233,0.0,0.998161433847,1.27104,-0.0133456,0.0131195,1000.0,129.2496039867401,41.1450429079,149000,2
151,0.00711213,0.0,0.996733141597,1.25874,-0.0156329,0.0134566,1000.0,131.01637411117554,41.390694487,151000,2
153,0.0111437,0.0,0.997064370429,1.23156,-0.019262,0.00890363,1000.0,132.7970485687256,41.5877149443,153000,2
155,0.00754281,0.0,0.997939103516,1.23107,-0.0181201,0.009855,1000.0,134.57092571258545,41.9085449207,155000,2
157,0.0194908,0.0,0.997786272317,1.20552,-0.00965451,0.00646479,1000.0,136.34493136405945,42.039512467,157000,2
159,0.0212602,0.0,0.998047876405,1.13327,-0.0163864,0.0138799,1000.0,138.10862517356873,42.2762396398,159000,2
161,0.0110089,0.0,0.998996041366,1.11625,-0.0133303,0.00854515,1000.0,139.89181303977966,42.5061208747,161000,2
163,0.017797,0.0,0.998510930454,1.09357,-0.0206943,0.00924406,1000.0,141.6719253063202,42.7137088119,163000,2
165,0.01036,0.0,0.998157756054,1.08364,-0.0111379,0.0158964,1000.0,143.452787399292,42.8926977403,165000,2
167,0.0219819,0.0,0.994429999962,1.09066,-0.012236,0.00824649,1000.0,145.21947479248047,43.0337714194,167000,2
169,0.0109378,0.0,0.997147956397,1.08049,-0.0167952,0.0119942,1000.0,147.00049209594727,43.2266985004,169000,2
172,0.0375099,0.0,0.998169568949,1.07093,-0.0244572,0.00734455,1000.0,148.7649703025818,43.4700870061,172000,3
174,0.00771207,0.0,0.880231104791,1.03366,-0.0115493,0.448235,1000.0,150.54688549041748,43.1185439401,174000,2
176,0.0168147,0.0,0.994953340385,1.00896,-0.00790857,0.0302941,1000.0,152.31326389312744,43.3110214728,176000,2
178,0.0140636,0.0,0.981354465708,1.02798,-0.0169193,0.0139301,1000.0,154.0786108970642,43.4986845103,178000,2
180,0.0154144,0.0,0.967912871391,1.03235,-0.00512489,0.0654875,1000.0,155.85868096351624,43.353184913,180000,2
182,0.00694666,0.0,0.988443242386,1.00393,-0.0166296,0.026064,1000.0,157.62500143051147,43.4199966439,182000,2
184,0.0164863,0.0,0.996146088,0.981451,-0.0171955,0.0160475,1000.0,159.39000153541565,43.5760234736,184000,2
186,0.0123371,0.0,0.992138859816,0.96484,-0.00820957,0.0278001,1000.0,161.17187023162842,43.5836608754,186000,2
188,0.0121623,0.0,0.996292694239,0.934996,-0.0201902,0.0140515,1000.0,162.9224510192871,43.754339103,188000,2
190,0.0221567,0.0,0.996938127093,0.889486,-0.0161949,0.0137922,1000.0,164.70267248153687,43.9025387972,190000,2
192,0.00730042,0.0,0.997914597858,0.878374,-0.0152972,0.0126404,1000.0,166.4691321849823,44.0494097247,192000,2
194,0.0496713,0.0,0.971183184534,0.8577,-0.0130158,0.0214901,1000.0,168.24560499191284,44.2494593054,194000,2
196,0.0324581,0.0,0.97267225571,0.868109,0.0061993,0.0591323,1000.0,170.01520991325378,44.1495340636,196000,2
198,0.00743542,0.0,0.994539399166,0.852396,-0.0142864,0.0122954,1000.0,171.78196597099304,44.3212810193,198000,2
200,0.0053174,0.0,0.995570670813,0.826409,-0.0172242,0.0127482,1000.0,173.54648089408875,44.6980885885,200000,2
202,0.0114875,0.0,0.997283550678,0.794102,-0.0154947,0.0101695,1000.0,175.31186485290527,45.023792148,202000,2
204,0.0277185,0.0,0.99686621991,0.794231,-0.0241711,0.0111478,1000.0,177.0623013973236,45.2089597252,204000,2
206,0.00799001,0.0,0.998339575366,0.791661,-0.00336551,0.00715348,1000.0,178.84421277046204,45.4881480084,206000,2
208,0.021924,0.0,0.997547061183,0.799148,-0.0218606,0.0157835,1000.0,180.59420561790466,45.8072615409,208000,2
210,0.0135244,0.0,0.993233823217,0.799697,-0.017182,0.0174059,1000.0,182.3595473766327,45.9787060593,210000,2
212,0.0166643,0.0,0.998532070313,0.782152,-0.0218126,0.00827813,1000.0,184.1092677116394,46.1025591265,212000,2
215,0.0153103,0.0,0.998793328879,0.773287,-0.0167165,0.0138725,1000.0,185.87426805496216,46.4590028421,215000,3
217,0.0102981,0.0,0.99794082297,0.801419,-0.0183314,0.0102369,1000.0,187.62513494491577,46.639371402,217000,2
219,0.00836885,0.0,0.998154105619,0.799643,-0.0102918,0.00987203,1000.0,189.40611267089844,46.8847432484,219000,2
221,0.00742331,0.0,0.997623503441,0.773022,-0.0195038,0.0146816,1000.0,191.15681529045105,47.0911075985,221000,2
223,0.0224946,0.0,0.997972011101,0.776093,-0.019507,0.00578001,1000.0,192.93684482574463,47.3623548924,223000,2
225,0.0146332,0.0,0.998336740071,0.789605,-0.0195682,0.0148263,1000.0,194.67128562927246,47.5424049043,225000,2
227,0.0200563,0.0,0.999336322886,0.785181,-0.0142974,0.0082197,1000.0,196.4538116455078,47.7676244335,227000,2
229,0.0128824,0.0,0.999068165547,0.782837,-0.013197,0.00589996,1000.0,198.20279049873352,48.047172557,229000,2
231,0.0162927,0.0,0.998473455897,0.771294,-0.0198332,0.00613665,1000.0,199.96841263771057,48.2920586012,231000,2
233,0.0128383,0.0,0.999225041713,0.754086,-0.0146862,0.00759075,1000.0,201.71798157691956,48.4248282822,233000,2
235,0.00798696,0.0,0.998853455181,0.731916,-0.0185554,0.00923938,1000.0,203.48526453971863,48.6900083616,235000,2
237,0.0120986,0.0,0.998518472421,0.726323,-0.0154364,0.00830428,1000.0,205.25069785118103,48.8953187976,237000,2
239,0.017901,0.0,0.999452382559,0.709644,-0.0117349,0.00483525,1000.0,207.01607728004456,49.2271164898,239000,2
241,0.0267034,0.0,0.998760471819,0.680053,-0.0177262,0.00733379,1000.0,208.7804913520813,49.3999767533,241000,2
243,0.0174804,0.0,0.998481154675,0.6891,-0.0187154,0.00855052,1000.0,210.54631519317627,49.4941505557,243000,2
245,0.0107657,0.0,0.996618716978,0.700642,-0.0167721,0.015448,1000.0,212.2970871925354,49.6377637661,245000,2
247,0.0239371,0.0,0.994164423086,0.686507,-0.00347149,0.0112076,1000.0,214.06199145317078,49.5970034027,247000,2
249,0.032019,0.0,0.993342681322,0.693653,-0.0220821,0.0142119,1000.0,215.81181526184082,49.809075138,249000,2
251,0.0142706,0.0,0.961726561189,0.712202,-0.018253,0.0363844,1000.0,217.59356808662415,49.8171282657,251000,2
253,0.0376886,0.0,0.988554146141,0.670673,-0.0128885,0.0443804,1000.0,219.35948300361633,49.6228529456,253000,2
256,0.0157296,0.0,0.98859274108,0.63526,-0.0237431,0.0433812,1000.0,221.12482142448425,49.5493870371,256000,3
258,0.0238205,0.0,0.960917424411,0.643469,-0.010976,0.0584919,1000.0,222.8909044265747,49.5451619816,258000,2
260,0.0918477,0.0,0.91631244123,0.66584,0.0170555,0.963028,1000.0,224.6559021472931,49.4235064858,260000,2
262,0.0101746,0.0,0.954436399043,0.644047,-0.0184557,0.0682815,1000.0,226.42130517959595,49.2361696043,262000,2
264,0.0156383,0.0,0.98948285915,0.653114,-0.0172203,0.0330088,1000.0,228.18753623962402,49.2910564596,264000,2
266,0.0333536,0.0,0.904978170991,0.656241,-0.0248193,0.0865498,1000.0,229.95361328125,48.9066383725,266000,2
268,0.012958,0.0,0.845390200615,0.655307,-0.0214004,0.909168,1000.0,231.7195599079132,48.5687766864,268000,2
270,0.0149588,0.0,0.989372991025,0.638509,-0.0156756,0.041687,1000.0,233.48485207557678,48.6499781016,270000,2
272,0.0187726,0.0,0.929070785642,0.644764,-0.00679639,0.221221,1000.0,235.25050735473633,48.6723561616,272000,2
274,0.011952,0.0,0.985040610656,0.590318,-0.0141324,0.0269171,1000.0,237.01559352874756,48.8326725875,274000,2
276,0.0143601,0.0,0.983580252156,0.568412,-0.0111889,0.0197183,1000.0,238.78121423721313,48.7606645506,276000,2
278,0.00809957,0.0,0.986750757322,0.551171,-0.0218922,0.0322957,1000.0,240.54918599128723,48.9301176289,278000,2
280,0.0204463,0.0,0.995888029691,0.508602,-0.0171338,0.0178746,1000.0,242.31268954277039,49.4535673868,280000,2
282,0.017401,0.0,0.99166234117,0.509933,-0.0127373,0.0152716,1000.0,244.0939586162567,49.5905382186,282000,2
284,0.0161288,0.0,0.99672101764,0.504415,-0.0196199,0.0135468,1000.0,245.85989379882812,49.696534966,284000,2
286,0.0219864,0.0,0.998603185406,0.474172,-0.018574,0.00904537,1000.0,247.62447667121887,49.8902213973,286000,2
288,0.0210006,0.0,0.997715630569,0.474387,-0.0162432,0.00871646,1000.0,249.39067316055298,50.0908879138,288000,2
290,0.0218116,0.0,0.998879194842,0.464611,-0.0131771,0.00887118,1000.0,251.1562488079071,50.1709343321,290000,2
292,0.0177918,0.0,0.998186198063,0.433499,-0.0206104,0.0135416,1000.0,252.92277669906616,50.3529618982,292000,2
294,0.0125348,0.0,0.998294931022,0.436672,-0.0234904,0.0108647,1000.0,254.6867549419403,50.367333713,294000,2
296,0.0102045,0.0,0.99816269544,0.422209,-0.020842,0.00751776,1000.0,256.45301938056946,50.785264645,296000,2
299,0.0264308,0.0,0.995867081452,0.417089,-0.0199484,0.0179887,1000.0,258.21831488609314,50.7943792211,299000,3
301,0.019314,0.0,0.997934196377,0.415594,-0.0144891,0.00995704,1000.0,260.0001862049103,50.7674070608,301000,2
303,0.0214104,0.0,0.997711458011,0.409886,-0.0241747,0.0109903,1000.0,261.84874200820923,50.7877958079,303000,2
305,0.0146868,0.0,0.998978918768,0.387339,-0.0105214,0.00411134,1000.0,263.6658480167389,50.8608396313,305000,2
307,0.0209902,0.0,0.998226096272,0.368693,-0.0235832,0.0113093,1000.0,265.4375042915344,50.6867295851,307000,2
309,0.00607957,0.0,0.999037247326,0.326989,-0.0166977,0.00515866,1000.0,267.20389795303345,50.6773561425,309000,2
311,0.015863,0.0,0.999294615991,0.316255,-0.0105834,0.0057571,1000.0,268.96824836730957,50.8248322459,311000,2
313,0.0126177,0.0,0.999207981571,0.319406,-0.0218054,0.00768238,1000.0,270.736031293869,50.8600603301,313000,2
315,0.0187558,0.0,0.99718464585,0.300665,-0.0120628,0.0122823,1000.0,272.5001595020294,50.924240192,315000,2
317,0.013303,0.0,0.999019644107,0.254482,-0.0227357,0.00436901,1000.0,274.2656614780426,51.0275883325,317000,2
319,0.0120813,0.0,0.99942520383,0.233385,-0.0166188,0.00535866,1000.0,276.03111243247986,51.0172967528,319000,2
321,0.0234877,0.0,0.997731366195,0.206739,-0.00956411,0.00887884,1000.0,277.7819468975067,50.989016599,321000,2
323,0.0122664,0.0,0.997405631701,0.202296,-0.0142471,0.0179566,1000.0,279.54611325263977,50.8946673549,323000,2
325,0.0178145,0.0,0.998971856083,0.180788,-0.0185844,0.00528529,1000.0,281.2995331287384,50.9297416049,325000,2
327,0.012408,0.0,0.99897536519,0.165644,-0.0075362,0.00945961,1000.0,283.0775752067566,50.9571899589,327000,2
329,0.0233612,0.0,0.998994018533,0.166222,-0.0233444,0.00833519,1000.0,284.82817101478577,50.971740646,329000,2
331,0.0195479,0.0,0.998356280033,0.157518,-0.0224554,0.00996803,1000.0,286.5948910713196,50.7639522017,331000,2
333,0.0190888,0.0,0.99917245761,0.154281,-0.00736064,0.0035693,1000.0,288.3436086177826,50.8680533659,333000,2
335,0.0633267,0.0,0.997919886373,0.17812,0.00647974,0.0124468,1000.0,290.1248366832733,50.7423436645,335000,2
337,0.0186715,0.0,0.998178226873,0.154768,-0.0238783,0.0124809,1000.0,291.8752269744873,50.7601723974,337000,2
339,0.0186421,0.0,0.997912760125,0.161604,-0.0177181,0.0118563,1000.0,293.63260889053345,50.6280368729,339000,2
342,0.0345894,0.0,0.99856428057,0.160766,-0.0141994,0.0145958,1000.0,295.3743505477905,50.4653296254,342000,3
344,0.0121608,0.0,0.999113307218,0.166779,-0.0102563,0.00739291,1000.0,297.1405837535858,50.5612691266,344000,2
346,0.074084,0.0,0.998521729489,0.146568,-0.0185396,0.0102159,1000.0,298.8909680843353,50.6427834682,346000,2
348,0.0272175,0.0,0.997523896163,0.125585,-0.0133793,0.013863,1000.0,300.6555869579315,50.7029374859,348000,2
350,0.0166549,0.0,0.998920412036,0.0991001,-0.0122654,0.0113124,1000.0,302.40678572654724,50.7971585084,350000,2
352,0.0142312,0.0,0.998843962094,0.097437,-0.0165455,0.00935039,1000.0,304.17201828956604,51.2012467631,352000,2
354,0.0138882,0.0,0.999268278247,0.0837119,-0.0165328,0.00698061,1000.0,305.92166233062744,51.3865935663,354000,2
356,0.0218056,0.0,0.999299622315,0.0650526,-0.0145895,0.00569829,1000.0,307.687659740448,51.6557647754,356000,2
358,0.0694447,0.0,0.99174332805,0.0567687,-0.0217715,0.0201626,1000.0,309.452938079834,51.6800477528,358000,2
360,0.0181478,0.0,0.998498620931,0.0491338,-0.010692,0.00963353,1000.0,311.21918058395386,51.8365132117,360000,2
362,0.0526681,0.0,0.99399560364,0.036183,-0.024125,0.0177228,1000.0,312.9689738750458,52.1024453028,362000,2
364,0.0312317,0.0,0.905952610075,0.0280163,-0.0197251,0.112333,1000.0,314.76258873939514,51.8492578006,364000,2
366,0.0132135,0.0,0.959565330297,0.00221193,-0.0141597,0.111305,1000.0,316.53177309036255,51.6634643264,366000,2
368,0.0100491,0.0,0.996061042883,-0.00728834,-0.011575,0.0120185,1000.0,318.2890465259552,52.1343509517,368000,2
370,0.0322225,0.0,0.99682443263,-0.00844717,-0.0136938,0.0260306,1000.0,320.0622715950012,52.2567363215,370000,2
372,0.0200895,0.0,0.997195761418,-0.0343235,-0.0180824,0.0260956,1000.0,321.8286476135254,52.371129815,372000,2
374,0.0832469,0.0,0.965144727379,-0.0481795,-0.0159521,0.0399289,1000.0,323.6096086502075,52.844657745,374000,2
376,0.0166189,0.0,0.848845511675,-0.0410889,-0.0165099,0.165727,1000.0,325.3918557167053,52.0517416241,376000,2
378,0.0216149,0.0,0.972742078826,-0.0524588,-0.000794916,0.0577003,1000.0,327.1719491481781,51.2576459704,378000,2
380,0.0190601,0.0,0.966314252466,-0.0651555,-0.0122194,0.0589771,1000.0,328.95314288139343,50.1752102177,380000,2
382,0.020299,0.0,0.95297030732,-0.101247,6.95735e-05,0.0330593,1000.0,330.7345325946808,49.7970778298,382000,2
385,0.00890162,0.0,0.985166443512,-0.117325,-0.0176204,0.0247577,1000.0,332.5011715888977,49.6704727715,385000,3
387,0.0260048,0.0,0.997406105744,-0.138274,-0.0146165,0.0122274,1000.0,334.26628518104553,49.6237865933,387000,2
389,0.0332387,0.0,0.994530263823,-0.143501,-0.0242107,0.0105024,1000.0,336.0240614414215,49.5461177396,389000,2
391,0.0147787,0.0,0.988443702459,-0.131402,-0.0165314,0.0196631,1000.0,337.811776638031,49.1458286683,391000,2
393,0.0298791,0.0,0.960784874856,-0.115509,-0.0125605,0.0905738,1000.0,339.5787272453308,48.4619034609,393000,2
395,0.0276895,0.0,0.974115775898,-0.101285,-0.0100839,0.0160837,1000.0,341.3442795276642,48.4947194867,395000,2
397,0.0151496,0.0,0.991847845726,-0.0846294,-0.0232254,0.0221638,1000.0,343.1098840236664,48.1965438232,397000,2
399,0.0100335,0.0,0.994774838444,-0.112709,-0.0150845,0.00834939,1000.0,344.8908839225769,48.0016832804,399000,2
401,0.0151576,0.0,0.987245910801,-0.127142,-0.0160859,0.0185477,1000.0,346.6568012237549,47.6632896195,401000,2
403,0.0154652,0.0,0.989964112639,-0.109185,-0.0119113,0.0298392,1000.0,348.43676829338074,47.4697573587,403000,2
405,0.0260577,0.0,0.993950866628,-0.116391,-0.0132463,0.0173161,1000.0,350.20400738716125,47.3288444064,405000,2
407,0.0265043,0.0,0.988629709929,-0.146767,-0.0132447,0.0454687,1000.0,351.9855492115021,47.2270308574,407000,2
409,0.0257487,0.0,0.993703077082,-0.212732,-0.0111867,0.0340673,1000.0,353.7573149204254,47.0453802634,409000,2
411,0.0180223,0.0,0.994979225099,-0.220085,-0.0190652,0.0223367,1000.0,355.53161811828613,47.0304193763,411000,2
413,0.022295,0.0,0.996727245394,-0.209581,-0.00578303,0.0111333,1000.0,357.2966220378876,46.7660426797,413000,2
415,0.0406089,0.0,0.984458730556,-0.228059,0.0039115,0.0240328,1000.0,359.0622191429138,46.7033629374,415000,2
417,0.0148472,0.0,0.998357630335,-0.268108,-0.0215511,0.0110812,1000.0,360.8287715911865,46.6325411837,417000,2
419,0.0151157,0.0,0.998998561292,-0.280506,-0.0145816,0.00838667,1000.0,362.6053845882416,46.5313819624,419000,2
421,0.0306256,0.0,0.99896003725,-0.320897,-0.00787575,0.0077437,1000.0,364.37467336654663,46.5203114576,421000,2
423,0.0192133,0.0,0.995405326597,-0.319357,-0.0126643,0.0146698,1000.0,366.13992261886597,46.524110916,423000,2
425,0.02657,0.0,0.997103160247,-0.299288,-0.0171442,0.0140582,1000.0,368.04679799079895,46.4715686743,425000,2
428,0.0181177,0.0,0.998826294206,-0.29741,-0.0124568,0.00963747,1000.0,369.8121201992035,46.3807971197,428000,3
430,0.012211,0.0,0.998144669458,-0.29986,-0.0147198,0.00876922,1000.0,371.58179450035095,46.4060940399,430000,2
432,0.0360349,0.0,0.999142457789,-0.292191,-0.00920859,0.0066231,1000.0,373.3590524196625,46.4767378414,432000,2
434,0.035193,0.0,0.999444565387,-0.304013,-0.00688155,0.00469692,1000.0,375.12443709373474,46.4240690335,434000,2
436,0.0445719,0.0,0.997334598564,-0.301666,-0.0271171,0.00731325,1000.0,376.8910987377167,46.462521876,436000,2
438,0.0590046,0.0,0.998131443164,-0.34316,-0.0166127,0.00664281,1000.0,378.6423945426941,46.4847546434,438000,2
440,0.0214107,0.0,0.998978265678,-0.335112,-0.0143899,0.00570228,1000.0,380.4232831001282,46.5019790977,440000,2
442,0.019535,0.0,0.999071300903,-0.338599,-0.0217202,0.00427848,1000.0,382.1727213859558,46.5058075258,442000,2
444,0.024654,0.0,0.999279093929,-0.357079,-0.00889913,0.00539778,1000.0,383.95408844947815,46.400704789,444000,2
446,0.0353387,0.0,0.998040070059,-0.345024,-0.0215886,0.00570708,1000.0,385.71844148635864,46.3289575167,446000,2
448,0.027824,0.0,0.997900339076,-0.356477,-0.0164281,0.0128385,1000.0,387.49577498435974,46.2715240708,448000,2
450,0.013201,0.0,0.998952041962,-0.389294,-0.021023,0.00427367,1000.0,389.24978733062744,46.1959537911,450000,2
452,0.020431,0.0,0.999219726073,-0.402581,-0.022299,0.00526816,1000.0,391.01542711257935,46.1524720852,452000,2
454,0.017897,0.0,0.998964924715,-0.445563,-0.0137594,0.00883408,1000.0,392.78089332580566,46.0614561967,454000,2
456,0.024351,0.0,0.998974093003,-0.461983,-0.0146414,0.00622808,1000.0,394.54613637924194,46.001255621,456000,2
