loss_kl,loss_pol_entpen,ev_tdlam_before,TimestepsSoFar,loss_pol_surr,TimeElapsed,EpRewMean,loss_vf_loss,EpLenMean,EpThisIter,loss_ent,EpisodesSoFar
0.033447,0.0,0.0933905243874,464000,-0.0317625,407.15799713134766,1231.21244086,123.126,1000.0,2,0.130287,464
0.0249238,0.0,0.103850901127,466000,-0.036094,408.9545052051544,1232.86530842,121.187,1000.0,2,0.105129,466
0.0586387,0.0,0.0814198255539,468000,-0.025169,410.74257469177246,1235.27055627,123.912,1000.0,2,0.0958176,468
0.0377918,0.0,0.0782023668289,471000,-0.0342238,412.53944396972656,1238.33689207,160.408,1000.0,3,0.0767893,471
0.025286,0.0,0.0403403639793,473000,-0.0340254,414.3206889629364,1239.59226795,109.774,1000.0,2,0.047544,473
0.0391148,0.0,0.0179927945137,475000,-0.0311687,416.1019330024719,1241.62132556,120.796,1000.0,2,0.0501072,475
0.0385426,0.0,0.066795706749,477000,-0.0291823,417.8988046646118,1243.57157149,123.399,1000.0,2,0.0659826,477
0.0303572,0.0,0.0760297775269,479000,-0.0346143,419.695672750473,1244.84305108,122.454,1000.0,2,0.0689107,479
0.0433686,0.0,0.0370117425919,481000,-0.0312522,421.48563289642334,1247.34282897,118.757,1000.0,2,0.0532666,481
0.0274758,0.0,0.0550578832626,483000,-0.0347387,423.2731022834778,1249.57031134,125.363,1000.0,2,0.0419432,483
0.0402002,0.0,0.0904886126518,485000,-0.0268353,425.0543484687805,1251.28122124,114.697,1000.0,2,0.0129148,485
0.0492889,0.0,0.316902458668,487000,-0.0347592,426.852352142334,1252.52033219,129.046,1000.0,2,0.0250137,487
0.04668,0.0,0.457939267159,489000,-0.0341379,428.65040946006775,1253.82849639,129.149,1000.0,2,0.0557554,489
0.0381084,0.0,0.591743826866,491000,-0.0378287,430.4453785419464,1251.29957168,130.193,1000.0,2,0.0573636,491
0.0277432,0.0,0.362873315811,493000,-0.0389593,432.2422559261322,1251.93838169,127.043,1000.0,2,0.0698418,493
0.0250812,0.0,0.421268165112,495000,-0.0391797,434.0391182899475,1252.2081887,123.501,1000.0,2,0.0688789,495
0.0494177,0.0,0.159995138645,497000,-0.028368,435.8203639984131,1252.92448556,125.752,1000.0,2,0.0924993,497
0.030153,0.0,0.0331881046295,499000,-0.0323113,437.60160660743713,1254.84396755,122.304,1000.0,2,0.0866956,499
0.0320799,0.0,0.360197603703,501000,-0.0431522,439.39847779273987,1254.8667198,123.177,1000.0,2,0.0823402,501
0.031814,0.0,0.042518556118,503000,-0.0353382,441.1953465938568,1254.89740848,121.441,1000.0,2,0.0155636,503
0.0321098,0.0,0.0828693509102,505000,-0.0323666,442.9765923023224,1256.71063904,125.882,1000.0,2,0.0304675,505
0.0324044,0.0,0.0509469509125,507000,-0.0328725,444.77346086502075,1257.94772101,123.742,1000.0,2,0.00188708,507
0.0245595,0.0,0.063399374485,509000,-0.0334475,446.57033228874207,1260.19537452,125.19,1000.0,2,0.012499,509
0.0352648,0.0,0.00409007072449,512000,-0.0318267,448.3515751361847,1263.11020739,175.32,1000.0,3,-0.0296099,512
0.0333212,0.0,0.207934260368,514000,-0.0426507,450.1484453678131,1264.7334498,127.556,1000.0,2,-0.0450273,514
0.0307536,0.0,0.053736448288,516000,-0.034448,451.9372398853302,1266.61142552,123.672,1000.0,2,-0.0351958,516
0.0316025,0.0,0.0858227610588,518000,-0.0360595,453.7445659637451,1267.12602354,122.832,1000.0,2,-0.0557276,518
0.0244833,0.0,0.0990201234818,520000,-0.0365784,455.5255706310272,1267.99780171,126.074,1000.0,2,-0.0726825,520
0.0307557,0.0,0.0607026219368,522000,-0.0352589,457.3384358882904,1270.32587768,121.831,1000.0,2,-0.0894954,522
0.0353877,0.0,0.319431245327,524000,-0.0411814,459.127450466156,1271.16973335,122.945,1000.0,2,-0.0787663,524
0.0403672,0.0,0.286654472351,526000,-0.0335156,460.9255759716034,1271.03535502,133.893,1000.0,2,-0.0841031,526
0.0435377,0.0,0.0214402675629,528000,-0.0311082,462.7080955505371,1272.82391389,123.935,1000.0,2,-0.122282,528
0.0331796,0.0,0.06727206707,530000,-0.0355238,464.5043833255768,1275.35663573,128.93,1000.0,2,-0.154761,530
0.0324212,0.0,0.0576432943344,532000,-0.0330215,466.30897212028503,1279.46112757,127.181,1000.0,2,-0.187276,532
0.0303828,0.0,0.0593485236168,534000,-0.0333439,468.1060702800751,1280.61056879,127.053,1000.0,2,-0.211772,534
0.0401252,0.0,0.0593100190163,536000,-0.0296723,469.8876955509186,1282.0931357,124.478,1000.0,2,-0.201256,536
0.728986,0.0,0.43051636219,538000,-0.0432286,471.70022344589233,1280.14794359,132.625,1000.0,2,-0.21834,538
0.0631224,0.0,0.761371135712,540000,-0.0461472,473.51390314102173,1262.99165625,76.3992,1000.0,2,-0.261301,540
0.0473819,0.0,0.878554947674,542000,-0.0462427,475.3382797241211,1237.93572033,78.9523,1000.0,2,-0.252678,542
0.0358052,0.0,0.874796301126,544000,-0.0367662,477.1497914791107,1206.93537082,81.1834,1000.0,2,-0.273932,544
0.0285372,0.0,0.919299796224,546000,-0.0479289,478.9461796283722,1186.88660871,83.9433,1000.0,2,-0.282118,546
0.0303618,0.0,0.924783729017,548000,-0.0390367,480.7429187297821,1175.66853521,160.558,1000.0,2,-0.336581,548
0.0358483,0.0,0.863937914371,550000,-0.0376544,482.53974199295044,1175.10382539,156.049,1000.0,2,-0.318119,550
0.0486498,0.0,0.715513139963,552000,-0.0399735,484.3324279785156,1169.55015494,134.18,1000.0,2,-0.35354,552
0.0371699,0.0,0.819463819265,555000,-0.0558051,486.1317858695984,1146.06009487,214.216,1000.0,3,-0.384081,555
0.0306337,0.0,0.658344388008,557000,-0.0404614,487.9221622943878,1145.91466872,126.338,1000.0,2,-0.37967,557
0.0322662,0.0,0.737034380436,559000,-0.0423011,489.7199149131775,1143.05258531,139.035,1000.0,2,-0.398438,559
0.033472,0.0,0.887402273715,561000,-0.0457339,491.5246376991272,1134.47020868,162.788,1000.0,2,-0.397649,561
0.0333581,0.0,0.0817299485207,563000,-0.0387758,493.3086791038513,1133.67071573,114.248,1000.0,2,-0.415372,563
0.0313475,0.0,0.636652171612,565000,-0.0432565,495.10613989830017,1132.95113056,130.062,1000.0,2,-0.45311,565
0.0351546,0.0,0.618833899498,567000,-0.0380476,496.89790058135986,1131.62037105,127.617,1000.0,2,-0.463627,567
0.0364933,0.0,0.774423345923,569000,-0.0481622,498.69624376296997,1130.33979107,145.183,1000.0,2,-0.489005,569
0.0366752,0.0,0.838828861713,571000,-0.0491874,500.48997950553894,1122.82399832,150.893,1000.0,2,-0.528258,571
0.0349107,0.0,-0.000490069389343,573000,-0.0362835,502.2811484336853,1123.54701896,117.186,1000.0,2,-0.546652,573
0.0341539,0.0,0.063137114048,575000,-0.0368491,504.0638334751129,1124.58590444,121.104,1000.0,2,-0.555323,575
0.0519015,0.0,0.0673354268074,577000,-0.026576,505.8596794605255,1124.91758989,121.058,1000.0,2,-0.541668,577
0.0367534,0.0,0.0509368777275,579000,-0.0313761,507.64075088500977,1125.69105465,127.366,1000.0,2,-0.524154,579
0.0296211,0.0,0.0720448493958,581000,-0.0340461,509.43854999542236,1126.98852539,124.688,1000.0,2,-0.503289,581
0.0323415,0.0,0.07360881567,583000,-0.0284038,511.2277457714081,1127.19509501,125.525,1000.0,2,-0.497434,583
0.103027,0.0,0.491522729397,585000,-0.0436735,513.0246205329895,1127.66479424,133.291,1000.0,2,-0.508301,585
0.0323718,0.0,0.162610590458,587000,-0.0356693,514.8168303966522,1126.41903793,128.36,1000.0,2,-0.508156,587
0.0346605,0.0,0.0202758908272,589000,-0.0325183,516.614068031311,1128.03962847,131.291,1000.0,2,-0.493747,589
0.0234477,0.0,0.0704142451286,591000,-0.0357069,518.3876760005951,1132.85335949,129.77,1000.0,2,-0.516748,591
0.0360458,0.0,0.0333904623985,593000,-0.0344826,520.1847739219666,1133.89424903,127.874,1000.0,2,-0.535356,593
0.0591619,0.0,0.0301058292389,595000,-0.0241849,521.9817898273468,1135.88463147,123.916,1000.0,2,-0.537423,595
0.0341742,0.0,0.0669822692871,598000,-0.0354759,523.7820408344269,1137.12395146,185.801,1000.0,3,-0.52231,598
0.0343642,0.0,0.0587928295135,600000,-0.0345672,525.5641326904297,1136.83021965,125.955,1000.0,2,-0.516228,600
0.0375572,0.0,0.266353905201,602000,-0.0323155,527.3524868488312,1139.01629008,133.008,1000.0,2,-0.515315,602
0.0319302,0.0,0.0356793403625,604000,-0.0348962,529.1336469650269,1138.62947411,122.95,1000.0,2,-0.502038,604
0.0450101,0.0,0.0178423523903,606000,-0.0264839,530.9346783161163,1138.97555945,124.568,1000.0,2,-0.509211,606
0.0333847,0.0,0.0545673370361,608000,-0.0349058,532.715861082077,1139.54515049,126.943,1000.0,2,-0.548134,608
0.0348582,0.0,0.0330027937889,610000,-0.0309098,534.5129778385162,1139.4497262,126.15,1000.0,2,-0.576164,610
0.0330116,0.0,0.0154010057449,612000,-0.0341015,536.3013479709625,1140.23338864,123.724,1000.0,2,-0.571473,612
0.0399559,0.0,0.0345919728279,614000,-0.0297172,538.0972037315369,1142.06219521,126.401,1000.0,2,-0.565482,614
0.0351861,0.0,0.0436797142029,616000,-0.03184,539.883410692215,1142.13400016,126.075,1000.0,2,-0.550558,616
0.0416828,0.0,0.046629846096,618000,-0.0301746,541.6648695468903,1143.19538923,132.324,1000.0,2,-0.549996,618
0.0381863,0.0,0.0664886832237,620000,-0.0332887,543.4462096691132,1144.14555447,130.053,1000.0,2,-0.559229,620
0.0350856,0.0,0.0373480916023,622000,-0.0361837,545.2355506420135,1145.00271547,129.119,1000.0,2,-0.54263,622
0.049592,0.0,0.0504606962204,624000,-0.028923,547.0169367790222,1146.59255738,131.856,1000.0,2,-0.567739,624
0.0353359,0.0,0.0597342252731,626000,-0.0336809,548.8143112659454,1148.3659374,134.16,1000.0,2,-0.560361,626
0.0537272,0.0,0.0272253155708,628000,-0.0215254,550.5949563980103,1148.98966866,131.363,1000.0,2,-0.560339,628
0.0279379,0.0,0.0740115046501,630000,-0.0369463,552.3858110904694,1149.02794282,132.244,1000.0,2,-0.593865,630
0.033257,0.0,0.0483975410461,632000,-0.0324197,554.1818804740906,1149.90843825,130.061,1000.0,2,-0.5639,632
0.0503639,0.0,0.0739812254906,634000,-0.029976,555.9628043174744,1150.68053059,131.258,1000.0,2,-0.558639,634
0.0467597,0.0,0.0498632788658,636000,-0.0274324,557.7588326931,1151.41184919,128.805,1000.0,2,-0.550742,636
0.025999,0.0,0.0485929250717,638000,-0.0332083,559.5401725769043,1154.85444235,131.151,1000.0,2,-0.563259,638
0.0360873,0.0,0.0543001890182,641000,-0.0365224,561.3371398448944,1192.85348824,191.018,1000.0,3,-0.573581,641
0.0287009,0.0,0.0725374221802,643000,-0.0356078,563.1154432296753,1218.83511121,129.943,1000.0,2,-0.610428,643
0.0494121,0.0,0.0575290322304,645000,-0.0277426,564.9115743637085,1250.71453163,130.995,1000.0,2,-0.65096,645
0.0315792,0.0,0.064669251442,647000,-0.0323104,566.6966471672058,1254.34105011,131.961,1000.0,2,-0.646908,647
0.0294047,0.0,0.029094517231,649000,-0.0336036,568.4934105873108,1266.07274983,130.292,1000.0,2,-0.655138,649
0.0434051,0.0,0.0517945289612,651000,-0.0327382,570.2827324867249,1272.04833046,137.727,1000.0,2,-0.656693,651
0.0433706,0.0,0.0097553730011,653000,-0.0255879,572.0717988014221,1275.37180413,128.393,1000.0,2,-0.6632,653
0.0412256,0.0,0.0400824546814,655000,-0.0294183,573.8609116077423,1300.14113482,134.754,1000.0,2,-0.683258,655
0.0298724,0.0,0.0867357254028,657000,-0.0356229,575.6533660888672,1300.70035796,128.939,1000.0,2,-0.702091,657
0.043287,0.0,0.048120200634,659000,-0.0257469,577.4501218795776,1304.508058,133.854,1000.0,2,-0.681032,659
0.0264932,0.0,0.0563733577728,661000,-0.0356163,579.2384934425354,1314.91762081,135.067,1000.0,2,-0.700874,661
0.0367149,0.0,0.144381284714,663000,-0.0335512,581.0355899333954,1318.14621233,133.863,1000.0,2,-0.691456,663
0.0324212,0.0,0.0422110557556,665000,-0.0338453,582.8327968120575,1320.07879985,133.858,1000.0,2,-0.709923,665
0.0441347,0.0,0.0225918292999,667000,-0.0267011,584.6158766746521,1323.25628625,133.516,1000.0,2,-0.711771,667
0.0277901,0.0,0.0588442087173,669000,-0.0331743,586.3997089862823,1325.45243208,133.063,1000.0,2,-0.713994,669
0.0378646,0.0,0.0460417866707,671000,-0.0315509,588.1890177726746,1335.05213508,138.74,1000.0,2,-0.733126,671
0.042383,0.0,0.0412344932556,673000,-0.0263261,589.9847402572632,1336.77907737,133.63,1000.0,2,-0.780026,673
0.0516436,0.0,0.0465371012688,675000,-0.0250612,591.7666413784027,1337.53434949,138.553,1000.0,2,-0.799614,675
0.0273108,0.0,0.0622549057007,677000,-0.0331758,593.563615322113,1338.88563611,138.518,1000.0,2,-0.826417,677
0.170776,0.0,0.278430402279,679000,-0.0398202,595.352237701416,1340.52998125,137.989,1000.0,2,-0.854902,679
0.0567108,0.0,0.0509005188942,681000,-0.0238804,597.147805929184,1340.03105454,144.802,1000.0,2,-0.871293,681
0.045486,0.0,0.0441482663155,684000,-0.0278956,598.9468278884888,1341.46781074,197.57,1000.0,3,-0.853211,684
0.0380799,0.0,0.053616464138,686000,-0.0295056,600.7434687614441,1345.37244461,137.492,1000.0,2,-0.894035,686
0.038872,0.0,0.0281894803047,688000,-0.0296755,602.5246493816376,1347.58353347,143.364,1000.0,2,-0.908841,688
0.0316136,0.0,0.0329226255417,690000,-0.031554,604.3140232563019,1348.0781603,135.806,1000.0,2,-0.91609,690
0.0382496,0.0,0.059178352356,692000,-0.0285267,606.1108400821686,1350.27791207,145.957,1000.0,2,-0.905312,692
0.0325207,0.0,0.0871326327324,694000,-0.0342232,607.8966724872589,1350.7927673,139.423,1000.0,2,-0.89575,694
0.0422714,0.0,0.248980402946,696000,-0.0375243,609.6881077289581,1350.83028095,140.918,1000.0,2,-0.875945,696
0.0409803,0.0,0.227101624012,698000,-0.0298748,611.4725267887115,1352.78608761,142.673,1000.0,2,-0.866095,698
0.0455029,0.0,0.219698429108,700000,-0.0296814,613.2642142772675,1353.76965813,146.423,1000.0,2,-0.901383,700
0.044891,0.0,0.0213096141815,702000,-0.0305771,615.0525658130646,1354.73124319,138.762,1000.0,2,-0.874392,702
0.0335393,0.0,0.0455076694489,704000,-0.0294888,616.8524708747864,1356.87544607,145.089,1000.0,2,-0.860832,704
0.0416375,0.0,0.0302076339722,706000,-0.0286942,618.6335954666138,1358.44339737,144.353,1000.0,2,-0.818747,706
0.0377062,0.0,0.059056520462,708000,-0.0314574,620.4303550720215,1358.6457887,143.206,1000.0,2,-0.846497,708
0.0345668,0.0,0.0244040489197,710000,-0.0310388,622.2187144756317,1360.90146262,140.144,1000.0,2,-0.823628,710
0.0354256,0.0,0.0389592647552,712000,-0.0338622,624.0159747600555,1360.94904877,136.917,1000.0,2,-0.840967,712
0.034546,0.0,0.0762014985085,714000,-0.0339004,625.7980444431305,1361.55356956,140.207,1000.0,2,-0.842553,714
0.0613796,0.0,0.0406773686409,716000,-0.0245601,627.5938756465912,1363.38375509,139.965,1000.0,2,-0.833159,716
0.0417624,0.0,0.0329959988594,718000,-0.0277149,629.3834931850433,1363.8062112,139.287,1000.0,2,-0.84546,718
0.0445795,0.0,0.0286330580711,720000,-0.0258519,631.1803548336029,1364.37489089,132.033,1000.0,2,-0.840799,720
0.0333653,0.0,0.02644354105,722000,-0.027988,632.9775598049164,1365.41258209,138.088,1000.0,2,-0.847053,722
0.0333323,0.0,0.0571563243866,724000,-0.0323402,634.7743375301361,1367.13559779,138.342,1000.0,2,-0.857056,724
0.0489479,0.0,0.0465453863144,727000,-0.0254209,636.554762840271,1368.23913198,184.056,1000.0,3,-0.874554,727
0.0295936,0.0,0.0376335382462,729000,-0.0333104,638.35267162323,1369.16126068,141.008,1000.0,2,-0.875498,729
0.0364131,0.0,0.0371216535568,731000,-0.0319289,640.1420080661774,1369.97710928,148.493,1000.0,2,-0.884922,731
0.0384607,0.0,0.0266188979149,733000,-0.0278024,641.9388904571533,1371.29672467,144.673,1000.0,2,-0.885921,733
0.0473895,0.0,0.0536006093025,735000,-0.0290982,643.7342109680176,1373.07614284,143.828,1000.0,2,-0.888301,735
0.0527661,0.0,0.0281249284744,737000,-0.0298983,645.5331177711487,1374.74294349,145.568,1000.0,2,-0.902275,737
0.0432745,0.0,0.1654509902,739000,-0.032018,647.3227512836456,1376.16667784,142.438,1000.0,2,-0.907044,739
0.0460119,0.0,0.0333845019341,741000,-0.0298665,649.1215445995331,1376.78489805,148.313,1000.0,2,-0.917746,741
0.0429606,0.0,0.0504635572433,743000,-0.0282782,650.9076113700867,1378.30604779,143.879,1000.0,2,-0.939979,743
0.0628256,0.0,0.0173884034157,745000,-0.018683,652.69327044487,1380.66520184,145.464,1000.0,2,-0.93198,745
0.0433606,0.0,0.123229265213,747000,-0.0317482,654.4927644729614,1381.35184196,148.315,1000.0,2,-0.931715,747
0.0410313,0.0,0.0368522405624,749000,-0.0318912,656.2740089893341,1382.36969165,139.839,1000.0,2,-0.951265,749
0.0596624,0.0,0.0339334607124,751000,-0.024193,658.0708785057068,1383.26803548,138.232,1000.0,2,-0.945433,751
0.0545472,0.0,0.0320551991463,753000,-0.0289143,659.8521230220795,1384.53435369,144.116,1000.0,2,-0.958551,753
0.0416872,0.0,0.0248787403107,755000,-0.0274956,661.6489927768707,1384.96679458,140.397,1000.0,2,-0.970154,755
0.0512231,0.0,0.0410317182541,757000,-0.0262314,663.4389719963074,1386.52919065,142.242,1000.0,2,-0.966538,757
0.0275245,0.0,0.0405992269516,759000,-0.0348564,665.2276630401611,1388.28988392,141.648,1000.0,2,-0.962533,759
0.0326692,0.0,0.0307270288467,761000,-0.0350554,667.0094618797302,1389.39202968,144.075,1000.0,2,-0.972998,761
0.0330354,0.0,0.04183614254,763000,-0.0343727,668.7905983924866,1390.37333888,146.603,1000.0,2,-0.981586,763
0.0382443,0.0,0.0364583134651,765000,-0.0328031,670.5878849029541,1392.688107,146.43,1000.0,2,-0.988268,765
0.0318301,0.0,0.0203410387039,768000,-0.0367711,672.3866152763367,1393.7591339,208.113,1000.0,3,-0.956011,768
0.0316691,0.0,0.0701577067375,770000,-0.0370366,674.1905915737152,1395.33077895,139.685,1000.0,2,-0.96044,770
0.0291662,0.0,0.0907238125801,772000,-0.0351964,675.9880375862122,1396.00328588,132.73,1000.0,2,-1.00034,772
0.0381284,0.0,0.0399173498154,774000,-0.0330639,677.7702746391296,1395.95210855,140.931,1000.0,2,-0.990807,774
0.044946,0.0,0.00750958919525,776000,-0.0284453,679.5671081542969,1397.10664711,141.479,1000.0,2,-0.962248,776
0.0269598,0.0,0.0690786838531,778000,-0.037291,681.3568556308746,1398.47946629,140.033,1000.0,2,-0.983329,778
0.0790329,0.0,0.122395217419,780000,-0.0337195,683.1452164649963,1399.25931089,150.594,1000.0,2,-1.02441,780
0.0380566,0.0,0.0361267924309,782000,-0.0337435,684.926671743393,1399.55231406,144.59,1000.0,2,-1.07483,782
0.0327155,0.0,0.0368174314499,784000,-0.0319526,686.7394306659698,1399.50585704,146.497,1000.0,2,-1.05812,784
0.0606618,0.0,0.179607629776,786000,-0.0335944,688.5166544914246,1399.11131961,143.523,1000.0,2,-1.11756,786
0.0380541,0.0,0.0313780903816,788000,-0.0324189,690.3212795257568,1399.34351215,150.98,1000.0,2,-1.11246,788
0.066397,0.0,0.0283019542694,790000,-0.020939,692.1026694774628,1399.91768368,145.725,1000.0,2,-1.12208,790
0.0527443,0.0,0.0505526065826,792000,-0.0254137,693.8996980190277,1399.68334186,146.3,1000.0,2,-1.10233,792
0.030172,0.0,0.071194589138,794000,-0.0345996,695.681803226471,1400.93665492,145.014,1000.0,2,-1.10063,794
0.0493757,0.0,0.0607979297638,796000,-0.0280796,697.4776365756989,1401.49095995,144.687,1000.0,2,-1.14767,796
0.0364222,0.0,0.0587889552116,798000,-0.0317514,699.2704699039459,1401.79530651,144.336,1000.0,2,-1.15029,798
0.0281253,0.0,0.0577482581139,800000,-0.0356596,701.0631833076477,1403.40974916,142.787,1000.0,2,-1.15012,800
0.0685774,0.0,0.0538886785507,802000,-0.0226117,702.8612260818481,1404.101476,143.474,1000.0,2,-1.13776,802
0.0645773,0.0,0.0311000347137,804000,-0.0243751,704.6573495864868,1404.29797261,143.81,1000.0,2,-1.11807,804
0.0581084,0.0,0.0693828463554,806000,-0.0241397,706.4386699199677,1403.83578325,146.678,1000.0,2,-1.10643,806
0.0481696,0.0,0.268660545349,808000,-0.0454597,708.2275471687317,1405.0608583,143.36,1000.0,2,-1.13366,808
0.0398393,0.0,0.0428519845009,811000,-0.0387485,710.0244975090027,1402.71386909,204.266,1000.0,3,-1.14678,811
0.0569734,0.0,0.0540547370911,813000,-0.0281132,711.8058984279633,1403.93306218,144.707,1000.0,2,-1.14231,813
0.0612956,0.0,0.0463906526566,815000,-0.0258607,713.6029934883118,1404.21301565,141.329,1000.0,2,-1.16295,815
0.0353923,0.0,0.0241292715073,817000,-0.0352399,715.3999593257904,1403.98635573,140.414,1000.0,2,-1.18576,817
0.0440862,0.0,0.0917639732361,819000,-0.0300093,717.1736862659454,1404.17830088,122.661,1000.0,2,-1.19306,819
0.0316443,0.0,0.0532947778702,821000,-0.0350731,718.970903635025,1403.98985861,146.849,1000.0,2,-1.18141,821
0.0420625,0.0,0.061341047287,823000,-0.0296819,720.7534885406494,1403.47947597,144.197,1000.0,2,-1.20146,823
0.0358025,0.0,0.045445561409,825000,-0.0332599,722.5508921146393,1403.82421301,138.367,1000.0,2,-1.19947,825
0.040958,0.0,0.0573737621307,827000,-0.0323879,724.3254292011261,1404.08998306,148.289,1000.0,2,-1.19237,827
0.039671,0.0,0.0411086678505,829000,-0.033776,726.1225411891937,1404.01292139,140.999,1000.0,2,-1.20132,829
0.0510977,0.0,0.0673726797104,831000,-0.0283942,727.9109628200531,1404.66342334,148.654,1000.0,2,-1.17294,831
0.0505796,0.0,0.0262840390205,833000,-0.0277331,729.7042903900146,1403.78803148,144.211,1000.0,2,-1.18619,833
0.0452442,0.0,0.0305803418159,835000,-0.0293195,731.5156099796295,1403.66926831,142.597,1000.0,2,-1.17973,835
0.0506886,0.0,0.0175498127937,837000,-0.0257186,733.305436372757,1404.26755618,149.203,1000.0,2,-1.191,837
0.0388764,0.0,0.0172668099403,839000,-0.0290432,735.0885810852051,1404.41333322,143.421,1000.0,2,-1.20623,839
0.0309631,0.0,0.0517826080322,841000,-0.0319605,736.8721506595612,1404.82965744,148.886,1000.0,2,-1.20279,841
0.024673,0.0,0.0365113019943,843000,-0.0341635,738.654114484787,1405.32899404,145.548,1000.0,2,-1.19977,843
0.0385701,0.0,0.0419737100601,845000,-0.0252133,740.4509837627411,1405.41977427,147.323,1000.0,2,-1.1792,845
0.0448378,0.0,0.0496000051498,847000,-0.0282099,742.223733663559,1407.47720885,154.967,1000.0,2,-1.16553,847
0.0411379,0.0,0.0413058400154,849000,-0.030457,744.0127460956573,1407.95020451,148.346,1000.0,2,-1.15096,849
0.0355021,0.0,0.0590689778328,851000,-0.0313299,745.8090531826019,1408.07501125,141.642,1000.0,2,-1.14891,851
0.15901,0.0,0.0249206423759,854000,-0.00231381,747.6072292327881,1409.34409391,218.615,1000.0,3,-1.13785,854
0.0347083,0.0,0.0316544771194,856000,-0.0333487,749.3992636203766,1408.57914814,139.443,1000.0,2,-1.11675,856
0.0481208,0.0,0.0450111031532,858000,-0.030133,751.1761100292206,1408.62695007,144.815,1000.0,2,-1.10123,858
0.054194,0.0,0.0568528175354,860000,-0.0307767,752.9722862243652,1408.46057705,143.663,1000.0,2,-1.09553,860
0.0350171,0.0,0.00129461288452,862000,-0.0356036,754.7537860870361,1409.06595852,147.998,1000.0,2,-1.12404,862
0.0514536,0.0,0.0561162233353,864000,-0.0317146,756.5509481430054,1410.16346324,154.144,1000.0,2,-1.14403,864
0.0377523,0.0,0.0435771346092,866000,-0.0298909,758.3399171829224,1409.45531247,146.047,1000.0,2,-1.16675,866
0.0305588,0.0,0.0512914657593,868000,-0.0316309,760.1332011222839,1409.48526538,146.98,1000.0,2,-1.15661,868
0.0347769,0.0,0.0707992315292,870000,-0.034835,761.9300682544708,1409.91179099,147.647,1000.0,2,-1.17999,870
0.0521075,0.0,0.0235967040062,872000,-0.0286528,763.7182509899139,1410.96152499,148.967,1000.0,2,-1.16071,872
0.0266972,0.0,0.0353129506111,874000,-0.0324908,765.5014712810516,1411.3869563,150.671,1000.0,2,-1.18595,874
0.0443349,0.0,0.0792800188065,876000,-0.0289186,767.3067152500153,1410.83429802,149.463,1000.0,2,-1.17159,876
0.0380206,0.0,0.289519786835,878000,-0.0415611,769.0867764949799,1410.11149207,158.451,1000.0,2,-1.15534,878
0.043329,0.0,0.0262239575386,880000,-0.0315708,770.8835186958313,1410.60757694,143.199,1000.0,2,-1.20615,880
0.0340574,0.0,0.22127020359,882000,-0.0352149,772.6657667160034,1410.97765381,150.701,1000.0,2,-1.24587,882
0.0355353,0.0,0.0296006202698,884000,-0.0282036,774.4620885848999,1412.3245806,149.763,1000.0,2,-1.19706,884
0.0460022,0.0,0.0449452400208,886000,-0.027558,776.2514188289642,1413.21034661,148.389,1000.0,2,-1.16425,886
0.0470382,0.0,0.0461169481277,888000,-0.0290996,778.032838344574,1412.50820515,147.996,1000.0,2,-1.12912,888
0.0376507,0.0,0.0278497934341,890000,-0.0272807,779.8129715919495,1413.92221153,147.248,1000.0,2,-1.14152,890
0.514767,0.0,0.373031198978,892000,-0.0460254,781.6224598884583,1411.91183775,152.399,1000.0,2,-1.16972,892
0.0421345,0.0,0.0507889389992,894000,-0.0328089,783.4351940155029,1411.93160958,149.496,1000.0,2,-1.15898,894
0.0420757,0.0,0.00940132141113,897000,-0.0308627,785.2123963832855,1413.53497441,210.085,1000.0,3,-1.15655,897
0.0458846,0.0,0.0116912126541,899000,-0.0288402,787.0092051029205,1413.7187656,144.865,1000.0,2,-1.19154,899
0.0312666,0.0,0.0352674126625,901000,-0.032712,788.7748210430145,1414.45122453,146.754,1000.0,2,-1.17351,901
0.0354932,0.0,0.0330948233604,903000,-0.0332915,790.5869948863983,1415.97469285,147.869,1000.0,2,-1.14087,903
0.0345583,0.0,0.0122803449631,905000,-0.0326697,792.4171493053436,1416.70647715,142.622,1000.0,2,-1.1346,905
0.0385863,0.0,0.0459875464439,907000,-0.0319753,794.2672336101532,1417.88543709,148.084,1000.0,2,-1.09247,907
0.059413,0.0,0.252381920815,909000,-0.0412868,796.064208984375,1420.1661485,148.371,1000.0,2,-1.09854,909
0.0353508,0.0,0.163222074509,911000,-0.0329945,797.8490822315216,1420.77628125,145.088,1000.0,2,-1.1054,911
0.052009,0.0,0.0408462882042,913000,-0.0287972,799.6379292011261,1421.28103726,153.676,1000.0,2,-1.08209,913
0.0273032,0.0,0.0378084182739,915000,-0.0336447,801.4372413158417,1421.28519351,140.891,1000.0,2,-1.0709,915
0.037546,0.0,0.0445995330811,917000,-0.0296191,803.2317500114441,1422.51858844,150.916,1000.0,2,-1.0844,917
0.0474374,0.0,0.049784719944,919000,-0.0258862,805.044145822525,1423.9964117,145.734,1000.0,2,-1.08746,919
0.0392844,0.0,0.0404531955719,921000,-0.0316988,806.8381724357605,1424.80307642,149.44,1000.0,2,-1.06844,921
0.0322827,0.0,0.0784006118774,923000,-0.0351301,808.637330532074,1425.02402249,150.327,1000.0,2,-1.06063,923
0.0273382,0.0,0.0448573231697,925000,-0.0351805,810.4151887893677,1424.65307483,144.328,1000.0,2,-1.07465,925
