loss_kl,loss_pol_entpen,ev_tdlam_before,TimestepsSoFar,loss_pol_surr,TimeElapsed,EpRewMean,loss_vf_loss,EpLenMean,EpThisIter,loss_ent,EpisodesSoFar
0.0199426,0.0,0.602367460728,104000,-0.0602723,91.88738369941711,-226.984525744,7.86616,1000.0,2,4.46971,104
0.0165198,0.0,0.0805800557137,106000,-0.0607028,93.70011830329895,-209.434983843,10.5355,1000.0,2,4.38738,106
0.0160894,0.0,0.46477741003,108000,-0.0623149,95.48061442375183,-191.573428225,9.32804,1000.0,2,4.30676,108
0.0184413,0.0,0.518342882395,110000,-0.0571504,97.28458023071289,-172.977512604,11.8836,1000.0,2,4.27055,110
0.0165564,0.0,0.447469234467,112000,-0.0576287,99.06468391418457,-154.636377606,12.0236,1000.0,2,4.17788,112
0.0196911,0.0,0.615135252476,114000,-0.0604011,100.86223983764648,-136.99703184,17.0898,1000.0,2,4.10098,114
0.0202151,0.0,0.700873047113,116000,-0.0509111,102.64569616317749,-119.528747158,14.8508,1000.0,2,4.05627,116
0.0150028,0.0,0.599212408066,118000,-0.0557051,104.44186544418335,-98.7531930911,18.3634,1000.0,2,4.01869,118
0.0211489,0.0,0.430020570755,120000,-0.0517702,106.23149514198303,-80.5762257907,18.0112,1000.0,2,3.94824,120
0.0219243,0.0,0.664165735245,122000,-0.0554016,108.01481533050537,-60.2581640244,18.9362,1000.0,2,3.85689,122
0.0191469,0.0,-0.0537805557251,124000,-0.047085,109.81368207931519,-39.6800458029,16.0311,1000.0,2,3.77663,124
0.0178689,0.0,0.491010189056,126000,-0.052694,111.59477925300598,-19.9302445012,21.3218,1000.0,2,3.729,126
0.0189327,0.0,0.436131238937,129000,-0.0534501,113.38451147079468,9.69316571861,28.3299,1000.0,3,3.64992,129
0.019237,0.0,0.310428082943,131000,-0.0455915,115.17717242240906,29.0485122974,22.6098,1000.0,2,3.62687,131
0.0205238,0.0,0.129683494568,133000,-0.0451633,116.96988701820374,49.5390609457,23.6856,1000.0,2,3.55821,133
0.0220361,0.0,0.0612922310829,135000,-0.0462513,118.76701211929321,68.3136234739,23.7063,1000.0,2,3.52138,135
0.0190244,0.0,0.216152489185,137000,-0.0500779,120.5644018650055,89.84526936,27.5121,1000.0,2,3.4707,137
0.030039,0.0,0.0918385982513,139000,-0.0402112,122.33875298500061,108.285380076,27.7649,1000.0,2,3.4035,139
0.0204761,0.0,0.112259328365,141000,-0.0451986,124.15046286582947,128.442728372,29.9343,1000.0,2,3.31009,141
0.0192356,0.0,0.200786054134,143000,-0.0443373,125.93079233169556,148.449338269,32.8142,1000.0,2,3.2672,143
0.0236015,0.0,0.127736091614,145000,-0.0422687,127.72771978378296,166.956947964,33.7021,1000.0,2,3.22625,145
0.0217594,0.0,0.277688801289,147000,-0.0458767,129.51025557518005,185.400109375,35.2559,1000.0,2,3.17599,147
0.0236419,0.0,0.297043383121,149000,-0.0451677,131.2985827922821,204.157011176,36.5951,1000.0,2,3.13543,149
0.0199663,0.0,0.266123652458,151000,-0.0409813,133.08680319786072,222.550713844,36.5898,1000.0,2,3.14031,151
0.0197856,0.0,0.096460044384,153000,-0.0429808,134.88348722457886,241.734107264,38.0961,1000.0,2,3.07314,153
0.0245112,0.0,0.352058827877,155000,-0.0459548,136.68082070350647,261.063771639,42.0931,1000.0,2,3.03373,155
0.0190602,0.0,0.18443852663,157000,-0.0447833,138.47749876976013,279.917587343,40.7729,1000.0,2,2.98668,157
0.0183674,0.0,0.378787457943,159000,-0.0484257,140.26911664009094,298.640871133,43.8993,1000.0,2,2.97075,159
0.0269454,0.0,0.451235830784,161000,-0.0463828,142.06696915626526,318.570288692,43.46,1000.0,2,2.88774,161
0.0219681,0.0,0.249246180058,163000,-0.0407428,143.84808778762817,337.515950668,43.1914,1000.0,2,2.85738,163
0.023175,0.0,0.510832846165,165000,-0.0439949,145.64548134803772,356.543801753,50.2857,1000.0,2,2.80814,165
0.0237673,0.0,0.188935101032,167000,-0.0410217,147.44121766090393,373.87142945,46.7126,1000.0,2,2.7907,167
0.0241905,0.0,0.106516778469,169000,-0.0422624,149.23808979988098,392.150973551,47.3071,1000.0,2,2.73614,169
0.0246266,0.0,0.114461839199,172000,-0.0406996,151.01922178268433,420.245113655,67.6362,1000.0,3,2.68588,172
0.0289313,0.0,0.10142582655,174000,-0.0365428,152.81634616851807,440.313000139,53.3468,1000.0,2,2.64115,174
0.0302315,0.0,0.240720033646,176000,-0.0441085,154.60666489601135,458.53245417,58.1233,1000.0,2,2.59077,176
0.0250393,0.0,0.0601150989532,178000,-0.0351117,156.41125011444092,477.271816514,54.7738,1000.0,2,2.58078,178
0.0262332,0.0,0.244173824787,180000,-0.0364304,158.20020508766174,496.238629733,54.044,1000.0,2,2.59208,180
0.0290389,0.0,0.148902595043,182000,-0.0380925,159.9972710609436,516.419820476,55.5124,1000.0,2,2.5341,182
0.0361962,0.0,0.0988923311234,184000,-0.0311431,161.77888369560242,534.622770514,55.6085,1000.0,2,2.50119,184
0.0361048,0.0,0.217918217182,186000,-0.0322145,163.57599997520447,552.830158862,57.5773,1000.0,2,2.42748,186
0.0229982,0.0,0.0615438222885,188000,-0.0356099,165.35825538635254,570.99356793,56.5584,1000.0,2,2.40513,188
0.0250396,0.0,0.0695077180862,190000,-0.0355021,167.14660930633545,587.913820745,62.9929,1000.0,2,2.37754,190
0.0217867,0.0,0.129647374153,192000,-0.0392537,168.93041443824768,604.022014699,53.7561,1000.0,2,2.34492,192
0.0246264,0.0,0.171479701996,194000,-0.0435251,170.72808957099915,619.42596742,64.0972,1000.0,2,2.27655,194
0.0200791,0.0,0.121682941914,196000,-0.0366172,172.52567982673645,634.297380675,61.3376,1000.0,2,2.2521,196
0.0256491,0.0,0.342048406601,198000,-0.0455443,174.31402850151062,650.201340256,67.5539,1000.0,2,2.21933,198
0.0233148,0.0,0.271987736225,200000,-0.0413746,176.09512734413147,664.36033721,54.9238,1000.0,2,2.16705,200
0.0256671,0.0,0.083775639534,202000,-0.0397695,177.88445520401,679.009960255,68.7035,1000.0,2,2.12062,202
0.0238782,0.0,0.400330066681,204000,-0.0421826,179.66592979431152,692.05167479,68.527,1000.0,2,2.08485,204
0.0248691,0.0,0.161699652672,206000,-0.03783,181.46187686920166,705.218292897,68.3333,1000.0,2,2.06711,206
0.0214461,0.0,0.0922994613647,208000,-0.0363498,183.25124335289001,719.430193867,70.5272,1000.0,2,2.02687,208
0.0275504,0.0,0.0877991318703,210000,-0.0365483,185.03262066841125,732.832550481,68.3736,1000.0,2,1.99717,210
0.0253852,0.0,0.250564217567,212000,-0.0426332,186.81394267082214,744.81928901,69.7249,1000.0,2,1.98926,212
0.0297763,0.0,0.316573560238,215000,-0.0416883,188.61091995239258,763.105558278,94.7628,1000.0,3,1.97125,215
0.0223436,0.0,0.0573514103889,217000,-0.037731,190.39979887008667,775.021402777,74.0318,1000.0,2,1.9887,217
0.0233074,0.0,0.0808374285698,219000,-0.0377136,192.22459816932678,785.874266503,72.0349,1000.0,2,1.9751,219
0.035563,0.0,0.115519106388,221000,-0.0334904,194.00527048110962,795.900186513,77.1812,1000.0,2,1.93317,221
0.0241368,0.0,0.108884990215,223000,-0.0373238,195.7942202091217,806.394956768,73.8283,1000.0,2,1.9252,223
0.0226498,0.0,0.168043315411,225000,-0.0422713,197.5913643836975,816.156629583,75.7046,1000.0,2,1.88176,225
0.0296932,0.0,0.114181816578,227000,-0.0387099,199.3690037727356,825.811539389,72.3305,1000.0,2,1.86917,227
0.0301842,0.0,0.166541457176,229000,-0.0354763,201.17725276947021,835.176898521,79.9275,1000.0,2,1.8699,229
0.022744,0.0,0.355428636074,231000,-0.0450275,202.96538972854614,843.752489455,79.0,1000.0,2,1.84428,231
0.0224268,0.0,0.167886555195,233000,-0.0350738,204.76295709609985,850.780687322,77.2034,1000.0,2,1.81729,233
0.0276978,0.0,0.120067358017,235000,-0.0316052,206.55131578445435,859.020394053,76.4245,1000.0,2,1.82673,235
0.0256809,0.0,0.198135972023,237000,-0.0348201,208.34151101112366,866.788661911,79.5104,1000.0,2,1.82839,237
0.0214335,0.0,0.234043598175,239000,-0.0392118,210.1263988018036,875.019321734,82.0495,1000.0,2,1.83061,239
0.0296173,0.0,0.546661406755,241000,-0.0469309,211.92322659492493,880.337827125,77.5952,1000.0,2,1.80808,241
0.0233931,0.0,0.172090768814,243000,-0.0373778,213.71897649765015,887.860059883,77.5943,1000.0,2,1.78835,243
0.0325834,0.0,0.0943686366081,245000,-0.0313429,215.5167257785797,894.966514988,77.4071,1000.0,2,1.79317,245
0.0225828,0.0,0.0827458500862,247000,-0.0357676,217.30638933181763,902.308877987,75.7506,1000.0,2,1.72372,247
0.0238056,0.0,0.094733774662,249000,-0.035863,219.10312247276306,908.31903144,84.1337,1000.0,2,1.68687,249
0.0300693,0.0,0.185921788216,251000,-0.0373343,220.86958837509155,915.166211582,81.2674,1000.0,2,1.69783,251
0.0287236,0.0,0.153383731842,253000,-0.0368608,222.66527366638184,921.786406247,79.5109,1000.0,2,1.67645,253
0.0243098,0.0,0.0683553218842,256000,-0.0375368,224.46196222305298,931.97068048,117.366,1000.0,3,1.64798,256
0.0207118,0.0,0.345375239849,258000,-0.0427537,226.25035786628723,937.920301493,90.2505,1000.0,2,1.66484,258
0.0354899,0.0,0.114723205566,260000,-0.0323551,228.04808259010315,943.128020643,85.1979,1000.0,2,1.64338,260
0.0310185,0.0,0.0419318675995,262000,-0.0363099,229.83446145057678,949.334368376,81.4528,1000.0,2,1.59974,262
0.021675,0.0,0.0546315312386,264000,-0.0363265,231.6242756843567,953.58194349,80.1293,1000.0,2,1.58295,264
0.0316913,0.0,0.0960985422134,266000,-0.0375983,233.4149363040924,959.368926947,85.3274,1000.0,2,1.53597,266
0.0297826,0.0,0.124638438225,268000,-0.0357148,235.2122483253479,964.548410322,81.8679,1000.0,2,1.49521,268
0.0314199,0.0,0.0995395183563,270000,-0.0327501,237.00915932655334,968.946568975,77.6761,1000.0,2,1.47132,270
0.0264073,0.0,0.148551821709,272000,-0.0378604,238.79031491279602,973.518358389,86.4076,1000.0,2,1.47066,272
0.0323724,0.0,0.290087044239,274000,-0.0402189,240.5865306854248,977.317866875,88.1261,1000.0,2,1.4492,274
0.0230471,0.0,0.102513551712,276000,-0.0370978,242.36777257919312,981.062678992,85.4696,1000.0,2,1.41286,276
0.0613757,0.0,0.127434968948,278000,-0.0237958,244.1656243801117,984.981710515,87.1951,1000.0,2,1.38307,278
0.0322217,0.0,0.374392330647,280000,-0.0432365,245.96170258522034,989.235647712,95.7019,1000.0,2,1.3438,280
0.0310445,0.0,0.0922102928162,282000,-0.0354974,247.7430500984192,993.391860792,88.9195,1000.0,2,1.35702,282
0.0287957,0.0,0.329741358757,284000,-0.0421456,249.5244402885437,996.441921033,90.875,1000.0,2,1.31109,284
0.0239057,0.0,0.112997770309,286000,-0.0352053,251.32940363883972,1000.65057266,94.8016,1000.0,2,1.30978,286
0.0377011,0.0,0.351465940475,288000,-0.0325557,253.1107931137085,1003.99694009,88.5217,1000.0,2,1.275,288
0.0331029,0.0,0.408522963524,290000,-0.0384235,254.9035141468048,1006.52858558,94.2744,1000.0,2,1.25581,290
0.0322585,0.0,0.78980858624,292000,-0.0501111,256.69144892692566,1010.37707737,100.08,1000.0,2,1.22131,292
0.0304601,0.0,0.48346722126,294000,-0.0401801,258.488566160202,1007.94581369,96.219,1000.0,2,1.16267,294
0.0267634,0.0,0.733422100544,296000,-0.0424653,260.27856731414795,1012.0364786,100.829,1000.0,2,1.16401,296
0.0350624,0.0,0.230875372887,299000,-0.0361548,262.0746645927429,1015.74674815,139.056,1000.0,3,1.16286,299
0.0310152,0.0,0.0853357315063,301000,-0.0342094,263.85275888442993,1019.26594634,89.3317,1000.0,2,1.13673,301
0.0251785,0.0,0.0852749347687,303000,-0.0362239,265.65534019470215,1022.62003953,90.6267,1000.0,2,1.12648,303
0.0285887,0.0,0.0440890789032,305000,-0.0325639,267.43900537490845,1026.23606,92.8889,1000.0,2,1.11555,305
0.0226285,0.0,0.0961598753929,307000,-0.0390055,269.22751116752625,1028.97381696,94.3039,1000.0,2,1.0811,307
0.0189588,0.0,0.0623009204865,309000,-0.0363366,271.0182363986969,1032.16652214,88.5351,1000.0,2,1.04676,309
0.0310981,0.0,0.0987140536308,311000,-0.0375662,272.80081582069397,1035.68954976,97.0869,1000.0,2,1.03891,311
0.0441171,0.0,0.121270179749,313000,-0.0309994,274.5825011730194,1039.57911184,95.7967,1000.0,2,1.0223,313
0.0282366,0.0,0.115572273731,315000,-0.0353361,276.3880708217621,1043.54385766,94.6169,1000.0,2,0.990149,315
0.0277571,0.0,0.262701392174,317000,-0.0395125,278.16976499557495,1045.94051188,95.6594,1000.0,2,0.988218,317
0.0269209,0.0,0.255975604057,319000,-0.037581,279.9670732021332,1049.24034837,95.7669,1000.0,2,0.964245,319
0.0278814,0.0,0.125202357769,321000,-0.0358818,281.74955677986145,1052.88693329,100.085,1000.0,2,0.926126,321
0.042453,0.0,0.0891382694244,323000,-0.0273464,283.5482850074768,1056.51754841,96.0004,1000.0,2,0.919439,323
0.0330206,0.0,0.0507041811943,325000,-0.0318106,285.3371784687042,1059.58059521,93.535,1000.0,2,0.883941,325
0.2645,0.0,0.360254228115,327000,-0.0513609,287.1197521686554,1061.73649675,98.4648,1000.0,2,0.857387,327
0.0226208,0.0,0.140733778477,329000,-0.0365223,288.91544246673584,1065.00419349,94.5407,1000.0,2,0.856886,329
0.0275005,0.0,0.0855133533478,331000,-0.0351463,290.696604013443,1068.1787658,104.954,1000.0,2,0.836641,331
0.0306478,0.0,0.0967349410057,333000,-0.0322651,292.49332427978516,1073.21187165,106.171,1000.0,2,0.849872,333
0.0280642,0.0,0.0787019133568,335000,-0.0378787,294.27275919914246,1077.23226789,104.137,1000.0,2,0.829138,335
0.0273397,0.0,0.0699966549873,337000,-0.0331266,296.06173276901245,1080.49122548,106.075,1000.0,2,0.763831,337
0.0244803,0.0,0.0734475851059,339000,-0.0358418,297.84338879585266,1084.60893561,107.198,1000.0,2,0.745743,339
0.0343926,0.0,0.0674089789391,342000,-0.0321737,299.62659549713135,1091.86192553,153.664,1000.0,3,0.744523,342
0.0274067,0.0,0.0423636436462,344000,-0.0351469,301.43079471588135,1095.3251047,106.053,1000.0,2,0.771417,344
0.0282887,0.0,0.169289588928,346000,-0.0368862,303.21237778663635,1098.55826886,107.384,1000.0,2,0.802442,346
0.0377729,0.0,0.156256258488,348000,-0.0343181,305.00935077667236,1102.16481093,108.816,1000.0,2,0.805675,348
0.0479418,0.0,0.0384313464165,350000,-0.0277807,306.79938650131226,1103.72693859,104.526,1000.0,2,0.81196,350
0.0353744,0.0,0.315185368061,352000,-0.0421994,308.5828971862793,1104.64001166,109.979,1000.0,2,0.758742,352
0.0264731,0.0,0.267214119434,354000,-0.0376037,310.38852310180664,1106.0900231,109.084,1000.0,2,0.711659,354
0.029989,0.0,0.0840291976929,356000,-0.0396525,312.18487071990967,1109.55134672,103.582,1000.0,2,0.709908,356
0.0486255,0.0,0.419013381004,358000,-0.0383778,313.9819872379303,1111.71484546,109.467,1000.0,2,0.69818,358
0.0288063,0.0,0.100170016289,360000,-0.0351083,315.7790253162384,1114.51277543,109.674,1000.0,2,0.67778,360
0.024822,0.0,0.0693595409393,362000,-0.0313094,317.5742244720459,1118.39243612,108.517,1000.0,2,0.664697,362
0.0368265,0.0,0.0580388903618,364000,-0.0295069,319.3526277542114,1122.17580931,109.545,1000.0,2,0.652465,364
0.032041,0.0,0.0588806271553,366000,-0.0335299,321.1440875530243,1125.41306781,103.755,1000.0,2,0.623931,366
0.0243653,0.0,0.0827682614326,368000,-0.0347324,322.9411942958832,1128.07763164,104.93,1000.0,2,0.595857,368
0.0292613,0.0,0.0431720614433,370000,-0.0322927,324.7271730899811,1130.1421316,105.529,1000.0,2,0.590713,370
0.0360168,0.0,0.0657275915146,372000,-0.0324954,326.5207476615906,1132.99982154,109.881,1000.0,2,0.572095,372
0.0335406,0.0,0.103042781353,374000,-0.0342647,328.30978512763977,1135.09274187,107.302,1000.0,2,0.5499,374
0.0248584,0.0,0.0880175232887,376000,-0.0364834,330.106817483902,1138.349706,107.355,1000.0,2,0.573054,376
0.0278974,0.0,0.0772534012794,378000,-0.037822,331.8966157436371,1140.4428738,106.599,1000.0,2,0.528052,378
0.0265113,0.0,0.12910169363,380000,-0.0414539,333.67636156082153,1142.65129547,109.65,1000.0,2,0.507323,380
0.0432466,0.0,0.147708594799,382000,-0.0346096,335.48099398612976,1145.31884692,108.33,1000.0,2,0.52252,382
0.033733,0.0,0.0665363073349,385000,-0.0350099,337.26932978630066,1149.67223975,152.922,1000.0,3,0.484191,385
0.0397638,0.0,0.125132322311,387000,-0.0307344,339.0499804019928,1152.06291293,111.195,1000.0,2,0.473035,387
0.0360273,0.0,0.0432330369949,389000,-0.0289511,340.8315362930298,1154.36125121,108.927,1000.0,2,0.48607,389
0.023697,0.0,0.0412835478783,391000,-0.0368922,342.63339948654175,1157.28438932,107.745,1000.0,2,0.464466,391
0.0306396,0.0,0.0709018707275,393000,-0.0338505,344.41464400291443,1166.01804241,108.402,1000.0,2,0.469023,393
0.0219213,0.0,0.105841577053,395000,-0.0370157,346.2011625766754,1169.29241875,110.102,1000.0,2,0.477438,395
0.0305553,0.0,0.112925589085,397000,-0.0323713,347.9836645126343,1172.88244119,102.169,1000.0,2,0.503503,397
0.0360913,0.0,0.00202023983002,399000,-0.0302599,349.782062292099,1175.04392698,103.222,1000.0,2,0.470659,399
0.0321958,0.0,0.0338886380196,401000,-0.0348267,351.5786247253418,1177.10635295,105.73,1000.0,2,0.460248,401
0.0322087,0.0,0.0479230284691,403000,-0.0327434,353.3526213169098,1180.06320606,109.696,1000.0,2,0.461388,403
0.0404205,0.0,0.0525177717209,405000,-0.0313045,355.15150117874146,1182.62788967,110.579,1000.0,2,0.445214,405
0.0252546,0.0,0.0676059126854,407000,-0.0332985,356.9350233078003,1184.80556207,112.461,1000.0,2,0.479395,407
0.0377719,0.0,0.177087426186,409000,-0.0385628,358.73103070259094,1185.71960963,108.608,1000.0,2,0.472793,409
0.0399665,0.0,0.186077475548,411000,-0.0348364,360.5277907848358,1187.47122317,113.602,1000.0,2,0.468863,411
0.0258353,0.0,0.124174773693,413000,-0.0384255,362.3161630630493,1188.08601281,109.334,1000.0,2,0.474588,413
0.034984,0.0,0.0116217136383,415000,-0.0349227,364.09910917282104,1188.71909033,108.119,1000.0,2,0.439335,415
0.0329874,0.0,0.0419052839279,417000,-0.0324906,365.8995113372803,1191.76640929,110.551,1000.0,2,0.418381,417
0.030797,0.0,0.0530300140381,419000,-0.0355606,367.6964602470398,1194.18474712,110.865,1000.0,2,0.358328,419
0.0418414,0.0,0.291061222553,421000,-0.0397457,369.47779846191406,1196.4749496,111.885,1000.0,2,0.319685,421
0.0295142,0.0,0.343997836113,423000,-0.0405347,371.28276443481445,1196.1177665,120.208,1000.0,2,0.319564,423
0.0499043,0.0,0.110200405121,425000,-0.0310516,373.08001685142517,1198.67173303,117.148,1000.0,2,0.316938,425
0.0317509,0.0,0.11229968071,428000,-0.0342867,374.8614733219147,1202.31782636,155.659,1000.0,3,0.317962,428
0.0333851,0.0,0.242583394051,430000,-0.0386329,376.65777039527893,1203.29253026,112.486,1000.0,2,0.309077,430
0.0581062,0.0,0.556913346052,432000,-0.0398388,378.45476484298706,1202.12817381,118.499,1000.0,2,0.32462,432
0.0277283,0.0,0.085386633873,434000,-0.0367281,380.24359941482544,1203.11112778,110.81,1000.0,2,0.322589,434
0.0350759,0.0,0.0524578690529,436000,-0.0314414,382.02922105789185,1203.50912035,115.162,1000.0,2,0.325889,436
0.0249937,0.0,0.0974749922752,438000,-0.0355077,383.8412730693817,1204.75985889,119.583,1000.0,2,0.309798,438
0.0483528,0.0,0.0693556666374,440000,-0.0296563,385.62497544288635,1205.72648925,119.003,1000.0,2,0.274158,440
0.0210579,0.0,0.100098192692,442000,-0.0370186,387.4304847717285,1207.04336761,117.231,1000.0,2,0.248536,442
0.0328892,0.0,0.0997784733772,444000,-0.0338218,389.2053325176239,1208.50325665,119.359,1000.0,2,0.219347,444
0.033066,0.0,0.085081756115,446000,-0.0347846,391.0015902519226,1211.0024733,117.176,1000.0,2,0.185849,446
0.0286695,0.0,0.0462429523468,448000,-0.0356434,392.8019835948944,1213.06690371,117.097,1000.0,2,0.190251,448
0.0582804,0.0,0.0941791534424,450000,-0.0280535,394.5981192588806,1215.78573446,120.834,1000.0,2,0.152041,450
0.0364855,0.0,0.0904912948608,452000,-0.0324055,396.37263536453247,1219.70445754,123.93,1000.0,2,0.162283,452
0.0387708,0.0,0.0785375833511,454000,-0.0291414,398.1801903247833,1223.2983895,124.118,1000.0,2,0.156547,454
0.0360049,0.0,0.0434585809708,456000,-0.0327371,399.979350566864,1224.91528726,122.196,1000.0,2,0.164202,456
0.0363388,0.0,0.0774275660515,458000,-0.0305559,401.7757019996643,1227.69070647,122.797,1000.0,2,0.160303,458
0.0369643,0.0,0.0660138130188,460000,-0.0291662,403.57165360450745,1229.95008668,120.381,1000.0,2,0.152351,460
0.0544509,0.0,0.128572225571,462000,-0.0238029,405.3686418533325,1230.58386063,119.822,1000.0,2,0.126452,462
