TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,EpRewMean,loss_pol_surr,loss_pol_entpen,EpThisIter,loss_ent,loss_kl,TimeElapsed,EpLenMean,loss_vf_loss
466077,-0.00358009338379,1192,982.5,-0.00348452,0.0,2,1.11887,0.00335295,367.85681343078613,982.5,68.3369
468327,0.0526466369629,1195,975.0,-0.00693941,0.0,3,1.11405,0.00529527,369.48093342781067,975.0,88.0778
470327,-0.0688079595566,1197,975.0,-0.00549554,0.0,2,1.10059,0.00784096,371.08282804489136,975.0,68.3336
472327,-0.00192308425903,1199,975.0,-0.00511176,0.0,2,1.12799,0.00413849,372.7069070339203,975.0,67.6023
474327,0.000336349010468,1201,975.0,-0.00670285,0.0,2,1.1251,0.0023154,374.30930495262146,975.0,60.8666
476614,0.311050474644,1204,967.87,-0.00834418,0.0,3,1.13107,0.00707636,375.90218210220337,967.87,66.7397
478408,0.659922838211,1206,965.81,-0.0109398,0.0,2,1.13025,0.00742627,377.51155161857605,965.81,38.6667
480408,0.00912517309189,1208,965.81,-0.00992611,0.0,2,1.12951,0.00675939,379.13654613494873,965.81,67.1145
482408,0.0171491503716,1210,965.81,-0.00881949,0.0,2,1.11387,0.00928367,380.7459170818329,965.81,67.1842
484526,0.52079424262,1213,956.99,-0.00684254,0.0,3,1.10496,0.0115427,382.370911359787,956.99,66.8922
486526,0.0173991918564,1215,956.99,-0.00792519,0.0,2,1.10353,0.00620526,383.980281829834,956.99,66.8308
488526,0.0384640097618,1217,956.99,-0.00807972,0.0,2,1.0917,0.00783435,385.5896518230438,956.99,61.4176
490526,-0.00997376441956,1219,956.99,-0.00836286,0.0,2,1.0825,0.00318715,387.19902205467224,956.99,69.1967
493526,-0.00361263751984,1222,956.99,-0.00562022,0.0,3,1.0847,0.00782164,388.80050444602966,956.99,87.0234
495526,0.00525468587875,1224,956.99,-0.0102346,0.0,2,1.08247,0.00865813,390.4199810028076,956.99,66.153
497526,-0.0388132333755,1226,956.99,-0.00859113,0.0,2,1.06822,0.0102276,392.02838110923767,956.99,68.3775
499526,-0.00609743595123,1228,956.99,-0.00378869,0.0,2,1.08453,0.0036603,393.6369903087616,956.99,68.2934
501526,-0.00228226184845,1230,956.99,-0.00830754,0.0,2,1.07209,0.00659486,395.23785519599915,956.99,68.4167
503526,-0.0125654935837,1232,966.64,-0.00385269,0.0,2,1.07089,0.00174514,396.8629529476166,966.64,68.2769
505526,-0.000250816345215,1234,966.64,-0.00937219,0.0,2,1.07952,0.0092822,398.4659662246704,966.64,68.3071
507526,-0.000285744667053,1236,966.64,-0.00582887,0.0,2,1.09796,0.00797761,400.0824730396271,966.64,68.3598
509526,-0.000522613525391,1238,968.83,-0.0100462,0.0,2,1.07396,0.0092949,401.686457157135,968.83,68.3828
511526,0.00057190656662,1240,968.83,-0.00557026,0.0,2,1.09307,0.00459294,403.31859064102173,968.83,68.0919
513526,0.00356364250183,1242,968.83,-0.0078094,0.0,2,1.08199,0.0083505,404.9217507839203,968.83,66.7504
515167,0.275602936745,1244,965.24,-0.0106418,0.0,2,1.07244,0.00884302,406.5327775478363,965.24,38.3836
517278,0.392212569714,1247,956.35,-0.00762672,0.0,3,1.06059,0.00682946,408.1340367794037,956.35,74.0044
519278,-0.00293779373169,1249,956.35,-0.00419577,0.0,2,1.08074,0.00443803,409.7461488246918,956.35,69.1631
521278,-0.00476920604706,1251,956.35,-0.0063474,0.0,2,1.06874,0.00743608,411.3555188179016,956.35,69.0303
524278,-0.000252246856689,1254,956.35,-0.00840956,0.0,3,1.08794,0.0168422,412.9648895263672,956.35,101.662
526278,-0.000311374664307,1256,956.35,-0.00657735,0.0,2,1.08844,0.0101129,414.57425904273987,956.35,68.0102
528278,-0.00035572052002,1258,956.35,-0.0039682,0.0,2,1.10664,0.00485789,416.1836292743683,956.35,68.1288
530278,-0.000931978225708,1260,956.35,-0.00883787,0.0,2,1.09956,0.0084694,417.81117033958435,956.35,68.1831
532278,-9.64403152466e-05,1262,962.01,-0.00678867,0.0,2,1.10822,0.00662975,419.41829657554626,962.01,68.2679
534278,-0.00711035728455,1264,962.01,-0.00660638,0.0,2,1.12154,0.00914406,421.0389075279236,962.01,68.2768
536278,-0.00322771072388,1266,962.01,-0.00625046,0.0,2,1.12237,0.00560664,422.6478133201599,962.01,68.2871
538278,-0.000118613243103,1268,962.01,-0.00503551,0.0,2,1.1361,0.00306284,424.26184368133545,962.01,68.316
540278,-8.40425491333e-05,1270,962.01,-0.00607307,0.0,2,1.13771,0.0111335,425.87121391296387,962.01,68.42
542278,0.000835239887238,1272,962.01,-0.00774533,0.0,2,1.1595,0.00682781,427.4805841445923,962.01,68.1013
544278,5.66244125366e-06,1274,962.01,-0.0111329,0.0,2,1.16126,0.0116902,429.08995389938354,962.01,68.4523
546278,-0.000282526016235,1276,962.01,-0.00860672,0.0,2,1.1754,0.0112123,430.6993246078491,962.01,68.4431
548278,-2.2292137146e-05,1278,962.01,-0.00809294,0.0,2,1.1808,0.00942095,432.30869483947754,962.01,68.4602
550278,-0.000551223754883,1280,962.01,-0.00724784,0.0,2,1.18789,0.00562516,433.9180645942688,962.01,68.4538
552618,0.00171089172363,1283,955.41,-0.00667261,0.0,3,1.19093,0.00357293,435.52743434906006,955.41,97.2674
554618,-0.154274821281,1285,955.41,-0.00914687,0.0,2,1.20046,0.0102852,437.1530649662018,955.41,68.5719
556837,0.0915163755417,1288,947.6,-0.014044,0.0,3,1.19761,0.00727773,438.7778956890106,947.6,43.5508
558543,0.45923024416,1290,944.66,-0.0142987,0.0,2,1.21664,0.00884952,440.37110352516174,944.66,40.899
560843,0.0233364105225,1293,937.66,-0.00731932,0.0,3,1.20472,0.00493391,441.99096965789795,937.66,95.5638
562843,-0.0620856285095,1295,945.16,-0.00675627,0.0,2,1.22495,0.00579831,443.58566904067993,945.16,67.8069
564881,0.0127105116844,1298,935.54,-0.0107278,0.0,3,1.20183,0.00510461,445.20458149909973,935.54,87.3613
566458,0.019212603569,1300,931.31,-0.0083311,0.0,2,1.19019,0.00461109,446.8014488220215,931.31,63.8991
568458,-0.0155907869339,1302,931.31,-0.00513925,0.0,2,1.19815,0.00704513,448.41847252845764,931.31,68.0552
570458,-0.000635743141174,1304,938.44,-0.00899535,0.0,2,1.19517,0.00755607,450.0272171497345,938.44,68.0817
573356,0.029414832592,1307,939.48,-0.00883032,0.0,3,1.17712,0.00778266,451.6291756629944,939.48,94.435
575356,0.00477135181427,1309,939.48,-0.00487119,0.0,2,1.18058,0.00693624,453.2481174468994,939.48,61.2611
577356,-0.0844260454178,1311,939.48,-0.00707152,0.0,2,1.18515,0.0041669,454.85532093048096,939.48,69.8268
579356,-0.00453317165375,1313,948.3,-0.00824011,0.0,2,1.18664,0.0117778,456.49593925476074,948.3,67.6482
581356,-9.33408737183e-05,1315,948.3,-0.00784811,0.0,2,1.17416,0.00560553,458.10530972480774,948.3,67.7434
583155,0.00326257944107,1317,946.29,-0.00814167,0.0,2,1.16417,0.00602799,459.730304479599,946.29,62.7991
585155,-0.0532021522522,1319,946.29,-0.00790787,0.0,2,1.15535,0.00926383,461.33967423439026,946.29,65.5904
587155,-0.0180819034576,1321,946.29,-0.00834619,0.0,2,1.17003,0.0100646,462.9646692276001,946.29,68.1408
589155,-0.00416612625122,1323,946.29,-0.00691572,0.0,2,1.17524,0.00758102,464.55841422080994,946.29,68.2343
591155,-0.00553691387177,1325,946.29,-0.00958326,0.0,2,1.1728,0.00729957,466.16778564453125,946.29,68.3028
593155,-0.000204205513,1327,946.29,-0.00726663,0.0,2,1.17136,0.00546879,467.7771563529968,946.29,68.3244
595155,-0.00164747238159,1329,946.29,-0.00601202,0.0,2,1.18744,0.00549693,469.38652539253235,946.29,68.3589
597155,-0.000211477279663,1331,946.29,-0.00672441,0.0,2,1.20735,0.00700758,470.9958951473236,946.29,68.4308
599833,0.220386624336,1335,933.07,-0.0108858,0.0,4,1.21589,0.0065872,472.61397075653076,933.07,101.633
601833,-0.00283551216125,1337,933.07,-0.00862002,0.0,2,1.20216,0.00891717,474.2319130897522,933.07,67.4104
603955,0.0166543722153,1340,924.29,-0.00646536,0.0,3,1.1914,0.00378662,475.8403561115265,924.29,97.3044
605972,0.0331147909164,1343,918.05,-0.00609588,0.0,3,1.18373,0.00345165,477.46674132347107,918.05,91.9202
607972,-0.0342341661453,1345,918.05,-0.00542392,0.0,2,1.18955,0.00425771,479.08420872688293,918.05,66.5861
609972,-0.000731229782104,1347,926.94,-0.00405188,0.0,2,1.19,0.00366238,480.6827895641327,926.94,66.8566
611972,-0.0103735923767,1349,926.94,-0.00593898,0.0,2,1.1912,0.00634126,482.29602432250977,926.94,67.1413
613972,0.420508444309,1351,926.94,-0.0161376,0.0,2,1.18,0.00912926,483.91207098960876,926.94,35.6762
615972,-0.00517725944519,1353,926.94,-0.00980838,0.0,2,1.1564,0.00628827,485.519896030426,926.94,68.332
617972,-0.0002121925354,1355,926.94,-0.00682566,0.0,2,1.16249,0.00524551,487.12298917770386,926.94,68.4178
619972,-0.000599384307861,1357,926.94,-0.00656714,0.0,2,1.16197,0.00814332,488.73123264312744,926.94,68.4287
621972,0.535196334124,1359,926.94,-0.0110059,0.0,2,1.16487,0.00633083,490.3404715061188,926.94,42.4356
623972,0.00786757469177,1361,926.94,-0.00748188,0.0,2,1.14156,0.00983528,491.962198972702,926.94,66.6893
625972,-0.0201206207275,1363,926.94,-0.0076448,0.0,2,1.14884,0.00437185,493.5738112926483,926.94,66.6951
627972,0.00530815124512,1365,926.94,-0.00522364,0.0,2,1.13464,0.0042688,495.1831820011139,926.94,68.5628
629972,-0.042906165123,1367,926.94,-0.00860537,0.0,2,1.1344,0.00567836,496.792551279068,926.94,68.5014
631972,-0.00387918949127,1369,926.94,-0.00888916,0.0,2,1.13109,0.00446414,498.4019207954407,926.94,68.3644
633972,-0.00295221805573,1371,926.94,-0.0101716,0.0,2,1.12669,0.00666707,500.0145425796509,926.94,68.0597
635972,-0.00399458408356,1373,926.94,-0.00624179,0.0,2,1.13455,0.00380723,501.63666462898254,926.94,68.4436
638972,-0.00177943706512,1376,926.94,-0.00668381,0.0,3,1.14151,0.00708333,503.2304108142853,926.94,100.995
640972,-0.000976800918579,1378,926.94,-0.008872,0.0,2,1.15629,0.00670886,504.8241550922394,926.94,67.5793
642972,-0.000440716743469,1380,926.94,-0.00747986,0.0,2,1.15464,0.00866635,506.41789984703064,926.94,67.7559
644972,-0.000846862792969,1382,926.94,-0.00528382,0.0,2,1.13952,0.0116749,508.0380024909973,926.94,67.914
646945,0.361383914948,1385,923.27,-0.0127097,0.0,3,1.14162,0.00565096,509.6367392539978,923.27,39.1871
648945,-0.00011682510376,1387,927.73,-0.00646185,0.0,2,1.15173,0.00318358,511.24610900878906,927.73,68.6503
650945,-0.00961923599243,1389,934.02,-0.0096148,0.0,2,1.15424,0.00776153,512.878648519516,934.02,68.834
652945,9.53674316406e-05,1391,934.02,-0.00815174,0.0,2,1.1751,0.0108353,514.4881703853607,934.02,68.5936
654945,0.0015841126442,1393,941.02,-0.0116659,0.0,2,1.16015,0.0126026,516.1247522830963,941.02,68.3551
656901,0.698275327682,1395,940.58,-0.0135744,0.0,2,1.15213,0.00816739,517.730220079422,940.58,35.718
658901,0.000989377498627,1397,950.2,-0.0114456,0.0,2,1.15308,0.00953239,519.3395898342133,950.2,66.6135
660901,-0.00225985050201,1399,950.2,-0.00620796,0.0,2,1.15365,0.00481038,520.9489595890045,950.2,69.3603
662901,-0.00100827217102,1401,954.43,-0.0072767,0.0,2,1.16189,0.00418515,522.5739555358887,954.43,69.1747
664901,-0.00272870063782,1403,954.43,-0.0087046,0.0,2,1.15195,0.00631798,524.1677005290985,954.43,69.0261
667189,0.00681161880493,1406,947.31,-0.0108155,0.0,3,1.15691,0.0044709,525.7926962375641,947.31,94.9011
668742,0.282110273838,1408,943.86,-0.0108608,0.0,2,1.16101,0.00741366,527.4020652770996,943.86,42.6377
671742,-0.0104676485062,1411,943.86,-0.00540892,0.0,3,1.16363,0.00502265,529.0114362239838,943.86,101.526
673147,0.625626415014,1413,937.91,-0.0120167,0.0,2,1.16155,0.0109731,530.6208071708679,937.91,42.4942
675419,0.13582611084,1416,930.63,-0.0104083,0.0,3,1.14655,0.00463823,532.2301776409149,930.63,84.8148
677419,-0.0136514902115,1418,932.64,-0.00993796,0.0,2,1.16477,0.00742405,533.8551726341248,932.64,68.035
679419,-0.000115633010864,1420,932.64,-0.00927074,0.0,2,1.16559,0.00813398,535.4645428657532,932.64,67.9922
681419,7.17043876648e-05,1422,932.64,-0.00770411,0.0,2,1.1822,0.00619066,537.0739114284515,932.64,68.1141
683419,-0.00145733356476,1424,932.64,-0.00594284,0.0,2,1.18576,0.00390421,538.6832821369171,932.64,68.1689
685419,-0.0168495178223,1426,932.64,-0.00956647,0.0,2,1.18165,0.0082141,540.2926516532898,932.64,68.4896
687419,-0.000397682189941,1428,932.64,-0.007871,0.0,2,1.18485,0.00405176,541.9070630073547,932.64,68.1158
689419,0.00535547733307,1430,932.64,-0.0092332,0.0,2,1.17237,0.00833103,543.5197353363037,932.64,63.0487
691419,-0.0101037025452,1432,932.64,-0.00832853,0.0,2,1.19286,0.0058316,545.1217651367188,932.64,68.6735
693906,0.308417677879,1436,930.73,-0.0111325,0.0,4,1.1757,0.00805937,546.7471768856049,930.73,96.2355
695906,0.0210995674133,1438,930.73,-0.00819238,0.0,2,1.18005,0.007796,548.3583643436432,930.73,65.6017
697906,-0.022256731987,1440,939.51,-0.00699965,0.0,2,1.1672,0.00563925,549.969976902008,939.51,68.1686
699906,-0.00446784496307,1442,949.34,-0.0099663,0.0,2,1.18005,0.00664283,551.5899293422699,949.34,68.5494
701906,-0.0105236768723,1444,949.34,-0.00767206,0.0,2,1.17019,0.00652532,553.1992995738983,949.34,67.9893
703906,-0.00449872016907,1446,949.34,-0.00881942,0.0,2,1.15218,0.0096404,554.8086693286896,949.34,68.0223
705906,-0.0018048286438,1448,949.34,-0.00418989,0.0,2,1.16462,0.00478173,556.4180388450623,949.34,68.1382
707906,0.0378988385201,1450,949.34,-0.0093231,0.0,2,1.17634,0.0079155,558.0430345535278,949.34,60.717
709906,-0.00536978244781,1452,949.34,-0.00644751,0.0,2,1.20006,0.00423216,559.6680293083191,949.34,68.7787
711906,0.0126355886459,1454,949.34,-0.0147202,0.0,2,1.19444,0.0116373,561.2773990631104,949.34,37.5734
713906,-0.00568616390228,1456,949.34,-0.00892765,0.0,2,1.18693,0.00673133,562.8867700099945,949.34,70.0107
715906,-0.00255167484283,1458,949.34,-0.00910688,0.0,2,1.18723,0.00662106,564.4961402416229,949.34,69.7067
717906,-0.0052661895752,1460,949.34,-0.00858057,0.0,2,1.20129,0.0084862,566.1057567596436,949.34,69.5876
719906,-0.000425696372986,1462,949.34,-0.0122951,0.0,2,1.21815,0.0155006,567.7187008857727,949.34,69.2375
722906,-0.00144362449646,1465,949.34,-0.0104294,0.0,3,1.24282,0.0123149,569.3195612430573,949.34,93.0789
724054,0.00145500898361,1467,940.82,-0.0142843,0.0,2,1.22717,0.0129723,570.9336032867432,940.82,62.877
726042,0.0744839310646,1469,940.7,-0.0115209,0.0,2,1.20793,0.00714456,572.5429744720459,940.7,62.9303
729042,-0.0143692493439,1472,940.7,-0.0099747,0.0,3,1.19561,0.0108987,574.1442136764526,940.7,75.9975
731042,-0.0163296461105,1474,940.7,-0.0101156,0.0,2,1.19179,0.0103704,575.7847516536713,940.7,68.5613
732860,0.00444227457047,1476,938.88,-0.0132373,0.0,2,1.19491,0.00719625,577.3883156776428,938.88,64.0717
735007,-0.028044462204,1479,930.35,-0.00947782,0.0,3,1.18126,0.00659999,579.0054714679718,930.35,101.058
737007,-0.000971674919128,1481,930.35,-0.00528177,0.0,2,1.20081,0.00566516,580.6160843372345,930.35,67.5142
739007,-7.39097595215e-06,1483,930.35,-0.0108394,0.0,2,1.19472,0.00882004,582.2343335151672,930.35,67.6913
741007,-2.50339508057e-05,1485,940.62,-0.012076,0.0,2,1.20268,0.00881772,583.8247921466827,940.62,67.8841
743007,-0.00693619251251,1487,940.62,-0.00966444,0.0,2,1.22617,0.00952861,585.4498987197876,940.62,67.9711
745453,0.0443342328072,1490,935.08,-0.0122263,0.0,3,1.19909,0.00524319,587.0647459030151,935.08,64.9244
747453,0.0705597400665,1492,935.08,-0.0125354,0.0,2,1.20711,0.0125517,588.6835639476776,935.08,71.814
749453,-0.00529360771179,1494,935.52,-0.0105069,0.0,2,1.20653,0.00491067,590.2616839408875,935.52,67.8301
751453,-0.0501180887222,1496,935.52,-0.0110891,0.0,2,1.21127,0.00658729,591.8710539340973,935.52,46.1574
753453,-0.0215511322021,1498,935.52,-0.00770853,0.0,2,1.21602,0.00792276,593.4960494041443,935.52,70.827
755453,-0.00970828533173,1500,935.52,-0.0087756,0.0,2,1.2221,0.00612054,595.1054191589355,935.52,67.3544
757453,-0.00260400772095,1502,935.52,-0.0073784,0.0,2,1.24181,0.00446457,596.7234163284302,935.52,67.6174
759453,-0.00199639797211,1504,935.52,-0.0094245,0.0,2,1.23954,0.0060493,598.3247761726379,935.52,67.717
761453,-0.000273823738098,1506,942.64,-0.00724876,0.0,2,1.27145,0.00415077,599.9500315189362,942.64,67.8274
763453,-0.000263690948486,1508,947.11,-0.00962497,0.0,2,1.27886,0.0081762,601.5577261447906,947.11,67.9271
765051,-0.000157713890076,1510,943.09,-0.0145686,0.0,2,1.27782,0.00665895,603.1670968532562,943.09,66.7489
767051,0.000912547111511,1512,943.09,-0.00929029,0.0,2,1.30081,0.00739578,604.7608418464661,943.09,66.9094
769735,0.0767743587494,1515,945.88,-0.0125998,0.0,3,1.30212,0.00862172,606.3713915348053,945.88,70.4832
771735,0.0512262582779,1517,953.16,-0.00745768,0.0,2,1.29821,0.00592075,607.9722709655762,953.16,65.5711
773735,-0.014000415802,1519,953.16,-0.00903279,0.0,2,1.29241,0.00769571,609.5835881233215,953.16,68.3951
775902,0.00689643621445,1522,944.83,-0.00933614,0.0,3,1.28706,0.00862512,611.2016656398773,944.83,96.2343
777662,0.0725967288017,1524,942.43,-0.0151715,0.0,2,1.27407,0.0120516,612.8087885379791,942.43,54.9972
779662,-0.0305063724518,1526,942.43,-0.00825727,0.0,2,1.26749,0.0082516,614.4303069114685,942.43,68.9801
781662,-0.00194251537323,1528,942.43,-0.0129863,0.0,2,1.27381,0.0089055,616.0504202842712,942.43,68.626
783662,9.65595245361e-06,1530,942.43,-0.0090973,0.0,2,1.27254,0.00818366,617.6681041717529,942.43,68.5327
785662,-0.00101566314697,1532,942.43,-0.00773888,0.0,2,1.28071,0.00491878,619.2774755954742,942.43,68.5545
787769,0.0473247766495,1536,938.63,-0.0103594,0.0,4,1.27385,0.00655964,620.8963158130646,938.63,113.438
789769,-0.0392849445343,1538,938.63,-0.0100531,0.0,2,1.27653,0.0124322,622.5068709850311,938.63,67.4109
791769,-0.00180494785309,1540,938.63,-0.0106604,0.0,2,1.29046,0.00529195,624.1093120574951,938.63,66.7482
794523,0.00453007221222,1543,936.17,-0.00842689,0.0,3,1.29234,0.0114323,625.7148787975311,936.17,93.6389
796523,-0.00282025337219,1545,936.17,-0.011005,0.0,2,1.29434,0.00818265,627.3242495059967,936.17,67.6007
798523,-0.00277507305145,1547,936.17,-0.0102341,0.0,2,1.2915,0.0102474,628.9492447376251,936.17,67.8225
800372,0.0363213419914,1550,924.66,-0.0115483,0.0,3,1.25998,0.00951931,630.5586149692535,924.66,93.22
801977,0.0545446276665,1552,920.71,-0.0137024,0.0,2,1.24576,0.0077537,632.1679854393005,920.71,62.7432
803977,-0.0157294273376,1554,920.71,-0.00901551,0.0,2,1.25684,0.00736005,633.8242285251617,920.71,67.4903
805977,-0.00122153759003,1556,920.71,-0.00541267,0.0,2,1.26289,0.00895092,635.4497578144073,920.71,67.6818
807977,-0.0126242637634,1558,920.71,-0.00753599,0.0,2,1.26963,0.0042417,637.0506136417389,920.71,67.9736
810958,0.0114212632179,1561,920.52,-0.00994517,0.0,3,1.26074,0.00446116,638.6787240505219,920.52,93.4184
812390,0.0646515488625,1564,904.84,-0.0136673,0.0,3,1.24836,0.00797515,640.2977950572968,904.84,69.7503
814390,-0.0457037687302,1566,913.36,-0.0047629,0.0,2,1.25066,0.00941599,641.9064118862152,913.36,67.2534
816390,-0.00114190578461,1568,913.36,-0.00877812,0.0,2,1.24428,0.00441731,643.5152065753937,913.36,67.3621
818798,0.0434920191765,1571,907.56,-0.0113375,0.0,3,1.23624,0.00843105,645.1160275936127,907.56,74.7978
820899,0.0576876997948,1574,898.57,-0.0143,0.0,3,1.23039,0.0159359,646.7302422523499,898.57,97.2203
822899,-0.00774765014648,1576,900.39,-0.00809203,0.0,2,1.25426,0.00647334,648.3239798545837,900.39,67.077
824899,-0.00614428520203,1578,900.39,-0.0117007,0.0,2,1.25516,0.00740523,649.902097940445,900.39,67.155
826899,-0.020449757576,1580,908.92,-0.00783875,0.0,2,1.24238,0.0116428,651.5127561092377,908.92,67.2259
828899,-0.016700387001,1582,908.92,-0.011861,0.0,2,1.23852,0.00782552,653.1458685398102,908.92,67.4188
830871,0.0607860684395,1584,908.64,-0.00692977,0.0,2,1.24606,0.0127381,654.7543566226959,908.64,62.6884
833455,0.0128140449524,1587,904.48,-0.0133701,0.0,3,1.24069,0.00971745,656.3713674545288,904.48,92.5517
834922,0.336938500404,1589,902.78,-0.0127542,0.0,2,1.23523,0.00929256,657.9808285236359,902.78,42.5684
836922,0.00568783283234,1591,904.69,-0.0121521,0.0,2,1.24869,0.0104563,659.5903091430664,904.69,66.3826
838922,0.0442844629288,1593,904.69,-0.011983,0.0,2,1.2504,0.00978992,661.1890504360199,904.69,65.5705
841412,0.0350623726845,1596,899.59,-0.0104545,0.0,3,1.23006,0.00808583,662.8025333881378,899.59,98.0415
843331,0.30223107338,1599,888.78,-0.0155552,0.0,3,1.23923,0.0128351,664.4198367595673,888.78,61.7083
845331,0.124983727932,1601,888.78,-0.0110416,0.0,2,1.24012,0.00639193,666.0273630619049,888.78,47.6431
847331,-0.0362240076065,1603,888.78,-0.0123841,0.0,2,1.24155,0.00995866,667.6368894577026,888.78,68.7478
849331,-0.0142788887024,1605,888.78,-0.00661587,0.0,2,1.24679,0.0154958,669.2618854045868,888.78,69.1933
851331,-0.00203669071198,1607,888.78,-0.010697,0.0,2,1.26339,0.0101996,670.8712546825409,888.78,68.9702
853331,0.0105027556419,1609,892.8,-0.0132654,0.0,2,1.27658,0.00654851,672.4806237220764,892.8,64.0975
855331,0.0192918181419,1611,892.8,-0.00935575,0.0,2,1.30249,0.010564,674.089994430542,892.8,66.8985
857331,0.0174620747566,1613,892.8,-0.0112127,0.0,2,1.32941,0.012217,675.6837394237518,892.8,65.4753
859331,0.00011271238327,1615,895.96,-0.0126599,0.0,2,1.31685,0.00893254,677.3087363243103,895.96,69.225
861331,-0.0193532705307,1617,895.96,-0.0117883,0.0,2,1.31116,0.0116083,678.9024801254272,895.96,68.9794
863331,-0.00111448764801,1619,895.96,-0.0096836,0.0,2,1.3034,0.00801839,680.5274765491486,895.96,69.0371
865331,-0.000747561454773,1621,904.29,-0.00907127,0.0,2,1.29955,0.00810604,682.1368453502655,904.29,68.9211
868331,-0.00364303588867,1624,906.69,-0.00642923,0.0,3,1.29577,0.00954237,683.7618410587311,906.69,100.743
870331,-0.000433683395386,1626,906.69,-0.0112905,0.0,2,1.28979,0.0151126,685.3630814552307,906.69,67.9916
872331,-0.000455737113953,1628,906.69,-0.0088134,0.0,2,1.27991,0.00731804,686.981020450592,906.69,68.0722
874331,-0.00573873519897,1630,906.69,-0.0123628,0.0,2,1.28551,0.0150064,688.5854506492615,906.69,68.019
876331,-0.00016713142395,1632,906.69,-0.0102839,0.0,2,1.29017,0.00919157,690.2082102298737,906.69,68.1764
878331,-0.000687956809998,1634,916.6,-0.00993968,0.0,2,1.27381,0.00815621,691.8167328834534,916.6,68.2362
880331,-0.00488865375519,1636,925.62,-0.0080251,0.0,2,1.29083,0.00699287,693.417733669281,925.62,66.4593
882331,-0.00289928913116,1638,925.62,-0.0114077,0.0,2,1.27858,0.00852798,695.0271034240723,925.62,68.3216
884331,-0.00124180316925,1640,925.62,-0.0121253,0.0,2,1.27113,0.00890495,696.6370573043823,925.62,68.3543
886094,-0.000308275222778,1642,923.25,-0.0146076,0.0,2,1.2583,0.00801374,698.238879442215,923.25,62.4999
888094,-0.0635126829147,1644,925.71,-0.0106576,0.0,2,1.26744,0.0101405,699.8649907112122,925.71,69.1894
890094,-0.0143836736679,1646,925.71,-0.0107299,0.0,2,1.26953,0.00719114,701.4579677581787,925.71,67.7187
892488,0.000824749469757,1649,927.11,-0.0123924,0.0,3,1.2643,0.0107383,703.0768010616302,927.11,96.0121
894809,-0.0894597768784,1652,928.32,-0.0106374,0.0,3,1.26467,0.0139147,704.6863322257996,928.32,97.018
896809,-0.00136423110962,1654,928.32,-0.0118185,0.0,2,1.28961,0.00918941,706.302873134613,928.32,65.0837
898583,0.247924208641,1658,906.06,-0.0189026,0.0,4,1.26162,0.0104449,707.9178891181946,906.06,80.5123
900583,-0.06784927845,1660,906.25,-0.0129872,0.0,2,1.25232,0.00697796,709.5272579193115,906.25,66.0662
902583,0.0248478055,1662,913.33,-0.0113963,0.0,2,1.25084,0.00834138,711.1210026741028,913.33,65.132
904583,0.00239658355713,1664,921.93,-0.0162112,0.0,2,1.26059,0.00683891,712.7303726673126,921.93,66.661
906421,0.153857171535,1666,920.31,-0.0183844,0.0,2,1.25969,0.0102257,714.3397433757782,920.31,40.0438
908421,0.00267267227173,1668,920.31,-0.010332,0.0,2,1.24634,0.00977681,715.9491136074066,920.31,68.2266
911146,0.00803595781326,1671,923.48,-0.011923,0.0,3,1.24337,0.0057591,717.558483839035,923.48,77.9614
913146,0.0276220440865,1673,932.47,-0.0106198,0.0,2,1.24616,0.0083915,719.1834788322449,932.47,65.7389
915146,0.0648282766342,1675,932.47,-0.0104235,0.0,2,1.24768,0.00651025,720.7928485870361,932.47,65.1522
917146,-0.0144257545471,1677,932.47,-0.00750844,0.0,2,1.24265,0.00928726,722.4027991294861,932.47,69.3141
919146,-0.0178864002228,1679,932.47,-0.0110221,0.0,2,1.24448,0.00912467,724.020890712738,932.47,68.6799
921049,0.0996380448341,1681,931.5,-0.0166804,0.0,2,1.25072,0.00663513,725.6306126117706,931.5,42.3694
923049,0.0160730481148,1683,931.5,-0.0135017,0.0,2,1.25065,0.00886693,727.2487192153931,931.5,66.5428
925049,-0.00353598594666,1685,931.78,-0.00810524,0.0,2,1.24612,0.00470338,728.8582377433777,931.78,66.5239
926837,-0.0318937301636,1687,933.82,-0.0154412,0.0,2,1.25854,0.00990425,730.4844200611115,933.82,64.1447
928837,0.0279629230499,1689,939.15,-0.00887292,0.0,2,1.24219,0.00641818,732.0935204029083,939.15,67.5248
931837,-0.0343065261841,1692,939.15,-0.0110168,0.0,3,1.23657,0.00698113,733.7027378082275,939.15,101.174
933837,-0.00699639320374,1694,939.15,-0.00997915,0.0,2,1.24995,0.00886014,735.312285900116,939.15,67.5545
935837,-0.00320994853973,1696,944.25,-0.0115438,0.0,2,1.26427,0.00888548,736.9227848052979,944.25,66.6963
937837,-0.0145806074142,1698,947.44,-0.0108939,0.0,2,1.25145,0.00415911,738.5402600765228,947.44,67.1488
939837,0.00187158584595,1700,955.06,-0.00811877,0.0,2,1.2706,0.00745027,740.1529309749603,955.06,67.9496
941417,0.157167851925,1703,940.86,-0.0170971,0.0,3,1.24133,0.00987832,741.7623679637909,940.86,41.4972
943417,0.0152752995491,1705,940.86,-0.0122465,0.0,2,1.22774,0.0145718,743.3709092140198,940.86,68.2965
