EpThisIter,EpLenMean,loss_vf_loss,loss_pol_entpen,EpisodesSoFar,EpRewMean,TimeElapsed,ev_tdlam_before,loss_ent,TimestepsSoFar,loss_kl,loss_pol_surr
94,21.5638297872,0.931977,0.0,94,10.1322765043,3.507054328918457,-0.0798047780991,24.1117,2027,0.0289156,-0.106629
94,21.95,0.635785,0.0,188,10.3709134725,6.740950584411621,0.625717014074,24.0765,4096,0.0245071,-0.104913
78,25.24,0.864654,0.0,266,11.8867493852,9.997654438018799,0.622172057629,24.0157,6138,0.0338859,-0.121631
85,24.09,0.935188,0.0,351,11.3460372377,13.258449792861938,0.682186484337,24.0484,8182,0.0314384,-0.10977
79,25.54,1.02359,0.0,430,12.0718872007,16.52959394454956,0.754798218608,23.9968,10240,0.0362096,-0.124088
68,29.24,1.15979,0.0,498,13.7794408869,19.78847360610962,0.72617021203,23.9432,12259,0.035066,-0.127945
67,30.25,0.918547,0.0,565,14.2559341507,23.042044401168823,0.76934696734,23.9471,14315,0.0377476,-0.133823
55,34.24,0.903647,0.0,620,16.1142607546,26.375471591949463,0.774900749326,23.9107,16347,0.036891,-0.136129
54,37.99,1.04401,0.0,674,17.8420714554,29.682114601135254,0.764443650842,23.8693,18405,0.0376141,-0.139694
47,40.75,0.900558,0.0,721,19.2398917208,33.01186680793762,0.787751927972,23.8069,20463,0.0397131,-0.143221
51,41.95,0.967045,0.0,772,19.8663916404,36.470104455947876,0.785634160042,23.7803,22508,0.0413507,-0.137669
43,43.64,0.577023,0.0,815,20.6590269349,39.835487842559814,0.851945966482,23.732,24554,0.0377373,-0.140694
40,47.3,0.846529,0.0,855,22.569267148,43.157633781433105,0.799019649625,23.6581,26576,0.0438629,-0.146452
40,50.73,0.712907,0.0,895,24.2220932117,46.48468732833862,0.809065699577,23.6189,28665,0.0413106,-0.140384
38,52.61,0.925408,0.0,933,25.0884610707,49.85232138633728,0.816083788872,23.5662,30705,0.0436222,-0.138083
35,55.33,0.693755,0.0,968,26.5237816435,53.210912466049194,0.82400354743,23.5686,32760,0.0402492,-0.141627
36,56.65,0.816667,0.0,1004,27.2519703436,56.53851318359375,0.845523267984,23.5183,34800,0.0413525,-0.141846
34,57.92,0.579626,0.0,1038,27.8555937491,59.90623712539673,0.874342530966,23.4535,36858,0.0438625,-0.13999
32,60.1,0.508886,0.0,1070,28.8671494018,63.256752490997314,0.856702923775,23.4393,38895,0.0428799,-0.139877
33,61.93,0.578831,0.0,1103,29.4950341811,66.58562135696411,0.866703271866,23.3946,40931,0.0460011,-0.138337
35,61.31,0.640014,0.0,1138,29.2533801568,69.95332598686218,0.871887207031,23.3633,42989,0.0442889,-0.143009
31,61.74,0.546329,0.0,1169,29.2637415573,73.32744359970093,0.903467684984,23.2798,45021,0.0452287,-0.142456
31,62.96,0.622288,0.0,1200,30.1989655867,76.66335940361023,0.872688725591,23.2551,47071,0.0450547,-0.142206
31,65.22,0.68955,0.0,1231,31.3557836235,79.99969792366028,0.886641792953,23.2206,49110,0.0471517,-0.139919
28,67.47,0.616869,0.0,1259,32.7000482044,83.35840487480164,0.854106128216,23.1819,51154,0.0498897,-0.145488
29,69.91,0.564742,0.0,1288,33.9955030589,86.72665762901306,0.909520432353,23.1628,53191,0.0463493,-0.141611
29,70.04,0.510637,0.0,1317,33.9622474032,90.09329414367676,0.910330861807,23.1132,55246,0.0453748,-0.141161
29,71.39,0.587471,0.0,1346,34.6820184223,93.48419880867004,0.875705778599,23.0828,57311,0.0541486,-0.142403
28,72.32,0.456865,0.0,1374,34.9931830432,96.90614080429077,0.926833629608,23.0453,59375,0.0493591,-0.142794
27,72.18,0.568767,0.0,1401,35.1274674551,100.3194534778595,0.90689817816,23.0061,61360,0.0451207,-0.143388
28,74.19,0.569494,0.0,1429,35.9328857102,103.71066784858704,0.92627363652,23.013,63467,0.0480176,-0.145297
27,74.23,0.471932,0.0,1456,36.1900255116,107.0849814414978,0.910929255188,22.9527,65486,0.0484536,-0.13958
26,76.21,0.416847,0.0,1482,37.1228737696,110.46271347999573,0.891616731882,22.8906,67534,0.0531468,-0.143473
28,75.09,0.600705,0.0,1510,36.4903085988,113.86695408821106,0.9069577232,22.861,69598,0.0470292,-0.147976
27,75.01,0.531742,0.0,1537,36.678212631,117.28945255279541,0.917776994407,22.8688,71615,0.0531408,-0.145813
27,75.78,0.541837,0.0,1564,37.4468511752,120.66919684410095,0.917764253914,22.8604,73680,0.0498477,-0.136729
23,77.98,0.34686,0.0,1587,38.7158572982,124.05401802062988,0.908942036331,22.8404,75704,0.0534722,-0.135127
26,79.28,0.43534,0.0,1613,39.3201067803,127.46393013000488,0.913633152843,22.8227,77736,0.0512163,-0.135964
26,80.84,0.488075,0.0,1639,40.054988122,130.88203477859497,0.930535323918,22.7616,79856,0.0564529,-0.141735
22,84.5,0.449443,0.0,1661,41.4981724782,134.27283191680908,0.920022301376,22.7272,81890,0.0555603,-0.143082
25,82.74,0.557638,0.0,1686,40.7587504483,137.65462493896484,0.932554803789,22.6933,83895,0.0584605,-0.137061
26,82.71,0.607301,0.0,1712,40.8031518278,141.07039594650269,0.919108606875,22.6401,85936,0.0553958,-0.13848
26,82.6,0.55984,0.0,1738,40.5389697742,144.47585439682007,0.91000957042,22.558,88034,0.0512818,-0.140938
25,79.93,0.487253,0.0,1763,39.3917397776,147.90605974197388,0.916759565473,22.5017,90050,0.0537731,-0.143158
25,80.0,0.653152,0.0,1788,39.0931301257,151.31156992912292,0.921025626361,22.4485,92059,0.0549035,-0.142622
25,80.52,0.539264,0.0,1813,39.0938636647,154.7020239830017,0.902310483158,22.4361,94107,0.0567467,-0.138599
26,81.22,0.51901,0.0,1839,39.4285655135,158.08571314811707,0.914317056537,22.4389,96228,0.0575601,-0.143409
24,82.47,0.407012,0.0,1863,39.8243467993,161.50694513320923,0.937485590577,22.4122,98297,0.0655745,-0.144636
24,83.14,0.427358,0.0,1887,40.1190468737,164.9373495578766,0.927119463682,22.3714,100310,0.0641619,-0.146501
22,85.8,0.43065,0.0,1909,41.4229487834,168.35889649391174,0.905197538435,22.3221,102367,0.0645729,-0.148825
23,87.18,0.366269,0.0,1932,42.3091424429,171.7728500366211,0.927597098053,22.263,104429,0.0609961,-0.147799
23,88.09,0.597197,0.0,1955,42.7912647916,175.20999693870544,0.927511818707,22.2169,106438,0.060734,-0.145634
24,88.81,0.583879,0.0,1979,43.2679054153,178.65558195114136,0.937381438911,22.1753,108477,0.0618309,-0.141366
23,87.87,0.388834,0.0,2002,42.9397774525,182.099050283432,0.910748317838,22.1381,110532,0.0630137,-0.141592
24,87.03,0.45761,0.0,2026,42.8824398777,185.49103093147278,0.952354248613,22.0826,112624,0.0628824,-0.142205
24,86.55,0.354443,0.0,2050,42.8621419831,188.95242142677307,0.94217890501,22.048,114649,0.0633773,-0.137571
22,88.26,0.321205,0.0,2072,43.2763674415,192.37468481063843,0.952887084335,21.9858,116674,0.0593144,-0.147755
24,86.53,0.411429,0.0,2096,42.7466669572,195.80372524261475,0.910583287477,21.9135,118707,0.069346,-0.140583
22,88.1,0.38039,0.0,2118,43.1903830764,199.21027135849,0.936845883727,21.8708,120736,0.0622471,-0.141034
22,89.43,0.422782,0.0,2140,43.6612858981,202.67148351669312,0.906965367496,21.8279,122784,0.075808,-0.143179
22,90.95,0.311594,0.0,2162,44.6041182977,206.1321005821228,0.957156442106,21.7668,124821,0.065693,-0.146335
22,91.94,0.376342,0.0,2184,45.014717506,209.54233169555664,0.939814142883,21.7311,126937,0.0594058,-0.136143
21,94.37,0.345102,0.0,2205,46.3148445194,212.97475171089172,0.924141101539,21.7464,128924,0.0686098,-0.138336
22,93.72,0.426831,0.0,2227,45.8709884825,216.39029121398926,0.939140003175,21.7468,130991,0.0683997,-0.139249
22,95.29,0.516933,0.0,2249,46.6699463844,219.86679673194885,0.937846336514,21.7427,133094,0.0687865,-0.141239
23,93.78,0.410036,0.0,2272,46.0250063115,223.2918577194214,0.923256032169,21.7077,135151,0.0646129,-0.137955
21,93.2,0.475132,0.0,2293,45.3556684918,226.71971797943115,0.941352654248,21.6845,137131,0.0713094,-0.145229
24,91.9,0.459266,0.0,2317,44.729560041,230.18341612815857,0.93706523627,21.6508,139255,0.0703283,-0.14626
19,92.81,0.333453,0.0,2336,45.2428370292,233.62444806098938,0.924652114511,21.6604,141221,0.0704888,-0.142291
21,95.45,0.396313,0.0,2357,46.5484091054,237.08647274971008,0.93656809628,21.6233,143308,0.0690758,-0.142908
23,94.25,0.326348,0.0,2380,45.8741061543,240.5464129447937,0.952554870397,21.5724,145386,0.0717938,-0.144327
22,94.28,0.26248,0.0,2402,46.0774293002,244.0235357284546,0.93537568301,21.5303,147391,0.0670832,-0.142272
22,94.49,0.284347,0.0,2424,46.0582255403,247.4846396446228,0.936195120215,21.5144,149434,0.0689769,-0.137471
23,91.41,0.438087,0.0,2447,44.6001962173,250.9445357322693,0.951538864523,21.4845,151487,0.072887,-0.141735
21,91.89,0.230345,0.0,2468,44.7702849756,254.42956113815308,0.948614466935,21.4457,153513,0.0729934,-0.14605
22,92.9,0.316723,0.0,2490,45.285426253,257.87443947792053,0.947518888861,21.3865,155583,0.0704701,-0.142752
23,93.48,0.365192,0.0,2513,45.6197147583,261.28814005851746,0.947669476271,21.3449,157687,0.0675194,-0.143373
21,93.76,0.305672,0.0,2534,45.740914688,264.7304046154022,0.950826030225,21.2975,159688,0.0809167,-0.14354
22,94.06,0.355853,0.0,2556,45.887829808,268.1740026473999,0.943513728678,21.2782,161787,0.0815235,-0.145056
22,93.08,0.310696,0.0,2578,45.4675757631,271.6164970397949,0.940360344946,21.2748,163760,0.0750452,-0.136526
23,91.48,0.296257,0.0,2601,44.8960268379,275.0618999004364,0.95488094911,21.2703,165814,0.0867339,-0.148291
22,92.38,0.245619,0.0,2623,45.4857864491,278.5312776565552,0.952596120536,21.2007,167918,0.0750127,-0.138232
22,91.77,0.324191,0.0,2645,45.3014603542,282.02591824531555,0.958149246871,21.1796,169934,0.0795301,-0.149357
20,93.77,0.272223,0.0,2665,46.2594062896,285.526819229126,0.941315636039,21.1425,171896,0.0791432,-0.14656
22,94.8,0.302756,0.0,2687,46.6976299126,288.9606583118439,0.953565035015,21.1436,174074,0.0799384,-0.148398
21,95.65,0.340756,0.0,2708,46.9238458636,292.41318678855896,0.940114304423,21.1362,176047,0.0747363,-0.140553
22,95.19,0.257447,0.0,2730,46.6588497983,295.8432755470276,0.959487009794,21.0535,178114,0.0758771,-0.145961
21,96.54,0.255006,0.0,2751,47.66419227,299.290878534317,0.946650009602,21.0167,180166,0.0790738,-0.14399
22,95.69,0.294911,0.0,2773,47.2976777223,302.7266700267792,0.947711423039,21.0263,182225,0.0807946,-0.13876
21,95.29,0.248767,0.0,2794,47.2430312541,306.1792232990265,0.966146994382,20.9679,184252,0.0779295,-0.148759
22,95.37,0.342102,0.0,2816,47.5025377078,309.60066986083984,0.945507582277,20.941,186332,0.0764355,-0.141802
22,95.54,0.38301,0.0,2838,47.38868604,313.0154767036438,0.923036128283,20.8858,188388,0.0870675,-0.132804
20,97.01,0.331139,0.0,2858,47.8793452464,316.4673445224762,0.937001898885,20.8609,190452,0.0881639,-0.149027
20,97.25,0.34498,0.0,2878,47.9790854242,319.92944598197937,0.941515035927,20.7914,192414,0.0845594,-0.144442
23,96.26,0.300402,0.0,2901,47.5940341018,323.3511004447937,0.951810579747,20.7921,194525,0.086193,-0.144884
21,95.88,0.31435,0.0,2922,47.3606012603,326.8123426437378,0.93391072005,20.7239,196545,0.083484,-0.131241
22,94.9,0.305409,0.0,2944,46.839796042,330.28879284858704,0.93704199791,20.6931,198603,0.0860582,-0.140239
20,96.54,0.27739,0.0,2964,47.9768262244,333.72610569000244,0.954743571579,20.6652,200674,0.0878837,-0.149408
18,98.52,0.217961,0.0,2982,48.7912774282,337.17224073410034,0.952410493046,20.6652,202680,0.0865512,-0.149801
21,101.04,0.433344,0.0,3003,50.2767867367,340.64879179000854,0.926745168865,20.6811,204785,0.0835962,-0.13807
22,100.23,0.455567,0.0,3025,50.2019964034,344.1092438697815,0.945186026394,20.6277,206836,0.0822719,-0.142665
20,101.2,0.692378,0.0,3045,50.8600985621,347.54817295074463,0.928318150342,20.6142,208826,0.088235,-0.141345
21,100.57,0.464198,0.0,3066,50.5723944041,350.9912874698639,0.941948875785,20.5904,210919,0.0871866,-0.142729
20,97.8,0.51745,0.0,3086,49.4400939938,354.44475054740906,0.950481005013,20.538,212901,0.08814,-0.144745
21,97.97,0.391509,0.0,3107,49.3598520275,357.90617752075195,0.924852706492,20.5198,214995,0.0868266,-0.146634
21,99.17,0.410885,0.0,3128,49.9511628007,361.32739663124084,0.948057968169,20.5031,217034,0.0912153,-0.146518
20,100.09,0.297086,0.0,3148,50.0958655813,364.79055070877075,0.946816504002,20.451,219113,0.0841723,-0.143896
19,101.73,0.301914,0.0,3167,50.6932029609,368.25787591934204,0.944401495159,20.4485,221168,0.087683,-0.145276
22,100.04,0.461002,0.0,3189,49.793108225,371.7002727985382,0.954753290862,20.4081,223226,0.0913144,-0.144312
19,101.19,0.386961,0.0,3208,50.467434931,375.1634302139282,0.942846115679,20.3744,225223,0.0934898,-0.14687
19,103.35,0.371675,0.0,3227,51.4230508899,378.6169283390045,0.939731989056,20.3186,227247,0.0844789,-0.140709
20,103.1,0.378572,0.0,3247,51.1032492822,382.0783066749573,0.93339638412,20.2849,229310,0.0913375,-0.144049
20,101.7,0.406793,0.0,3267,50.5505993351,385.54656171798706,0.943297959864,20.2323,231338,0.089354,-0.140447
19,104.89,0.308669,0.0,3286,51.984722746,388.9805676937103,0.926650084555,20.2057,233452,0.104212,-0.143361
19,104.26,0.310796,0.0,3305,51.3777777843,392.41676020622253,0.948466096073,20.2296,235375,0.0925285,-0.148766
19,105.28,0.484728,0.0,3324,52.0280808298,395.8821702003479,0.944512736052,20.2243,237473,0.0913698,-0.148583
21,104.71,0.404299,0.0,3345,51.9525916086,399.335706949234,0.95561793074,20.1829,239591,0.0949644,-0.147544
20,104.89,0.371956,0.0,3365,52.0475014465,402.788969039917,0.917617455125,20.1425,241637,0.0980321,-0.14928
21,102.53,0.410857,0.0,3386,51.1798378755,406.24194836616516,0.938672151417,20.0507,243705,0.101801,-0.143013
18,104.4,0.45284,0.0,3404,52.4018495526,409.69581055641174,0.936724811792,20.0286,245719,0.0937985,-0.147324
19,103.28,0.527988,0.0,3423,51.7993142159,413.1580274105072,0.925989203155,20.0335,247720,0.0875325,-0.13926
20,103.67,0.451897,0.0,3443,52.2183587546,416.6176164150238,0.941308028996,19.9675,249791,0.0959492,-0.145678
20,104.34,0.671376,0.0,3463,52.4385462801,420.07713508605957,0.94165604189,19.9111,251857,0.0923787,-0.145225
19,105.03,0.452582,0.0,3482,52.3885723868,423.5950255393982,0.940613888204,19.8946,253780,0.0979212,-0.140144
18,105.91,0.318717,0.0,3500,52.4898158407,427.0139751434326,0.939893566072,19.8148,255842,0.0885026,-0.144636
21,106.17,0.308388,0.0,3521,52.3793482493,430.45181941986084,0.955492399633,19.7644,258036,0.101674,-0.145494
17,107.59,0.325886,0.0,3538,52.7592649242,433.88280987739563,0.939063418657,19.7411,260046,0.100623,-0.148316
20,107.2,0.359303,0.0,3558,52.6271303325,437.32891058921814,0.944812614471,19.7085,262069,0.0968274,-0.145802
18,109.45,0.373613,0.0,3576,53.7682234843,440.76088762283325,0.943942014128,19.7328,264101,0.101736,-0.143658
20,108.26,0.394222,0.0,3596,53.3765959394,444.1998014450073,0.944938573986,19.7171,266219,0.100485,-0.14244
18,108.15,0.310404,0.0,3614,53.2331556693,447.64098596572876,0.961995206773,19.6807,268191,0.0896975,-0.144249
21,105.91,0.347962,0.0,3635,52.2611900677,451.0897173881531,0.945933245122,19.6349,270305,0.0968786,-0.14592
20,105.99,0.353249,0.0,3655,52.2682069841,454.5465667247772,0.934632338583,19.5855,272357,0.100384,-0.136908
19,104.61,0.358154,0.0,3674,51.8534736554,457.99191451072693,0.924197934568,19.5291,274393,0.103272,-0.138138
20,104.11,0.47436,0.0,3694,51.5032982835,461.44500613212585,0.936733849347,19.4926,276444,0.103753,-0.145379
19,103.79,0.447839,0.0,3713,51.7462296926,464.90614318847656,0.955576606095,19.4581,278455,0.115989,-0.153453
19,104.7,0.530536,0.0,3732,52.287400279,468.35082364082336,0.925406038761,19.4743,280487,0.0999683,-0.145448
22,102.82,0.451917,0.0,3754,51.2619967475,471.79668283462524,0.950327832252,19.4324,282566,0.0950873,-0.141394
19,102.97,0.389293,0.0,3773,51.4263575548,475.2724323272705,0.937320947647,19.3787,284625,0.0989343,-0.145735
20,103.6,0.355914,0.0,3793,51.8820881863,478.72264862060547,0.951072670519,19.3569,286720,0.109622,-0.146501
22,100.13,0.358188,0.0,3815,49.936046793,482.1877348423004,0.945684615523,19.3184,288764,0.101503,-0.146254
19,100.16,0.334243,0.0,3834,49.9042989021,485.64137601852417,0.930989257991,19.2957,290734,0.117077,-0.149055
20,102.2,0.429107,0.0,3854,50.7741105169,489.07338786125183,0.916030265391,19.2911,292786,0.0986767,-0.147172
21,100.83,0.387699,0.0,3875,50.2435787335,492.53424644470215,0.934831999242,19.2508,294876,0.104984,-0.142986
20,100.5,0.264438,0.0,3895,49.8022097361,495.99918937683105,0.960479773581,19.2377,296927,0.113402,-0.146631
18,103.59,0.306705,0.0,3913,51.6418993924,499.44011425971985,0.938595414162,19.1664,298927,0.105173,-0.151632
19,104.48,0.290375,0.0,3932,51.9891073785,502.8864097595215,0.962333276868,19.158,300951,0.10181,-0.148627
19,107.12,0.251408,0.0,3951,53.3611451297,506.35107803344727,0.964293558151,19.1384,303036,0.116393,-0.150841
21,104.61,0.277871,0.0,3972,51.9354887353,509.7968661785126,0.963135235012,19.157,305062,0.0980529,-0.147708
18,107.09,0.274421,0.0,3990,53.2941326952,513.2575182914734,0.947643902153,19.1115,307163,0.10945,-0.148036
21,104.84,0.473128,0.0,4011,51.964850981,516.6953353881836,0.949303619564,19.1145,309213,0.0997036,-0.14585
18,105.98,0.36113,0.0,4029,52.3916331092,520.1713721752167,0.933529153466,19.1186,311255,0.103982,-0.146306
19,105.14,0.278073,0.0,4048,52.0246316816,523.6168859004974,0.949406500906,19.0219,313261,0.106043,-0.1465
19,106.64,0.250461,0.0,4067,52.797497066,527.0804104804993,0.944648716599,18.9839,315309,0.117761,-0.151354
19,107.57,0.394115,0.0,4086,53.196208624,530.509363412857,0.948760282248,18.9588,317416,0.104213,-0.144339
