loss_kl,EpRewMean,EpisodesSoFar,TimeElapsed,EpLenMean,loss_vf_loss,TimestepsSoFar,loss_pol_entpen,EpThisIter,loss_pol_surr,loss_ent,ev_tdlam_before
0.025567,1296.25671495,411,359.87492299079895,1000.0,135.539,411000,0.0,2,-0.035869,0.498988,0.180249452591
0.0381707,1298.3460856,413,361.68728971481323,1000.0,143.575,413000,0.0,2,-0.033164,0.483872,0.125699937344
0.0466786,1300.62536512,415,363.5470087528229,1000.0,136.884,415000,0.0,2,-0.0295946,0.465614,0.117552399635
0.0314906,1302.17855336,417,365.3280940055847,1000.0,143.191,417000,0.0,2,-0.0363233,0.430529,0.142506599426
0.031095,1303.89422231,419,367.109393119812,1000.0,131.43,419000,0.0,2,-0.0316365,0.462929,0.110344350338
0.0445635,1305.50570597,421,368.8905577659607,1000.0,137.855,421000,0.0,2,-0.0322252,0.445867,0.284895658493
0.0310025,1307.90996254,423,370.67148208618164,1000.0,138.954,423000,0.0,2,-0.0337984,0.442697,0.131819486618
0.0259857,1310.47128296,425,372.4688720703125,1000.0,138.592,425000,0.0,2,-0.0350015,0.430131,0.119135200977
0.0333823,1311.75609121,428,374.24983525276184,1000.0,191.052,428000,0.0,3,-0.0348043,0.419896,0.0917516350746
0.0301689,1314.48083163,430,376.03096747398376,1000.0,138.876,430000,0.0,2,-0.0343388,0.42402,0.102392017841
0.0377165,1317.43456242,432,377.8118245601654,1000.0,141.942,432000,0.0,2,-0.0316038,0.438178,0.121654808521
0.0290647,1319.47978175,434,379.6088378429413,1000.0,137.043,434000,0.0,2,-0.0347598,0.424201,0.12090408802
0.0367449,1320.8294847,436,381.3905472755432,1000.0,139.607,436000,0.0,2,-0.0293709,0.446806,0.146012783051
0.0745245,1322.24878439,438,383.1718189716339,1000.0,142.777,438000,0.0,2,-0.0372586,0.412796,0.407055437565
0.0409674,1322.33531286,440,384.95283031463623,1000.0,137.546,440000,0.0,2,-0.0316077,0.413915,0.11169219017
0.0471563,1324.13183579,442,386.7501220703125,1000.0,141.131,442000,0.0,2,-0.0332092,0.398063,0.113678753376
0.0331904,1326.23518797,444,388.5315182209015,1000.0,140.329,444000,0.0,2,-0.0291511,0.356368,0.136640071869
0.0414735,1329.18201976,446,390.31244254112244,1000.0,142.295,446000,0.0,2,-0.0303232,0.337679,0.149003267288
0.039339,1332.30243923,448,392.109148979187,1000.0,142.781,448000,0.0,2,-0.0327538,0.335953,0.125809907913
0.042417,1333.40059711,450,393.8903317451477,1000.0,140.475,450000,0.0,2,-0.0281586,0.333313,0.143764436245
0.0343069,1334.8691293,452,395.67153120040894,1000.0,149.91,452000,0.0,2,-0.0369366,0.295956,0.129361569881
0.0311752,1337.3350093,454,397.4688949584961,1000.0,146.862,454000,0.0,2,-0.0331107,0.298867,0.13051879406
0.0281852,1338.85267267,456,399.25127148628235,1000.0,146.925,456000,0.0,2,-0.0350121,0.304932,0.12559735775
0.0356232,1340.63026618,458,401.03120827674866,1000.0,150.599,458000,0.0,2,-0.0337267,0.316052,0.197853565216
