loss_pol_entpen,loss_ent,EpLenMean,EpThisIter,EpRewMean,loss_pol_surr,EpisodesSoFar,loss_kl,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_vf_loss
0.0,-0.455029,863.46,2,8052.84412727,-0.00972222,4511,0.0143966,387.38592505455017,448410,-0.0117493867874,5942.26
0.0,-0.452268,863.46,2,8053.18655902,-0.00277883,4513,0.0163768,389.1361389160156,450410,-0.0247395038605,5946.99
0.0,-0.465822,862.07,2,8040.45482676,-0.012077,4515,0.0162438,390.93187975883484,451832,0.482312679291,3911.82
0.0,-0.483628,872.93,2,8141.96843777,-0.00694454,4517,0.0173833,392.6760814189911,453832,0.00529658794403,5425.83
0.0,-0.501896,864.11,3,8060.04805389,-0.0123006,4520,0.009461,394.4411642551422,455950,0.235737383366,7578.12
0.0,-0.502729,863.51,2,8054.65348872,-0.00256913,4522,0.0116872,396.19169330596924,457890,0.55923435092,3574.45
0.0,-0.497183,863.51,2,8054.87041235,-0.00895365,4524,0.0120867,397.93901109695435,459890,-0.225179791451,6159.13
0.0,-0.496739,863.51,2,8055.05761056,-0.007602,4526,0.0148695,399.7117955684662,461890,-0.000922203063965,5930.28
0.0,-0.514717,873.03,3,8144.13684749,-0.00950474,4529,0.0132054,401.46094155311584,464890,-0.00720942020416,8763.87
0.0,-0.511753,873.03,2,8144.3207634,-0.00552719,4531,0.0226472,403.2119972705841,466890,-0.000157475471497,5902.66
0.0,-0.50534,880.32,2,8212.55891053,-0.00684476,4533,0.00969089,404.96530961990356,468890,-0.000194787979126,5907.41
0.0,-0.493763,892.59,2,8327.20636427,-0.00488578,4535,0.0126535,406.7523832321167,470890,-0.0108137130737,5908.78
0.0,-0.480041,892.59,2,8327.45857948,-0.00643363,4537,0.00770136,408.49696826934814,472890,-0.0134044885635,5912.4
0.0,-0.49152,898.85,2,8386.10067428,-0.00772209,4539,0.0114853,410.2527320384979,474890,0.00013667345047,5913.44
0.0,-0.498873,893.11,3,8332.76960326,-0.0134935,4542,0.00676353,412.0185613632202,476420,0.529011934996,4408.37
0.0,-0.51646,894.57,3,8346.69896886,-0.00606575,4545,0.0208076,413.7666268348694,478815,0.175643324852,8248.85
0.0,-0.511146,894.57,2,8347.00763593,-0.0096149,4547,0.00779676,415.53236746788025,480815,-0.0185581445694,5886.44
0.0,-0.514768,894.57,2,8347.29504455,-0.00989844,4549,0.0152362,417.29932498931885,482815,-0.0108469724655,5766.62
0.0,-0.507027,879.58,4,8207.7456077,-0.00354003,4553,0.0203533,419.050742149353,485316,0.701594084501,1152.76
0.0,-0.509884,879.58,2,8208.01233446,-0.00773333,4555,0.0168846,420.8146388530731,487316,-0.0281528234482,5940.41
0.0,-0.509854,880.75,2,8219.10055101,-0.0105139,4557,0.00960088,422.5748462677002,488803,0.639812707901,3548.07
0.0,-0.494965,880.75,2,8219.38491683,-0.00514869,4559,0.0113799,424.3399193286896,490803,-0.021352648735,5951.93
0.0,-0.49711,880.75,2,8219.68355191,-0.00979366,4561,0.00891592,426.09038066864014,492803,-0.0181813240051,5954.56
0.0,-0.503639,880.75,2,8219.85756559,-0.0103307,4563,0.00945072,427.85648703575134,494803,-0.0114277601242,5960.14
0.0,-0.506277,886.46,4,8273.42226808,-0.00806202,4567,0.0165674,429.6134648323059,497412,0.349817812443,7224.67
0.0,-0.522079,886.46,2,8273.65620389,-0.00733842,4569,0.0089784,431.36299443244934,499412,-0.00967800617218,5935.98
0.0,-0.540323,889.78,2,8304.8248324,-0.0122809,4571,0.0170991,433.1291844844818,501412,-0.00970709323883,5946.49
0.0,-0.530528,879.63,3,8210.25666832,-0.0171911,4574,0.0217741,434.8942184448242,503203,0.72993272543,2224.35
0.0,-0.517411,879.63,2,8210.52644491,-0.00785297,4576,0.00620364,436.6523263454437,505203,-0.0113360881805,5972.61
0.0,-0.494185,879.63,2,8210.75580268,-0.00697005,4578,0.00876178,438.4173107147217,507203,-0.00159776210785,5975.68
0.0,-0.480561,876.7,3,8183.66762848,-0.011025,4581,0.0115013,440.18026781082153,509910,0.241496622562,7633.28
0.0,-0.498776,876.7,2,8183.8008797,-0.00751937,4583,0.0237316,441.93550205230713,511910,-0.138602018356,5361.0
0.0,-0.482077,878.71,2,8202.71024004,-0.00829911,4585,0.0099824,443.6943607330322,513910,-0.0553705692291,5956.93
0.0,-0.499718,878.71,2,8202.8583361,-0.00569066,4587,0.00868008,445.44515466690063,515910,2.02059745789e-05,5872.4
0.0,-0.502816,881.26,2,8226.82076777,-0.0109806,4589,0.00806138,447.21067094802856,517910,-0.00888431072235,5912.65
0.0,-0.523517,881.4,3,8228.27377798,-0.00863912,4592,0.0136363,448.97789096832275,519987,0.335834443569,6241.51
0.0,-0.533294,886.84,2,8279.13105506,-0.0109672,4594,0.0206254,450.7229166030884,521987,0.225047171116,5471.25
0.0,-0.524692,895.46,2,8359.77160295,-0.00819403,4596,0.0118,452.5042631626129,523987,-0.00180792808533,5934.03
0.0,-0.519759,897.62,2,8380.08393465,-0.00704226,4598,0.0101042,454.2543623447418,525987,-0.00126492977142,5815.45
0.0,-0.523065,902.11,2,8422.16505256,-0.00623261,4600,0.0094353,456.01145029067993,527987,-0.00079357624054,5916.47
0.0,-0.507395,902.11,2,8422.24584702,-0.0050161,4602,0.00570574,457.76848578453064,529987,-0.0125668048859,5917.3
0.0,-0.506392,902.11,2,8422.327019,-0.0104858,4604,0.0112943,459.53470969200134,531987,-0.00662899017334,5871.12
0.0,-0.496673,902.11,2,8422.39494423,-0.00554236,4606,0.011115,461.2998695373535,533987,-0.00525081157684,5942.64
0.0,-0.474956,902.11,2,8422.38158679,-0.00659197,4608,0.0105787,463.0512580871582,535987,-0.0123559236526,5940.73
0.0,-0.45417,905.77,2,8456.59041383,-0.00738892,4610,0.0237331,464.814240694046,537987,-0.0301066637039,5966.88
0.0,-0.442231,905.77,2,8456.57930107,-0.0086216,4612,0.0122052,466.60373854637146,539987,-0.00120162963867,5945.26
0.0,-0.451852,905.77,2,8456.53937633,-0.00727739,4614,0.0153396,468.3551001548767,541987,-0.000527858734131,5421.31
0.0,-0.460438,905.43,3,8453.36855397,-0.00664264,4617,0.0236418,470.1245393753052,544375,0.113585352898,7193.9
0.0,-0.447272,914.25,2,8535.73227331,-0.0085644,4619,0.0121032,471.8818528652191,546375,-0.00337994098663,5918.8
0.0,-0.447337,914.25,2,8535.75230154,-0.0084029,4621,0.00801249,473.64263105392456,548375,-0.0702753067017,5972.71
0.0,-0.465533,890.21,5,8311.31293366,-0.0127266,4626,0.0130496,475.39405727386475,550911,0.585566788912,3238.07
0.0,-0.450619,890.21,2,8311.36833002,-0.00870728,4628,0.00872324,477.15909361839294,552911,-0.00400388240814,5936.29
0.0,-0.446535,890.21,2,8311.40186926,-0.0100271,4630,0.00942658,478.90944814682007,554911,0.00522196292877,5269.48
0.0,-0.442959,890.21,2,8311.40839776,-0.0104932,4632,0.0120949,480.6665532588959,556911,-0.0317205190659,6110.22
0.0,-0.459239,890.21,2,8311.41546492,-0.00860926,4634,0.0125413,482.41697907447815,558911,-0.0121086835861,5940.96
0.0,-0.457296,890.21,2,8311.48904379,-0.00293707,4636,0.012618,484.1986496448517,560911,-0.0129507780075,5954.84
0.0,-0.463454,890.21,2,8311.54131781,-0.00755106,4638,0.010474,485.9479970932007,562911,-0.0271278619766,5964.05
0.0,-0.458496,890.21,2,8311.60590364,-0.0042409,4640,0.0126225,487.72248911857605,564911,-0.000181198120117,5950.25
0.0,-0.452491,904.91,2,8448.95408446,-0.00731492,4642,0.00925846,489.4720287322998,566911,-0.000418901443481,5951.91
0.0,-0.461748,904.91,2,8449.00958333,-0.00780194,4644,0.0110163,491.23802065849304,568911,-0.0021675825119,5952.13
0.0,-0.464116,910.96,2,8505.58603614,-0.00946608,4646,0.0115741,492.98843455314636,570911,-0.00616323947906,5952.4
0.0,-0.458941,903.95,3,8440.14660177,-0.00852963,4649,0.0049317,494.75156927108765,573210,0.296036541462,6110.33
0.0,-0.460213,910.35,2,8499.96152506,-0.0143683,4651,0.014377,496.5012047290802,574958,0.59181573987,3780.41
0.0,-0.474933,909.65,3,8493.45939599,-0.00963624,4654,0.00986201,498.26910424232483,577281,0.429237365723,6015.9
0.0,-0.480565,904.84,2,8448.50373161,-0.00937215,4656,0.00688292,500.0348620414734,578800,0.511775553226,3552.23
0.0,-0.480963,909.97,2,8496.44203479,-0.00664757,4658,0.00602951,501.7975323200226,580800,-0.0437568426132,5906.37
0.0,-0.475611,909.97,2,8496.39596159,-0.00487447,4660,0.00958425,503.55661177635193,582800,-0.0263944864273,5919.89
0.0,-0.487047,898.3,4,8387.38891623,-0.00971543,4664,0.00828045,505.3226099014282,585633,0.411252140999,7024.58
0.0,-0.474674,904.64,2,8446.67513554,-0.00697501,4666,0.0143025,507.0885715484619,587633,0.00124925374985,5796.64
0.0,-0.455913,905.15,2,8451.42880776,-0.0142262,4668,0.0144641,508.83866143226624,588927,0.505496889353,3547.39
0.0,-0.458344,897.5,3,8379.96148666,-0.00427716,4671,0.0172809,510.59726190567017,591162,0.535692721605,6106.73
0.0,-0.466275,901.58,3,8418.07975549,-0.00200496,4674,0.0325121,512.3635761737823,593361,0.251902639866,7795.97
0.0,-0.469847,882.36,4,8238.44169708,-0.0128579,4678,0.0114556,514.1126017570496,595439,0.731607824564,5715.23
0.0,-0.481623,885.29,2,8265.84082161,-0.00324045,4680,0.0253265,515.878496170044,597439,0.0363636016846,4162.62
0.0,-0.47438,885.29,2,8265.84647641,-0.00648061,4682,0.00556014,517.6355836391449,599439,-0.0609382390976,6031.1
0.0,-0.480205,885.29,2,8265.88599869,-0.00690405,4684,0.00649325,519.3866691589355,601439,-0.0693937540054,5945.34
0.0,-0.487197,885.29,2,8265.9289189,-0.00871331,4686,0.00656047,521.1584539413452,603439,-0.0153247117996,5944.51
0.0,-0.485409,885.29,2,8265.93561432,-0.00697751,4688,0.0126707,522.9088387489319,605439,-0.00234377384186,5942.07
0.0,-0.486117,885.29,2,8265.98152782,-0.0105481,4690,0.00772219,524.6691627502441,607439,-0.0285249948502,5878.39
0.0,-0.483461,891.11,3,8320.39256439,-0.0119585,4693,0.0143442,526.4175472259521,610098,0.522484540939,3747.56
0.0,-0.476027,891.11,2,8320.48052341,-0.00604915,4695,0.00703936,528.1837396621704,612098,0.0352613329887,5364.52
0.0,-0.491477,891.11,2,8320.53965892,-0.00151522,4697,0.0137927,529.9486956596375,614098,0.00516164302826,5843.18
0.0,-0.491535,891.11,2,8320.56873434,-0.00730171,4699,0.0116941,531.7044947147369,616098,0.0307955741882,5798.12
0.0,-0.490267,891.11,2,8320.58181875,-0.00535062,4701,0.0104632,533.4546942710876,618098,-0.0159393548965,5974.36
0.0,-0.515154,891.11,2,8320.6038184,-0.00676712,4703,0.00643746,535.2383987903595,620098,-0.0209678411484,5962.65
0.0,-0.509933,891.11,2,8320.66497334,-0.00771121,4705,0.0221475,536.987802028656,622098,-0.00282847881317,5985.13
0.0,-0.504054,881.22,3,8228.41450336,-0.00729465,4708,0.0153561,538.7507908344269,624109,0.294649541378,6056.43
0.0,-0.491133,881.22,2,8228.52373266,-0.00726294,4710,0.01491,540.4963846206665,626109,-0.00485217571259,5977.19
0.0,-0.49744,875.37,3,8174.05853614,-0.0100369,4713,0.0158895,542.2447741031647,628524,0.296098411083,6545.73
0.0,-0.489806,865.47,3,8081.82756569,-0.0106183,4716,0.0213329,544.0389013290405,630534,0.212131917477,6301.98
0.0,-0.489079,871.59,2,8139.03220633,-0.0105086,4718,0.011966,545.7960116863251,632534,0.0956835150719,5100.22
0.0,-0.479241,871.59,2,8139.07823075,-0.00348177,4720,0.007434,547.548267364502,634534,-0.023580789566,5951.54
0.0,-0.477802,873.62,2,8158.1347409,-0.00665353,4722,0.0093384,549.2976603507996,636534,-0.0210131406784,5964.36
0.0,-0.488582,881.22,2,8229.19303266,-0.00811243,4724,0.00904955,551.0479717254639,638534,-0.00618779659271,5967.94
0.0,-0.48044,896.23,2,8369.38889497,-0.00729749,4726,0.0094858,552.8138718605042,640534,-0.0048793554306,5956.92
0.0,-0.469998,896.23,2,8369.40436628,-0.00689865,4728,0.00638093,554.5969495773315,642534,-0.0356198549271,5973.17
0.0,-0.467643,896.23,2,8369.38510681,-0.00744116,4730,0.0126204,556.3470497131348,644534,-0.00130844116211,5958.08
0.0,-0.484701,896.23,2,8369.3967135,-0.00947602,4732,0.0158247,558.1137268543243,646534,-0.000955820083618,5958.85
0.0,-0.4869,886.55,3,8278.92342361,-0.00893478,4735,0.00598059,559.8628015518188,648566,0.36467051506,6239.73
0.0,-0.471256,886.55,2,8278.77936308,-0.00792124,4737,0.0150602,561.6214365959167,650566,-0.104777693748,5907.0
0.0,-0.476317,886.55,2,8278.62637532,-0.00900859,4739,0.0273982,563.3798661231995,652566,-0.138401269913,5914.88
0.0,-0.460859,886.55,2,8278.45360445,-0.00995777,4741,0.0163946,565.1453237533569,654566,-0.009810090065,5878.95
0.0,-0.454002,886.31,2,8276.07278512,-0.0088392,4743,0.0110602,566.9260911941528,656542,0.338036000729,4130.23
0.0,-0.435913,886.31,2,8275.96067637,-0.00966643,4745,0.0154641,568.6685552597046,658542,-0.0487172603607,5933.55
0.0,-0.419436,878.39,3,8201.82991571,-0.00684153,4748,0.0167861,570.4325830936432,660750,0.240874171257,6401.24
0.0,-0.417674,880.47,3,8221.19363993,-0.00469202,4751,0.0128684,572.1839835643768,663005,0.398910880089,6645.3
0.0,-0.426235,880.47,2,8221.12242609,-0.0100511,4753,0.0145681,573.9645726680756,665005,-0.0303212404251,5749.99
0.0,-0.428243,886.79,2,8280.10453515,-0.0114198,4755,0.0145205,575.7073919773102,666960,0.42334228754,3566.87
0.0,-0.441982,891.6,2,8324.97958664,-0.00827765,4757,0.0155751,577.4723970890045,668960,-0.000783562660217,5954.51
0.0,-0.472431,891.6,2,8324.95844024,-0.0118004,4759,0.00862474,579.2228195667267,670960,-0.126175761223,6238.51
0.0,-0.483494,891.6,2,8324.9062944,-0.00607091,4761,0.0137137,580.9880299568176,672960,-0.0456951856613,5997.3
0.0,-0.486587,897.45,3,8379.53293784,-0.00963419,4764,0.0114408,582.7509305477142,675378,0.397204220295,6577.99
0.0,-0.496036,897.45,2,8379.50954639,-0.00901338,4766,0.0157616,584.5112028121948,677378,-0.000713467597961,5635.04
0.0,-0.494368,904.51,2,8445.48766034,-0.0090013,4768,0.00729858,586.2626118659973,679378,-0.0047504901886,5920.93
0.0,-0.497835,904.51,2,8445.49319768,-0.00501814,4770,0.0178792,588.0269100666046,681378,-0.0271193981171,5964.82
0.0,-0.47419,912.16,2,8516.97758789,-0.00571274,4772,0.0069347,589.7838628292084,683378,-0.003777384758,5924.38
0.0,-0.466927,920.17,2,8591.82879354,-0.0111632,4774,0.0181517,591.5510959625244,685378,-0.00465703010559,5925.5
0.0,-0.439148,931.68,2,8699.42804418,-0.00920096,4776,0.015305,593.3018100261688,687378,-0.000385761260986,5937.27
0.0,-0.451835,939.39,2,8771.47553844,-0.00931981,4778,0.00509807,595.068452835083,689378,-0.00236988067627,5937.17
0.0,-0.461016,939.02,2,8767.98776608,-0.00962873,4780,0.00861748,596.8301899433136,691341,0.309540092945,4755.85
0.0,-0.452763,939.02,2,8768.04043969,-0.00487989,4782,0.0160223,598.5955896377563,693341,-0.019212603569,5954.84
0.0,-0.440499,939.02,2,8768.10757227,-0.00504707,4784,0.0107844,600.3479523658752,695341,-0.0553461313248,5970.8
0.0,-0.427091,939.02,3,8768.20862324,-0.00749758,4787,0.0132529,602.1125366687775,698341,0.000196695327759,8289.89
0.0,-0.426565,913.12,4,8526.28449194,-0.0143344,4791,0.0144066,603.8631503582001,699751,0.635641187429,4826.42
0.0,-0.416584,916.53,2,8558.2306124,-0.00652137,4793,0.00601703,605.6327097415924,701751,-0.0798690319061,5661.96
0.0,-0.432928,916.53,2,8558.23964609,-0.00701846,4795,0.0295231,607.3945219516754,703751,-0.0527714490891,5969.59
0.0,-0.420184,916.53,2,8558.27867938,-0.00791534,4797,0.00878159,609.1439783573151,705751,0.0585693717003,3907.32
0.0,-0.44433,916.53,2,8558.35668151,-0.00696688,4799,0.0106579,610.9100098609924,707751,-0.0312212705612,6152.5
0.0,-0.456651,916.53,2,8558.42853442,-0.0110802,4801,0.0198159,612.6671271324158,709751,-0.00159537792206,5903.48
0.0,-0.462839,916.53,2,8558.51708062,-0.00864978,4803,0.010885,614.4165327548981,711751,-0.00531268119812,5933.89
0.0,-0.452088,916.53,3,8558.5704218,-0.00667053,4806,0.00674474,616.1689310073853,714751,-0.00883316993713,8727.18
0.0,-0.466898,918.95,2,8581.19369505,-0.0137625,4808,0.0143188,617.93314909935,716004,0.428303778172,3818.52
0.0,-0.451185,918.95,2,8581.26052557,-0.00940765,4810,0.00853905,619.6909956932068,718004,0.243718743324,3605.06
0.0,-0.47104,924.8,2,8636.03712306,-0.00618833,4812,0.0137049,621.4403438568115,720004,-0.0655728578568,6119.48
0.0,-0.487841,924.8,2,8636.1658559,-0.00921963,4814,0.00964144,623.1975240707397,722004,-0.0389691591263,5969.85
0.0,-0.491632,918.14,4,8574.04229084,-0.0106122,4818,0.0119826,624.9554517269135,724348,0.288339138031,7847.86
0.0,-0.51019,915.21,2,8546.82242558,-0.0129635,4820,0.0186385,626.7356190681458,726055,0.309484958649,4678.48
0.0,-0.524649,909.41,3,8492.83445914,-0.0118239,4823,0.00851336,628.5014078617096,728475,0.260038793087,7465.08
0.0,-0.560737,909.41,2,8493.0151622,-0.00740657,4825,0.0128779,630.2685294151306,730475,-0.00574350357056,5883.09
0.0,-0.555735,909.41,2,8493.25305802,-0.00461179,4827,0.00535285,632.0196232795715,732475,-0.0120422840118,5929.3
0.0,-0.558932,909.41,2,8493.50780847,-0.00288161,4829,0.0102445,633.7825281620026,734475,-0.00162148475647,5931.92
0.0,-0.562948,909.41,2,8493.7131454,-0.00950983,4831,0.011119,635.5417501926422,736475,-0.0773593187332,5957.53
0.0,-0.564883,909.41,2,8493.93822117,-0.00359248,4833,0.00676831,637.3151361942291,738475,-0.00305867195129,5935.46
0.0,-0.559613,919.09,2,8584.56375134,-0.00429487,4835,0.0175547,639.0655179023743,740475,0.00118750333786,5906.76
0.0,-0.542253,919.09,2,8584.86357309,-0.00889729,4837,0.0128473,640.8314893245697,742475,0.0130424499512,5681.38
0.0,-0.563978,857.44,9,8009.61819179,-0.0139785,4846,0.0159632,642.5895729064941,745286,0.806021690369,6004.09
0.0,-0.581604,853.54,3,7973.3478133,-0.0115788,4849,0.0196044,644.3545079231262,747104,0.807868182659,2353.3
0.0,-0.590953,860.99,2,8043.10051705,-0.00825787,4851,0.0175451,646.1197180747986,749104,0.054122030735,6249.06
0.0,-0.613241,860.99,2,8043.31544088,-0.0085728,4853,0.00537271,647.8856256008148,751104,0.0318809151649,5396.78
0.0,-0.606157,861.44,2,8047.75114304,-0.00397081,4855,0.00655352,649.6431906223297,753104,-0.0354033708572,5973.61
0.0,-0.607522,861.44,2,8047.97014631,-0.0040222,4857,0.0155758,651.3934433460236,755104,0.000528752803802,5952.53
0.0,-0.607607,853.82,3,7976.98606792,-0.0114323,4860,0.00681444,653.1764130592346,757342,0.352927148342,4530.4
0.0,-0.609073,849.33,2,7935.18210637,-0.0056656,4862,0.0134107,654.944881439209,758893,0.53616297245,3491.18
0.0,-0.601678,855.15,2,7989.71869197,-0.00752696,4864,0.0120792,656.7052662372589,760893,0.00295913219452,5433.27
0.0,-0.620204,855.15,3,7989.96469559,-0.00839359,4867,0.00558469,658.4728899002075,763893,-0.0538877248764,8878.82
0.0,-0.602379,855.15,2,7990.12369494,-0.00675108,4869,0.0173131,660.2217900753021,765893,-0.00139629840851,6137.12
0.0,-0.594395,855.15,2,7990.26710411,-0.0022585,4871,0.00803189,661.987555027008,767893,-0.00914990901947,5933.35
0.0,-0.591803,855.15,2,7990.39314766,-0.00236789,4873,0.0203722,663.7511503696442,769893,-0.00704407691956,5916.26
0.0,-0.601004,855.15,2,7990.55322576,-0.00883342,4875,0.00749525,665.5279867649078,771893,-0.0051748752594,5911.54
0.0,-0.590551,855.15,2,7990.64514117,-0.0105247,4877,0.00663608,667.2770125865936,773893,0.00386476516724,4371.68
0.0,-0.576482,855.52,2,7994.26955329,-0.00768059,4879,0.0248733,669.0422523021698,775893,-0.0457836389542,5986.57
0.0,-0.579786,855.52,2,7994.33396849,-0.00858508,4881,0.0131455,670.8004994392395,777893,0.00673282146454,5682.51
0.0,-0.573734,855.52,2,7994.35957942,-0.0022503,4883,0.0165711,672.566517829895,779893,-0.0741152763367,6221.73
0.0,-0.576788,849.59,3,7938.91663533,-0.00939099,4886,0.0213259,674.3321883678436,782300,0.365714967251,6697.63
0.0,-0.572466,858.63,2,8023.43876962,-0.00433195,4888,0.00454508,676.0974051952362,784300,0.00622123479843,5843.6
0.0,-0.544149,875.49,2,8181.05540293,-0.00883286,4890,0.0106599,677.8483061790466,786300,0.0570765137672,5604.02
0.0,-0.514054,875.49,2,8181.0891166,-0.00654941,4892,0.00908808,679.6210436820984,788300,-0.0107324123383,5819.55
0.0,-0.528395,869.89,2,8128.74948571,-0.0105339,4894,0.0108377,681.3711047172546,789740,0.26212143898,4774.4
0.0,-0.535781,869.89,2,8128.69329947,-0.00905968,4896,0.0110444,683.1358399391174,791740,-0.0978288650513,5744.86
0.0,-0.540735,869.89,2,8128.66738053,-0.00635563,4898,0.00947794,684.8958556652069,793740,0.0141133069992,5693.27
0.0,-0.547687,849.5,4,7938.08061526,-0.00865766,4902,0.00953511,686.6569640636444,795701,0.509039700031,4937.07
0.0,-0.529173,835.87,4,7810.67946668,-0.00686163,4906,0.00735069,688.4266996383667,798338,0.644902408123,6441.04
0.0,-0.525978,832.03,3,7774.75279042,-0.0107468,4909,0.00626255,690.1809453964233,800207,0.609701812267,5786.84
0.0,-0.531908,831.79,2,7772.43082877,-0.00643721,4911,0.00624616,691.9542536735535,802183,0.670322954655,3765.9
0.0,-0.553463,821.09,3,7672.25802941,-0.0163592,4914,0.0115694,693.7354171276093,804113,0.626159459352,5036.2
0.0,-0.554452,829.68,2,7752.54669097,-0.00494136,4916,0.00725501,695.5112795829773,806113,-0.0586535930634,6049.16
0.0,-0.571118,837.65,2,7827.06180058,-0.00702011,4918,0.00832357,697.2758839130402,808113,0.0325357913971,6587.54
0.0,-0.572844,829.25,4,7748.42664719,-0.0111809,4922,0.00833386,699.0414681434631,810980,0.494172751904,7193.3
0.0,-0.569965,835.05,2,7802.64157582,-0.0043705,4924,0.012686,700.8009865283966,812980,-0.0298974514008,5962.4
0.0,-0.582115,835.05,2,7802.5828806,-0.00941301,4926,0.0137683,702.5510630607605,814980,-0.0125172138214,5812.84
0.0,-0.606988,835.05,2,7802.5519882,-0.00686212,4928,0.0060981,704.3168134689331,816980,-0.0152963399887,5936.13
0.0,-0.618554,809.27,4,7561.45377672,-0.0140973,4932,0.0125015,706.0667576789856,818402,0.512639582157,6536.97
0.0,-0.624651,803.63,3,7508.69025244,-0.00783849,4935,0.0056591,707.8330154418945,820838,0.342009961605,7465.41
0.0,-0.620917,803.63,2,7508.7189691,-0.00880556,4937,0.0152932,709.5921382904053,822838,0.0308256745338,4966.02
0.0,-0.602285,809.38,2,7562.56007596,-0.00642171,4939,0.012432,711.3519139289856,824838,-0.00339782238007,5929.9
0.0,-0.601726,826.86,2,7725.99242451,-0.00735895,4941,0.00630932,713.1183903217316,826838,-0.0317478179932,5897.72
0.0,-0.581027,842.76,2,7874.68092004,-0.00434035,4943,0.00943984,714.8739576339722,828838,-0.0243281126022,5983.12
0.0,-0.589611,857.67,2,8014.08485737,-0.00757144,4945,0.0198174,716.6382834911346,830838,-0.00740039348602,6022.44
0.0,-0.575805,865.52,2,8087.47355327,-0.0112025,4947,0.0149612,718.4073722362518,832838,-0.00232470035553,6004.04
0.0,-0.565264,877.34,2,8198.00889463,-0.00686246,4949,0.00972023,720.1592137813568,834838,-0.00837433338165,6009.42
0.0,-0.553788,877.34,2,8198.02524146,-0.0054338,4951,0.00714046,721.92613530159,836838,-0.00582611560822,6018.05
0.0,-0.557413,877.34,2,8197.96777501,-0.00490191,4953,0.0157214,723.6832551956177,838838,-0.0134975910187,6014.07
0.0,-0.547054,875.82,3,8183.61875355,-0.00658913,4956,0.00758686,725.4498190879822,841686,0.290515124798,6864.43
0.0,-0.559511,877.29,2,8197.29066625,-0.00954762,4958,0.0183899,727.2154350280762,843686,-0.0937118530273,6039.54
0.0,-0.571424,883.44,2,8254.72000806,-0.00374865,4960,0.0169287,728.9806017875671,845686,-0.00115323066711,5979.56
0.0,-0.57971,878.71,3,8210.42427504,-0.0115739,4963,0.011035,730.7391769886017,847764,0.267732620239,7400.96
0.0,-0.56274,878.71,2,8210.32172045,-0.00580794,4965,0.0149461,732.5041286945343,849764,-0.0113594532013,5941.31
0.0,-0.590617,873.9,2,8165.27203291,-0.0174071,4967,0.0166219,734.268805027008,851283,0.441759645939,2831.14
0.0,-0.592927,873.9,2,8165.17996678,-0.0121707,4969,0.0149098,736.0344753265381,853283,-0.180707812309,6086.37
0.0,-0.586461,873.9,2,8165.09999936,-0.00698353,4971,0.00957221,737.7989645004272,855283,-0.00298416614532,5964.95
0.0,-0.581221,839.27,6,7841.20563116,-0.0138315,4977,0.0112997,739.5425822734833,857820,0.54845136404,4962.3
0.0,-0.584723,835.78,2,7808.48668859,-0.0092569,4979,0.0238447,741.3071341514587,859471,0.468140244484,3385.16
0.0,-0.57567,835.78,2,7808.43940741,-0.00855352,4981,0.00736352,743.0582709312439,861471,-0.0155673027039,5138.4
0.0,-0.564007,835.78,2,7808.40631198,-0.00618519,4983,0.0159956,744.8311769962311,863471,-0.0226296186447,5998.01
0.0,-0.543978,835.78,2,7808.41532079,-0.00661768,4985,0.0149657,746.5789840221405,865471,-0.0804880857468,6127.77
0.0,-0.547165,836.96,3,7819.35767196,-0.0113953,4988,0.0118887,748.331964969635,867996,0.22087174654,7321.81
0.0,-0.556143,836.96,2,7819.29720839,-0.00481079,4990,0.0298892,750.0971031188965,869996,-0.00354599952698,5854.17
0.0,-0.573332,836.96,2,7819.25754839,-0.0120417,4992,0.00859972,751.8623163700104,871996,-0.0359772443771,4955.7
0.0,-0.588918,842.56,2,7871.59785405,-0.0100032,4994,0.0100857,753.6204123497009,873996,0.010027050972,5727.5
0.0,-0.583889,842.56,2,7871.70118002,-0.00534155,4996,0.0203546,755.3809108734131,875996,-0.00325441360474,5961.54
0.0,-0.606249,832.72,4,7779.66771805,-0.0153782,5000,0.0134342,757.1347835063934,878135,0.49939930439,7160.46
0.0,-0.599966,831.99,3,7772.83117128,-0.0100951,5003,0.017392,758.8867537975311,879900,0.624854207039,4520.57
0.0,-0.598953,837.51,2,7824.38465459,-0.0111505,5005,0.0209799,760.6450464725494,881900,-0.0690109729767,5990.47
0.0,-0.579372,851.17,2,7952.04652292,-0.00585091,5007,0.0102345,762.3950774669647,883900,-0.0143308639526,5976.61
0.0,-0.590338,856.93,2,8005.94286931,-0.00623285,5009,0.00742045,764.1659986972809,885900,-0.00200986862183,5970.7
0.0,-0.590238,857.17,2,8008.24811346,-0.00647535,5011,0.00944664,765.9174056053162,887900,0.00740003585815,5299.13
0.0,-0.603588,863.78,2,8070.1085673,-0.0104607,5013,0.0086784,767.6751964092255,889888,0.385577559471,4104.3
0.0,-0.608858,867.75,3,8107.26967158,-0.0108033,5016,0.00822247,769.4401059150696,892888,0.050175845623,7118.81
0.0,-0.608289,867.75,2,8107.27976164,-0.00965356,5018,0.0094974,771.2069900035858,894888,-0.0720164775848,5988.88
0.0,-0.616809,869.08,2,8119.77121565,-0.0115004,5020,0.015379,772.9894952774048,896888,0.052856862545,5293.43
