EpRewMean,EpisodesSoFar,loss_vf_loss,ev_tdlam_before,loss_ent,loss_pol_surr,EpLenMean,loss_pol_entpen,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed
1000.0,1159,69.7487,0.119754552841,0.905516,-0.00348538,1000.0,0.0,2,449686,0.00767741,361.3593518733978
1000.0,1161,43.1169,0.879945203662,0.920299,-0.00483029,1000.0,0.0,2,451686,0.00783194,362.9839406013489
1000.0,1163,71.5471,0.263376772404,0.915628,-0.00705386,1000.0,0.0,2,453686,0.00616099,364.6256060600281
1000.0,1166,68.9609,0.212710559368,0.915643,-0.00273493,1000.0,0.0,3,456686,0.00392394,366.281564950943
1000.0,1168,65.8279,0.071565926075,0.924948,-0.00396623,1000.0,0.0,2,458686,0.00404337,367.9381802082062
1000.0,1170,17.7353,0.584953784943,0.93462,-0.0101147,1000.0,0.0,2,460686,0.00696099,369.57775354385376
1000.0,1172,65.5676,0.0782559514046,0.936319,-0.00701822,1000.0,0.0,2,462686,0.00361798,371.2201132774353
1000.0,1174,73.3085,0.016731441021,0.929785,-0.00275231,1000.0,0.0,2,464686,0.00706873,372.87501764297485
1000.0,1176,65.3372,0.102756261826,0.939703,-0.00601086,1000.0,0.0,2,466686,0.00693513,374.516499042511
1000.0,1178,69.0119,0.0900075435638,0.944159,-0.00548987,1000.0,0.0,2,468686,0.010819,376.1407105922699
1000.0,1180,72.921,0.00150412321091,0.939055,-0.00495576,1000.0,0.0,2,470686,0.00924737,377.78110098838806
1000.0,1182,72.7205,-0.00997138023376,0.941946,-0.0043337,1000.0,0.0,2,472686,0.00608355,379.4228196144104
1000.0,1184,71.9438,-0.00146496295929,0.928604,-0.00415496,1000.0,0.0,2,474686,0.0141749,381.0777156352997
1000.0,1186,70.9099,-0.00674390792847,0.923331,-0.0051723,1000.0,0.0,2,476686,0.00661117,382.7045772075653
1000.0,1188,70.496,-0.00454950332642,0.919004,-0.00489832,1000.0,0.0,2,478686,0.00947819,384.344530582428
1000.0,1190,70.1637,0.00154542922974,0.923336,-0.00267629,1000.0,0.0,2,480686,0.00269575,385.98488545417786
1000.0,1192,69.6531,-0.000629305839539,0.929824,-0.00375213,1000.0,0.0,2,482686,0.00441069,387.6281135082245
1000.0,1194,69.4181,-0.00954389572144,0.926537,-0.00549325,1000.0,0.0,2,484686,0.00825057,389.2733635902405
1000.0,1196,69.3446,-0.00151288509369,0.923831,-0.00496504,1000.0,0.0,2,486686,0.00514296,390.9223303794861
1000.0,1198,69.0362,-0.000608325004578,0.92274,-0.00568399,1000.0,0.0,2,488686,0.00863037,392.57899165153503
1000.0,1200,68.1399,0.00493460893631,0.921873,-0.00719022,1000.0,0.0,2,490686,0.0149902,394.2187020778656
1000.0,1202,60.5494,0.0555127263069,0.926453,-0.0059253,1000.0,0.0,2,492686,0.00929406,395.85912680625916
1000.0,1204,68.9203,-0.0110486745834,0.929913,-0.0064243,1000.0,0.0,2,494686,0.0111743,397.49970602989197
1000.0,1206,69.2194,-0.0108370780945,0.938971,-0.00293628,1000.0,0.0,2,496686,0.00570021,399.1410472393036
1000.0,1209,88.2091,0.0193969011307,0.941069,-0.0054388,1000.0,0.0,3,499686,0.0097756,400.7820966243744
1000.0,1211,70.9822,0.00888109207153,0.950636,-0.00875633,1000.0,0.0,2,501686,0.00990344,402.42146134376526
1000.0,1213,66.5359,0.0414499640465,0.950605,-0.0042133,1000.0,0.0,2,503686,0.00413828,404.0627086162567
1000.0,1215,67.8652,-0.00248551368713,0.953674,-0.00524169,1000.0,0.0,2,505686,0.00838574,405.7027246952057
1000.0,1217,68.1574,-0.00872600078583,0.930351,-0.00800163,1000.0,0.0,2,507686,0.0119878,407.3433220386505
1000.0,1219,67.8537,0.00538122653961,0.925505,-0.00557094,1000.0,0.0,2,509686,0.0037181,408.98588514328003
1000.0,1221,68.1822,-0.00850653648376,0.929771,-0.00348856,1000.0,0.0,2,511686,0.00981754,410.6290514469147
1000.0,1223,67.8718,0.00374382734299,0.922773,-0.00133231,1000.0,0.0,2,513686,0.0169838,412.2671468257904
1000.0,1225,68.5313,-0.00150322914124,0.954424,-0.00491694,1000.0,0.0,2,515686,0.0124882,413.9064016342163
1000.0,1227,68.4413,-0.00495767593384,0.959961,-0.00586537,1000.0,0.0,2,517686,0.0149646,415.54803562164307
1000.0,1229,68.3719,-0.00224947929382,0.974264,-0.00551342,1000.0,0.0,2,519686,0.00747874,417.1874577999115
1000.0,1231,68.1602,0.000533044338226,0.955502,-0.00778301,1000.0,0.0,2,521686,0.00849155,418.82868099212646
1000.0,1233,68.4013,-0.00451624393463,0.976526,-0.00399038,1000.0,0.0,2,523686,0.00742808,420.4686393737793
1000.0,1235,68.482,-0.000517606735229,0.973345,-0.00408197,1000.0,0.0,2,525686,0.00833808,422.10961413383484
1000.0,1237,68.5197,-0.000846385955811,0.966898,-0.005179,1000.0,0.0,2,527686,0.0101268,423.7658019065857
1000.0,1239,68.6016,-0.000338792800903,0.973109,-0.00485244,1000.0,0.0,2,529686,0.0148808,425.39801502227783
1000.0,1241,68.4751,-0.00143229961395,0.975087,-0.00358477,1000.0,0.0,2,531686,0.00250883,427.04835391044617
1000.0,1243,68.2592,0.000164985656738,0.996292,-0.00420901,1000.0,0.0,2,533686,0.00603811,428.70326018333435
1000.0,1245,67.8621,-0.00100219249725,1.00258,-0.00310144,1000.0,0.0,2,535686,0.00961599,430.37486362457275
1000.0,1247,68.3787,-0.00243651866913,1.00976,-0.00552108,1000.0,0.0,2,537686,0.0109727,432.0630679130554
1000.0,1249,67.6212,-0.0042290687561,1.01036,-0.00568629,1000.0,0.0,2,539686,0.00593964,433.7652928829193
1000.0,1252,90.3704,-0.00399661064148,1.00123,-0.00584374,1000.0,0.0,3,542686,0.00392917,435.4684507846832
1000.0,1254,68.0976,-0.0411098003387,1.00131,-0.00509594,1000.0,0.0,2,544686,0.00881677,437.17188787460327
1000.0,1256,43.6456,0.0290917158127,0.986058,-0.00617807,1000.0,0.0,2,546686,0.00577655,438.84340357780457
1000.0,1258,67.7186,0.00527060031891,0.985142,-0.00598911,1000.0,0.0,2,548686,0.00372745,440.54969692230225
1000.0,1260,66.8386,0.0145661234856,0.971239,-0.00309644,1000.0,0.0,2,550686,0.00284601,442.2184371948242
1000.0,1262,67.1115,-0.0436455011368,0.975233,-0.00759088,1000.0,0.0,2,552686,0.00879012,443.9061312675476
1000.0,1264,67.0913,-0.00783586502075,0.971214,-0.00593529,1000.0,0.0,2,554686,0.00719972,445.6092939376831
1000.0,1266,67.8949,-0.00491988658905,0.996494,-0.00474198,1000.0,0.0,2,556686,0.00785812,447.280987739563
1000.0,1268,67.6763,-0.0157558917999,0.997444,-0.00182816,1000.0,0.0,2,558686,0.00797817,448.9379394054413
1000.0,1270,67.9114,-0.00340068340302,0.998695,-0.00515074,1000.0,0.0,2,560686,0.0105136,450.5626153945923
1000.0,1272,66.1421,0.0110027194023,1.00365,-0.00569489,1000.0,0.0,2,562686,0.0057184,452.2193627357483
1000.0,1274,67.6343,0.000942528247833,1.00572,-0.00997968,1000.0,0.0,2,564686,0.0142144,453.8436236381531
1000.0,1276,68.9646,-0.00356698036194,1.01616,-0.00467485,1000.0,0.0,2,566686,0.00684214,455.484254360199
1000.0,1278,63.8839,0.0111566185951,1.0209,-0.00409166,1000.0,0.0,2,568686,0.00421542,457.12594199180603
1000.0,1280,69.5647,-0.017303109169,0.997265,-0.00417194,1000.0,0.0,2,570686,0.00785581,458.7654185295105
1000.0,1282,69.4516,-0.000887870788574,0.972162,-0.00523272,1000.0,0.0,2,572686,0.00609275,460.40671849250793
1000.0,1284,50.6856,0.122067034245,0.981521,-0.00865953,1000.0,0.0,2,574686,0.0149568,462.04807353019714
1000.0,1286,62.8358,0.127806246281,0.973854,-0.00299938,1000.0,0.0,2,576686,0.0024684,463.7032494544983
1000.0,1288,66.3999,0.0536794662476,0.980238,-0.00689531,1000.0,0.0,2,578686,0.00646038,465.3438367843628
1000.0,1290,68.8517,-0.043380856514,0.973318,-0.00520061,1000.0,0.0,2,580686,0.00814415,466.9999361038208
1000.0,1292,66.3464,-0.00511276721954,0.967571,-0.00854665,1000.0,0.0,2,582686,0.00651031,468.625207901001
1000.0,1295,79.6219,0.0152803063393,0.96887,-0.006014,1000.0,0.0,3,585686,0.0101509,470.28132677078247
1000.0,1297,64.3602,0.024708211422,0.953659,-0.00510562,1000.0,0.0,2,587686,0.00915594,471.9219899177551
1000.0,1299,68.0351,0.0485085844994,0.93775,-0.00538264,1000.0,0.0,2,589686,0.0112402,473.5626301765442
1000.0,1301,66.6348,-0.00369250774384,0.965979,-0.00633681,1000.0,0.0,2,591686,0.00782192,475.20306396484375
1000.0,1303,68.9077,-0.0417069196701,0.982457,-0.00453605,1000.0,0.0,2,593686,0.00864007,476.84361481666565
1000.0,1305,66.8232,0.0170928239822,0.987654,-0.00614391,1000.0,0.0,2,595686,0.00737326,478.474237203598
1000.0,1307,69.2195,-0.0143810510635,0.983507,-0.00690517,1000.0,0.0,2,597686,0.00717051,480.12523078918457
1000.0,1309,68.92,-0.0137379169464,0.972504,-0.00311777,1000.0,0.0,2,599686,0.00269159,481.7656066417694
1000.0,1311,68.8965,-0.000172138214111,0.968875,-0.00422217,1000.0,0.0,2,601686,0.00660916,483.3905737400055
1000.0,1313,68.9289,-0.029105424881,0.966276,-0.00505831,1000.0,0.0,2,603686,0.00809847,485.04641938209534
1000.0,1315,67.3241,0.00306344032288,0.958141,-0.00324453,1000.0,0.0,2,605686,0.0055134,486.70449590682983
1000.0,1317,68.1273,0.00543135404587,0.946559,-0.00300062,1000.0,0.0,2,607686,0.00453364,488.3590838909149
1000.0,1319,67.6546,0.00758326053619,0.940883,-0.00418983,1000.0,0.0,2,609686,0.00764438,490.0006709098816
1000.0,1321,68.4542,-0.0172834396362,0.955786,-0.00397863,1000.0,0.0,2,611686,0.00757286,491.65462279319763
1000.0,1323,68.4207,-0.0125380754471,0.943252,-0.00626549,1000.0,0.0,2,613686,0.00632705,493.2816367149353
1000.0,1325,65.7561,-0.0011522769928,0.952721,-0.00546657,1000.0,0.0,2,615686,0.00592146,494.921902179718
1000.0,1327,66.6599,0.0336239933968,0.944492,-0.00735753,1000.0,0.0,2,617686,0.00801333,496.56822681427
1000.0,1329,69.4764,-0.0102968215942,0.965082,-0.00394005,1000.0,0.0,2,619686,0.00852529,498.2192134857178
1000.0,1331,68.7655,-0.0301440954208,0.957901,-0.00684359,1000.0,0.0,2,621686,0.00696611,499.84404277801514
1000.0,1333,68.7374,-0.00797235965729,0.944254,-0.00509603,1000.0,0.0,2,623686,0.00824749,501.4846918582916
1000.0,1336,100.502,-0.00393950939178,0.954213,-0.00796595,1000.0,0.0,3,626686,0.00949424,503.12513613700867
999.28,1338,41.1144,0.0965093374252,0.941559,-0.0103122,999.28,0.0,2,628614,0.00636794,504.767112493515
999.28,1340,68.161,-0.0310882329941,0.939972,-0.00780268,999.28,0.0,2,630614,0.00903474,506.3950343132019
992.33,1342,57.348,0.000615000724792,0.947683,-0.00781367,992.33,0.0,2,631919,0.0053688,508.0307722091675
978.04,1346,104.46,0.145911753178,0.959255,-0.00941057,978.04,0.0,4,634490,0.00607423,509.6872630119324
978.04,1348,54.4574,0.139091789722,0.936868,-0.011518,978.04,0.0,2,636490,0.00978719,511.3128056526184
978.04,1350,71.8616,-0.061784863472,0.918209,-0.00740673,978.04,0.0,2,638490,0.0154843,512.9528937339783
969.48,1353,96.5639,0.00734573602676,0.91704,-0.00832668,969.48,0.0,3,640634,0.00502877,514.6097726821899
969.48,1355,67.8141,-0.0197662115097,0.917585,-0.00873484,969.48,0.0,2,642634,0.0114792,516.265177488327
969.48,1357,67.6746,0.000248551368713,0.900881,-0.00823713,969.48,0.0,2,644634,0.00368008,517.8905851840973
969.48,1359,67.8743,-0.000488638877869,0.901159,-0.00640137,969.48,0.0,2,646634,0.00843065,519.5312354564667
969.48,1361,68.0872,-0.010569691658,0.928837,-0.00704535,969.48,0.0,2,648634,0.0133037,521.1721920967102
969.48,1363,67.068,-0.000573635101318,0.937981,-0.00925915,969.48,0.0,2,650634,0.00755539,522.812552690506
963.48,1366,90.8164,0.0261369943619,0.931928,-0.00901147,963.48,0.0,3,653034,0.00800125,524.4528253078461
963.48,1368,68.0435,-0.0310426950455,0.923595,-0.00539837,963.48,0.0,2,655034,0.00615252,526.0941393375397
963.48,1370,65.8694,-0.00318658351898,0.948842,-0.00914334,963.48,0.0,2,657034,0.0125931,527.7184691429138
963.48,1372,65.0767,0.0288592576981,0.953539,-0.00919551,963.48,0.0,2,659034,0.00824361,529.3590815067291
963.48,1374,67.3895,0.00508052110672,0.928091,-0.00740319,963.48,0.0,2,661034,0.00886979,531.0004127025604
963.48,1376,68.3193,-0.00712490081787,0.913961,-0.0029035,963.48,0.0,2,663034,0.00607574,532.6507964134216
963.48,1378,68.4739,-0.0078809261322,0.910422,-0.00430385,963.48,0.0,2,665034,0.00871339,534.2811760902405
963.48,1380,65.9422,0.0241065621376,0.884935,-0.0056299,963.48,0.0,2,667034,0.017121,535.9217834472656
963.48,1382,68.7443,-0.0178066492081,0.892861,-0.00318459,963.48,0.0,2,669034,0.00525703,537.5646982192993
963.48,1384,64.817,0.00331968069077,0.883053,-0.00667935,963.48,0.0,2,671034,0.00707869,539.2032737731934
963.48,1386,68.033,0.00511056184769,0.875957,-0.00682079,963.48,0.0,2,673034,0.0104254,540.8439500331879
963.48,1388,67.3229,0.00761950016022,0.864127,-0.00744042,963.48,0.0,2,675034,0.00477246,542.4846200942993
963.48,1390,66.0655,0.0326020121574,0.876896,-0.00498984,963.48,0.0,2,677034,0.00524842,544.124876499176
963.48,1392,69.018,-0.00494182109833,0.856763,-0.00641676,963.48,0.0,2,679034,0.0087505,545.7652213573456
963.48,1394,69.0833,-0.0103021860123,0.856206,-0.00400286,963.48,0.0,2,681034,0.0104743,547.4069333076477
963.48,1396,67.5073,-0.0351693630219,0.854332,-0.00768206,963.48,0.0,2,683034,0.0097969,549.0464589595795
963.48,1399,74.2553,-0.00618326663971,0.875415,-0.00226214,963.48,0.0,3,686034,0.00294367,550.6871943473816
963.48,1401,68.6972,-0.0043021440506,0.895119,-0.00313559,963.48,0.0,2,688034,0.00441488,552.3284578323364
963.48,1403,68.1173,0.00612246990204,0.886839,-0.00631963,963.48,0.0,2,690034,0.0121747,553.9700558185577
963.48,1405,69.5866,-0.022878408432,0.891695,-0.00330623,963.48,0.0,2,692034,0.00479197,555.6132659912109
963.48,1407,67.2419,0.0230396389961,0.892845,-0.00484203,963.48,0.0,2,694034,0.00379316,557.2498602867126
963.48,1409,68.8622,-0.0354998111725,0.884918,-0.00524265,963.48,0.0,2,696034,0.00431309,558.9060962200165
963.48,1411,69.0621,-0.00643086433411,0.860786,-0.00534903,963.48,0.0,2,698034,0.00730239,560.5473666191101
963.48,1413,68.7124,-0.000141501426697,0.866997,-0.00521473,963.48,0.0,2,700034,0.0113809,562.203596830368
960.65,1415,39.4037,0.0100231766701,0.85314,-0.0108544,960.65,0.0,2,701751,0.0116281,563.8285157680511
960.65,1417,57.0233,0.0021613240242,0.866799,-0.00833874,960.65,0.0,2,703751,0.00638614,565.4847528934479
960.65,1419,63.3364,0.168479561806,0.865205,-0.00820249,960.65,0.0,2,705751,0.0119595,567.1255421638489
960.65,1421,69.8469,0.00574404001236,0.874734,-0.00692125,960.65,0.0,2,707751,0.0063483,568.7655873298645
960.65,1423,71.5089,-0.0145653486252,0.875057,-0.0060107,960.65,0.0,2,709751,0.00847381,570.4085311889648
960.65,1425,69.7609,-0.00760412216187,0.872402,-0.00238917,960.65,0.0,2,711751,0.0106159,572.0470178127289
960.65,1428,100.648,0.00363636016846,0.875271,-0.0043935,960.65,0.0,3,714751,0.00564277,573.6877055168152
960.65,1430,66.0988,0.0308198928833,0.899667,-0.00630342,960.65,0.0,2,716751,0.00803823,575.3282997608185
960.65,1432,68.8425,-0.0233850479126,0.915907,-0.00471713,960.65,0.0,2,718751,0.00503298,576.9687514305115
960.65,1434,68.2732,-0.0031464099884,0.926174,-0.00769253,960.65,0.0,2,720751,0.0107669,578.6096968650818
960.65,1436,68.6492,-0.00382304191589,0.899046,-0.00627457,960.65,0.0,2,722751,0.00750391,580.2496852874756
961.37,1438,68.6884,-0.000728130340576,0.913031,-0.00457158,961.37,0.0,2,724751,0.00759586,581.9059793949127
959.21,1441,92.8974,0.00183147192001,0.896849,-0.00683999,959.21,0.0,3,726840,0.0126846,583.5621938705444
959.21,1443,67.8492,-0.016286611557,0.88404,-0.00382171,959.21,0.0,2,728840,0.00514192,585.2033157348633
965.81,1445,68.0429,-0.00843966007233,0.8593,-0.00664048,965.81,0.0,2,730840,0.00553569,586.8598129749298
973.5,1447,68.0963,-0.0015617609024,0.856219,-0.00802829,973.5,0.0,2,732840,0.00950126,588.503573179245
973.5,1449,68.2866,-0.00144875049591,0.859608,-0.00691179,973.5,0.0,2,734840,0.00815911,590.1401591300964
973.5,1451,68.0216,-0.0165213346481,0.840427,-0.00711457,973.5,0.0,2,736840,0.00700847,591.7808473110199
982.06,1453,67.8661,-0.00504565238953,0.833418,-0.00775642,982.06,0.0,2,738840,0.00941176,593.4376924037933
982.06,1455,67.9553,-0.00151526927948,0.859423,-0.00706498,982.06,0.0,2,740840,0.00934399,595.062962770462
982.06,1457,50.3309,-0.000519037246704,0.862989,-0.00703444,982.06,0.0,2,742840,0.00797393,596.7191333770752
982.06,1459,69.3238,-0.00114321708679,0.863289,-0.00639448,982.06,0.0,2,744840,0.0070299,598.3439922332764
982.06,1461,69.6413,0.66342908144,0.842077,-0.0108538,982.06,0.0,2,746840,0.0127996,599.9850239753723
972.46,1464,30.363,0.833507940173,0.834103,-0.00817394,972.46,0.0,3,748880,0.0122646,601.6246099472046
969.92,1467,64.168,0.0843869447708,0.842005,-0.0132563,969.92,0.0,3,751026,0.00590237,603.2809500694275
969.92,1469,60.847,-0.021893620491,0.840265,-0.00677486,969.92,0.0,2,753026,0.00957328,604.9066796302795
969.92,1471,71.0359,0.354289114475,0.849468,-0.00746438,969.92,0.0,2,755026,0.0129969,606.593327999115
967.3,1473,37.0787,0.700808763504,0.86446,-0.0094776,967.3,0.0,2,756764,0.00745682,608.2401852607727
967.3,1476,78.7314,0.0376679897308,0.862409,-0.0075253,967.3,0.0,3,759764,0.00653027,609.8904104232788
961.46,1478,56.9631,0.16205739975,0.868296,-0.0145958,961.46,0.0,2,761180,0.0139315,611.5310220718384
961.46,1480,70.6113,-0.00691890716553,0.875701,-0.00749418,961.46,0.0,2,763180,0.00704617,613.1718854904175
961.46,1482,69.509,-0.00671994686127,0.869932,-0.00810361,961.46,0.0,2,765180,0.0122302,614.8121705055237
961.46,1484,70.0113,-0.00561141967773,0.869583,-0.00682061,961.46,0.0,2,767180,0.00905231,616.4538543224335
961.46,1486,69.6717,-0.0206971168518,0.867325,-0.00493251,961.46,0.0,2,769180,0.0102353,618.0944092273712
961.46,1488,62.6518,0.0110043287277,0.863909,-0.00828614,961.46,0.0,2,771180,0.00755194,619.7344222068787
961.46,1490,68.7235,-0.0138229131699,0.852169,-0.00572723,961.46,0.0,2,773180,0.0209092,621.375251531601
961.46,1493,96.8092,0.0284488201141,0.849047,-0.00872417,961.46,0.0,3,776180,0.00693847,622.999983549118
961.46,1495,67.9881,-0.0112408399582,0.838099,-0.00413632,961.46,0.0,2,778180,0.00647799,624.6519827842712
961.46,1497,65.2859,0.0162422657013,0.849094,-0.0050797,961.46,0.0,2,780180,0.00937402,626.2816588878632
961.46,1499,67.2497,0.0272111296654,0.832153,-0.00507962,961.46,0.0,2,782180,0.00544985,627.9215176105499
961.46,1501,64.1289,0.0246801376343,0.82572,-0.00964622,961.46,0.0,2,784180,0.0116114,629.5633721351624
961.46,1503,69.5008,0.0140845179558,0.8407,-0.00594364,961.46,0.0,2,786180,0.00788684,631.2042801380157
961.46,1505,69.3703,-0.0396429300308,0.849771,-0.00660823,961.46,0.0,2,788180,0.00856411,632.8561298847198
961.46,1507,69.7812,-0.021891951561,0.846907,-0.00370083,961.46,0.0,2,790180,0.00400355,634.499698638916
961.46,1509,69.1592,-0.0132404565811,0.837091,-0.0102238,961.46,0.0,2,792180,0.00780611,636.1408157348633
961.46,1511,68.9155,0.0021847486496,0.837423,-0.00985104,961.46,0.0,2,794180,0.00763834,637.781316280365
961.46,1513,68.806,-0.00642335414886,0.860062,-0.00938405,961.46,0.0,2,796180,0.0179076,639.4229786396027
964.29,1515,68.865,-0.00475680828094,0.86603,-0.0030066,964.29,0.0,2,798180,0.00181205,641.0632519721985
964.29,1517,68.1746,0.00560039281845,0.860186,-0.00658117,964.29,0.0,2,800180,0.0152368,642.7035136222839
964.29,1519,68.3355,0.00507438182831,0.85807,-0.00724495,964.29,0.0,2,802180,0.0082186,644.3435952663422
964.29,1521,68.8583,-0.00850570201874,0.860509,-0.00677762,964.29,0.0,2,804180,0.00621627,645.9840867519379
964.29,1523,68.3704,-0.00170755386353,0.85746,-0.0044043,964.29,0.0,2,806180,0.0129646,647.62468791008
964.29,1525,61.2908,0.00321435928345,0.858805,-0.0114976,964.29,0.0,2,808180,0.00920975,649.2659387588501
964.29,1527,67.9628,0.0132569670677,0.862799,-0.00570089,964.29,0.0,2,810180,0.00538615,650.9059796333313
964.29,1529,67.2469,0.0181408524513,0.853201,-0.00751229,964.29,0.0,2,812180,0.00560894,652.5471303462982
964.29,1531,69.0094,-0.0486624240875,0.842541,-0.00614955,964.29,0.0,2,814180,0.0149636,654.1877439022064
964.29,1533,68.6467,-0.0124387741089,0.822845,-0.0089167,964.29,0.0,2,816180,0.0169135,655.8280708789825
964.29,1536,100.512,-0.00979804992676,0.825565,-0.00667454,964.29,0.0,3,819180,0.00626615,657.4686605930328
964.29,1538,67.6715,-0.00350177288055,0.847484,-0.00568879,964.29,0.0,2,821180,0.00486108,659.1092383861542
968.06,1540,59.1658,0.0107417702675,0.854475,-0.00902327,968.06,0.0,2,822646,0.00874223,660.7505049705505
968.06,1542,68.0471,-0.0600423812866,0.87386,-0.0117152,968.06,0.0,2,824646,0.0162391,662.3754229545593
968.06,1544,68.1346,-0.000738501548767,0.865185,-0.00552239,968.06,0.0,2,826646,0.00462468,664.0313160419464
968.06,1546,68.2035,-0.00047504901886,0.852816,-0.00693647,968.06,0.0,2,828646,0.0147931,665.6560525894165
968.06,1548,68.2617,-0.0043123960495,0.866362,-0.00926085,968.06,0.0,2,830646,0.0145028,667.3133201599121
962.22,1551,98.5858,0.00152993202209,0.89831,-0.00921591,962.22,0.0,3,833062,0.00742649,668.9379940032959
962.22,1553,67.3329,-0.029279589653,0.897334,-0.00563311,962.22,0.0,2,835062,0.00489359,670.5801951885223
960.04,1555,61.6533,0.0139601826668,0.879643,-0.0065033,960.04,0.0,2,836844,0.0109325,672.2194142341614
960.04,1557,67.818,-0.00596725940704,0.866274,-0.0102047,960.04,0.0,2,838844,0.00527795,673.8589341640472
960.04,1559,67.9401,-0.0129365921021,0.865842,-0.00757255,960.04,0.0,2,840844,0.00811009,675.5015189647675
955.63,1562,88.8225,0.0147359371185,0.864424,-0.00973679,955.63,0.0,3,843100,0.00561471,677.1404478549957
960.54,1564,37.3443,0.77086995542,0.863134,-0.0103931,960.54,0.0,2,844934,0.0139106,678.7820978164673
937.33,1570,61.4169,0.815744355321,0.860273,-0.0130216,937.33,0.0,6,847759,0.0140712,680.421724319458
939.95,1572,67.5723,-0.00598347187042,0.857088,-0.00820875,939.95,0.0,2,849759,0.00700168,682.0711271762848
939.95,1574,67.7742,-5.98430633545e-05,0.853939,-0.00758323,939.95,0.0,2,851759,0.00937419,683.7034642696381
939.95,1576,67.9126,-0.000896334648132,0.862673,-0.00608295,939.95,0.0,2,853759,0.0082375,685.3463830947876
945.79,1578,67.9741,-0.000877022743225,0.854435,-0.00819361,945.79,0.0,2,855759,0.00799701,686.9702429771423
902.1,1584,37.3576,0.898693859577,0.845365,-0.0211055,902.1,0.0,6,857390,0.0122296,688.626469373703
896.19,1587,69.5067,0.65824431181,0.854427,-0.00792613,896.19,0.0,3,859799,0.00828964,690.2651934623718
881.19,1590,11.9712,0.950176589191,0.851291,-0.0134518,881.19,0.0,3,861299,0.018165,691.9063622951508
881.19,1592,70.1554,-0.00322258472443,0.840515,-0.00887268,881.19,0.0,2,863299,0.00715269,693.5388565063477
881.19,1595,103.053,-0.000512361526489,0.84481,-0.00749916,881.19,0.0,3,866299,0.00842106,695.1878349781036
881.19,1597,68.6962,-0.000441312789917,0.859469,-0.00780452,881.19,0.0,2,868299,0.0093676,696.8295130729675
881.19,1599,68.6877,-0.000339508056641,0.878429,-0.0077177,881.19,0.0,2,870299,0.0104336,698.4533445835114
881.19,1601,68.6454,-9.59634780884e-05,0.869694,-0.00689333,881.19,0.0,2,872299,0.0063514,700.1251718997955
881.19,1603,68.6561,-0.000211834907532,0.874162,-0.00600072,881.19,0.0,2,874299,0.0100088,701.765284538269
881.19,1605,68.5951,-0.00028657913208,0.877134,-0.00517364,881.19,0.0,2,876299,0.00749504,703.4225816726685
881.19,1607,68.5944,-0.000110387802124,0.877963,-0.00571925,881.19,0.0,2,878299,0.00526799,705.0622818470001
881.19,1609,68.6044,-7.87973403931e-05,0.885258,-0.00609624,881.19,0.0,2,880299,0.00466667,706.7028796672821
881.19,1611,68.6005,-0.000158071517944,0.897024,-0.00583676,881.19,0.0,2,882299,0.00594027,708.3440706729889
881.19,1613,68.615,-0.000156283378601,0.930643,-0.00500107,881.19,0.0,2,884299,0.0049066,710.0004286766052
881.19,1615,68.5999,-0.00102591514587,0.909332,-0.00792391,881.19,0.0,2,886299,0.00818748,711.6253976821899
881.19,1617,68.6032,-0.00281286239624,0.905291,-0.00313549,881.19,0.0,2,888299,0.00719583,713.2824501991272
881.19,1619,68.5321,-0.000249862670898,0.923704,-0.00672241,881.19,0.0,2,890299,0.00733676,714.9220061302185
873.12,1622,95.0382,0.00424444675446,0.93951,-0.00830229,873.12,0.0,3,892492,0.00905696,716.562712430954
873.12,1624,65.9834,0.0132357478142,0.934132,-0.0113524,873.12,0.0,2,894492,0.0124513,718.2036173343658
873.12,1626,67.8902,-0.0441597700119,0.935088,-0.0105119,873.12,0.0,2,896492,0.0150085,719.8439943790436
873.12,1628,61.8301,0.0109238028526,0.938042,-0.0116552,873.12,0.0,2,898492,0.00772915,721.4875569343567
873.12,1630,68.5689,-0.0167627334595,0.950725,-0.00853235,873.12,0.0,2,900492,0.0104388,723.1247596740723
867.24,1633,99.583,0.00498557090759,0.931568,-0.0104886,867.24,0.0,3,902904,0.0104236,724.7814631462097
846.2,1637,66.4511,0.827322915196,0.936554,-0.00936587,846.2,0.0,4,904800,0.00558393,726.4219996929169
845.38,1639,66.254,0.0161488056183,0.936239,-0.0148946,845.38,0.0,2,906718,0.00745162,728.0621695518494
850.72,1641,67.5601,-0.00588154792786,0.930063,-0.00705464,850.72,0.0,2,908718,0.00565719,729.6887428760529
850.72,1643,67.6538,-0.000963091850281,0.947581,-0.00858717,850.72,0.0,2,910718,0.00973382,731.3439915180206
850.72,1645,67.8389,-0.000528335571289,0.9315,-0.00941544,850.72,0.0,2,912718,0.00627781,732.9842755794525
850.72,1647,67.9562,-0.000340342521667,0.950271,-0.0061015,850.72,0.0,2,914718,0.00945174,734.6246247291565
850.72,1649,68.0592,-0.00106549263,0.960241,-0.0083944,850.72,0.0,2,916718,0.00906187,736.2503755092621
856.56,1651,68.1203,-9.89437103271e-05,0.967099,-0.00696397,856.56,0.0,2,918718,0.010416,737.8909056186676
856.56,1653,68.2128,-0.0121647119522,0.97566,-0.0094372,856.56,0.0,2,920718,0.0113557,739.5315403938293
