EpLenMean,EpThisIter,loss_ent,TimestepsSoFar,EpRewMean,EpisodesSoFar,loss_vf_loss,loss_pol_entpen,loss_pol_surr,ev_tdlam_before,TimeElapsed,loss_kl
1000.0,2,3.35173,143000,309.719186144,143,43.7774,0.0,-0.0451852,0.210155010223,125.87573742866516,0.0197272
1000.0,2,3.31127,145000,330.263358397,145,43.2722,0.0,-0.0412902,0.0557837486267,127.67532682418823,0.0209079
1000.0,2,3.2849,147000,352.573723424,147,45.4817,0.0,-0.0398689,0.173627257347,129.45478105545044,0.0212532
1000.0,2,3.24372,149000,372.391678151,149,47.9791,0.0,-0.0469773,0.212847232819,131.25036883354187,0.0201631
1000.0,2,3.19761,151000,392.723014968,151,47.7312,0.0,-0.0413362,0.0915601849556,133.0483958721161,0.0201053
1000.0,2,3.17751,153000,413.589961355,153,47.443,0.0,-0.0425749,0.239123642445,134.82886862754822,0.0188736
1000.0,2,3.11797,155000,431.77383613,155,47.5024,0.0,-0.044038,0.260359108448,136.61045742034912,0.0206699
1000.0,2,3.04091,157000,450.932364631,157,52.3084,0.0,-0.0394451,0.123308300972,138.40628695487976,0.0248802
1000.0,2,3.00517,159000,468.91808359,159,48.7421,0.0,-0.0403482,0.103083193302,140.18890595436096,0.017889
1000.0,2,2.93228,161000,487.016655305,161,54.185,0.0,-0.0410671,0.101944744587,141.98500442504883,0.0245983
1000.0,2,2.88629,163000,505.767133233,163,53.3156,0.0,-0.040913,0.122570335865,143.76860356330872,0.0256941
1000.0,2,2.88232,165000,524.010778798,165,57.3835,0.0,-0.0385214,0.1749792099,145.5626220703125,0.0309053
1000.0,2,2.83787,167000,541.367270977,167,56.4327,0.0,-0.0445817,0.272349894047,147.35974550247192,0.0192426
1000.0,2,2.77662,169000,560.340930261,169,59.7333,0.0,-0.0388726,0.0912061333656,149.1567747592926,0.0211977
1000.0,3,2.74906,172000,585.566510673,172,82.5899,0.0,-0.0425657,0.0779646635056,150.93803477287292,0.0191845
1000.0,2,2.69519,174000,602.59704673,174,57.7912,0.0,-0.0383955,0.0613036155701,152.73551845550537,0.0242063
1000.0,2,2.64538,176000,618.695017404,176,59.8741,0.0,-0.0389723,0.172714829445,154.54749631881714,0.0254288
1000.0,2,2.6135,178000,635.200601537,178,64.8099,0.0,-0.0397433,0.169178009033,156.34438180923462,0.0217925
1000.0,2,2.55869,180000,650.435761083,180,63.9605,0.0,-0.0379104,0.230517864227,158.12541794776917,0.0246967
1000.0,2,2.50629,182000,664.922996567,182,62.2903,0.0,-0.0371773,0.102726221085,159.9222195148468,0.0252493
1000.0,2,2.47144,184000,680.001630163,184,68.7041,0.0,-0.0383571,0.121309816837,161.70352053642273,0.0264572
1000.0,2,2.44306,186000,694.405749061,186,70.5722,0.0,-0.0413677,0.289255917072,163.50069999694824,0.0258142
1000.0,2,2.39214,188000,707.804351508,188,70.4756,0.0,-0.0398283,0.0863161087036,165.29739093780518,0.0263374
1000.0,2,2.37171,190000,721.279727892,190,69.9022,0.0,-0.0395266,0.132970333099,167.09466981887817,0.0268017
1000.0,2,2.34542,192000,733.54793505,192,72.6191,0.0,-0.039085,0.166488468647,168.87438988685608,0.0221721
1000.0,2,2.31352,194000,745.008761626,194,70.6631,0.0,-0.0398988,0.04115909338,170.67190861701965,0.0230976
1000.0,2,2.27333,196000,756.685773,196,71.6768,0.0,-0.0379163,0.040112555027,172.46073174476624,0.0215266
1000.0,2,2.25227,198000,768.332826363,198,74.7722,0.0,-0.0357234,0.0811076164246,174.26637482643127,0.0234684
1000.0,2,2.22195,200000,779.045048473,200,74.2136,0.0,-0.0375822,0.0778766274452,176.0574290752411,0.02523
1000.0,2,2.22663,202000,789.792020733,202,75.4448,0.0,-0.0338666,0.0868535041809,177.84364342689514,0.0232628
1000.0,2,2.21623,204000,799.265679922,204,76.4056,0.0,-0.0346302,0.0778979659081,179.62596321105957,0.0214954
1000.0,2,2.17601,206000,808.940440076,206,81.3944,0.0,-0.040693,0.0699126124382,181.4072971343994,0.0230267
1000.0,2,2.15033,208000,819.078242939,208,81.2127,0.0,-0.0284725,0.0378019213676,183.2055149078369,0.0383774
1000.0,2,2.099,210000,830.37158593,210,80.8886,0.0,-0.0398417,0.0504931807518,185.00114512443542,0.022669
1000.0,2,2.09496,212000,840.826257116,212,83.9893,0.0,-0.0380147,0.0651033520699,186.78157782554626,0.0222797
1000.0,3,2.05115,215000,853.654688723,215,106.761,0.0,-0.0319253,0.0625902414322,188.57848191261292,0.0258316
1000.0,2,2.02706,217000,863.808822861,217,81.8611,0.0,-0.0384912,0.187046468258,190.3758144378662,0.0246655
1000.0,2,1.9823,219000,871.588146659,219,80.0619,0.0,-0.0372452,0.0587981343269,192.17320728302002,0.0204972
1000.0,2,1.93988,221000,879.888397068,221,83.664,0.0,-0.045019,0.326300740242,193.95322155952454,0.0807112
1000.0,2,1.92767,223000,886.296981414,223,82.6144,0.0,-0.0366787,0.128241598606,195.74998998641968,0.0224464
1000.0,2,1.89193,225000,894.211420876,225,82.633,0.0,-0.0380012,0.0566598176956,197.53199934959412,0.0252426
1000.0,2,1.87034,227000,902.834187895,227,83.9136,0.0,-0.0303584,0.0702829360962,199.32947731018066,0.0338394
1000.0,2,1.84443,229000,910.469744174,229,90.214,0.0,-0.0381801,0.127238571644,201.11465644836426,0.0300499
1000.0,2,1.80233,231000,918.8307536,231,89.0333,0.0,-0.0343482,0.0699694752693,202.92304301261902,0.0287939
1000.0,2,1.77032,233000,925.56615994,233,88.5908,0.0,-0.0370748,0.0816161036491,204.70360708236694,0.022305
1000.0,2,1.7154,235000,931.653161333,235,82.5857,0.0,-0.0329774,0.0508089065552,206.50077891349792,0.0278439
1000.0,2,1.71183,237000,939.305682046,237,89.189,0.0,-0.0377668,0.101241111755,208.28207921981812,0.0223232
1000.0,2,1.6653,239000,947.58729217,239,92.0508,0.0,-0.0361675,0.0645263791084,210.07877159118652,0.0278358
1000.0,2,1.61711,241000,954.594283453,241,91.1687,0.0,-0.0414632,0.0992451906204,211.86052918434143,0.0217067
1000.0,2,1.61538,243000,961.985983438,243,88.1881,0.0,-0.0345351,0.0840638875961,213.65746974945068,0.0263616
1000.0,2,1.58498,245000,968.831258083,245,89.6627,0.0,-0.0317233,0.0836935043335,215.43739128112793,0.0252306
1000.0,2,1.59723,247000,974.908627532,247,88.8652,0.0,-0.0335647,0.0784149169922,217.23355507850647,0.0248357
1000.0,2,1.58881,249000,981.995519023,249,94.711,0.0,-0.0323467,0.0994149446487,219.0159010887146,0.0286379
1000.0,2,1.55193,251000,988.311089109,251,95.446,0.0,-0.0377421,0.114233851433,220.79709482192993,0.0263236
1000.0,2,1.52465,253000,994.326940401,253,96.4019,0.0,-0.0379608,0.0957442522049,222.57835340499878,0.0283867
1000.0,3,1.50855,256000,1004.45126061,256,134.253,0.0,-0.0362201,0.036425113678,224.3750820159912,0.0289269
1000.0,2,1.53993,258000,1009.94491242,258,91.7721,0.0,-0.0327321,0.0755556225777,226.15803003311157,0.0251846
1000.0,2,1.52472,260000,1016.41128424,260,95.2854,0.0,-0.0383598,0.0872569084167,227.95444345474243,0.0236611
1000.0,2,1.52015,262000,1022.61010147,262,92.6164,0.0,-0.0378308,0.0612641572952,229.7351942062378,0.0230193
1000.0,2,1.49177,264000,1027.7342549,264,93.6017,0.0,-0.0340485,0.0962392687798,231.5364534854889,0.0276658
1000.0,2,1.49107,266000,1033.42927886,266,93.3604,0.0,-0.0348992,0.0435922145844,233.31288814544678,0.0223579
1000.0,2,1.50876,268000,1038.9458854,268,96.4193,0.0,-0.0336959,0.0603006482124,235.10183358192444,0.0261804
1000.0,2,1.50249,270000,1043.81383914,270,95.3016,0.0,-0.0350276,0.0501241087914,236.89126300811768,0.0244317
1000.0,2,1.46747,272000,1049.50136792,272,100.632,0.0,-0.0370954,0.063302397728,238.6732611656189,0.0332225
1000.0,2,1.45633,274000,1055.21808669,274,103.08,0.0,-0.0285629,0.0826323628426,240.45432209968567,0.0388503
1000.0,2,1.41535,276000,1060.08324192,276,94.31,0.0,-0.0377817,0.0459133982658,242.25067901611328,0.0229159
1000.0,2,1.39423,278000,1064.2357948,278,103.194,0.0,-0.0335549,0.0816244482994,244.09698963165283,0.0310875
1000.0,2,1.34387,280000,1068.14462414,280,96.056,0.0,-0.0355745,0.0772058367729,245.88588786125183,0.0253932
1000.0,2,1.31929,282000,1072.63380563,282,102.541,0.0,-0.0333701,0.101096987724,247.67226815223694,0.0301788
1000.0,2,1.29646,284000,1075.86746704,284,96.7217,0.0,-0.0371862,0.0938019752502,249.45448350906372,0.0255077
1000.0,2,1.28957,286000,1079.44720519,286,99.1504,0.0,-0.0298564,0.103931963444,251.25080704689026,0.0338514
1000.0,2,1.27424,288000,1084.18701237,288,101.48,0.0,-0.0350919,0.116396605968,253.03307557106018,0.0280815
1000.0,2,1.22945,290000,1087.05466756,290,98.735,0.0,-0.0363221,0.0560240745544,254.8289680480957,0.0279837
1000.0,2,1.22479,292000,1091.4211546,292,104.284,0.0,-0.0362854,0.0847113132477,256.6100070476532,0.0267822
1000.0,2,1.22223,294000,1095.00537221,294,102.637,0.0,-0.0381366,0.102330684662,258.40736055374146,0.0195632
1000.0,2,1.24915,296000,1098.26116291,296,103.718,0.0,-0.0355133,0.0604138970375,260.2027099132538,0.0275264
1000.0,3,1.2459,299000,1102.85960621,299,144.336,0.0,-0.0383971,0.083213865757,261.9957981109619,0.0321291
1000.0,2,1.24685,301000,1106.38876375,301,102.053,0.0,-0.0366649,0.0556975007057,263.781569480896,0.025071
1000.0,2,1.25765,303000,1108.22307046,303,104.405,0.0,-0.0387048,0.0816152095795,265.5784468650818,0.0240742
1000.0,2,1.22111,305000,1111.40272661,305,101.055,0.0,-0.0293984,0.0498444437981,267.35970973968506,0.0391853
1000.0,2,1.20582,307000,1114.75332259,307,106.934,0.0,-0.0287196,0.0742608308792,269.1565897464752,0.0379724
1000.0,2,1.18062,309000,1118.23139388,309,104.1,0.0,-0.0401802,0.0570179224014,270.92314624786377,0.0313056
1000.0,2,1.1774,311000,1120.73095415,311,101.784,0.0,-0.0342776,0.0522835850716,272.7187240123749,0.0312658
1000.0,2,1.21074,313000,1122.66616338,313,103.736,0.0,-0.0294514,0.0604104995728,274.50111389160156,0.035268
1000.0,2,1.18159,315000,1125.67708843,315,106.089,0.0,-0.0358883,0.0633919835091,276.2972192764282,0.0327384
1000.0,2,1.14897,317000,1126.88641742,317,104.351,0.0,-0.0360566,0.0747444629669,278.0936415195465,0.0332837
1000.0,2,1.13557,319000,1130.32694032,319,108.439,0.0,-0.0380861,0.0931087136269,279.89149928092957,0.0285346
1000.0,2,1.11165,321000,1132.31535713,321,103.963,0.0,-0.0416885,0.283002018929,281.67307472229004,0.0311818
1000.0,2,1.07321,323000,1135.59373769,323,106.844,0.0,-0.0367111,0.0973315238953,283.46922969818115,0.0302093
1000.0,2,1.06429,325000,1138.2011427,325,103.182,0.0,-0.0353714,0.078951895237,285.2663691043854,0.0327771
1000.0,2,1.03151,327000,1140.02682546,327,103.996,0.0,-0.0316961,0.0511361956596,287.0632450580597,0.031651
1000.0,2,0.963922,329000,1142.40557753,329,105.249,0.0,-0.0394425,0.0770095586777,288.84411907196045,0.0263703
1000.0,2,0.926899,331000,1144.755463,331,109.436,0.0,-0.0360691,0.112471580505,290.64100456237793,0.0355934
1000.0,2,0.929478,333000,1148.77324269,333,108.568,0.0,-0.0418677,0.364944636822,292.4375,0.0378196
1000.0,2,0.973926,335000,1150.61945674,335,107.405,0.0,-0.031571,0.0912669301033,294.2345893383026,0.0285335
1000.0,2,0.971737,337000,1152.50691772,337,112.391,0.0,-0.0325985,0.132520616055,296.03235507011414,0.0333608
1000.0,2,0.940205,339000,1155.61505268,339,109.726,0.0,-0.0341323,0.0860368609428,297.8289909362793,0.0239635
1000.0,3,0.972545,342000,1159.50441261,342,156.73,0.0,-0.0335959,0.053701877594,299.6096305847168,0.0358046
1000.0,2,0.906249,344000,1160.93972624,344,103.362,0.0,-0.0368051,0.114888489246,301.4066233634949,0.0282471
1000.0,2,0.910471,346000,1162.90819047,346,108.925,0.0,-0.0366496,0.0998311638832,303.2033371925354,0.0277366
1000.0,2,0.898374,348000,1164.23970425,348,109.926,0.0,-0.0390402,0.176342427731,304.98553824424744,0.0259739
1000.0,2,0.890315,350000,1166.25287204,350,106.89,0.0,-0.0351955,0.142938971519,306.78237295150757,0.023768
1000.0,2,0.861666,352000,1166.90397901,352,108.062,0.0,-0.0330055,0.0722663402557,308.57815861701965,0.0312879
1000.0,2,0.84938,354000,1168.08860134,354,107.903,0.0,-0.0351331,0.138034462929,310.35998129844666,0.0368559
1000.0,2,0.830946,356000,1168.5923051,356,111.122,0.0,-0.034486,0.0676461458206,312.17245745658875,0.0300421
1000.0,2,0.863899,358000,1170.76299865,358,105.123,0.0,-0.0404051,0.213499486446,313.9693114757538,0.0329301
1000.0,2,0.885248,360000,1170.22739666,360,110.163,0.0,-0.0320757,0.352650403976,315.7506413459778,0.0426469
1000.0,2,0.894159,362000,1170.54236289,362,105.002,0.0,-0.0339278,0.124303519726,317.5469980239868,0.0353481
1000.0,2,0.874374,364000,1171.95356859,364,110.759,0.0,-0.0399798,0.162348270416,319.36048889160156,0.0303509
1000.0,2,0.821791,366000,1172.52247357,366,108.43,0.0,-0.0364359,0.0828332304955,321.1261839866638,0.0322766
1000.0,2,0.800795,368000,1174.45404738,368,113.745,0.0,-0.0401877,0.245507538319,322.9220082759857,0.0289468
1000.0,2,0.772878,370000,1174.77267174,370,111.44,0.0,-0.0362333,0.152933895588,324.72023034095764,0.0275572
1000.0,2,0.765043,372000,1175.12060847,372,110.265,0.0,-0.0344768,0.177672207355,326.517226934433,0.0319752
1000.0,2,0.734524,374000,1176.59214065,374,109.182,0.0,-0.0355453,0.1348695755,328.3134126663208,0.0318519
1000.0,2,0.718928,376000,1178.23762018,376,110.605,0.0,-0.0370519,0.0606844425201,330.098751783371,0.025621
1000.0,2,0.709805,378000,1179.39870032,378,111.059,0.0,-0.0329316,0.0599074363708,331.891473531723,0.0239776
1000.0,2,0.680521,380000,1181.21957599,380,111.465,0.0,-0.0369884,0.0595843791962,333.687597990036,0.0207903
1000.0,2,0.687521,382000,1182.75676903,382,112.133,0.0,-0.0353367,0.0794548988342,335.46873450279236,0.0263614
1000.0,3,0.696339,385000,1184.77026174,385,157.609,0.0,-0.033252,0.034163236618,337.2659013271332,0.0375833
1000.0,2,0.661569,387000,1188.1547244,387,115.085,0.0,-0.0296955,0.0819509029388,339.04713773727417,0.0390065
1000.0,2,0.64634,389000,1189.059777,389,114.828,0.0,-0.0348943,0.0590770840645,340.84485054016113,0.0284348
1000.0,2,0.653809,391000,1191.04135283,391,113.824,0.0,-0.0350946,0.0661062002182,342.6406834125519,0.0272649
1000.0,2,0.671202,393000,1191.92718207,393,114.646,0.0,-0.0320748,0.0754547119141,344.4217903614044,0.0333369
1000.0,2,0.651632,395000,1193.43851336,395,112.475,0.0,-0.0324318,0.0718740224838,346.22075748443604,0.0315281
1000.0,2,0.613988,397000,1194.83177305,397,113.284,0.0,-0.033849,0.122724354267,348.0320870876312,0.0363852
1000.0,2,0.528322,399000,1196.20867182,399,115.351,0.0,-0.0371562,0.0733345150948,349.84362053871155,0.0401537
1000.0,2,0.537277,401000,1198.16413203,401,114.117,0.0,-0.0320728,0.0649573802948,351.6255204677582,0.0275967
1000.0,2,0.546508,403000,1201.77635208,403,119.142,0.0,-0.0286962,0.0963031053543,353.42243814468384,0.0338564
1000.0,2,0.554168,405000,1202.12755738,405,116.813,0.0,-0.0309996,0.0674850344658,355.2037100791931,0.0392577
