loss_pol_surr,loss_kl,loss_ent,EpThisIter,TimeElapsed,EpLenMean,ev_tdlam_before,loss_vf_loss,loss_pol_entpen,EpRewMean,EpisodesSoFar,TimestepsSoFar
-0.0314911,0.0329924,0.311251,2,401.0007288455963,1000.0,0.0901183485985,104.778,0.0,1136.00256601,456,456000
-0.0322613,0.0356534,0.271123,2,402.781809091568,1000.0,0.154912412167,105.237,0.0,1135.92496765,458,458000
-0.0324149,0.0362467,0.237486,2,404.59401774406433,1000.0,0.0712621808052,104.648,0.0,1137.90858883,460,460000
-0.0345822,0.0294056,0.209134,2,406.3757984638214,1000.0,0.0900785923004,105.93,0.0,1137.41686823,462,462000
-0.0543878,0.0303541,0.188188,2,408.17257595062256,1000.0,0.802177146077,108.646,0.0,1136.49460676,464,464000
-0.0411857,0.0355127,0.182441,2,409.9535677433014,1000.0,0.329742312431,111.612,0.0,1126.1813761,466,466000
-0.0353467,0.0302183,0.173412,2,411.75141739845276,1000.0,0.106963217258,109.156,0.0,1123.77368825,468,468000
-0.0336737,0.0380426,0.157811,3,413.54842042922974,1000.0,0.0948404669762,142.596,0.0,1122.57230318,471,471000
-0.035733,0.0300369,0.150418,2,415.32887601852417,1000.0,0.035934984684,109.887,0.0,1121.82155469,473,473000
-0.042029,0.0292724,0.129878,2,417.1254913806915,1000.0,0.207219064236,113.588,0.0,1122.42545031,475,475000
-0.0348565,0.0309443,0.103729,2,418.9232006072998,1000.0,0.0608226060867,107.389,0.0,1122.19168182,477,477000
-0.0358396,0.0281441,0.0767703,2,420.71866941452026,1000.0,0.081451356411,110.153,0.0,1122.63231836,479,479000
-0.0362952,0.0292224,0.071358,2,422.49847054481506,1000.0,0.0453200936317,113.374,0.0,1122.49146135,481,481000
-0.0345978,0.0311765,0.101285,2,424.29699420928955,1000.0,0.0664915442467,110.267,0.0,1122.43003942,483,483000
-0.035384,0.03329,0.0686243,2,426.07884311676025,1000.0,0.0623571276665,118.095,0.0,1122.90774848,485,485000
-0.0374449,0.0300587,0.0612177,2,427.87549924850464,1000.0,0.0776342153549,118.725,0.0,1125.47121039,487,487000
-0.0349577,0.0329744,0.0671895,2,429.6735179424286,1000.0,0.0606927871704,114.244,0.0,1124.36278897,489,489000
-0.0371478,0.0372052,0.0606871,2,431.4690098762512,1000.0,0.0907416939735,118.06,0.0,1123.86221174,491,491000
-0.0363687,0.0347653,0.0709711,2,433.2510497570038,1000.0,0.0452079176903,114.551,0.0,1124.62226049,493,493000
-0.0366042,0.0321624,0.0754256,2,435.04759883880615,1000.0,0.109710633755,113.824,0.0,1125.93563551,495,495000
-0.0372308,0.0292231,0.0569333,2,436.84368681907654,1000.0,0.0451345443726,108.993,0.0,1124.60641886,497,497000
-0.0361744,0.0271169,0.072798,2,438.6421239376068,1000.0,0.0308401584625,109.152,0.0,1124.56910826,499,499000
-0.0279633,0.0502907,0.0280287,2,440.4222068786621,1000.0,0.0700790286064,112.991,0.0,1124.89751107,501,501000
-0.0367114,0.0281324,0.00341392,2,442.21905183792114,1000.0,0.0719596743584,118.252,0.0,1129.52060059,503,503000
-0.0347199,0.0269744,-0.0116336,2,444.0156662464142,1000.0,0.0469208955765,111.855,0.0,1134.44407251,505,505000
-0.0372538,0.0330701,-0.0292785,2,445.809285402298,1000.0,0.0775918960571,114.842,0.0,1139.21600853,507,507000
-0.0369342,0.03293,0.0024699,2,447.5942521095276,1000.0,0.0743374228477,117.492,0.0,1143.58374585,509,509000
-0.0382258,0.0340082,-0.029762,3,449.37624335289,1000.0,0.0499272942543,168.15,0.0,1151.67390764,512,512000
-0.0353688,0.0486361,-0.0326333,2,451.15703415870667,1000.0,0.107427179813,120.103,0.0,1157.43660082,514,514000
-0.0352589,0.0397539,-0.060685,2,452.96936416625977,1000.0,0.0603104233742,113.547,0.0,1162.10006498,516,516000
-0.0322505,0.0405059,-0.125774,2,454.753937959671,1000.0,0.0607477426529,115.834,0.0,1166.02477053,518,518000
-0.0310942,0.0466998,-0.132652,2,456.54876160621643,1000.0,0.0659403204918,118.241,0.0,1169.82463337,520,520000
-0.0334782,0.0376045,-0.172949,2,458.3287763595581,1000.0,0.0583946704865,119.039,0.0,1174.09745924,522,522000
-0.037835,0.0295179,-0.211585,2,460.12558245658875,1000.0,0.0723367929459,123.668,0.0,1177.75076543,524,524000
-0.037769,0.0328069,-0.209943,2,461.9070451259613,1000.0,0.0817356109619,121.039,0.0,1181.34023949,526,526000
-0.0384494,0.0341879,-0.207802,2,463.7039210796356,1000.0,0.0902546644211,125.246,0.0,1197.68867461,528,528000
-0.0366545,0.0296304,-0.220866,2,465.5015163421631,1000.0,0.0993004441261,122.426,0.0,1201.67141921,530,530000
-0.0382697,0.030066,-0.223193,2,467.2976460456848,1000.0,0.0632644295692,122.194,0.0,1205.63370836,532,532000
-0.0355202,0.0270039,-0.240668,2,469.0785868167877,1000.0,0.040288746357,119.498,0.0,1208.88891518,534,534000
-0.0261482,0.0583983,-0.252991,2,470.8753685951233,1000.0,0.0352030992508,124.52,0.0,1212.23934749,536,536000
-0.0303284,0.0367092,-0.255557,2,472.67205905914307,1000.0,0.0632926821709,125.183,0.0,1216.05229587,538,538000
-0.0329783,0.0423542,-0.259343,2,474.5453534126282,1000.0,0.0694412589073,125.145,0.0,1219.40352347,540,540000
-0.038275,0.025115,-0.290358,2,476.32837414741516,1000.0,0.0981914997101,123.298,0.0,1221.86428883,542,542000
-0.0377889,0.0398652,-0.307907,2,478.1103780269623,1000.0,0.0716678500175,123.927,0.0,1223.71425619,544,544000
-0.0343719,0.0363705,-0.331276,2,479.9062683582306,1000.0,0.0352318882942,122.584,0.0,1226.22385257,546,546000
-0.0312328,0.0399988,-0.349535,2,481.68865442276,1000.0,0.0532991290092,120.225,0.0,1226.7512591,548,548000
-0.033932,0.0424735,-0.388603,2,483.476763010025,1000.0,0.0522091984749,121.144,0.0,1230.33644694,550,550000
-0.0317592,0.0462055,-0.389104,2,485.26633644104004,1000.0,0.0580739974976,119.165,0.0,1242.25959132,552,552000
-0.038648,0.0347367,-0.402047,3,487.0630819797516,1000.0,0.0505686998367,173.992,0.0,1246.0765838,555,555000
-0.0374806,0.0298093,-0.408855,2,488.8442234992981,1000.0,0.062979221344,126.218,0.0,1247.08226918,557,557000
-0.0364651,0.0356059,-0.415268,2,490.62582755088806,1000.0,0.0442955493927,123.2,0.0,1249.98271706,559,559000
-0.0371614,0.025937,-0.444979,2,492.42269134521484,1000.0,0.0709182024002,127.706,0.0,1252.91471528,561,561000
-0.0338758,0.0373883,-0.456457,2,494.2035813331604,1000.0,0.0340234041214,129.946,0.0,1255.30929498,563,563000
-0.0351469,0.0231616,-0.485793,2,496.00021743774414,1000.0,0.0893334746361,132.07,0.0,1267.18128247,565,565000
-0.0343903,0.0358182,-0.506529,2,497.79917788505554,1000.0,0.0589712262154,131.15,0.0,1271.04326306,567,567000
-0.0340409,0.0380452,-0.513063,2,499.5832676887512,1000.0,0.0699951648712,124.727,0.0,1273.15650622,569,569000
-0.035182,0.0262224,-0.521279,2,501.3750867843628,1000.0,0.0970262289047,127.542,0.0,1274.95004249,571,571000
-0.038594,0.0289304,-0.528908,2,503.15708446502686,1000.0,0.144105136395,129.706,0.0,1276.74618957,573,573000
-0.0355102,0.0338369,-0.54344,2,504.95395255088806,1000.0,0.0562001466751,128.925,0.0,1277.57903295,575,575000
-0.0309631,0.0392206,-0.587203,2,506.7503242492676,1000.0,0.0424575209618,126.499,0.0,1280.11034917,577,577000
-0.0373924,0.0290315,-0.594442,2,508.57814264297485,1000.0,0.0796032547951,139.518,0.0,1282.79335564,579,579000
-0.0357139,0.03374,-0.576256,2,510.3601212501526,1000.0,0.0536044239998,134.554,0.0,1286.22269569,581,581000
-0.0298494,0.0436535,-0.556799,2,512.1574559211731,1000.0,0.0905736088753,135.851,0.0,1288.92608138,583,583000
-0.0394949,0.0270292,-0.569155,2,513.9532935619354,1000.0,0.0967881083488,137.62,0.0,1290.8106561,585,585000
-0.0344522,0.0333238,-0.584042,2,515.7512469291687,1000.0,0.0615714788437,130.591,0.0,1292.55142786,587,587000
-0.0354885,0.0438496,-0.6187,2,517.5313301086426,1000.0,0.0944687128067,137.319,0.0,1293.91250563,589,589000
-0.0332577,0.0404689,-0.62262,2,519.3262705802917,1000.0,0.0590359568596,136.041,0.0,1295.47430489,591,591000
-0.0355792,0.0427726,-0.626245,2,521.1563637256622,1000.0,0.0870823860168,136.419,0.0,1298.02247211,593,593000
-0.033335,0.0390956,-0.635588,2,522.9690539836884,1000.0,0.0402114391327,134.157,0.0,1301.16917037,595,595000
-0.0322152,0.045409,-0.611349,3,524.7503833770752,1000.0,0.0563699603081,194.38,0.0,1304.94574508,598,598000
-0.037753,0.0318698,-0.605316,2,526.5627474784851,1000.0,0.108925700188,135.095,0.0,1306.99212047,600,600000
-0.0360077,0.0404257,-0.617489,2,528.3441348075867,1000.0,0.0797009468079,134.218,0.0,1308.95217932,602,602000
-0.0314825,0.0514563,-0.619692,2,530.1417634487152,1000.0,0.0949739813805,140.448,0.0,1312.41393037,604,604000
-0.0379837,0.0322196,-0.60376,2,531.922604560852,1000.0,0.100295007229,137.928,0.0,1314.10181088,606,606000
-0.0279694,0.0511313,-0.604496,2,533.7195534706116,1000.0,0.0783901810646,140.49,0.0,1317.11817162,608,608000
-0.0441167,0.0379403,-0.634954,2,535.5328843593597,1000.0,0.763866811991,90.5383,0.0,1303.41790465,610,610000
-0.0379435,0.0324218,-0.660601,2,537.329488992691,1000.0,0.0745968222618,141.857,0.0,1304.91043191,612,612000
-0.032642,0.0341618,-0.6992,2,539.1095967292786,1000.0,0.0561192631721,143.696,0.0,1307.58385708,614,614000
-0.029585,0.0380137,-0.715873,2,540.9062488079071,1000.0,0.0717970132828,138.187,0.0,1310.74357887,616,616000
-0.0353963,0.0248964,-0.751018,2,542.6883249282837,1000.0,0.0927796363831,145.314,0.0,1313.4410798,618,618000
-0.0480393,0.0292627,-0.738142,2,544.5003626346588,1000.0,0.810226708651,139.562,0.0,1315.11850547,620,620000
-0.0342531,0.0354953,-0.793734,2,546.2980391979218,1000.0,0.896861419082,82.3741,0.0,1301.28758899,622,622000
-0.0304154,0.0333804,-0.806294,2,548.0789778232574,1000.0,0.0518298745155,139.699,0.0,1303.54834516,624,624000
-0.0365587,0.0367978,-0.830328,2,549.8756346702576,1000.0,0.0971151590347,146.871,0.0,1305.71572765,626,626000
-0.034083,0.0286674,-0.817335,2,551.6569163799286,1000.0,0.0967050790787,144.087,0.0,1308.1319846,628,628000
-0.0316562,0.0399846,-0.850958,2,553.4539000988007,1000.0,0.0605889558792,144.202,0.0,1309.89137455,630,630000
-0.0393243,0.0278984,-0.865444,2,555.2502875328064,1000.0,0.0724273920059,143.589,0.0,1312.41290744,632,632000
-0.0324705,0.0489514,-0.897301,2,557.0313248634338,1000.0,0.10275387764,145.702,0.0,1314.50959458,634,634000
-0.0312885,0.0345127,-0.92967,2,558.8280849456787,1000.0,0.0366176366806,139.73,0.0,1317.22737377,636,636000
-0.0352572,0.0300927,-0.930802,2,560.6100857257843,1000.0,0.0849659442902,149.919,0.0,1318.89174544,638,638000
-0.0322251,0.0388773,-0.942818,3,562.407922744751,1000.0,0.0392724871635,213.308,0.0,1322.20974931,641,641000
-0.0324866,0.0426643,-0.973547,2,564.188038110733,1000.0,0.0746720433235,140.552,0.0,1326.37675434,643,643000
-0.0348266,0.0400627,-0.991602,2,565.9846286773682,1000.0,0.0661618113518,144.297,0.0,1328.57550932,645,645000
-0.0346895,0.0337227,-0.985691,2,567.7659780979156,1000.0,0.0628890991211,146.911,0.0,1331.78283317,647,647000
-0.036004,0.0403931,-0.965835,2,569.5782194137573,1000.0,0.0675684809685,146.64,0.0,1335.223546,649,649000
-0.0334938,0.0398895,-0.962515,2,571.4055268764496,1000.0,0.0799996852875,152.591,0.0,1336.73562134,651,651000
-0.036489,0.0298062,-0.978368,2,573.1885077953339,1000.0,0.105149567127,143.051,0.0,1339.08821752,653,653000
-0.0336871,0.0403798,-0.998165,2,574.9862463474274,1000.0,0.0105312466621,142.422,0.0,1341.79982357,655,655000
-0.0251488,0.0586829,-1.01453,2,576.7655167579651,1000.0,0.0493379831314,149.055,0.0,1344.45113463,657,657000
-0.0393151,0.0294437,-1.02613,2,578.5632786750793,1000.0,0.0784217119217,149.017,0.0,1346.28911878,659,659000
-0.0391597,0.026451,-1.06324,2,580.3878571987152,1000.0,0.0433104038239,149.709,0.0,1348.20583467,661,661000
-0.0321971,0.0340431,-1.08709,2,582.1679079532623,1000.0,0.0498133301735,147.443,0.0,1348.99601952,663,663000
-0.0316581,0.0529474,-1.12443,2,583.9538719654083,1000.0,0.052007496357,149.895,0.0,1350.89065991,665,665000
-0.0332655,0.0365693,-1.13743,2,585.7513589859009,1000.0,0.0603002905846,145.134,0.0,1351.44408597,667,667000
-0.0359361,0.0256689,-1.18018,2,587.5796089172363,1000.0,0.0269638299942,142.293,0.0,1352.98103029,669,669000
-0.0357458,0.0338424,-1.17605,2,589.3761808872223,1000.0,0.0719927549362,143.098,0.0,1355.14608987,671,671000
-0.0361672,0.0288959,-1.17306,2,591.1721947193146,1000.0,0.0493509173393,148.59,0.0,1356.48736377,673,673000
-0.0337963,0.0417753,-1.16241,2,592.9694702625275,1000.0,0.0885642170906,148.633,0.0,1358.46484067,675,675000
-0.0380323,0.0385282,-1.14939,2,594.7503383159637,1000.0,0.0953081250191,147.155,0.0,1358.44677314,677,677000
-0.0361822,0.0316816,-1.12072,2,596.5469958782196,1000.0,0.0801497101784,146.925,0.0,1359.14551737,679,679000
-0.0387276,0.0498488,-1.17472,2,598.3443231582642,1000.0,0.159730315208,143.295,0.0,1359.30373342,681,681000
-0.0346648,0.0366127,-1.18496,3,600.1249852180481,1000.0,0.101298093796,203.722,0.0,1360.48438813,684,684000
-0.0379506,0.0330058,-1.20962,2,601.9226236343384,1000.0,0.0975177884102,148.297,0.0,1362.92308114,686,686000
-0.0375289,0.0346769,-1.20309,2,603.7186594009399,1000.0,0.0884295701981,147.027,0.0,1363.82343916,688,688000
-0.0350858,0.0378021,-1.20379,2,605.5003297328949,1000.0,0.0819944739342,150.049,0.0,1365.8326052,690,690000
-0.0382012,0.0284031,-1.21151,2,607.2998642921448,1000.0,0.0322923064232,142.355,0.0,1366.41061245,692,692000
-0.0368624,0.0281413,-1.21886,2,609.0784106254578,1000.0,0.0756366252899,144.954,0.0,1367.91202224,694,694000
-0.0275641,0.0516081,-1.2342,2,610.8752422332764,1000.0,0.0528234839439,142.815,0.0,1367.38670294,696,696000
-0.0373431,0.0349053,-1.21499,2,612.6718966960907,1000.0,0.089328289032,147.437,0.0,1368.08026158,698,698000
-0.0337582,0.0354403,-1.19669,2,614.4694209098816,1000.0,0.0315254330635,143.027,0.0,1369.65212478,700,700000
-0.03442,0.0342836,-1.16764,2,616.2655942440033,1000.0,0.075048327446,146.724,0.0,1369.67851672,702,702000
-0.0264773,0.0484679,-1.15741,2,618.0630612373352,1000.0,0.0301302075386,142.115,0.0,1369.77165664,704,704000
-0.0344541,0.0392163,-1.16123,2,619.8598268032074,1000.0,0.0856883525848,146.804,0.0,1370.58696632,706,706000
-0.0338272,0.0388628,-1.19997,2,621.6423816680908,1000.0,0.0884104967117,147.6,0.0,1371.00828035,708,708000
-0.0337373,0.0444156,-1.21413,2,623.4386494159698,1000.0,0.063588321209,140.942,0.0,1388.36493205,710,710000
-0.0334081,0.0356483,-1.20194,2,625.2349662780762,1000.0,0.0627913475037,148.762,0.0,1389.06211402,712,712000
-0.0363364,0.0281203,-1.19694,2,627.0158026218414,1000.0,0.107679188251,150.039,0.0,1389.15160395,714,714000
-0.0288894,0.0613788,-1.25895,2,628.8124349117279,1000.0,0.0791608691216,152.547,0.0,1388.77648436,716,716000
-0.0341557,0.0292694,-1.26973,2,630.5903539657593,1000.0,0.0685979127884,146.797,0.0,1388.68577659,718,718000
-0.0318394,0.0419367,-1.28487,2,632.3909873962402,1000.0,0.085741519928,147.315,0.0,1389.31641007,720,720000
-0.0372237,0.0358217,-1.31122,2,634.1773397922516,1000.0,0.0661284327507,147.072,0.0,1405.85049967,722,722000
-0.0381743,0.0283218,-1.32399,2,635.9694464206696,1000.0,0.0673764944077,147.373,0.0,1406.39939893,724,724000
-0.0355475,0.0448006,-1.30275,3,637.7506911754608,1000.0,0.0845292210579,192.177,0.0,1407.86980074,727,727000
-0.0369172,0.0336344,-1.2999,2,639.5331053733826,1000.0,0.0637905597687,148.666,0.0,1407.55102623,729,729000
-0.0384484,0.0346843,-1.32538,2,641.3291139602661,1000.0,0.0789330005646,150.022,0.0,1408.32013001,731,731000
-0.0317908,0.0420208,-1.32846,2,643.1257586479187,1000.0,0.097457408905,143.057,0.0,1407.69462457,733,733000
-0.0348577,0.0332684,-1.36564,2,644.9062781333923,1000.0,0.0751719474792,149.337,0.0,1406.68578126,735,735000
-0.0378093,0.0409365,-1.39462,2,646.7039160728455,1000.0,0.0777561068535,146.016,0.0,1406.01352434,737,737000
-0.0385541,0.0285647,-1.39319,2,648.4849338531494,1000.0,0.078517973423,146.177,0.0,1405.33506602,739,739000
-0.0321047,0.0488181,-1.41646,2,650.2814521789551,1000.0,0.103443741798,148.005,0.0,1405.84074244,741,741000
-0.0398832,0.0293753,-1.44348,2,652.070369720459,1000.0,0.0371588468552,145.159,0.0,1404.85970743,743,743000
-0.0373949,0.0292993,-1.46845,2,653.859935760498,1000.0,0.0557405948639,144.618,0.0,1405.22556231,745,745000
-0.0303983,0.0437065,-1.45957,2,655.6415042877197,1000.0,0.0399373173714,145.73,0.0,1404.48709637,747,747000
-0.0342276,0.0377868,-1.46743,2,657.438152551651,1000.0,0.0658109784126,143.055,0.0,1404.63490843,749,749000
-0.0376337,0.0363518,-1.47892,2,659.2189614772797,1000.0,0.104110181332,150.206,0.0,1405.73275968,751,751000
-0.03493,0.0350568,-1.47838,2,661.0155589580536,1000.0,0.0707710385323,152.277,0.0,1406.39093187,753,753000
-0.0355764,0.0337154,-1.47999,2,662.8131918907166,1000.0,0.0478654503822,146.657,0.0,1405.55075488,755,755000
-0.0314552,0.0457094,-1.48362,2,664.5951764583588,1000.0,0.0356342196465,152.037,0.0,1406.28817275,757,757000
-0.0326616,0.0416007,-1.49817,2,666.3913516998291,1000.0,0.0610770583153,150.898,0.0,1406.91104206,759,759000
-0.0328546,0.0365437,-1.4482,2,668.1877071857452,1000.0,0.0407263636589,147.2,0.0,1406.24981456,761,761000
-0.0339446,0.0397605,-1.47489,2,669.9851529598236,1000.0,0.0580318570137,154.232,0.0,1406.3909962,763,763000
-0.0337914,0.0414668,-1.45938,2,671.7665028572083,1000.0,0.00764381885529,142.898,0.0,1405.83344259,765,765000
-0.0310938,0.0572577,-1.47583,3,673.5631923675537,1000.0,0.0266791582108,216.828,0.0,1407.14327123,768,768000
-0.0370373,0.0325199,-1.46448,2,675.3437995910645,1000.0,0.0241742134094,143.391,0.0,1406.87822048,770,770000
-0.0307815,0.0439249,-1.46385,2,677.1415555477142,1000.0,0.0419675111771,148.689,0.0,1407.64114951,772,772000
-0.0382998,0.038502,-1.46307,2,678.9381995201111,1000.0,0.0646163225174,147.757,0.0,1407.65075245,774,774000
-0.0267493,0.0503013,-1.46335,2,680.7345991134644,1000.0,0.0617736577988,146.117,0.0,1409.02318409,776,776000
-0.030159,0.0426137,-1.44595,2,682.5278799533844,1000.0,0.0539980530739,148.415,0.0,1410.51881898,778,778000
-0.0329763,0.0418099,-1.43923,2,684.3128957748413,1000.0,0.0572672486305,148.43,0.0,1410.51402251,780,780000
-0.0321016,0.0372838,-1.46077,2,686.1158630847931,1000.0,0.0196660757065,146.284,0.0,1411.09390359,782,782000
-0.0398577,0.0607324,-1.45919,2,687.9225332736969,1000.0,0.602117538452,151.884,0.0,1409.81160131,784,784000
-0.0404784,0.0509027,-1.48409,2,689.7199146747589,1000.0,0.843684673309,91.387,0.0,1392.35781379,786,786000
-0.0343274,0.0251182,-1.47818,2,691.5157120227814,1000.0,0.0505655407906,147.754,0.0,1394.05962071,788,788000
-0.0344604,0.039406,-1.49848,2,693.2976686954498,1000.0,0.0277878642082,146.056,0.0,1394.13626009,790,790000
-0.0298612,0.0463275,-1.52545,2,695.0942702293396,1000.0,0.0500728487968,149.39,0.0,1395.51191776,792,792000
-0.0368401,0.0368532,-1.54697,2,696.8908653259277,1000.0,0.0684483647346,146.995,0.0,1395.25948064,794,794000
-0.0525259,0.0358948,-1.60664,2,698.704149723053,1000.0,0.905422858894,91.0386,0.0,1379.280189,796,796000
-0.0356098,0.0349712,-1.60203,2,700.5008158683777,1000.0,0.112895190716,155.682,0.0,1381.53667431,798,798000
-0.031404,0.0403812,-1.60514,2,702.2829356193542,1000.0,0.0421824455261,150.725,0.0,1382.04276189,800,800000
-0.0311071,0.0436204,-1.58987,2,704.0785205364227,1000.0,0.0411413311958,151.517,0.0,1382.92338301,802,802000
-0.0330638,0.0333576,-1.58761,2,705.8594727516174,1000.0,0.0147018432617,147.765,0.0,1384.5234598,804,804000
-0.0336074,0.032599,-1.57485,2,707.6564273834229,1000.0,0.043753027916,145.858,0.0,1385.48668582,806,806000
-0.0373534,0.029889,-1.59167,2,709.4345490932465,1000.0,0.0574271678925,153.031,0.0,1386.81021304,808,808000
-0.0318797,0.0489199,-1.57459,3,711.2346358299255,1000.0,0.0386174917221,224.584,0.0,1387.2826162,811,811000
-0.0287293,0.0366858,-1.56003,2,713.0157551765442,1000.0,0.0355153083801,147.887,0.0,1388.12035915,813,813000
-0.0256957,0.0481015,-1.56809,2,714.8134765625,1000.0,0.0388731956482,154.269,0.0,1388.98039701,815,815000
-0.0318417,0.0387219,-1.59878,2,716.610077381134,1000.0,0.0356832146645,152.228,0.0,1390.19815415,817,817000
-0.0322984,0.0377292,-1.60634,2,718.4063136577606,1000.0,0.0481184720993,148.163,0.0,1391.76967896,819,819000
-0.0304487,0.0414735,-1.59807,2,720.2030701637268,1000.0,0.0421657562256,157.235,0.0,1393.23892315,821,821000
-0.0344799,0.0444814,-1.59303,2,722.0007390975952,1000.0,0.0596109032631,145.135,0.0,1394.31281944,823,823000
-0.0327026,0.0413537,-1.60595,2,723.7831275463104,1000.0,0.0252332687378,149.17,0.0,1393.99561743,825,825000
-0.0355274,0.0316367,-1.61982,2,725.5788223743439,1000.0,0.0384705066681,154.271,0.0,1394.2269246,827,827000
-0.0330565,0.0470382,-1.62274,2,727.3754208087921,1000.0,0.0413790941238,152.38,0.0,1395.25107323,829,829000
-0.0333972,0.0414922,-1.62523,2,729.1724369525909,1000.0,0.0440673232079,151.809,0.0,1394.77102994,831,831000
-0.0329592,0.042646,-1.59777,2,730.9538340568542,1000.0,0.0492177605629,151.544,0.0,1396.3101954,833,833000
-0.0318332,0.0379642,-1.60211,2,732.7509515285492,1000.0,0.056560754776,151.206,0.0,1398.58867387,835,835000
-0.0307832,0.0427593,-1.61505,2,734.5320901870728,1000.0,0.0526497960091,151.003,0.0,1399.76907169,837,837000
-0.0323704,0.0369696,-1.61748,2,736.3297669887543,1000.0,0.0366538763046,153.504,0.0,1401.12345059,839,839000
-0.0298423,0.0573109,-1.60115,2,738.1256399154663,1000.0,0.012179672718,143.023,0.0,1401.08074568,841,841000
-0.0340738,0.0298312,-1.61153,2,739.9225609302521,1000.0,0.0327431559563,158.963,0.0,1402.28097788,843,843000
-0.028124,0.0591389,-1.57736,2,741.7038190364838,1000.0,0.0430961251259,159.087,0.0,1404.16798573,845,845000
-0.0318065,0.0409174,-1.53716,2,743.500305891037,1000.0,0.0603296160698,154.461,0.0,1405.70593416,847,847000
-0.0545167,0.0425453,-1.53045,2,745.312881231308,1000.0,0.854325175285,155.839,0.0,1406.1305276,849,849000
-0.0374035,0.0583483,-1.57189,2,747.1095726490021,1000.0,0.760517567396,86.9845,0.0,1389.62463944,851,851000
-0.0438614,0.0502981,-1.55896,3,748.906985282898,1000.0,0.931863903999,158.41,0.0,1373.28218421,854,854000
-0.0344755,0.0408034,-1.5259,2,750.70321393013,1000.0,0.0231347680092,151.351,0.0,1374.31939081,856,856000
-0.0334028,0.0299905,-1.52508,2,752.4858183860779,1000.0,0.0388402342796,156.373,0.0,1373.80119803,858,858000
-0.0335692,0.0357243,-1.52085,2,754.2824289798737,1000.0,0.0407599210739,150.11,0.0,1374.34555105,860,860000
-0.0332512,0.0353684,-1.51916,2,756.0782234668732,1000.0,0.0478295087814,156.545,0.0,1375.08839037,862,862000
-0.0325415,0.0464191,-1.53973,2,757.8755307197571,1000.0,0.056630551815,156.384,0.0,1376.55897985,864,864000
-0.0311163,0.0403367,-1.55991,2,759.6567754745483,1000.0,0.0501443147659,151.362,0.0,1376.6079309,866,866000
-0.0400799,0.0367993,-1.56498,2,761.454920053482,1000.0,0.293797135353,158.686,0.0,1376.53075946,868,868000
-0.0329269,0.04853,-1.54595,2,763.2665603160858,1000.0,0.0584508180618,152.034,0.0,1375.93512818,870,870000
-0.0338552,0.0372479,-1.55532,2,765.0478475093842,1000.0,0.0534256100655,155.744,0.0,1376.16015431,872,872000
-0.033576,0.0506876,-1.59672,2,766.8436529636383,1000.0,0.0989820957184,157.861,0.0,1377.3306642,874,874000
-0.0373495,0.0370155,-1.62917,2,768.6249995231628,1000.0,0.111210465431,158.383,0.0,1377.1832508,876,876000
-0.0397569,0.0334325,-1.64699,2,770.4218735694885,1000.0,0.0610729455948,154.882,0.0,1376.61025301,878,878000
-0.033069,0.0409936,-1.63078,2,772.205023765564,1000.0,0.0519227981567,155.6,0.0,1377.61793654,880,880000
-0.0354174,0.0424038,-1.63383,2,774.0002257823944,1000.0,0.0277295708656,154.498,0.0,1378.67618813,882,882000
-0.0340459,0.0352192,-1.63494,2,775.7815549373627,1000.0,0.0376521945,153.003,0.0,1380.05024591,884,884000
-0.0346418,0.0384947,-1.64906,2,777.5784678459167,1000.0,0.0262793302536,154.509,0.0,1398.01592747,886,886000
-0.0350951,0.0469625,-1.68005,2,779.3595113754272,1000.0,0.0677624344826,157.83,0.0,1398.44901404,888,888000
-0.0317564,0.0613466,-1.68466,2,781.1576845645905,1000.0,0.0242072939873,156.144,0.0,1400.11892838,890,890000
-0.0315269,0.0549319,-1.70704,2,782.938001871109,1000.0,0.0416784882545,159.044,0.0,1400.53091174,892,892000
-0.0385294,0.0357042,-1.74608,2,784.7348921298981,1000.0,0.0534045100212,158.821,0.0,1401.5370194,894,894000
-0.0340102,0.0520243,-1.758,3,786.531735420227,1000.0,0.110400915146,225.681,0.0,1417.9254876,897,897000
-0.0308874,0.0468034,-1.76781,2,788.3143560886383,1000.0,0.0894495248795,155.665,0.0,1417.7261476,899,899000
-0.0305882,0.0507805,-1.78963,2,790.1106090545654,1000.0,0.0642493963242,158.624,0.0,1418.70204957,901,901000
-0.035546,0.0440464,-1.78087,2,791.9074485301971,1000.0,0.0766089558601,156.904,0.0,1419.15181982,903,903000
-0.0341716,0.0417793,-1.80735,2,793.6876504421234,1000.0,0.0600487589836,154.549,0.0,1418.90144816,905,905000
-0.0390021,0.0298527,-1.81485,2,795.4853196144104,1000.0,0.0335202813148,157.524,0.0,1419.20884878,907,907000
-0.036237,0.0383338,-1.81012,2,797.281699180603,1000.0,0.0256760716438,153.277,0.0,1418.86005256,909,909000
-0.0296376,0.0487953,-1.79032,2,799.0786006450653,1000.0,0.035136282444,155.487,0.0,1419.97508037,911,911000
-0.0362114,0.0327696,-1.78072,2,800.8608291149139,1000.0,0.0352275371552,158.049,0.0,1420.97215239,913,913000
-0.0350046,0.0290705,-1.77307,2,802.6563451290131,1000.0,0.0348583459854,151.324,0.0,1421.4405598,915,915000
-0.036714,0.0333125,-1.75155,2,804.4375627040863,1000.0,0.0204648375511,158.094,0.0,1421.41503677,917,917000
