loss_pol_entpen,EpisodesSoFar,loss_ent,EpThisIter,TimestepsSoFar,TimeElapsed,EpLenMean,loss_pol_surr,loss_vf_loss,EpRewMean,ev_tdlam_before,loss_kl
0.0,10910,8.90883,18,1068983,1967.0948538780212,119.27,-0.146911,0.30248,61.0969668354,0.961642082781,0.340598
0.0,10927,8.87614,17,1071093,1970.9303560256958,116.9,-0.152578,0.288367,59.572931384,0.968311682343,0.328546
0.0,10944,8.87255,17,1073067,1974.7009484767914,117.74,-0.147577,0.290589,60.0230722926,0.96226362884,0.301302
0.0,10961,8.85979,17,1075196,1978.5396490097046,119.81,-0.147145,0.258093,60.8497174033,0.958245582879,0.327013
0.0,10977,8.85505,16,1077142,1982.570331811905,121.08,-0.141376,0.275433,61.1526623253,0.937073908746,0.449758
0.0,10993,8.81364,16,1079237,1986.6127541065216,122.25,-0.139658,0.269188,61.5546587431,0.959552098066,0.524106
0.0,11009,8.82112,16,1081219,1990.609956741333,123.45,-0.145408,0.329068,62.6649490757,0.952176552266,0.256471
0.0,11026,8.77083,17,1083274,1994.5940606594086,122.68,-0.146678,0.304552,62.8808748342,0.956233456731,0.258052
0.0,11043,8.78184,17,1085361,1998.6097135543823,123.9,-0.142072,0.264713,63.637104258,0.960952740163,0.286309
0.0,11060,8.76153,17,1087389,2002.4147765636444,123.46,-0.145971,0.297863,63.7913320269,0.961883042008,0.340918
0.0,11077,8.72554,17,1089449,2006.1881818771362,123.07,-0.150529,0.315684,63.8565708828,0.962905284017,0.318163
0.0,11095,8.69568,18,1091478,2009.9930212497711,119.68,-0.145936,0.378251,62.5706525808,0.955646473914,0.365684
0.0,11111,8.71053,16,1093561,2013.8272142410278,120.5,-0.142518,0.29665,62.7790027094,0.958607826382,0.377473
0.0,11129,8.6931,18,1095627,2017.6265449523926,119.65,-0.146373,0.261539,62.3648394345,0.964250162244,0.295278
0.0,11145,8.7,16,1097648,2021.4216811656952,120.97,-0.140809,0.306461,63.2226130352,0.960689269006,0.38794
0.0,11162,8.70489,17,1099720,2025.2117974758148,121.2,-0.147774,0.20401,63.1531235546,0.966029170901,0.34983
0.0,11180,8.69298,18,1101679,2029.0075962543488,117.88,-0.141715,0.317104,61.5234649691,0.954814322293,0.296394
0.0,11197,8.66351,17,1103794,2032.7998476028442,120.65,-0.140927,0.278287,62.9859705798,0.941130142659,0.443633
0.0,11214,8.66019,17,1105817,2036.5781450271606,118.81,-0.150575,0.353178,62.2191792265,0.955502528697,0.330011
0.0,11232,8.63339,18,1107916,2040.3604621887207,118.02,-0.147931,0.435032,61.7717248687,0.946626003832,0.28083
0.0,11248,8.62182,16,1109876,2044.1487867832184,118.24,-0.148784,0.326696,61.6792636678,0.957576327026,0.269448
0.0,11266,8.5968,18,1112064,2047.9601476192474,119.68,-0.144762,0.299453,62.4430304103,0.960009180009,0.367819
0.0,11284,8.5835,18,1114015,2051.7658002376556,118.43,-0.148944,0.38153,61.8527248379,0.963941115886,0.355383
0.0,11301,8.55359,17,1116033,2055.5160281658173,118.27,-0.150987,0.289565,61.9236512728,0.962614048272,0.354498
0.0,11318,8.50153,17,1118190,2059.320119857788,118.66,-0.148478,0.279643,62.1340380828,0.962994396687,0.303482
0.0,11333,8.45967,15,1120138,2063.117340326309,120.85,-0.139037,0.213071,63.0550924109,0.961893707514,0.388287
0.0,11349,8.42222,16,1122214,2066.9136397838593,121.95,-0.141545,0.239841,63.3638177107,0.959820900112,0.372795
0.0,11365,8.39154,16,1124242,2070.7433240413666,123.04,-0.143237,0.268771,63.8691720271,0.968718308955,0.307416
0.0,11382,8.37102,17,1126366,2074.6100056171417,126.19,-0.135962,0.375586,64.6477118898,0.958202090114,0.285258
0.0,11399,8.39481,17,1128419,2078.4217522144318,126.36,-0.139952,0.253099,64.6690252367,0.960691664368,0.375567
0.0,11415,8.35516,16,1130424,2082.2670073509216,126.4,-0.1409,0.377481,64.422795989,0.95453466475,0.324577
0.0,11432,8.33451,17,1132471,2086.0479934215546,124.59,-0.144381,0.347807,63.3796945727,0.954882599413,0.360698
0.0,11449,8.29517,17,1134538,2089.8521978855133,123.24,-0.13939,0.438879,62.8601505546,0.918873228133,0.339345
0.0,11465,8.27408,16,1136636,2093.6439113616943,123.94,-0.149443,0.310662,63.1042892763,0.952294114977,0.329982
0.0,11481,8.24406,16,1138670,2097.45641040802,123.94,-0.146296,0.312003,63.5403255757,0.964251980186,0.308729
0.0,11495,8.19882,14,1140609,2101.2673404216766,126.61,-0.136612,0.30303,64.3584433155,0.96400481835,0.384964
0.0,11512,8.18888,17,1142728,2105.071181535721,126.6,-0.144511,0.314691,64.1192006909,0.966903671622,0.354248
0.0,11528,8.15988,16,1144721,2108.90709733963,127.99,-0.144184,0.333483,64.5548484391,0.958056923002,0.369067
0.0,11545,8.11499,17,1146871,2112.7424969673157,129.34,-0.142123,0.385851,64.8311629041,0.951325565577,0.29313
0.0,11559,8.1371,14,1148852,2116.598186969757,130.31,-0.150263,0.290123,65.1022777254,0.959328688681,0.409317
0.0,11573,8.11863,14,1150921,2120.421804666519,133.34,-0.142091,0.259164,66.5944772778,0.962146636099,0.325119
0.0,11590,8.12123,17,1152988,2124.251447200775,129.59,-0.132544,0.354691,64.7703019273,0.947345599532,0.337219
0.0,11609,8.10307,19,1155065,2128.067894220352,127.43,-0.13461,0.420354,63.8315522302,0.956033442169,0.463555
0.0,11624,8.08978,15,1157012,2131.9232592582703,127.71,-0.139991,0.404768,63.9582595524,0.95651525259,0.338455
0.0,11642,8.12369,18,1159079,2135.7350409030914,126.64,-0.124338,0.407004,63.370994066,0.9622159563,0.61085
0.0,11658,8.09729,16,1161141,2139.5609934329987,124.53,-0.144338,0.306071,62.202890272,0.955885019153,0.38845
0.0,11673,8.09994,15,1163132,2143.3749449253082,122.11,-0.15331,0.212226,60.8441973729,0.961541485041,0.375873
0.0,11690,8.08438,17,1165271,2147.218880176544,122.83,-0.135847,0.340602,60.900667692,0.951583895832,0.394455
0.0,11704,8.01234,14,1167264,2151.0311000347137,128.09,-0.141468,0.282398,63.5591786925,0.94616901502,0.616082
0.0,11721,7.99058,17,1169333,2154.7972259521484,127.53,-0.1502,0.259638,63.3264375147,0.961793042719,0.315709
0.0,11737,7.99199,16,1171357,2158.6430954933167,128.32,-0.132228,0.285546,63.627200859,0.956653203815,0.335087
0.0,11753,7.97544,16,1173406,2162.4561438560486,128.97,-0.149096,0.2215,64.2337431745,0.962029252201,0.298138
0.0,11769,7.93752,16,1175509,2166.2355058193207,129.53,-0.145091,0.239908,64.5484896525,0.96336498484,0.295921
0.0,11787,7.91315,18,1177547,2170.0549640655518,126.53,-0.140335,0.35514,63.4522522181,0.961194880307,0.309089
0.0,11804,7.95465,17,1179639,2173.8211188316345,123.75,-0.138146,0.267948,62.3629868111,0.965635184199,0.372871
0.0,11820,7.90264,16,1181604,2177.6019966602325,123.91,-0.144966,0.307865,62.5375766978,0.95431284979,0.362484
0.0,11835,7.87563,15,1183664,2181.3994784355164,125.32,-0.144695,0.258032,63.3989598386,0.950520697981,0.300102
0.0,11851,7.83725,16,1185786,2185.134588956833,126.06,-0.151097,0.331652,64.0198854762,0.950703557581,0.392784
0.0,11868,7.81545,17,1187772,2189.1092641353607,123.62,-0.147579,0.296027,62.6535079347,0.950811069459,0.32796
0.0,11884,7.82877,16,1189834,2193.054256439209,126.76,-0.145878,0.401955,64.3195561656,0.941321410239,0.473238
0.0,11900,7.80595,16,1191857,2197.0973196029663,126.99,-0.148565,0.356378,64.4793101029,0.95775219053,0.340222
0.0,11919,7.80646,19,1193963,2200.8592824935913,124.57,-0.139971,0.451798,63.0082599526,0.951288029552,0.343614
0.0,11935,7.8355,16,1195968,2204.6408767700195,123.04,-0.143516,0.378319,62.383195435,0.942638557404,0.288141
0.0,11951,7.82887,16,1198063,2208.4531786441803,122.77,-0.132733,0.313388,62.2951155223,0.96086095646,0.426325
0.0,11969,7.84709,18,1200104,2212.234756231308,122.11,-0.148454,0.334936,62.1565543613,0.960079770535,0.269979
0.0,11986,7.81101,17,1202135,2216.038187265396,120.75,-0.148343,0.287707,61.5639411024,0.96994214505,0.338797
0.0,12001,7.84665,15,1204101,2219.8523313999176,121.38,-0.134833,0.341343,61.6747239269,0.955931972712,0.4588
0.0,12017,7.80792,16,1206163,2223.6265852451324,124.05,-0.136731,0.278795,62.7096559857,0.951930660754,0.418648
0.0,12035,7.83194,18,1208311,2227.456391811371,123.43,-0.138679,0.437421,62.3904600719,0.95722701028,0.309785
0.0,12051,7.8033,16,1210295,2231.218826532364,122.32,-0.143231,0.426709,61.9920869468,0.938424754888,0.372243
0.0,12069,7.77063,18,1212330,2235.0004513263702,122.26,-0.144682,0.32158,61.7229094363,0.964200809598,0.364871
0.0,12084,7.73221,15,1214376,2238.796726465225,124.65,-0.146043,0.284051,62.8636883787,0.957959797233,0.358899
0.0,12102,7.70868,18,1216395,2242.581248521805,121.69,-0.143988,0.305709,61.475771189,0.952820986509,0.441074
0.0,12119,7.68202,17,1218467,2246.3983352184296,120.7,-0.150877,0.349718,60.9561887102,0.956854168326,0.341491
0.0,12137,7.63658,18,1220574,2250.204380750656,119.63,-0.143803,0.348488,60.3680513416,0.966503474861,0.369224
0.0,12154,7.63861,17,1222579,2253.9872875213623,119.0,-0.145858,0.344491,59.9427566062,0.956823159009,0.380746
0.0,12171,7.64925,17,1224646,2257.7885913848877,120.38,-0.14171,0.333703,60.8449105272,0.945272546262,0.353279
0.0,12186,7.65892,15,1226672,2261.58557677269,120.21,-0.133158,0.284397,60.883552281,0.959350127727,0.651208
0.0,12202,7.65532,16,1228692,2265.3826360702515,122.97,-0.140397,0.247118,62.3761533286,0.951333533973,0.345763
0.0,12219,7.61405,17,1230834,2269.1900815963745,123.67,-0.140942,0.307396,62.9046620351,0.948013678193,0.320944
0.0,12235,7.59431,16,1232888,2272.970529794693,125.56,-0.146621,0.284084,63.8624807174,0.957234550267,0.34985
0.0,12251,7.57806,16,1234940,2276.8147616386414,126.57,-0.129625,0.324303,64.3363696437,0.94540110603,0.441239
0.0,12266,7.55078,15,1236836,2280.6487810611725,127.04,-0.146716,0.273436,64.2937648958,0.953626479954,0.38759
0.0,12281,7.49936,15,1238938,2284.4378316402435,130.33,-0.136798,0.222429,65.7109151362,0.959180194885,0.501829
0.0,12298,7.49402,17,1241084,2288.2341833114624,128.68,-0.149707,0.245868,65.0123236438,0.95753948018,0.317149
0.0,12314,7.46566,16,1243090,2291.9922461509705,128.5,-0.14665,0.209454,65.0724639367,0.965982053429,0.379664
0.0,12328,7.45981,14,1245116,2295.789151906967,130.85,-0.146725,0.23809,66.1681110399,0.965165510774,0.351173
0.0,12345,7.45918,17,1247102,2299.563271522522,130.81,-0.14211,0.327948,66.4236520453,0.960422653705,0.330516
0.0,12360,7.45749,15,1249151,2303.351677417755,131.1,-0.136925,0.248485,66.7246102486,0.952114287764,0.471769
0.0,12375,7.42038,15,1251223,2307.1539998054504,131.09,-0.145229,0.44338,66.6620292391,0.954517431557,0.41617
0.0,12392,7.43927,17,1253311,2310.9843089580536,128.95,-0.1412,0.400326,65.4053589889,0.956412371248,0.39062
0.0,12408,7.44109,16,1255329,2314.808606147766,129.8,-0.148374,0.347383,65.7726855487,0.958012808114,0.32893
0.0,12425,7.44104,17,1257416,2318.633700609207,127.0,-0.143306,0.324112,64.3545760053,0.963740888983,0.319075
0.0,12441,7.42009,16,1259494,2322.3933742046356,128.57,-0.146719,0.361589,65.4098452138,0.958513014019,0.36864
0.0,12457,7.41742,16,1261548,2326.1957268714905,128.16,-0.14499,0.331799,64.9078663416,0.954568456858,0.321934
0.0,12472,7.37435,15,1263510,2330.015569448471,127.05,-0.137256,0.247811,64.5015572454,0.940217502415,0.412991
0.0,12489,7.38693,17,1265562,2333.7898218631744,126.47,-0.140798,0.311366,64.2987230224,0.958547409624,0.44682
0.0,12506,7.34664,17,1267643,2337.58563041687,125.93,-0.144275,0.352611,64.3677231691,0.94740562886,0.396799
0.0,12522,7.34407,16,1269700,2341.383635044098,126.53,-0.142609,0.319481,64.6948629019,0.960106577724,0.364868
0.0,12537,7.37105,15,1271723,2345.1562910079956,127.58,-0.12385,0.41705,65.2552446397,0.951192323118,0.743031
0.0,12554,7.36187,17,1273823,2348.926119327545,126.17,-0.141959,0.385843,64.8897446367,0.94717868045,0.31406
0.0,12571,7.33025,17,1275780,2352.696053504944,124.1,-0.14246,0.456889,63.7104819062,0.934053361416,0.425813
0.0,12589,7.31773,18,1277920,2356.5228786468506,123.58,-0.143434,0.587552,63.0893786411,0.939964644611,0.322927
0.0,12606,7.312,17,1279934,2360.3596575260162,122.91,-0.143116,0.344868,62.3356742459,0.959601335227,0.354696
0.0,12623,7.29323,17,1282018,2364.1338629722595,121.6,-0.145076,0.600078,61.5800719024,0.928815580904,0.457514
0.0,12638,7.27205,15,1284011,2367.972422838211,121.49,-0.130359,0.381976,61.147152547,0.960180811584,0.68891
0.0,12654,7.23807,16,1286068,2371.7587699890137,122.45,-0.145045,0.426186,61.3624036289,0.96502142027,0.30666
0.0,12670,7.21898,16,1288081,2375.6100523471832,124.49,-0.14414,0.340806,62.3419880232,0.967198416591,0.359234
0.0,12686,7.20508,16,1290170,2379.421898841858,126.97,-0.147682,0.264131,63.926804921,0.955232381821,0.411133
0.0,12703,7.22275,17,1292188,2383.250375032425,125.19,-0.143396,0.421946,63.0140505219,0.958375558257,0.303385
0.0,12721,7.21576,18,1294290,2387.0398936271667,124.87,-0.139136,0.332572,62.5823776408,0.962292544544,0.370989
0.0,12736,7.19412,15,1296329,2390.8446369171143,125.86,-0.141826,0.347503,63.3109646122,0.937668293715,0.450563
0.0,12752,7.22624,16,1298333,2394.6326158046722,125.49,-0.144848,0.312365,63.2491328899,0.952367741615,0.427506
0.0,12768,7.17087,16,1300412,2398.469263792038,125.83,-0.144557,0.368818,63.3096851523,0.96362137422,0.399506
0.0,12784,7.10766,16,1302441,2402.2813045978546,124.99,-0.139231,0.411782,62.7028030975,0.927562505007,0.434104
0.0,12802,7.0503,18,1304506,2406.063486814499,124.19,-0.144846,0.539678,62.6122466741,0.934483215213,0.37861
0.0,12820,7.03472,18,1306571,2409.852823495865,124.11,-0.15383,0.409791,62.8630957808,0.952122546732,0.388656
0.0,12837,6.99149,17,1308609,2413.65625333786,121.5,-0.138057,0.55407,61.3056444436,0.932044804096,0.411151
0.0,12853,7.00007,16,1310661,2417.5033411979675,121.62,-0.136085,0.36988,60.9455207528,0.947034940124,0.540628
0.0,12869,6.98108,16,1312751,2421.2811028957367,122.25,-0.143935,0.373943,61.7277551103,0.94372331351,0.472917
0.0,12887,6.97069,18,1314785,2425.078256368637,119.04,-0.145435,0.48838,59.8874830623,0.947819489986,0.435512
0.0,12903,6.92666,16,1316820,2428.914346218109,121.68,-0.144163,0.486744,61.0018845751,0.942745629698,0.443175
0.0,12921,6.9271,18,1318865,2432.7740824222565,121.64,-0.138311,0.388042,60.2742537535,0.966370135546,0.433113
0.0,12938,6.89142,17,1320943,2436.5553834438324,121.9,-0.139371,0.431201,60.7317175295,0.953341588378,0.380741
0.0,12954,6.8537,16,1322883,2440.3528151512146,120.86,-0.149426,0.296844,60.4041444646,0.949494060129,0.415188
0.0,12971,6.82745,17,1324987,2444.1779911518097,119.98,-0.146155,0.350444,59.3896733708,0.9598595649,0.350265
0.0,12987,6.8116,16,1327035,2448.015259742737,122.5,-0.145711,0.326953,60.8044454375,0.944427054375,0.350469
0.0,13002,6.82527,15,1329079,2451.846319913864,123.84,-0.141447,0.334141,61.3220842666,0.944825861603,0.549662
0.0,13018,6.83028,16,1331067,2455.656408548355,125.26,-0.139289,0.357598,62.0837674536,0.955616295338,0.365332
0.0,13034,6.82297,16,1333119,2459.5008232593536,126.63,-0.144361,0.351365,62.1699421094,0.949397910386,0.396816
0.0,13050,6.81775,16,1335248,2463.3359138965607,127.81,-0.136015,0.270826,62.4273195385,0.945639032871,0.374477
0.0,13064,6.81622,14,1337230,2467.180601835251,131.21,-0.138361,0.345378,64.3811896272,0.956295870245,0.688889
0.0,13080,6.78585,16,1339361,2471.0351436138153,131.99,-0.141772,0.307647,64.5562778759,0.957886897027,0.343917
0.0,13094,6.77826,14,1341304,2474.8467993736267,132.76,-0.143301,0.252828,65.0890434947,0.960229426622,0.365692
0.0,13111,6.74829,17,1343419,2478.664879798889,132.15,-0.14276,0.298135,65.121871698,0.957966513932,0.406382
0.0,13128,6.73581,17,1345422,2482.4687163829803,130.04,-0.143622,0.259065,64.4421475448,0.965091496706,0.465052
0.0,13145,6.70344,17,1347554,2486.2814116477966,130.48,-0.146455,0.220025,64.7148238398,0.973614620045,0.391072
0.0,13160,6.66211,15,1349536,2490.106031894684,128.37,-0.140883,0.356052,63.8683817795,0.953964915127,0.414128
0.0,13176,6.66306,16,1351583,2493.8752932548523,128.09,-0.141823,0.250994,64.0546181731,0.957402143627,0.402792
0.0,13192,6.64384,16,1353672,2497.6726150512695,126.88,-0.141302,0.350081,63.483400513,0.962724182755,0.412367
0.0,13210,6.60957,18,1355657,2501.484298467636,123.36,-0.136486,0.386508,61.7352567191,0.951833102852,0.494392
0.0,13228,6.6044,18,1357824,2505.2980768680573,124.02,-0.140623,0.490341,61.9032051692,0.946938496083,0.4104
0.0,13242,6.55496,14,1359770,2509.1724598407745,125.75,-0.14042,0.284872,62.6223897414,0.966369140893,0.412575
0.0,13258,6.52631,16,1361809,2512.969138145447,125.84,-0.141798,0.398827,62.514620553,0.950930889696,0.413303
0.0,13275,6.49472,17,1363951,2516.8032269477844,124.84,-0.136904,0.383212,61.6517045483,0.957335401326,0.393049
0.0,13290,6.52027,15,1365919,2520.6494052410126,124.46,-0.141097,0.344946,61.2705419645,0.966792333871,0.375762
0.0,13306,6.51918,16,1368042,2524.4224121570587,128.06,-0.137692,0.409489,62.9057428423,0.957940403372,0.415408
0.0,13323,6.51596,17,1370083,2528.2971000671387,128.71,-0.11826,0.319096,62.6744772993,0.955756172538,0.589068
0.0,13338,6.4485,15,1372022,2532.1177620887756,127.98,-0.139497,0.291096,62.3404342773,0.956771444529,0.365773
0.0,13354,6.45787,16,1374130,2535.9557893276215,128.44,-0.142909,0.371848,62.6044879413,0.954429812729,0.445618
0.0,13369,6.44898,15,1376123,2539.797606229782,129.11,-0.140942,0.314898,63.2207188927,0.954256240278,0.393356
0.0,13385,6.44788,16,1378222,2543.626772403717,129.72,-0.141633,0.269671,63.3910528886,0.962930455804,0.391832
0.0,13402,6.3822,17,1380341,2547.4376628398895,127.81,-0.141072,0.243746,62.2914909129,0.964609522372,0.427168
0.0,13417,6.35656,15,1382285,2551.2825045585632,128.64,-0.0813607,0.301018,62.9095306598,0.951178934425,1.15149
0.0,13435,6.30316,18,1384421,2555.0808408260345,127.46,-0.146074,0.278011,62.316810889,0.961617305875,0.324463
0.0,13451,6.30285,16,1386457,2558.913609266281,127.17,-0.134787,0.320361,62.6019993747,0.927744396031,0.396813
0.0,13468,6.2795,17,1388443,2562.7113404273987,124.23,-0.140741,0.460579,61.1212654413,0.933194041252,0.462799
0.0,13485,6.22163,17,1390530,2566.507584095001,123.08,-0.143773,0.333072,60.8081180004,0.943877786398,0.359401
0.0,13501,6.19873,16,1392556,2570.3126821517944,123.07,-0.144455,0.353995,61.2520730876,0.952568747103,0.566781
0.0,13518,6.14013,17,1394665,2574.1007845401764,122.28,-0.143222,0.433477,60.8897653451,0.946052365005,0.382572
0.0,13533,6.11142,15,1396649,2577.8751130104065,124.47,-0.138291,0.384427,62.654762702,0.926245346665,0.540784
0.0,13549,6.10742,16,1398709,2581.6752405166626,125.27,-0.139657,0.381333,62.9620949532,0.941487062722,0.365488
0.0,13566,6.10438,17,1400819,2585.4145169258118,125.93,-0.142811,0.317402,63.714124614,0.950932629406,0.50865
0.0,13583,6.06124,17,1402849,2589.2193200588226,125.63,-0.147256,0.365369,63.8726088748,0.949765671045,0.454334
0.0,13601,6.02684,18,1404923,2592.9765894412994,123.67,-0.151863,0.360497,62.927127211,0.953902956098,0.380184
0.0,13617,6.00649,16,1406823,2596.712244987488,122.44,-0.141611,0.449269,62.9348210104,0.909563720226,0.420293
0.0,13634,6.02502,17,1408997,2600.5626356601715,121.77,-0.1374,0.391754,62.1239885446,0.931533068419,0.484159
0.0,13652,6.0479,18,1411003,2604.360059261322,119.13,-0.138573,0.496521,61.0648863726,0.94853335619,0.443964
0.0,13667,6.0634,15,1413077,2608.1748588085175,121.67,-0.141554,0.347196,61.8675287541,0.964001610875,0.399383
0.0,13684,6.04088,17,1415141,2611.986058950424,121.73,-0.137703,0.378188,61.9590068327,0.93820810318,0.471728
0.0,13700,6.02574,16,1417184,2615.8036041259766,123.84,-0.131984,0.516296,62.8429952754,0.945671334863,0.786898
0.0,13714,6.08236,14,1419253,2619.633901119232,126.76,-0.0384281,0.432159,63.7123586411,0.944753028452,2.0452
0.0,13731,6.04621,17,1421245,2623.4881360530853,125.86,-0.146955,0.361955,63.340602264,0.961257684976,0.291563
0.0,13748,6.037,17,1423347,2627.296834230423,128.0,-0.148053,0.333308,64.5695626698,0.957363847643,0.311504
0.0,13762,6.04355,14,1425338,2631.1410596370697,128.88,-0.143239,0.354486,64.9051383453,0.940909292549,0.447727
0.0,13777,6.04554,15,1427455,2634.938127040863,131.51,-0.135554,0.317346,66.1424748939,0.948319550604,0.370818
0.0,13793,6.08354,16,1429390,2638.7430386543274,131.73,-0.147355,0.353126,66.2493633286,0.961284197867,0.338084
0.0,13808,6.08139,15,1431512,2642.565356492996,131.24,-0.14616,0.309745,65.9312575101,0.959425188601,0.402196
0.0,13825,6.03232,17,1433592,2646.3512790203094,130.46,-0.144264,0.352624,65.7394040276,0.961567800492,0.423016
0.0,13840,6.00188,15,1435625,2650.1748650074005,132.73,-0.144104,0.337567,66.9549567057,0.949049174786,0.402982
0.0,13855,6.0142,15,1437637,2653.9889986515045,132.86,-0.139102,0.391471,66.9817708543,0.945913590491,0.534098
0.0,13871,5.99817,16,1439670,2657.781896829605,131.04,-0.134483,0.43675,66.2413911347,0.951227273792,0.388268
0.0,13887,5.98282,16,1441693,2661.5861830711365,130.22,-0.137218,0.498056,65.9853256177,0.95099530369,0.379953
0.0,13901,5.94903,14,1443736,2665.407944917679,132.93,-0.141844,0.40904,67.164018224,0.956732001156,0.45472
0.0,13919,5.89134,18,1445861,2669.218722820282,129.71,-0.119816,0.491195,65.8159263544,0.963945057243,0.739406
0.0,13932,5.86816,13,1447856,2673.047064781189,132.4,-0.149992,0.316905,67.0443417451,0.958508126438,0.426838
0.0,13947,5.83517,15,1449885,2676.8667874336243,133.27,-0.142515,0.448489,67.129500143,0.947547655553,0.375472
0.0,13962,5.81362,15,1451944,2680.7225613594055,135.06,-0.144511,0.316944,67.5519100463,0.959783744067,0.404382
0.0,13978,5.78404,16,1453995,2684.5242867469788,134.75,-0.150953,0.263555,67.3952788257,0.959293358028,0.412171
0.0,13995,5.77331,17,1455992,2688.3351833820343,130.73,-0.141095,0.266486,65.1977564477,0.960936158895,0.42145
0.0,14011,5.76568,16,1457978,2692.1564009189606,130.43,-0.145556,0.327173,65.0946034261,0.94725804776,0.569526
0.0,14026,5.73184,15,1460079,2695.9539048671722,131.47,-0.138198,0.372878,65.6643837944,0.94730020687,0.492626
0.0,14043,5.77803,17,1462190,2699.7745118141174,129.11,-0.129768,0.388818,64.6764369591,0.946949116886,0.493676
0.0,14058,5.79394,15,1464284,2703.6115369796753,129.2,-0.144288,0.319119,64.5549420036,0.955992203206,0.525409
0.0,14071,5.73569,13,1466144,2707.4281821250916,131.6,-0.138465,0.298044,66.06580471,0.959652990103,0.493349
0.0,14086,5.71268,15,1468404,2711.2500734329224,133.95,-0.13983,0.295875,67.6010121904,0.963575098664,0.699712
0.0,14101,5.69861,15,1470427,2715.0541784763336,136.92,-0.0958338,0.456194,68.8903799919,0.954187978059,0.891828
0.0,14116,5.68193,15,1472482,2718.8910160064697,138.13,-0.140184,0.243489,69.5081798865,0.962793797255,0.482928
0.0,14131,5.64314,15,1474448,2722.7501940727234,136.73,-0.142429,0.279818,68.2686257372,0.966059014201,0.379573
0.0,14147,5.64194,16,1476536,2726.610063314438,137.57,-0.137912,0.366945,68.5881878607,0.944014225155,0.325789
0.0,14163,5.64136,16,1478633,2730.441098690033,136.17,-0.140585,0.342844,67.7631892681,0.960556108505,0.44322
0.0,14179,5.62408,16,1480703,2734.2971997261047,132.49,-0.132343,0.369958,65.9829564269,0.954467494041,0.508523
0.0,14193,5.59427,14,1482649,2738.086386680603,132.46,-0.132587,0.28395,65.8660669517,0.956737030298,0.43387
0.0,14208,5.6098,15,1484647,2741.993528842926,132.94,-0.1307,0.380325,65.7998997129,0.958834625781,0.559507
0.0,14223,5.58108,15,1486780,2745.813452243805,134.79,-0.141756,0.284451,67.2138100442,0.947403140366,0.582209
0.0,14237,5.55566,14,1488741,2749.6649372577667,134.67,-0.140195,0.353497,67.1708749532,0.95020538941,0.424791
0.0,14253,5.50174,16,1490928,2753.534238576889,136.99,-0.118868,0.40798,68.1515124913,0.959282580763,0.595864
0.0,14268,5.4909,15,1492964,2757.3132178783417,135.97,-0.141603,0.338134,67.9396955461,0.942895118147,0.684595
0.0,14283,5.45736,15,1495037,2761.1133205890656,137.51,-0.140319,0.340567,68.7873468087,0.942892875522,0.378524
0.0,14296,5.4588,13,1497011,2764.9154880046844,139.0,-0.148758,0.364744,69.6467967681,0.952089738101,0.42624
0.0,14312,5.38707,16,1499113,2768.688168287277,138.64,-0.137979,0.284857,69.9491265689,0.963699005544,0.553191
0.0,14329,5.40337,17,1501155,2772.547102212906,134.72,-0.104224,0.431592,67.9814417218,0.952605292201,0.981178
0.0,14345,5.37979,16,1503193,2776.3593978881836,134.71,-0.142721,0.30749,68.2924062979,0.959639918059,0.452704
0.0,14360,5.34236,15,1505201,2780.180835008621,132.92,-0.135764,0.374998,67.6938268163,0.933104842901,0.594692
0.0,14374,5.30142,14,1507276,2784.0471165180206,134.95,-0.144655,0.404044,68.1244636138,0.960268352181,0.373284
0.0,14390,5.24624,16,1509343,2787.8599417209625,132.87,-0.129553,0.458664,67.0198848417,0.947907961905,0.440383
0.0,14405,5.21539,15,1511349,2791.704614639282,131.17,-0.135798,0.390471,65.9388178696,0.939311891794,0.473564
0.0,14420,5.15316,15,1513324,2795.4887771606445,132.63,-0.151039,0.368521,66.6738106141,0.945385228842,0.496062
0.0,14436,5.17532,16,1515478,2799.2953135967255,133.81,-0.139984,0.345118,67.3444120374,0.952103290707,0.560217
0.0,14450,5.13879,14,1517407,2803.1638672351837,134.87,-0.139156,0.366669,67.7261047922,0.959335111082,0.461679
0.0,14466,5.08604,16,1519502,2806.9765994548798,133.88,-0.139393,0.476662,66.9568976986,0.954372569919,0.47953
0.0,14483,5.14514,17,1521616,2810.7815833091736,131.24,-0.0727686,0.789762,65.6570026515,0.936011262238,1.19407
0.0,14499,5.13382,16,1523657,2814.6720938682556,131.14,-0.132207,0.670657,65.1693165319,0.935921773314,0.361603
0.0,14515,5.13534,16,1525677,2818.453746318817,129.93,-0.148764,0.497273,64.7809699375,0.949559032917,0.480194
0.0,14530,5.08861,15,1527634,2822.2973189353943,129.8,-0.149338,0.436662,64.6789524424,0.955119501799,0.367939
0.0,14546,5.0958,16,1529768,2826.0863304138184,128.55,-0.141119,0.620034,63.7803541512,0.94870718196,0.37775
0.0,14562,5.11953,16,1531879,2829.9703407287598,128.95,-0.137628,0.458925,64.3489335291,0.940717853606,0.572459
0.0,14577,5.13842,15,1533773,2833.971853017807,127.83,-0.132555,0.403774,63.7732289438,0.946283899248,0.517523
0.0,14593,5.05281,16,1535981,2837.9456086158752,130.37,-0.138034,0.42069,65.4006257489,0.946174278855,0.48788
