loss_pol_entpen,EpisodesSoFar,loss_ent,EpThisIter,TimestepsSoFar,TimeElapsed,EpLenMean,loss_pol_surr,loss_vf_loss,EpRewMean,ev_tdlam_before,loss_kl
0.0,34173,-2.08554,19,4057072,7476.461712598801,124.91,-0.115297,0.868939,60.0476576022,0.947051227093,0.886968
0.0,34188,-2.05984,15,4059099,7480.097737073898,124.43,-0.115824,0.420822,59.5856121537,0.939310789108,1.56417
0.0,34203,-2.04498,15,4061148,7483.735944747925,125.23,-0.129081,0.40191,60.0831409711,0.964304056019,1.06592
0.0,34219,-2.00506,16,4063173,7487.346732616425,125.29,-0.074194,0.568761,60.2908941684,0.947591092438,2.3592
0.0,34233,-2.04112,14,4065250,7490.969148397446,129.36,-0.131069,0.407258,62.5743935741,0.959577187896,1.06256
0.0,34249,-2.06435,16,4067278,7494.610114574432,129.56,-0.134109,0.76037,62.7348496296,0.943790391088,0.661581
0.0,34266,-2.07318,17,4069369,7498.172108411789,130.7,-0.123196,0.528135,63.895717647,0.940168518573,1.03154
0.0,34282,-2.10603,16,4071324,7501.828516960144,129.77,-0.117354,0.680873,63.3613742574,0.958257619292,0.907851
0.0,34296,-2.10596,14,4073427,7505.423229932785,132.28,-0.101241,0.425816,64.8996833915,0.959800858051,1.74307
0.0,34312,-2.16816,16,4075444,7509.040077924728,131.49,-0.101176,0.493981,64.5649956155,0.951041523367,1.16087
0.0,34327,-2.12456,15,4077536,7512.656110525131,131.01,-0.0898574,0.487638,64.4466377065,0.949124027044,1.54136
0.0,34342,-2.13333,15,4079555,7516.219435453415,131.33,-0.0988439,0.884266,65.2427750873,0.933042392135,1.55818
0.0,34358,-2.16017,16,4081664,7519.834285736084,131.72,-0.125618,0.561154,65.7005779331,0.948450498283,1.18448
0.0,34373,-2.15505,15,4083568,7523.493512392044,133.09,-0.123647,0.730796,66.1298311065,0.946665976197,0.763112
0.0,34390,-2.15448,17,4085744,7527.097529172897,131.91,-0.139022,0.744781,65.656679856,0.949442539364,0.682462
0.0,34404,-2.11848,14,4087808,7530.688007116318,133.14,-0.11557,0.655493,66.5327468772,0.937065526843,1.56658
0.0,34418,-2.11292,14,4089815,7534.343629837036,135.32,-0.135727,0.556331,67.5632956885,0.951317928731,0.965394
0.0,34434,-2.11932,16,4091878,7537.96185708046,135.17,-0.122994,0.517597,67.2968396743,0.949752699584,0.878724
0.0,34449,-2.18051,15,4093877,7541.5786216259,133.67,-0.132455,0.749918,66.23607397,0.944930955768,0.949405
0.0,34466,-2.16885,17,4095938,7545.23424744606,132.57,-0.0888792,0.66834,65.5601774938,0.95524013415,2.59827
0.0,34482,-2.19538,16,4097952,7548.800472736359,130.58,-0.127488,0.630898,64.9524380479,0.942320544273,1.29652
0.0,34498,-2.23086,16,4100063,7552.400803089142,131.42,-0.12819,0.412259,65.2873942797,0.96099184826,1.12967
0.0,34514,-2.19206,16,4102110,7556.054189443588,128.11,-0.0954115,0.453019,63.3658503352,0.962665338069,1.30718
0.0,34529,-2.20073,15,4104158,7559.742868423462,128.34,-0.120291,0.414419,63.296700669,0.96498112753,1.0993
0.0,34545,-2.19752,16,4106160,7563.3351192474365,128.66,-0.117748,0.409498,63.8972132227,0.959535554051,1.08472
0.0,34562,-2.20602,17,4108220,7566.972643136978,127.43,-0.125601,0.436065,63.1818725191,0.958123426884,0.849753
0.0,34578,-2.2342,16,4110301,7570.5695860385895,127.6,-0.114551,0.373128,63.1417856438,0.960222609341,1.20698
0.0,34594,-2.27096,16,4112277,7574.2189247608185,127.08,-0.125728,0.409776,62.5239108208,0.957993514836,1.05355
0.0,34609,-2.27468,15,4114301,7577.859851837158,128.63,-0.1097,0.420338,63.2895389091,0.945917423815,2.33877
0.0,34626,-2.27416,17,4116451,7581.4381511211395,126.8,-0.0727864,0.578466,62.7073459788,0.941611435264,1.77062
0.0,34642,-2.26148,16,4118447,7585.037809848785,127.6,-0.131751,0.528091,62.9377488843,0.953265719116,0.825835
0.0,34658,-2.26485,16,4120557,7588.664394378662,127.46,-0.119577,0.521584,63.1181798533,0.947111055255,1.50866
0.0,34675,-2.23174,17,4122511,7592.2803773880005,126.07,-0.0521923,0.63934,62.4329202422,0.944880120456,2.35615
0.0,34691,-2.23903,16,4124672,7595.93797492981,127.75,-0.137004,0.470106,63.3195993065,0.955912522972,0.722332
0.0,34706,-2.2402,15,4126712,7599.540014743805,128.47,-0.139979,0.573983,63.6445980521,0.946961451322,0.77111
0.0,34720,-2.24273,14,4128767,7603.1171045303345,129.89,-0.0687446,0.404332,64.6471769587,0.947094030678,2.42908
0.0,34736,-2.25207,16,4130736,7606.742990732193,129.02,-0.126449,0.480843,64.0667735095,0.955086763948,0.817326
0.0,34753,-2.27201,17,4132793,7610.312594413757,128.87,-0.125658,0.606739,64.2129617035,0.941145289689,1.08158
0.0,34771,-2.27433,18,4134860,7613.908717870712,128.22,-0.125164,0.50456,63.9741613972,0.959483161569,0.971178
0.0,34787,-2.28226,16,4136955,7617.477278709412,127.61,-0.13363,0.501174,63.864957351,0.948296025395,1.0575
0.0,34801,-2.28091,14,4138994,7621.047449350357,129.69,-0.126274,0.482623,65.4296193266,0.941563993692,1.11861
0.0,34817,-2.25877,16,4140960,7624.6748695373535,126.92,-0.121607,0.555145,63.9653365548,0.951379101723,1.04473
0.0,34833,-2.2424,16,4143069,7628.313246011734,126.41,-0.118973,0.634438,63.5631770654,0.958471823484,1.26929
0.0,34850,-2.18993,17,4145131,7631.930459260941,127.47,-0.0716445,0.463391,63.891836564,0.95482724905,1.63772
0.0,34865,-2.22414,15,4147086,7635.539963960648,129.13,-0.13855,0.515148,64.5324499428,0.94603703171,0.771505
0.0,34881,-2.21568,16,4149155,7639.125236034393,130.85,-0.0174827,0.470565,65.5082624255,0.935845762491,5.15457
0.0,34899,-2.23431,18,4151253,7642.641250133514,125.8,-0.137398,0.785944,62.8426118277,0.937649752945,0.82031
0.0,34914,-2.2394,15,4153258,7646.25075507164,125.79,-0.112323,0.4466,62.8484828929,0.944101519883,1.34395
0.0,34930,-2.21623,16,4155368,7649.850739240646,126.63,0.00645353,0.694963,63.5474353644,0.936422072351,3.52845
0.0,34947,-2.2037,17,4157433,7653.517433166504,126.46,-0.141159,0.546361,63.2883916615,0.95220400393,0.670656
0.0,34963,-2.20287,16,4159410,7657.125502824783,125.67,-0.143047,0.488134,63.0541380632,0.947983399034,0.727056
0.0,34979,-2.2011,16,4161491,7660.702994823456,126.43,-0.118627,0.723744,63.5839424957,0.939907271415,0.736907
0.0,34994,-2.20589,15,4163520,7664.266711235046,128.3,-0.141134,0.501225,64.3346410464,0.944067850709,0.849467
0.0,35010,-2.19608,16,4165515,7667.94637465477,127.67,-0.128428,0.558483,63.4226636209,0.952630952001,0.953091
0.0,35026,-2.19083,16,4167594,7671.531189918518,127.11,-0.0897135,0.536404,63.445802806,0.940751295537,1.81259
0.0,35042,-2.18673,16,4169646,7675.193320274353,128.36,-0.136853,0.408116,63.8212937811,0.963123325258,0.886886
0.0,35059,-2.19538,17,4171771,7678.819484949112,128.32,-0.137236,0.439928,63.758500754,0.965607758611,0.856116
0.0,35074,-2.22639,15,4173790,7682.430168390274,129.49,-0.112365,0.439653,64.1595828556,0.960808787495,1.39392
0.0,35089,-2.22953,15,4175745,7686.016034603119,129.76,-0.12816,0.542627,64.2757144099,0.948585305363,1.10268
0.0,35106,-2.25048,17,4177896,7689.625612735748,128.52,-0.131857,0.505571,63.9948097343,0.95661490038,0.844557
0.0,35122,-2.28297,16,4179825,7693.215808391571,128.48,-0.12524,0.666808,63.959034976,0.947673246264,0.868403
0.0,35137,-2.28584,15,4181985,7696.8051290512085,130.1,-0.0581875,0.357678,64.9200937939,0.942224528641,2.12706
0.0,35151,-2.31459,14,4184056,7700.430312156677,133.76,-0.141432,0.449338,66.7733819536,0.959855884314,0.728423
0.0,35165,-2.33733,14,4186038,7704.063010454178,134.33,-0.131487,0.521022,67.2772500418,0.963631398976,0.992471
0.0,35181,-2.25463,16,4188101,7707.656243562698,133.17,0.0385709,0.746032,66.8980553432,0.946040697396,4.39841
0.0,35196,-2.32062,15,4190163,7711.234742879868,133.69,-0.139979,0.573704,67.3385345155,0.95014949888,0.749721
0.0,35212,-2.34731,16,4192190,7714.864419937134,135.75,-0.133722,0.682226,68.4572241967,0.939092393965,0.748769
0.0,35228,-2.3498,16,4194238,7718.492782831192,135.16,-0.118909,0.61133,68.3501974473,0.953617606312,0.931676
0.0,35244,-2.34152,16,4196300,7722.078066825867,133.11,-0.109518,0.706495,67.4159260069,0.925141192973,1.72786
0.0,35261,-2.36184,17,4198387,7725.687741756439,129.64,-0.0445414,0.542182,65.7301034585,0.956429734826,2.24096
0.0,35277,-2.38213,16,4200346,7729.282247543335,128.05,-0.107561,0.533377,64.8019758691,0.951610803604,1.48358
0.0,35293,-2.40873,16,4202346,7732.877603530884,126.64,-0.117146,0.751883,63.8972927091,0.934451550245,1.13936
0.0,35310,-2.42245,17,4204497,7736.468698501587,125.78,-0.13164,0.465613,63.0911785828,0.957828164101,1.19943
0.0,35327,-2.41676,17,4206481,7740.047799110413,123.75,-0.108925,0.660635,62.1450079855,0.9426529333,1.036
0.0,35344,-2.43569,17,4208540,7743.617440223694,122.4,-0.129965,0.563797,61.4172603473,0.945752732456,0.980603
0.0,35361,-2.39687,17,4210620,7747.27198266983,122.33,-0.123498,0.429879,61.3682898351,0.961844500154,0.960408
0.0,35378,-2.3627,17,4212704,7750.87527513504,121.5,0.0318839,0.483536,60.8396757975,0.948693230748,3.68589
0.0,35395,-2.31242,17,4214728,7754.429061412811,120.69,0.046754,0.599785,60.5702381091,0.934280924499,5.00751
0.0,35412,-2.30527,17,4216781,7758.031495094299,120.13,-0.132797,0.473776,60.2926574058,0.960316617042,0.708269
0.0,35428,-2.31548,16,4218791,7761.641273021698,121.77,-0.131847,0.476453,60.9530262722,0.948496185243,0.845524
0.0,35446,-2.32235,18,4220886,7765.219468355179,121.44,-0.127003,0.527947,60.6677559669,0.956327337772,0.788454
0.0,35462,-2.33884,16,4222914,7768.837115526199,121.4,-0.132494,0.480536,60.6749079366,0.954388193786,0.976573
0.0,35478,-2.33386,16,4224966,7772.425557136536,122.62,-0.131777,0.428967,61.5292306891,0.946259185672,1.23519
0.0,35494,-2.31908,16,4227060,7776.0341720581055,125.21,-0.128292,0.57945,62.50325096,0.94466688484,0.847617
0.0,35511,-2.2609,17,4229055,7779.660550832748,124.15,-0.0352091,0.681187,61.7815658057,0.950264211744,2.35974
0.0,35528,-2.21263,17,4231105,7783.297375202179,123.14,-0.0987778,0.540327,61.12993133,0.957834441215,1.55685
0.0,35545,-2.19521,17,4233199,7786.909991979599,124.39,-0.0655753,0.594722,61.4066247319,0.956893548369,2.21722
0.0,35561,-2.19952,16,4235213,7790.499894857407,123.61,-0.13972,0.828401,61.3754003449,0.934639677405,0.609468
0.0,35577,-2.12107,16,4237311,7794.101167201996,124.34,0.0419481,0.612382,61.6813954417,0.942282255739,6.86637
0.0,35593,-2.12078,16,4239248,7797.695988416672,123.58,-0.138271,0.699839,61.5480794948,0.931149534881,0.545819
0.0,35610,-2.1474,17,4241301,7801.319716691971,123.83,-0.130913,0.69519,61.7737833184,0.922379463911,0.570383
0.0,35628,-2.17753,18,4243339,7804.906508207321,122.34,-0.141088,0.475568,61.1727778718,0.947828892618,0.673906
0.0,35647,-2.1938,19,4245453,7808.468750715256,120.52,-0.122045,0.592217,60.4498346652,0.938697904348,0.953016
0.0,35665,-2.19649,18,4247512,7812.054954051971,118.26,-0.142957,0.533336,59.0755112866,0.949805695564,0.617345
0.0,35682,-2.20425,17,4249539,7815.699932813644,116.79,-0.11383,0.406121,57.9195031016,0.959363102913,0.962974
0.0,35698,-2.21529,16,4251531,7819.352093219757,115.65,-0.127897,0.456195,57.1085384249,0.967514574528,0.953711
0.0,35714,-2.21404,16,4253597,7822.953345298767,118.44,-0.137767,0.417185,58.599283701,0.946550544351,0.876299
0.0,35732,-2.21635,18,4255693,7826.563192129135,119.65,-0.12584,0.435286,59.0330735995,0.94128023833,0.829146
0.0,35748,-2.2145,16,4257736,7830.20186829567,122.0,-0.117195,0.417275,59.8750627527,0.964180655777,1.27865
0.0,35764,-2.17557,16,4259748,7833.869410037994,123.34,-0.104968,0.560944,60.3382440227,0.949135959148,1.20001
0.0,35781,-2.19139,17,4261748,7837.487502336502,123.04,-0.135019,0.52094,60.5017863598,0.954842962325,0.840521
0.0,35796,-2.16686,15,4263889,7841.0633153915405,126.06,0.00482885,0.394827,62.2712329048,0.941812604666,5.85229
0.0,35812,-2.18589,16,4265803,7844.680723190308,124.12,-0.137454,0.73151,61.0993815327,0.943204216659,0.574267
0.0,35827,-2.19588,15,4267920,7848.312458992004,128.64,-0.126045,0.433014,63.1894431474,0.936360560358,0.774984
0.0,35844,-2.10142,17,4269981,7851.946536064148,127.71,0.103054,0.410127,62.9259065273,0.956202033907,7.24318
0.0,35861,-2.10396,17,4272117,7855.547426223755,126.96,-0.13507,0.451197,62.7534154782,0.952956337482,0.457659
0.0,35877,-2.09996,16,4274102,7859.141026258469,128.07,-0.12969,0.528026,63.2635685519,0.934194758534,0.498152
0.0,35893,-2.0915,16,4276118,7862.797006845474,126.17,-0.131129,0.815632,61.8527975292,0.945499051362,0.561902
0.0,35911,-2.10864,18,4278221,7866.385076999664,125.71,-0.137494,0.732956,61.5648193002,0.948026645929,0.518211
0.0,35928,-2.13045,17,4280170,7870.007017850876,120.74,-0.135961,0.787699,58.8750947372,0.934233613312,0.669124
0.0,35947,-2.14043,19,4282219,7873.672237634659,118.25,-0.134522,0.720107,57.1877830069,0.940270960331,0.771526
0.0,35966,-2.12639,19,4284298,7877.318973064423,115.74,-0.132829,0.521692,55.8729682496,0.951401662081,0.613795
0.0,35983,-2.13756,17,4286378,7880.938094139099,116.0,-0.13419,0.496869,55.9790840239,0.945917345583,0.659727
0.0,36000,-2.12503,17,4288434,7884.562565088272,114.88,-0.0964774,0.599483,55.4667401175,0.949258394539,1.4169
0.0,36019,-2.12103,19,4290474,7888.204820871353,113.58,-0.121424,0.522135,54.6717460652,0.948674947023,0.888654
0.0,36035,-2.10333,16,4292495,7891.844237804413,115.74,-0.130212,0.415682,55.786250607,0.942391224205,0.989148
0.0,36051,-2.10232,16,4294607,7895.445854187012,119.44,-0.13673,0.48479,57.9057278215,0.937057450414,0.836267
0.0,36067,-2.10008,16,4296604,7899.125148057938,121.8,-0.121749,0.430064,58.8017221663,0.95816751197,0.832831
0.0,36082,-2.06915,15,4298666,7902.7977731227875,123.92,0.0916657,0.43731,59.7710753138,0.956647802144,5.73194
0.0,36101,-2.08029,19,4300789,7906.383610963821,122.43,-0.133952,0.582575,59.4816116811,0.947018869221,0.745714
0.0,36117,-2.07048,16,4302822,7910.047531366348,125.68,-0.138705,0.310321,61.1123587132,0.959416300058,0.742703
0.0,36134,-2.07603,17,4304832,7913.675031900406,124.79,-0.135213,0.61276,61.170106125,0.933501124382,0.704503
0.0,36150,-2.05481,16,4306868,7917.313252210617,123.58,-0.132076,0.406914,60.4176655618,0.955700829625,0.749445
0.0,36168,-2.0195,18,4308981,7920.960080623627,122.59,-0.116626,0.564981,60.1011490667,0.954705055803,0.956048
0.0,36187,-2.05303,19,4311012,7924.601897716522,117.76,-0.124814,0.656044,57.8679132193,0.957622140646,0.957274
0.0,36204,-2.07056,17,4313044,7928.172149658203,118.92,-0.0962783,0.409992,58.3862950254,0.944048330188,1.55969
0.0,36222,-2.04052,18,4315115,7931.812920093536,117.07,0.0754913,0.467479,57.5583487305,0.95199983567,4.84433
0.0,36240,-2.03215,18,4317140,7935.453875780106,115.06,-0.132831,0.581691,56.6032999378,0.940545592457,0.616818
0.0,36257,-2.03378,17,4319178,7939.052273273468,114.29,-0.105649,0.71225,56.2194246008,0.930008299649,1.95468
0.0,36274,-2.04778,17,4321250,7942.679393529892,116.69,-0.140044,0.453823,57.55683699,0.953092794865,0.797231
0.0,36292,-2.0698,18,4323245,7946.281682014465,117.26,-0.130993,0.746935,57.9031113671,0.943619318306,0.754466
0.0,36310,-2.06886,18,4325352,7949.8917598724365,116.25,-0.12876,0.712075,57.3589576186,0.944579325616,0.882857
0.0,36326,-2.08405,16,4327319,7953.51611828804,118.09,-0.129858,0.560274,58.4655967122,0.952474098653,0.963263
0.0,36344,-2.12313,18,4329448,7957.180525302887,118.44,-0.130745,0.557413,58.6160513038,0.956878736615,0.850104
0.0,36361,-2.12693,17,4331453,7960.836052894592,118.11,-0.108484,0.573551,58.4199767138,0.955956943333,1.31993
0.0,36379,-2.14492,18,4333507,7964.43739771843,117.65,-0.10613,0.567706,58.3816987005,0.941709809005,1.25724
0.0,36395,-2.189,16,4335583,7968.055195093155,119.78,-0.132526,0.454712,59.2222576383,0.952833227813,0.976987
0.0,36411,-2.15948,16,4337659,7971.633857488632,121.87,-0.133345,0.489928,60.3469089714,0.955266516656,1.17647
0.0,36428,-2.14531,17,4339620,7975.249927043915,120.51,-0.0864881,0.420107,59.3304890362,0.965963374823,1.34346
0.0,36445,-2.14848,17,4341752,7978.894464969635,122.3,-0.0955743,0.462819,60.1278436423,0.923249259591,2.19507
0.0,36462,-2.15988,17,4343700,7982.597266674042,120.94,-0.130538,0.386886,59.1758532464,0.966720994562,0.948945
0.0,36479,-2.10035,17,4345818,7986.2201862335205,123.11,-0.106624,0.586982,59.9743853775,0.945708859712,1.42063
0.0,36495,-2.08172,16,4347856,7989.844385385513,122.73,-0.0562637,0.415439,59.6279401243,0.959059491754,3.75589
0.0,36511,-2.09108,16,4349944,7993.516145706177,122.85,-0.0947251,0.427687,59.3855993147,0.943662151694,1.43136
0.0,36526,-2.10768,15,4351950,7997.165041446686,125.34,-0.127021,0.439154,60.5363024598,0.954018399119,1.32323
0.0,36540,-2.09485,14,4353911,8000.815022945404,128.32,-0.136825,0.448581,61.6273397453,0.95538436994,0.943426
0.0,36556,-2.09051,16,4355989,8004.430693149567,129.46,-0.131504,0.41169,62.6901496901,0.949304655194,0.720014
0.0,36573,-2.05122,17,4358051,8008.094811439514,128.96,-0.0632106,0.418142,62.3786775398,0.958438321948,2.33048
0.0,36590,-2.07704,17,4360156,8011.742489099503,129.09,-0.131007,0.417804,62.5175983805,0.941748969257,0.740622
0.0,36607,-2.04379,17,4362237,8015.4002597332,127.87,-0.0894215,0.674284,61.8531225109,0.944340500981,1.5037
0.0,36624,-2.10507,17,4364277,8019.112347841263,125.7,-0.134653,0.469235,60.5552251135,0.958994213492,0.641966
0.0,36639,-2.13596,15,4366328,8022.7384152412415,125.54,-0.125652,0.434002,60.6913658186,0.956931289285,1.03124
0.0,36655,-2.10196,16,4368317,8026.394444465637,124.99,-0.117301,0.396379,60.0357234586,0.965821273625,1.07692
0.0,36671,-2.12135,16,4370353,8030.019117832184,125.47,-0.112597,0.384292,60.1042894035,0.962037358433,1.04514
0.0,36689,-2.1142,18,4372467,8033.672285795212,124.51,-0.0842728,0.340117,59.6906705065,0.955825604498,2.00814
0.0,36704,-2.17195,15,4374451,8037.331263542175,126.49,-0.132781,0.399326,60.7111725329,0.946975328028,1.0881
0.0,36722,-2.18124,18,4376570,8040.900014162064,125.01,-0.125212,0.438217,60.7588464207,0.957363925874,0.87553
0.0,36739,-2.13208,17,4378621,8044.516321897507,122.93,-0.00421151,0.681491,59.8305956762,0.957766421139,2.80593
0.0,36754,-2.11867,15,4380486,8048.149443864822,123.18,-0.126272,0.34378,60.3525374013,0.950816590339,0.736844
0.0,36771,-2.12473,17,4382667,8051.7506783008575,123.14,-0.115588,0.367209,60.7513259896,0.952238708735,0.976224
0.0,36788,-2.13314,17,4384643,8055.352448940277,122.77,-0.119412,0.397516,61.1556494164,0.950246628374,0.852088
0.0,36804,-2.12903,16,4386812,8058.953327417374,123.61,-0.123519,0.444604,61.8396857586,0.951206993312,1.14566
0.0,36819,-2.12288,15,4388798,8062.565949201584,126.08,-0.124,0.371237,62.8305414241,0.951609883457,1.01484
0.0,36837,-2.14387,18,4390910,8066.188116312027,125.84,-0.0914595,0.459689,62.7697509434,0.94989508763,1.62214
0.0,36853,-2.09587,16,4392919,8069.81639623642,125.75,-0.118949,0.37163,62.5661269332,0.955734148622,1.15877
0.0,36871,-2.11188,18,4394945,8073.413982629776,122.78,-0.10827,0.552011,61.133775274,0.932989388704,1.31234
0.0,36889,-2.10311,18,4397013,8077.055522441864,122.19,-0.117484,0.520406,60.4512804029,0.939987845719,1.01595
0.0,36905,-2.11986,16,4399095,8080.679445981979,121.83,-0.13816,0.48,59.9807769242,0.954682633281,1.01795
0.0,36919,-2.13947,14,4401051,8084.251887559891,122.53,-0.131732,0.393271,60.5625306328,0.936695337296,1.30054
0.0,36936,-2.19922,17,4403150,8087.899155855179,123.7,-0.124393,0.313799,61.1152233392,0.956836629659,1.18903
0.0,36954,-2.1139,18,4405227,8091.492433786392,122.03,-0.0672045,0.495279,60.7933754235,0.945869456977,2.48785
0.0,36970,-2.1008,16,4407270,8095.132628917694,124.34,-0.129854,0.287467,61.7309596084,0.953045651317,1.08355
0.0,36986,-2.05454,16,4409334,8098.787354469299,126.79,-0.101628,0.429024,62.7442675522,0.955520763993,2.24994
0.0,37001,-2.04327,15,4411316,8102.472851276398,127.39,-0.123523,0.377332,62.9032212914,0.964516658336,1.30513
0.0,37016,-2.00513,15,4413257,8106.096791744232,125.72,-0.126653,0.366388,61.9602790357,0.961376778781,1.0218
0.0,37035,-1.95531,19,4415444,8109.687971353531,124.07,-0.0481066,0.562431,61.3527627624,0.940790615976,1.97724
0.0,37053,-2.00657,18,4417473,8113.298103570938,123.55,-0.135336,0.524543,60.8517943504,0.942288484424,0.941758
0.0,37068,-2.01622,15,4419504,8116.9095890522,124.69,-0.132989,0.548306,61.5039914815,0.942704342306,0.788023
0.0,37086,-1.98885,18,4421545,8120.457571983337,122.11,-0.102486,0.521081,61.2173567021,0.942463111132,1.65133
0.0,37102,-1.98219,16,4423584,8124.06320810318,121.6,-0.134189,0.456198,61.155220811,0.945352084935,1.02621
0.0,37120,-1.98116,18,4425656,8127.649309873581,118.06,-0.131354,0.552899,59.4871557927,0.956690762192,0.912497
0.0,37137,-2.03837,17,4427744,8131.2350063323975,120.69,-0.127109,0.598427,61.0033781246,0.933721989393,1.25258
0.0,37154,-2.03558,17,4429684,8134.867918968201,120.36,-0.129033,0.466941,61.0428796732,0.955817263573,1.31218
0.0,37173,-2.0261,19,4431845,8138.4775376319885,117.62,-0.111854,0.691856,59.9046451433,0.94890166074,1.05458
0.0,37191,-2.05563,18,4433894,8142.116961479187,117.0,-0.131204,0.472662,59.3754357366,0.962670456618,1.07192
0.0,37208,-2.02028,17,4435896,8145.758993148804,115.78,-0.0924054,0.501914,58.9887159451,0.925171032548,1.6007
0.0,37226,-2.06694,18,4437915,8149.359253406525,115.14,-0.116611,0.568223,58.6112983694,0.950042635202,1.05645
0.0,37243,-2.06314,17,4439985,8153.00773191452,115.3,-0.135681,0.780813,58.480110664,0.94115383178,0.858649
0.0,37262,-2.07082,19,4442085,8156.617473363876,114.06,-0.0150156,0.614533,57.6602859894,0.948909189552,3.27088
0.0,37279,-2.05371,17,4444083,8160.267132282257,115.74,-0.111389,0.455516,58.2435738307,0.943023137748,1.35227
0.0,37297,-2.07838,18,4446149,8163.906816959381,115.35,-0.098038,0.669208,58.2839330645,0.947303529829,2.15136
0.0,37314,-2.0727,17,4448132,8167.523581027985,115.7,-0.143497,0.619149,58.2554314607,0.941957473755,0.683388
0.0,37330,-2.05445,16,4450181,8171.189000368118,116.94,-0.107278,0.561365,58.6969649536,0.935362972319,1.19743
0.0,37348,-2.05155,18,4452327,8174.828025817871,118.37,-0.110199,0.736326,59.4414242391,0.94075352326,1.37009
0.0,37364,-2.0579,16,4454258,8178.488050937653,118.93,-0.122836,0.638438,59.5738081284,0.938821867108,1.3444
0.0,37381,-2.04102,17,4456394,8182.1279673576355,121.35,-0.138442,0.561795,61.1490561721,0.940189484507,0.871059
0.0,37397,-2.02033,16,4458404,8185.750530958176,122.55,-0.110109,0.611048,61.9907774574,0.946634210646,1.50201
0.0,37414,-1.9969,17,4460482,8189.378321170807,123.5,-0.136675,0.519623,62.4599837229,0.952855568379,0.701602
0.0,37431,-1.95291,17,4462578,8193.017319440842,122.7,-0.0922921,0.497889,62.1825784591,0.954112451524,1.74453
0.0,37446,-1.94014,15,4464546,8196.666087150574,124.52,-0.136812,0.417434,62.876410857,0.964645653963,0.947994
0.0,37464,-1.94887,18,4466596,8200.320987939835,123.38,-0.123068,0.521917,62.5803596249,0.954702295363,0.916051
0.0,37480,-1.93444,16,4468701,8203.954070329666,124.29,-0.133655,0.509782,62.5249831885,0.956049479544,0.996606
0.0,37497,-1.9074,17,4470758,8207.60256409645,123.54,-0.119023,0.550008,61.9923359724,0.951787356287,1.15795
0.0,37514,-1.93674,17,4472720,8211.180595636368,122.38,-0.135918,0.949861,61.5546222807,0.938203435391,0.856173
0.0,37531,-1.85769,17,4474814,8214.829165935516,122.36,0.0591659,0.519377,61.3910504605,0.940104112029,5.10055
0.0,37548,-1.87522,17,4476867,8218.472535848618,120.84,-0.13408,0.546036,60.94849815,0.931787982583,0.824941
0.0,37567,-1.87407,19,4478973,8222.070903539658,120.45,-0.132697,0.537598,60.8667347078,0.948600042611,0.869679
0.0,37585,-1.87761,18,4480980,8225.67211318016,116.8,-0.12388,0.497422,59.4092603,0.963182993233,0.784773
0.0,37602,-1.85818,17,4482973,8229.328642368317,116.18,-0.132352,0.47582,59.0294867664,0.953887477517,0.841337
0.0,37619,-1.83207,17,4485084,8232.97744512558,118.05,-0.130182,0.444482,59.6636442437,0.959759432822,0.998991
0.0,37637,-1.80572,18,4487103,8236.593768119812,115.56,-0.110662,0.578056,58.7593485525,0.948307938874,1.4254
0.0,37654,-1.80609,17,4489213,8240.233473539352,117.13,-0.125529,0.550256,59.4722551646,0.947929635644,0.82694
0.0,37672,-1.78923,18,4491226,8243.821988105774,116.85,-0.118582,0.414316,59.4864572218,0.945135600865,1.17927
0.0,37688,-1.77826,16,4493274,8247.45363330841,118.87,-0.110372,0.436629,60.3130628825,0.947736438364,1.28064
0.0,37706,-1.82419,18,4495296,8251.07063984871,117.93,-0.138361,0.480189,59.837134691,0.962874751538,0.812166
0.0,37723,-1.78653,17,4497393,8254.696031093597,118.26,-0.0929807,0.391884,60.1680053032,0.961915627122,1.74063
0.0,37741,-1.77269,18,4499344,8258.296838760376,117.98,-0.10806,0.50388,59.7477061842,0.956018440425,1.24025
0.0,37760,-1.81381,19,4501379,8262.069495916367,114.84,-0.131599,0.540769,58.3382488302,0.956745460629,0.818261
0.0,37777,-1.80444,17,4503477,8265.859573841095,116.2,-0.130631,0.618603,59.1712218668,0.948124911636,0.871723
0.0,37794,-1.84543,17,4505489,8269.672450304031,115.74,-0.0585036,0.448563,59.093641438,0.954573348165,2.07315
0.0,37812,-1.8419,18,4507636,8273.46885585785,115.79,-0.135107,0.45128,59.2439032472,0.953236382455,0.860717
0.0,37829,-1.81359,17,4509659,8277.297867536545,116.33,-0.108801,0.508118,59.5957154305,0.945226166397,1.21363
0.0,37846,-1.84494,17,4511720,8280.93123626709,117.79,-0.123114,0.450368,60.3234696334,0.942714937031,1.11047
0.0,37862,-1.88269,16,4513727,8284.595497846603,121.02,-0.136691,0.38866,61.3887594739,0.956954933703,0.773869
0.0,37879,-1.87248,17,4515746,8288.219134569168,120.25,-0.107576,0.682755,60.7145736323,0.953286450356,1.09416
0.0,37896,-1.89478,17,4517861,8291.798518180847,120.82,-0.134807,0.488261,61.1200080424,0.927416287363,1.10099
0.0,37912,-1.86586,16,4519854,8295.414913654327,122.18,-0.13202,0.435524,61.6362657454,0.945946212858,1.26286
