loss_kl,EpLenMean,EpRewMean,TimeElapsed,EpThisIter,loss_ent,loss_pol_entpen,ev_tdlam_before,TimestepsSoFar,loss_pol_surr,EpisodesSoFar,loss_vf_loss
0.0171133,1000.0,303.373704126,150.03967118263245,2,2.94248,0.0,0.757753014565,169000,-0.0542521,169,40.0653
0.0183525,1000.0,326.070573947,151.84977984428406,3,2.93057,0.0,0.276652336121,172000,-0.0482585,172,49.0505
0.0248971,1000.0,340.915048894,153.63190603256226,2,2.87611,0.0,0.262622773647,174000,-0.0438714,174,37.4445
0.0172507,1000.0,355.391007808,155.4275152683258,2,2.84415,0.0,0.396918714046,176000,-0.0511981,176,44.1372
0.020156,1000.0,371.016478445,157.2752230167389,2,2.80877,0.0,0.449961304665,178000,-0.0478259,178,39.3979
0.0217842,1000.0,385.181168853,159.10781025886536,2,2.77234,0.0,0.433022081852,180000,-0.0506767,180,44.3795
0.0182676,1000.0,398.618793384,160.89862155914307,2,2.71897,0.0,0.334051668644,182000,-0.0489604,182,41.2229
0.0238089,1000.0,411.774311078,162.69559621810913,2,2.6833,0.0,0.556848466396,184000,-0.0529558,184,48.8046
0.0206645,1000.0,425.39971196,164.49287748336792,2,2.67022,0.0,0.334883093834,186000,-0.0426733,186,43.8254
0.0187715,1000.0,438.207831186,166.2944266796112,2,2.63976,0.0,0.357751250267,188000,-0.0497525,188,47.146
0.02604,1000.0,449.436889129,168.08603382110596,2,2.60374,0.0,0.600231707096,190000,-0.0556898,190,50.4316
0.024341,1000.0,468.945389032,169.88240265846252,2,2.55486,0.0,0.123844325542,192000,-0.0483025,192,49.669
0.02016,1000.0,484.012879319,171.66401505470276,2,2.49108,0.0,0.152494311333,194000,-0.0436672,194,48.7832
0.0201012,1000.0,496.607884376,173.46135210990906,2,2.44177,0.0,0.149573206902,196000,-0.0459259,196,47.4189
0.0250056,1000.0,509.960831217,175.24187564849854,2,2.42097,0.0,0.116381168365,198000,-0.0438001,198,48.9819
0.0233492,1000.0,522.310618633,177.03901600837708,2,2.38556,0.0,0.245838403702,200000,-0.044235,200,51.9496
0.0250719,1000.0,534.016622406,178.83608174324036,2,2.36398,0.0,0.349010586739,202000,-0.0476405,202,52.8593
0.0241983,1000.0,546.681090504,180.63310551643372,2,2.35313,0.0,0.489829063416,204000,-0.0495085,204,52.6742
0.0288497,1000.0,557.105548134,182.4292721748352,2,2.30624,0.0,0.21498465538,206000,-0.047546,206,53.9126
0.030666,1000.0,566.885374759,184.2268409729004,2,2.26793,0.0,0.402789652348,208000,-0.0450893,208,58.9195
0.0233387,1000.0,581.914018595,186.0082607269287,2,2.23355,0.0,0.268928706646,210000,-0.0431023,210,51.7833
0.0293106,1000.0,593.644840953,187.8045196533203,2,2.21248,0.0,0.458682715893,212000,-0.0466196,212,56.9482
0.0214242,1000.0,608.039344196,189.6023509502411,3,2.20129,0.0,0.532921671867,215000,-0.0476882,215,70.9365
0.0312013,1000.0,617.433348695,191.39934515953064,2,2.20366,0.0,0.705950021744,217000,-0.0559751,217,59.868
0.0237905,1000.0,627.893840538,193.19544959068298,2,2.17394,0.0,0.556725531816,219000,-0.0456302,219,59.043
0.0198407,1000.0,638.37048861,194.9767038822174,2,2.11486,0.0,0.442535936832,221000,-0.0484125,221,61.2225
0.0193919,1000.0,648.473700719,196.7738745212555,2,2.09344,0.0,0.353751659393,223000,-0.0448505,223,63.37
0.0278152,1000.0,661.420825986,198.5701732635498,2,2.0746,0.0,0.560090988874,225000,-0.0447535,225,67.6491
0.0243655,1000.0,670.227963187,200.36731624603271,2,2.02691,0.0,0.567885220051,227000,-0.0492207,227,67.8091
0.0304414,1000.0,680.54529919,202.14883661270142,2,1.99877,0.0,0.150104165077,229000,-0.041423,229,71.8181
0.0208489,1000.0,691.825740892,203.94488787651062,2,1.97691,0.0,0.22288107872,231000,-0.0405366,231,62.6495
0.0235715,1000.0,702.803328873,205.74261903762817,2,1.94695,0.0,0.285853624344,233000,-0.0473394,233,66.6976
0.0271697,1000.0,711.682229951,207.53898763656616,2,1.89582,0.0,0.316850244999,235000,-0.0444715,235,65.1147
0.0238953,1000.0,720.308740228,209.3204996585846,2,1.84515,0.0,0.238175749779,237000,-0.0457191,237,65.0065
0.0257097,1000.0,729.310808966,211.11731624603271,2,1.8056,0.0,0.152774214745,239000,-0.0420149,239,62.9744
0.0239967,1000.0,739.377791691,212.89810371398926,2,1.78039,0.0,0.181432664394,241000,-0.0465492,241,68.7817
0.0246476,1000.0,748.821541232,214.69635438919067,2,1.70246,0.0,0.137561619282,243000,-0.0423666,243,71.9509
0.0249487,1000.0,757.867154978,216.49286723136902,2,1.68544,0.0,0.268618762493,245000,-0.052011,245,71.9749
0.0314447,1000.0,765.853984274,218.2894253730774,2,1.62503,0.0,0.501527428627,247000,-0.0445678,247,70.073
0.0294739,1000.0,773.248775198,220.08575582504272,2,1.65246,0.0,0.465240240097,249000,-0.0435131,249,75.6942
0.022145,1000.0,780.286029507,221.883864402771,2,1.62503,0.0,0.667273521423,251000,-0.0500175,251,76.8254
0.0308343,1000.0,786.078414982,223.67986345291138,2,1.59514,0.0,0.50298795104,253000,-0.0467594,253,79.2257
0.024657,1000.0,796.57959995,225.47699356079102,3,1.57653,0.0,0.348227441311,256000,-0.0478503,256,111.754
0.0257863,1000.0,804.146379466,227.27310609817505,2,1.51914,0.0,0.249034702778,258000,-0.0442267,258,75.5836
0.0300557,1000.0,812.601595909,229.07063007354736,2,1.45937,0.0,0.492066383362,260000,-0.0496721,260,82.4199
0.0369043,1000.0,819.454579531,230.86671328544617,2,1.43716,0.0,0.2772321105,262000,-0.0422214,262,87.8929
0.0268098,1000.0,827.671228027,232.66463375091553,2,1.40655,0.0,0.265732228756,264000,-0.0431866,264,82.5072
0.0327354,1000.0,836.310974718,234.4609558582306,2,1.41731,0.0,0.250865519047,266000,-0.0415261,266,83.2288
0.0263507,1000.0,846.426313259,236.2660620212555,2,1.40299,0.0,0.217956006527,268000,-0.0450505,268,80.4981
0.0279781,1000.0,856.102436685,238.03946805000305,2,1.39426,0.0,0.215631425381,270000,-0.0397707,270,84.392
0.0241295,1000.0,862.581898372,239.83632564544678,2,1.34901,0.0,0.268629014492,272000,-0.0480991,272,85.8115
0.0257511,1000.0,869.058832706,241.6324954032898,2,1.35326,0.0,0.191928803921,274000,-0.0377938,274,83.0294
0.0271354,1000.0,867.446953051,243.43061447143555,2,1.32557,0.0,0.594892024994,276000,-0.0485232,276,78.3132
0.0201561,1000.0,874.609763703,245.2232768535614,2,1.31675,0.0,0.125549197197,278000,-0.0396979,278,79.3587
0.0249466,1000.0,880.101917236,247.02410197257996,2,1.26563,0.0,0.614189863205,280000,-0.0481278,280,85.7097
0.0307858,1000.0,885.731415858,248.8046534061432,2,1.24881,0.0,0.324021458626,282000,-0.0402066,282,87.5221
0.0246921,1000.0,891.622898624,250.6026680469513,2,1.23323,0.0,0.398528218269,284000,-0.0407966,284,87.2451
0.0225368,1000.0,899.21605657,252.39872884750366,2,1.20937,0.0,0.221235096455,286000,-0.0405497,286,90.1103
0.0282968,1000.0,906.148157169,254.19749307632446,2,1.16621,0.0,0.21629679203,288000,-0.0389863,288,87.7829
0.0193305,1000.0,913.685993594,255.9923038482666,2,1.11192,0.0,0.333626389503,290000,-0.0426312,290,85.6591
0.0279838,1000.0,918.027887084,257.789532661438,2,1.1062,0.0,0.218227088451,292000,-0.0389723,292,89.965
0.0257251,1000.0,924.205113035,259.58556056022644,2,1.09426,0.0,0.110339224339,294000,-0.0371254,294,88.4531
0.02691,1000.0,930.280390091,261.39952278137207,2,1.04826,0.0,0.179933607578,296000,-0.0398122,296,89.6095
0.0276392,1000.0,939.870695283,263.196569442749,3,1.07334,0.0,0.116571485996,299000,-0.0409397,299,133.131
0.028598,1000.0,945.256169199,264.9934048652649,2,1.05882,0.0,0.264574587345,301000,-0.0405804,301,93.6136
0.0278131,1000.0,950.286379973,266.77361154556274,2,1.03257,0.0,0.228374004364,303000,-0.0413013,303,92.1415
0.0402123,1000.0,954.650232672,268.5869810581207,2,1.01789,0.0,0.553983747959,305000,-0.050869,305,97.1675
0.0248324,1000.0,961.014557977,270.36750507354736,2,0.9827,0.0,0.167791247368,307000,-0.0421546,307,90.5917
0.0269888,1000.0,966.902012386,272.16451239585876,2,0.967009,0.0,0.152461409569,309000,-0.0417581,309,95.9979
0.0311464,1000.0,971.834791927,273.9458079338074,2,0.984877,0.0,0.214488148689,311000,-0.0353363,311,93.2036
0.0331927,1000.0,974.279654804,275.74213910102844,2,0.983217,0.0,0.687457710505,313000,-0.0491037,313,101.245
0.0335073,1000.0,980.810200684,277.5392611026764,2,0.928762,0.0,0.13091725111,315000,-0.034861,315,89.8185
0.0208878,1000.0,988.892084111,279.3358860015869,2,0.931677,0.0,0.131627857685,317000,-0.0357138,317,88.5514
0.0294601,1000.0,994.498706365,281.13263392448425,2,0.905815,0.0,0.0904915928841,319000,-0.0369341,319,96.9151
0.0336601,1000.0,1000.29753951,282.92950224876404,2,0.893362,0.0,0.191651344299,321000,-0.0416922,321,99.9576
0.0294129,1000.0,989.833378649,284.72641921043396,2,0.873653,0.0,0.793637022376,323000,-0.0528624,323,65.4801
0.0246878,1000.0,988.614964173,286.5388824939728,2,0.901352,0.0,0.830708816648,325000,-0.0522989,325,109.388
0.0340637,1000.0,994.240934536,288.320595741272,2,0.861135,0.0,0.358529806137,327000,-0.0385627,327,100.904
0.0343544,1000.0,991.286683311,290.1329848766327,2,0.869841,0.0,0.881906725466,329000,-0.0451227,329,112.392
0.0232035,1000.0,995.052508904,291.91451692581177,2,0.900572,0.0,0.156696856022,331000,-0.0389106,331,95.8788
0.0339568,1000.0,1001.55619313,293.7419521808624,2,0.943209,0.0,0.217572152615,333000,-0.0324533,333,100.946
0.0320111,1000.0,1006.36643411,295.5391433238983,2,0.926698,0.0,0.259913265705,335000,-0.042069,335,98.3072
0.024068,1000.0,1011.34427344,297.3358211517334,2,0.898157,0.0,0.095645904541,337000,-0.0364518,337,102.722
0.03274,1000.0,1016.84392791,299.1338596343994,2,0.881628,0.0,0.131489574909,339000,-0.0398283,339,99.6826
0.0304387,1000.0,1023.07894705,300.92277002334595,3,0.830986,0.0,0.293678045273,342000,-0.0463182,342,152.736
0.0291154,1000.0,1026.85001178,302.7270476818085,2,0.770952,0.0,0.290464043617,344000,-0.0400861,344,108.094
0.0288472,1000.0,1031.53028477,304.5239427089691,2,0.766231,0.0,0.202777504921,346000,-0.0449068,346,103.374
0.0238045,1000.0,1037.20928563,306.3075053691864,2,0.756744,0.0,0.164903402328,348000,-0.0420262,348,114.193
0.032977,1000.0,1041.56337064,308.1174829006195,2,0.718197,0.0,0.712867468596,350000,-0.0499088,350,109.481
0.0310809,1000.0,1043.03472789,309.9145607948303,2,0.729054,0.0,0.360440194607,352000,-0.0435026,352,103.709
0.0315738,1000.0,1047.59950223,311.7108681201935,2,0.734929,0.0,0.197291254997,354000,-0.0362956,354,107.744
0.030193,1000.0,1051.63298952,313.50796699523926,2,0.740124,0.0,0.191001117229,356000,-0.0396953,356,108.865
0.0383494,1000.0,1038.79354195,315.32159996032715,2,0.698336,0.0,0.822712346911,358000,-0.0480243,358,66.429
0.02536,1000.0,1042.15786427,317.1169214248657,2,0.668728,0.0,0.471467316151,360000,-0.0495014,360,102.375
0.0268976,1000.0,1045.24778811,318.91431427001953,2,0.638298,0.0,0.41381496191,362000,-0.0446995,362,108.276
0.0290099,1000.0,1046.6831621,320.7110879421234,2,0.589793,0.0,0.120446681976,364000,-0.0402672,364,102.745
0.0286662,1000.0,1050.19733612,322.49277424812317,2,0.565512,0.0,0.206560730934,366000,-0.0434747,366,103.721
0.0271847,1000.0,1052.87946875,324.2971017360687,2,0.566121,0.0,0.364421248436,368000,-0.0400371,368,109.336
0.0231134,1000.0,1056.14659735,326.08601331710815,2,0.563398,0.0,0.139696419239,370000,-0.0416126,370,111.978
0.0328857,1000.0,1059.69636113,327.88288402557373,2,0.518568,0.0,0.22696608305,372000,-0.0374503,372,105.406
0.0360016,1000.0,1062.22423331,329.67970752716064,2,0.519711,0.0,0.31628370285,374000,-0.0411224,374,108.208
0.037131,1000.0,1072.64479332,331.4777989387512,2,0.532014,0.0,0.57181853056,376000,-0.0432098,376,106.629
0.031265,1000.0,1073.87592898,333.2737526893616,2,0.510641,0.0,0.0892239809036,378000,-0.0409192,378,106.158
0.0322343,1000.0,1078.40458911,335.0556981563568,2,0.475885,0.0,0.186106562614,380000,-0.0390031,380,107.733
0.0533732,1000.0,1065.72830864,336.883234500885,2,0.435518,0.0,0.79186013341,382000,-0.0385078,382,67.2478
0.029052,1000.0,1069.82161445,338.67921018600464,3,0.386165,0.0,0.0890610814095,385000,-0.040945,385,159.441
0.0301879,1000.0,1071.64771086,340.4763255119324,2,0.353474,0.0,0.234287917614,387000,-0.0453609,387,110.841
0.0258254,1000.0,1075.22174979,342.2733082771301,2,0.30518,0.0,0.221807777882,389000,-0.0480749,389,105.506
0.0282741,1000.0,1078.10965937,344.07070446014404,2,0.281201,0.0,0.350885093212,391000,-0.0450748,391,112.744
0.0427285,1000.0,1079.72040788,345.85224962234497,2,0.284277,0.0,0.534804582596,393000,-0.0378012,393,117.232
0.0268682,1000.0,1081.21579737,347.6655795574188,2,0.252117,0.0,0.107520520687,395000,-0.0400826,395,108.357
0.0325398,1000.0,1082.5132784,349.46068596839905,2,0.217596,0.0,0.158986866474,397000,-0.0396903,397,112.803
0.0291244,1000.0,1084.19995698,351.2420446872711,2,0.193486,0.0,0.127705574036,399000,-0.0405054,399,114.416
0.0293923,1000.0,1086.86515569,353.08624815940857,2,0.163188,0.0,0.2691655159,401000,-0.0392101,401,107.288
0.0338135,1000.0,1089.06254943,354.9162757396698,2,0.136974,0.0,0.386638104916,403000,-0.0407394,403,113.878
0.0324272,1000.0,1092.89138442,356.7113935947418,2,0.113173,0.0,0.267419993877,405000,-0.0406407,405,116.306
0.0316485,1000.0,1094.46695293,358.52439427375793,2,0.128438,0.0,0.784465298057,407000,-0.0441375,407,112.444
0.033091,1000.0,1080.60938269,360.32038140296936,2,0.143054,0.0,0.885464288294,409000,-0.0399899,409,64.9697
0.027838,1000.0,1083.29167911,362.116911649704,2,0.128111,0.0,0.229984045029,411000,-0.0376793,411,116.188
0.0396281,1000.0,1090.07034125,363.91403675079346,2,0.115298,0.0,0.136317491531,413000,-0.0397007,413,119.259
0.0344955,1000.0,1092.85930549,365.71052289009094,2,0.114477,0.0,0.167669951916,415000,-0.0357115,415,121.723
0.0388693,1000.0,1094.17727798,367.5078537464142,2,0.1105,0.0,0.291750133038,417000,-0.0336774,417,115.285
0.036296,1000.0,1095.58587727,369.30267238616943,2,0.104206,0.0,0.0950382351875,419000,-0.0345277,419,112.655
0.0370818,1000.0,1095.76345209,371.1025993824005,2,0.0984797,0.0,0.443169534206,421000,-0.0446593,421,118.094
0.0306723,1000.0,1112.58600031,372.8980395793915,2,0.0803413,0.0,0.114723324776,423000,-0.0400655,423,114.755
0.0422655,1000.0,1120.4587152,374.6805250644684,2,0.057584,0.0,0.198810696602,425000,-0.0338871,425,113.114
0.0328406,1000.0,1123.62038638,376.49269127845764,3,0.0541796,0.0,0.163689494133,428000,-0.0401101,428,160.618
0.0316389,1000.0,1133.08097141,378.27407717704773,2,0.0544614,0.0,0.146660983562,430000,-0.036817,430,118.123
0.044463,1000.0,1133.76385212,380.08688163757324,2,0.0107533,0.0,0.449310898781,432000,-0.0390691,432,119.384
0.0358023,1000.0,1132.76909608,381.86723041534424,2,0.0281776,0.0,0.31727039814,434000,-0.0383961,434,112.894
0.0393919,1000.0,1135.67649961,383.6801187992096,2,0.0108666,0.0,0.110925793648,436000,-0.0336073,436,113.553
0.0352257,1000.0,1135.94299033,385.4768204689026,2,0.0525761,0.0,0.2203977108,438000,-0.0364467,438,114.142
0.0282295,1000.0,1136.17442252,387.2738387584686,2,0.0421888,0.0,0.198334038258,440000,-0.0376033,440,113.821
0.0295968,1000.0,1136.98553797,389.1199631690979,2,0.0237313,0.0,0.140756964684,442000,-0.0414593,442,116.41
0.0369292,1000.0,1138.06816031,390.92976999282837,2,-0.00713921,0.0,0.0916351675987,444000,-0.0374725,444,117.484
0.0295366,1000.0,1138.21963576,392.7266490459442,2,-0.00832945,0.0,0.120796322823,446000,-0.0375937,446,114.538
0.0289956,1000.0,1139.13138234,394.52359318733215,2,-0.0385382,0.0,0.145145356655,448000,-0.0379161,448,117.633
0.0254827,1000.0,1140.35861721,396.32058000564575,2,-0.0757327,0.0,0.207435965538,450000,-0.0398727,450,105.805
0.0385341,1000.0,1144.71836135,398.11756658554077,2,-0.0959048,0.0,0.319476008415,452000,-0.0410338,452,117.614
0.0391302,1000.0,1146.80408733,399.91877698898315,2,-0.111978,0.0,0.192732691765,454000,-0.0366697,454,120.493
0.0279851,1000.0,1148.26054487,401.7113778591156,2,-0.102665,0.0,0.307451307774,456000,-0.0372237,456,119.616
0.03397,1000.0,1165.54896153,403.50867462158203,2,-0.0865424,0.0,0.137194097042,458000,-0.0354878,458,115.955
0.0272565,1000.0,1167.78925792,405.30471754074097,2,-0.104392,0.0,0.132608532906,460000,-0.0351956,460,118.166
0.0568114,1000.0,1167.63097507,407.08613443374634,2,-0.101812,0.0,0.553865820169,462000,-0.0410663,462,118.499
0.0331449,1000.0,1169.96982989,408.89891815185547,2,-0.13389,0.0,0.245299398899,464000,-0.0400463,464,120.729
0.0329539,1000.0,1170.14163215,410.6951014995575,2,-0.164319,0.0,0.263366758823,466000,-0.0410482,466,122.686
