EpLenMean,loss_ent,EpRewMean,TimestepsSoFar,EpThisIter,loss_pol_entpen,loss_vf_loss,ev_tdlam_before,loss_pol_surr,loss_kl,TimeElapsed,EpisodesSoFar
972.12,1.12484,972.12,474747,2,0.0,68.4295,6.31809234619e-05,-0.00784894,0.00622256,376.30266785621643,1242
972.12,1.09782,972.12,476747,2,0.0,60.2443,0.0130609869957,-0.0109653,0.0065765,377.9276626110077,1244
978.87,1.10227,978.87,478747,2,0.0,65.7371,0.0181017518044,-0.00831248,0.00878449,379.5370342731476,1246
981.05,1.11028,981.05,480747,2,0.0,69.2546,-0.0562828779221,-0.00696475,0.00570374,381.1464033126831,1248
990.38,1.12387,990.38,482747,2,0.0,66.5254,0.00922149419785,-0.00886017,0.0152959,382.77139949798584,1250
990.38,1.12717,990.38,484747,2,0.0,63.4073,0.0562633872032,-0.00653019,0.00991864,384.3807692527771,1252
982.73,1.14984,982.73,486982,3,0.0,69.2303,0.389906525612,-0.0131661,0.00911804,386.0057644844055,1255
982.73,1.14352,982.73,488982,2,0.0,64.5336,0.000338435173035,-0.0135685,0.0123793,387.61513471603394,1257
982.73,1.13595,982.73,490982,2,0.0,68.9654,-0.0629057884216,-0.00659249,0.00465925,389.2245054244995,1259
982.73,1.12781,982.73,492982,2,0.0,68.9463,-0.00128960609436,-0.00433904,0.00489712,390.84141206741333,1261
975.29,1.1144,975.29,495238,3,0.0,99.2793,0.00248956680298,-0.00688908,0.00554718,392.48302268981934,1264
965.14,1.11468,965.14,497223,3,0.0,89.3311,0.00823760032654,-0.00854765,0.00483172,394.1040503978729,1267
962.54,1.11175,962.54,498963,2,0.0,47.7302,-0.000783324241638,-0.00985466,0.00679628,395.7358295917511,1269
972.16,1.11244,972.16,500963,2,0.0,67.8854,-0.0473583936691,-0.00698316,0.00642893,397.3797152042389,1271
972.16,1.09957,972.16,502963,2,0.0,68.0786,-0.0153068304062,-0.00805195,0.00988947,399.00539922714233,1273
972.16,1.08888,972.16,504963,2,0.0,68.0465,-0.00262486934662,-0.00913717,0.0118903,400.6147699356079,1275
972.16,1.09382,972.16,506963,2,0.0,68.1307,-0.000656962394714,-0.00748601,0.0072626,402.22413873672485,1277
972.16,1.07496,972.16,508963,2,0.0,65.4652,0.00226241350174,-0.0121347,0.00879436,403.84871554374695,1279
972.16,1.06231,972.16,511963,3,0.0,91.1734,-0.0140916109085,-0.00877151,0.0270065,405.4717752933502,1282
972.16,1.0847,972.16,513963,2,0.0,68.4617,-0.00740134716034,-0.00561185,0.00826649,407.0910074710846,1284
963.46,1.06513,963.46,516093,3,0.0,97.9585,0.00627911090851,-0.0103475,0.00531559,408.73254227638245,1287
962.28,1.05098,962.28,517975,2,0.0,61.7251,0.0641395449638,-0.0123824,0.00961071,410.3575155735016,1289
962.28,1.05088,962.28,519975,2,0.0,68.1736,-0.0266230106354,-0.00664092,0.00706952,411.95933771133423,1291
962.28,1.0551,962.28,521975,2,0.0,68.1233,-0.00599217414856,-0.00308128,0.00316633,413.58414340019226,1293
962.28,1.06673,962.28,523975,2,0.0,65.7982,0.00819373130798,-0.00736205,0.0111775,415.22459745407104,1295
955.67,1.06021,955.67,526314,3,0.0,72.5135,0.0187578201294,-0.00806597,0.00567952,416.84764099121094,1298
955.67,1.06218,955.67,528314,2,0.0,68.3351,-0.0190002918243,-0.00841224,0.00822532,418.46455430984497,1300
955.67,1.07612,955.67,530314,2,0.0,63.449,-0.00512886047363,-0.00621942,0.00332318,420.09985518455505,1302
955.67,1.07551,955.67,532314,2,0.0,68.557,-0.0116957426071,-0.00777453,0.00563451,421.7092390060425,1304
947.48,1.07623,947.48,534495,3,0.0,96.9688,0.0261728167534,-0.00654414,0.00714615,423.3360071182251,1307
947.48,1.08525,947.48,536495,2,0.0,67.6834,-0.0143812894821,-0.00480092,0.00622783,424.9524827003479,1309
941.38,1.06405,941.38,537885,2,0.0,63.8645,0.0704810023308,-0.00853514,0.00779298,426.57632994651794,1311
941.38,1.07884,941.38,539885,2,0.0,67.856,-0.0141410827637,-0.00935398,0.0100028,428.194171667099,1313
941.38,1.07625,941.38,541885,2,0.0,67.9903,-0.0058661699295,-0.00769618,0.00473384,429.80454087257385,1315
941.38,1.08992,941.38,543885,2,0.0,67.9934,-0.0101008415222,-0.00723685,0.00540474,431.4272861480713,1317
941.38,1.11248,941.38,545885,2,0.0,68.0388,-0.000181436538696,-0.00976116,0.00865522,433.0432288646698,1319
931.68,1.11397,931.68,547915,3,0.0,93.8414,0.0142946243286,-0.00699639,0.00507752,434.662052154541,1322
923.38,1.10054,923.38,550085,3,0.0,96.9185,0.0252603292465,-0.00744777,0.0047013,436.2870469093323,1325
923.38,1.09075,923.38,552085,2,0.0,66.3862,-0.0147140026093,-0.00868256,0.00550211,437.8964161872864,1327
923.38,1.10373,923.38,554085,2,0.0,66.862,-0.00120735168457,-0.0088332,0.00673088,439.5160322189331,1329
923.38,1.10174,923.38,556085,2,0.0,67.1671,-0.000185608863831,-0.00643713,0.0123069,441.1352024078369,1331
923.38,1.08167,923.38,559085,3,0.0,98.9751,-0.000100016593933,-0.00722066,0.00718084,442.75143480300903,1334
923.38,1.09694,923.38,561085,2,0.0,66.8534,-0.00149369239807,-0.00803383,0.0076196,444.3655128479004,1336
923.38,1.1077,923.38,563085,2,0.0,67.1319,-0.00235974788666,-0.00802703,0.00659211,445.9819734096527,1338
913.17,1.10941,913.17,565064,3,0.0,87.8877,0.0109378099442,-0.0107104,0.0047919,447.6078007221222,1341
905.38,1.10064,905.38,567285,3,0.0,83.8534,0.0510460138321,-0.0119725,0.0108333,449.2404329776764,1344
905.38,1.12175,905.38,569285,2,0.0,67.8946,-0.026500582695,-0.00593805,0.00890181,450.86556005477905,1346
902.23,1.11786,902.23,570970,2,0.0,65.2682,-6.74724578857e-05,-0.00773531,0.00501404,452.52349758148193,1348
900.08,1.10744,900.08,572755,2,0.0,64.7503,0.0407404303551,-0.00748015,0.00436638,454.1565933227539,1350
893.86,1.125,893.86,575074,3,0.0,69.227,0.222077786922,-0.0083174,0.00380144,455.7562873363495,1353
896.59,1.13498,896.59,576641,2,0.0,65.7866,0.0179663896561,-0.00962078,0.00483969,457.3868923187256,1355
896.59,1.13584,896.59,578641,2,0.0,68.0405,-0.012883067131,-0.00832385,0.0123927,459.00591349601746,1357
891.9,1.11894,891.9,581172,3,0.0,95.1298,0.0191128849983,-0.00652737,0.00557742,460.61636233329773,1360
891.9,1.13239,891.9,583172,2,0.0,67.2265,-0.00923442840576,-0.00962628,0.00929998,462.24113726615906,1362
874.33,1.1177,874.33,585656,6,0.0,168.699,0.0482814311981,-0.0138024,0.0082458,463.8576560020447,1368
876.93,1.11195,876.93,587656,2,0.0,65.5056,-0.0704797506332,-0.00854922,0.0123153,465.48175597190857,1370
876.93,1.09244,876.93,589656,2,0.0,65.5242,-0.0012059211731,-0.00929211,0.00796709,467.0684778690338,1372
876.93,1.08251,876.93,591656,2,0.0,66.0649,-0.0008544921875,-0.00993929,0.00660268,468.68693923950195,1374
876.93,1.07529,876.93,593656,2,0.0,66.4869,-0.00134646892548,-0.00842376,0.00579335,470.28705739974976,1376
866.59,1.06626,866.59,595622,3,0.0,38.4778,0.326991736889,-0.0141801,0.00559669,471.9276752471924,1379
857.26,1.05182,857.26,597689,3,0.0,90.3538,0.00487273931503,-0.0105701,0.0058568,473.53704738616943,1382
857.87,1.05279,857.87,599880,3,0.0,71.6104,0.204399168491,-0.0108294,0.00826098,475.1620411872864,1385
857.87,1.02374,857.87,601880,2,0.0,47.0989,0.00325292348862,-0.00999723,0.00668233,476.7756402492523,1387
859.05,1.02233,859.05,603880,2,0.0,67.7368,-0.0430979728699,-0.00853286,0.00824269,478.40775513648987,1389
859.05,1.02083,859.05,605880,2,0.0,67.9014,-0.00694298744202,-0.00849735,0.00689072,480.03123569488525,1391
859.05,1.01932,859.05,607880,2,0.0,68.012,-0.0118585824966,-0.00468052,0.00551399,481.6420691013336,1393
859.05,1.03139,859.05,609880,2,0.0,68.056,-0.000534176826477,-0.00587117,0.00425141,483.2602059841156,1395
865.66,1.0209,865.66,611880,2,0.0,68.1445,-0.00125813484192,-0.00565944,0.01036,484.91697239875793,1397
865.66,1.03369,865.66,613880,2,0.0,68.2281,-0.0029114484787,-0.00679822,0.00506727,486.5295033454895,1399
865.66,1.0242,865.66,615880,2,0.0,68.3029,-0.000411510467529,-0.00553483,0.0037281,488.14659810066223,1401
865.66,1.04239,865.66,617880,2,0.0,68.2617,-0.00483727455139,-0.0059519,0.0083867,489.7718105316162,1403
865.66,1.06,865.66,619880,2,0.0,68.3047,-0.000343084335327,-0.00557562,0.00638853,491.36638951301575,1405
873.85,1.06438,873.85,621880,2,0.0,68.3694,-3.46899032593e-05,-0.00701372,0.0085773,492.982896566391,1407
873.85,1.07067,873.85,623880,2,0.0,68.4011,-0.000367403030396,-0.00904632,0.00635723,494.6044201850891,1409
879.95,1.08939,879.95,625880,2,0.0,68.3946,-0.000627756118774,-0.00779512,0.0121499,496.21846199035645,1411
879.95,1.11771,879.95,627880,2,0.0,68.4512,-0.000141382217407,-0.00608421,0.00741411,497.8345012664795,1413
879.95,1.12515,879.95,629880,2,0.0,68.4148,-0.000257015228271,-0.00583102,0.0076539,499.4587275981903,1415
879.95,1.16456,879.95,631880,2,0.0,68.4124,-0.000737547874451,-0.00764294,0.00853061,501.0680949687958,1417
879.95,1.18605,879.95,634880,3,0.0,101.026,-0.0014796257019,-0.00733518,0.00731034,502.69309091567993,1420
889.65,1.18101,889.65,636880,2,0.0,67.6051,3.61204147339e-05,-0.00851556,0.00712859,504.30246210098267,1422
887.46,1.17737,887.46,638661,2,0.0,64.8509,0.00025749206543,-0.0057199,0.00563076,505.9401652812958,1424
895.76,1.19991,895.76,640661,2,0.0,67.9769,-0.00326991081238,-0.00758662,0.0118203,507.5529074668884,1426
895.76,1.20575,895.76,642661,2,0.0,68.1013,-0.00139319896698,-0.00808763,0.00448905,509.1781601905823,1428
895.76,1.21074,895.76,644661,2,0.0,68.1709,2.51531600952e-05,-0.00986925,0.00755169,510.7820165157318,1430
890.66,1.20519,890.66,647151,3,0.0,96.1832,0.0197460055351,-0.00954606,0.00653385,512.4235103130341,1433
890.66,1.21496,890.66,649151,2,0.0,67.6164,-0.00662434101105,-0.00652941,0.00437635,514.0417187213898,1435
890.66,1.20996,890.66,651151,2,0.0,67.7941,-0.00990474224091,-0.00686746,0.00497541,515.6537029743195,1437
891.39,1.21319,891.39,653151,2,0.0,67.8608,-0.00487005710602,-0.00829084,0.00711116,517.2749621868134,1439
900.87,1.17878,900.87,655151,2,0.0,68.0773,-0.000410556793213,-0.00922518,0.0070012,518.8814160823822,1441
900.87,1.18948,900.87,657151,2,0.0,68.1599,-6.13927841187e-05,-0.00854529,0.0072008,520.5055284500122,1443
908.66,1.19874,908.66,659151,2,0.0,68.1808,-0.00113916397095,-0.00670916,0.0109364,522.1148991584778,1445
905.82,1.18191,905.82,660552,2,0.0,55.9501,-0.0311322212219,-0.0128926,0.00739915,523.7398943901062,1447
895.49,1.17223,895.49,663304,4,0.0,107.062,0.0614811182022,-0.0124981,0.00380625,525.3409838676453,1451
902.3,1.15186,902.3,665304,2,0.0,66.6728,-0.187283277512,-0.0152971,0.0143961,526.975569486618,1453
906.63,1.146,906.63,667304,2,0.0,66.8277,-0.00321769714355,-0.00579059,0.00721989,528.6164393424988,1455
906.63,1.16134,906.63,669304,2,0.0,67.1396,-0.000905275344849,-0.0083547,0.0105512,530.2718441486359,1457
906.63,1.16847,906.63,671304,2,0.0,67.3783,-0.0074874162674,-0.00823912,0.00595932,531.9039461612701,1459
911.32,1.16017,911.32,673304,2,0.0,65.4544,0.00194656848907,-0.00960337,0.00887831,533.5290176868439,1461
911.32,1.16913,911.32,675304,2,0.0,67.7041,-0.0110685825348,-0.00680728,0.00556565,535.1470246315002,1463
920.26,1.17728,920.26,677304,2,0.0,66.2871,-0.000766754150391,-0.009383,0.00630092,536.756490945816,1465
938.39,1.14333,938.39,679273,2,0.0,64.3472,0.060138463974,-0.0100166,0.0165538,538.3649442195892,1467
946.17,1.13538,946.17,681273,2,0.0,68.0117,-0.0432990789413,-0.00850183,0.00881634,539.9942724704742,1469
940.09,1.14263,940.09,683665,3,0.0,84.76,0.154572546482,-0.0119223,0.00550266,541.6176044940948,1472
940.09,1.14816,940.09,685665,2,0.0,67.2368,-0.0087069272995,-0.0073797,0.00930367,543.240818977356,1474
940.09,1.14057,940.09,687665,2,0.0,61.889,0.00354611873627,-0.0157059,0.00553402,544.849317073822,1476
942.8,1.15413,942.8,689665,2,0.0,67.8715,-0.00773358345032,-0.00656115,0.00707817,546.4899365901947,1478
947.91,1.15105,947.91,691413,2,0.0,65.9077,-0.000327110290527,-0.00951703,0.00705031,548.1149311065674,1480
957.24,1.15371,957.24,693413,2,0.0,68.0331,-0.0139620304108,-0.00687298,0.00544998,549.7252399921417,1482
961.89,1.16789,961.89,696069,3,0.0,94.1625,0.00409030914307,-0.0146832,0.0114844,551.3501124382019,1485
961.89,1.1797,961.89,698069,2,0.0,67.4053,-0.00745093822479,-0.00642657,0.00941233,552.9665894508362,1487
957.29,1.17055,957.29,699609,2,0.0,62.5826,0.00326651334763,-0.00944269,0.00630214,554.5924472808838,1489
957.29,1.15278,957.29,701609,2,0.0,66.2551,-0.0144840478897,-0.01015,0.00903657,556.1936297416687,1491
957.29,1.16577,957.29,703609,2,0.0,67.9614,-0.0109767913818,-0.00745222,0.00474229,557.8183808326721,1493
956.7,1.14306,956.7,706550,3,0.0,96.4412,0.0219718813896,-0.00923792,0.00461162,559.4282886981964,1496
956.7,1.13009,956.7,708550,2,0.0,67.2554,-0.00908827781677,-0.00793677,0.0053458,561.0604500770569,1498
956.7,1.12392,956.7,710550,2,0.0,67.5246,-0.00460982322693,-0.00578877,0.00671466,562.6875374317169,1500
956.7,1.12826,956.7,712550,2,0.0,67.6834,-0.000824570655823,-0.00689554,0.00525402,564.314361333847,1502
956.7,1.1204,956.7,714550,2,0.0,67.8704,-0.000395178794861,-0.00787074,0.00862147,565.9237310886383,1504
947.06,1.12088,947.06,716586,3,0.0,96.1067,0.00149321556091,-0.0110858,0.00713463,567.5479323863983,1507
947.06,1.11203,947.06,718586,2,0.0,67.0433,0.000143527984619,-0.011243,0.00797567,569.1940462589264,1509
945.47,1.11895,945.47,720427,2,0.0,38.9079,0.104788005352,-0.0158352,0.00852039,570.8417875766754,1511
945.47,1.12472,945.47,722427,2,0.0,68.9414,-0.0337951183319,-0.00696457,0.00560752,572.4541659355164,1513
941.67,1.11322,941.67,724047,2,0.0,61.7905,0.0773854255676,-0.0141141,0.00658743,574.0947849750519,1515
941.67,1.1114,941.67,726047,2,0.0,69.8888,-0.0999732017517,-0.00814296,0.00853967,575.7057609558105,1517
941.67,1.09169,941.67,729047,3,0.0,88.0058,-0.0105378627777,-0.00796119,0.00530009,577.3206312656403,1520
941.67,1.09467,941.67,731047,2,0.0,68.0809,-5.59091567993e-05,-0.0118685,0.0117057,578.9272861480713,1522
943.86,1.10588,943.86,733047,2,0.0,68.3508,-0.000690102577209,-0.00808854,0.00882123,580.5366578102112,1524
943.86,1.11675,943.86,735047,2,0.0,68.3645,0.000418245792389,-0.0110625,0.00873312,582.161652803421,1526
943.86,1.13751,943.86,737047,2,0.0,68.4474,-0.00182449817657,-0.00928022,0.00888911,583.7710220813751,1528
943.86,1.13805,943.86,739047,2,0.0,68.481,-0.000301718711853,-0.0102857,0.0129833,585.3960168361664,1530
948.96,1.14538,948.96,741047,2,0.0,68.4849,-0.00117218494415,-0.00831457,0.00624474,587.0366384983063,1532
948.96,1.16041,948.96,743047,2,0.0,68.5232,-0.000263214111328,-0.00567232,0.00699092,588.6616322994232,1534
948.96,1.15675,948.96,745047,2,0.0,68.5126,-0.000532627105713,-0.00839337,0.00635824,590.2710041999817,1536
948.96,1.16435,948.96,747047,2,0.0,68.4,-0.00359642505646,-0.00584624,0.00824592,591.9272472858429,1538
948.96,1.17308,948.96,749047,2,0.0,68.4352,-0.000761985778809,-0.0114943,0.00821589,593.5366625785828,1540
948.96,1.17781,948.96,751047,2,0.0,68.4667,-3.20672988892e-05,-0.00677511,0.00844531,595.1616125106812,1542
948.96,1.1692,948.96,753047,2,0.0,68.448,-0.000296235084534,-0.00842553,0.00886625,596.7709836959839,1544
951.21,1.17615,951.21,755047,2,0.0,52.4628,0.00503307580948,-0.0137081,0.0145144,598.3959777355194,1546
954.95,1.18005,954.95,757047,2,0.0,68.828,-0.105740785599,-0.00938876,0.0100527,600.0209739208221,1548
964.22,1.18384,964.22,759047,2,0.0,68.5613,-0.0272243022919,-0.00783194,0.00758119,601.6330885887146,1550
967.43,1.20031,967.43,761047,2,0.0,68.565,-0.0233821868896,-0.0133082,0.00865201,603.2409174442291,1552
967.43,1.19325,967.43,763047,2,0.0,67.6868,0.00105029344559,-0.00962584,0.00602467,604.8584265708923,1554
967.43,1.20698,967.43,765047,2,0.0,68.3923,-0.00658845901489,-0.00611693,0.00662354,606.4888689517975,1556
967.43,1.20791,967.43,767047,2,0.0,68.3904,-0.00294744968414,-0.00911069,0.00542289,608.0982398986816,1558
967.43,1.21547,967.43,770047,3,0.0,100.949,-0.0084627866745,-0.0097898,0.00550079,609.7102856636047,1561
961.68,1.21639,961.68,771472,2,0.0,61.1029,0.00568205118179,-0.00854221,0.00795236,611.3350892066956,1563
961.68,1.21545,961.68,773472,2,0.0,67.8275,-0.000892400741577,-0.00943424,0.00523828,612.968199968338,1565
961.99,1.22669,961.99,775472,2,0.0,67.9413,-0.0231559276581,-0.00889584,0.00649868,614.5725402832031,1567
961.99,1.23327,961.99,777472,2,0.0,67.9412,-0.0125848054886,-0.0119402,0.0111463,616.1936814785004,1569
968.07,1.22783,968.07,779472,2,0.0,67.9956,-5.48362731934e-06,-0.00719669,0.00635195,617.8142764568329,1571
959.45,1.22325,959.45,781610,3,0.0,87.7675,0.00360280275345,-0.0122311,0.00635047,619.4385769367218,1574
953.27,1.20647,953.27,783992,3,0.0,93.5935,0.0541617870331,-0.0127292,0.00861332,621.0472741127014,1577
955.79,1.20071,955.79,785992,2,0.0,67.2234,-0.0464373826981,-0.00851777,0.00397208,622.6701846122742,1579
949.74,1.18011,949.74,788387,3,0.0,92.222,0.000882685184479,-0.0113001,0.00651253,624.2792851924896,1582
949.74,1.18845,949.74,790387,2,0.0,66.7316,-0.0357085466385,-0.0103236,0.00675148,625.8973715305328,1584
953.18,1.18732,953.18,792387,2,0.0,67.0867,-0.000767827033997,-0.00976351,0.00985879,627.5077493190765,1586
957.78,1.20423,957.78,794387,2,0.0,67.31,-0.00057590007782,-0.00787722,0.00815631,629.1554691791534,1588
957.78,1.22204,957.78,796387,2,0.0,67.4993,-0.000947117805481,-0.00829604,0.00906864,630.7713627815247,1590
957.78,1.23169,957.78,798387,2,0.0,67.6696,-0.00304675102234,-0.0100017,0.00834454,632.4202425479889,1592
957.78,1.23945,957.78,800387,2,0.0,67.8066,-0.00142920017242,-0.00954629,0.00906496,634.0371203422546,1594
958.37,1.21988,958.37,802387,2,0.0,58.4956,0.00268459320068,-0.0125504,0.00928441,635.6472642421722,1596
958.37,1.22184,958.37,804387,2,0.0,68.4041,-0.0307961702347,-0.00726115,0.0120624,637.2754175662994,1598
958.37,1.22896,958.37,806387,2,0.0,68.2977,-0.00745737552643,-0.00660248,0.00508104,638.8919088840485,1600
958.37,1.21614,958.37,808387,2,0.0,68.2811,-0.000421643257141,-0.011214,0.00971203,640.5175523757935,1602
958.37,1.21282,958.37,810387,2,0.0,67.4443,-0.00251877307892,-0.00987688,0.0102016,642.1343514919281,1604
967.47,1.20347,967.47,812333,2,0.0,65.2367,0.00184947252274,-0.0101634,0.00508048,643.7598795890808,1606
967.47,1.20619,967.47,814333,2,0.0,68.0593,-0.0189791917801,-0.0103353,0.00841235,645.3692646026611,1608
969.06,1.19203,969.06,816333,2,0.0,68.3208,-0.0125956535339,-0.0102923,0.00697569,646.9867553710938,1610
969.06,1.17632,969.06,818333,2,0.0,67.851,-0.00386798381805,-0.0106904,0.00662277,648.6061661243439,1612
969.06,1.17902,969.06,820333,2,0.0,68.3698,-0.00823819637299,-0.00711453,0.00428581,650.2256557941437,1614
972.86,1.16686,972.86,822333,2,0.0,68.4113,-0.020516872406,-0.010523,0.00758687,651.849595785141,1616
972.86,1.17809,972.86,825333,3,0.0,100.838,-1.26361846924e-05,-0.0134913,0.00736098,653.4755976200104,1619
972.86,1.17101,972.86,827333,2,0.0,63.8137,0.00105738639832,-0.0117313,0.00769715,655.0920879840851,1621
972.86,1.18377,972.86,829333,2,0.0,68.0318,-0.0140615701675,-0.0106417,0.00835988,656.702178478241,1623
972.86,1.17968,972.86,831333,2,0.0,61.8687,-0.00738370418549,-0.0124391,0.0060408,658.3414223194122,1625
972.86,1.19251,972.86,833333,2,0.0,68.4835,-0.0466977357864,-0.00693862,0.00525224,659.959187746048,1627
957.19,1.17961,957.19,834766,3,0.0,60.3257,0.116747021675,-0.0148416,0.00494685,661.5840592384338,1630
948.51,1.17875,948.51,836898,3,0.0,91.2394,-0.0613440275192,-0.0109379,0.00722976,663.1900084018707,1633
948.51,1.1853,948.51,838898,2,0.0,68.5943,-0.0811614990234,-0.0112408,0.00885558,664.8250212669373,1635
947.74,1.1812,947.74,840821,2,0.0,47.6573,0.144703626633,-0.0125654,0.00668853,666.4362778663635,1637
947.74,1.20449,947.74,842821,2,0.0,67.4941,0.00154876708984,-0.00819585,0.00799751,668.0537121295929,1639
947.74,1.20208,947.74,845821,3,0.0,99.4435,-0.0164657831192,-0.0139279,0.0093283,669.6630063056946,1642
932.35,1.20601,932.35,847282,3,0.0,65.5021,0.155577719212,-0.012547,0.00728553,671.2870728969574,1645
932.35,1.19518,932.35,849282,2,0.0,66.8823,-0.00273644924164,-0.0100619,0.0102286,672.9120695590973,1647
932.35,1.21799,932.35,851282,2,0.0,68.2561,-0.0117900371552,-0.0115716,0.010368,674.5295798778534,1649
932.35,1.23652,932.35,853282,2,0.0,68.1003,-0.00906813144684,-0.0089861,0.00794457,676.1479864120483,1651
932.35,1.24684,932.35,855282,2,0.0,68.0894,-0.00706171989441,-0.0137148,0.00711064,677.7713510990143,1653
932.35,1.28124,932.35,857282,2,0.0,68.2782,-0.00151431560516,-0.0100242,0.0086948,679.396345615387,1655
932.35,1.27438,932.35,859282,2,0.0,68.3363,-0.00511026382446,-0.0102414,0.00701446,681.0057163238525,1657
932.35,1.26685,932.35,861282,2,0.0,68.3646,-9.69171524048e-05,-0.00995173,0.00972905,682.6307110786438,1659
932.35,1.27481,932.35,863282,2,0.0,68.3911,-0.00352716445923,-0.00939803,0.0095671,684.2400822639465,1661
938.1,1.28077,938.1,866282,3,0.0,100.144,-2.47955322266e-05,-0.0128494,0.00850761,685.8650760650635,1664
938.1,1.28541,938.1,868282,2,0.0,67.7356,-6.22272491455e-05,-0.0115717,0.0166753,687.4841079711914,1666
938.1,1.30951,938.1,870282,2,0.0,67.8565,-0.0054669380188,-0.00774527,0.00333316,689.1022162437439,1668
938.1,1.33035,938.1,872282,2,0.0,67.9806,-0.000121712684631,-0.00974431,0.00765661,690.7284464836121,1670
934.62,1.33677,934.62,873934,2,0.0,64.7618,0.00222450494766,-0.0127044,0.00786558,692.3537504673004,1672
943.24,1.33762,943.24,875934,2,0.0,68.1997,-0.00232076644897,-0.0147538,0.0149814,693.9863107204437,1674
949.42,1.32023,949.42,877934,2,0.0,68.228,-0.000487923622131,-0.00793414,0.00635625,695.6267518997192,1676
943.59,1.31464,943.59,880351,3,0.0,92.6937,0.000687539577484,-0.0112742,0.00670325,697.2397861480713,1679
949.64,1.30944,949.64,882351,2,0.0,67.2936,-0.0325663089752,-0.00885056,0.00578995,698.8579061031342,1681
949.64,1.28897,949.64,884351,2,0.0,53.9699,-0.00176739692688,-0.0150977,0.0107619,700.4824004173279,1683
949.64,1.30096,949.64,886351,2,0.0,67.9453,-0.002112865448,-0.00885491,0.00705724,702.1001319885254,1685
949.64,1.29093,949.64,888351,2,0.0,66.4898,-0.0335538387299,-0.012861,0.00857922,703.7250998020172,1687
949.64,1.29024,949.64,890351,2,0.0,68.0233,-0.00461602210999,-0.00792932,0.00621694,705.3346030712128,1689
947.34,1.28455,947.34,892121,2,0.0,65.3681,0.0039449930191,-0.00801248,0.00738439,706.9510998725891,1691
947.34,1.30967,947.34,894121,2,0.0,66.1221,0.000497043132782,-0.0103034,0.00666834,708.5610437393188,1693
947.34,1.30044,947.34,896121,2,0.0,57.621,0.0604172945023,-0.0150199,0.00808396,710.193076133728,1695
929.75,1.2791,929.75,898362,4,0.0,114.454,0.22412532568,-0.0121037,0.00579696,711.8024473190308,1699
923.22,1.28703,923.22,900709,3,0.0,76.6219,0.0828021168709,-0.0101655,0.00489088,713.4118165969849,1702
923.22,1.28592,923.22,902709,2,0.0,67.3023,-0.0469665527344,-0.0077527,0.0152721,715.0211877822876,1704
923.76,1.29082,923.76,904709,2,0.0,67.4068,-0.00580978393555,-0.0105448,0.00883627,716.6305577754974,1706
923.76,1.30536,923.76,906709,2,0.0,59.5556,0.0204160809517,-0.0147285,0.00867917,718.2399270534515,1708
920.98,1.30525,920.98,908431,2,0.0,68.0688,-0.00648355484009,-0.0101004,0.0057792,719.8649225234985,1710
920.98,1.30624,920.98,910431,2,0.0,68.1581,-0.00239372253418,-0.0069099,0.00582743,721.4742932319641,1712
920.98,1.31647,920.98,912431,2,0.0,68.2774,-0.00964081287384,-0.00892115,0.00763288,723.0989370346069,1714
920.98,1.31114,920.98,915431,3,0.0,99.3081,-6.98566436768e-05,-0.0133612,0.00804027,724.7083067893982,1717
904.22,1.31658,904.22,916755,3,0.0,67.0132,0.0924221873283,-0.0172532,0.00849332,726.3333041667938,1720
898.03,1.30487,898.03,919136,3,0.0,94.4752,-0.109777331352,-0.0128867,0.00807729,727.9426720142365,1723
898.03,1.30609,898.03,921136,2,0.0,66.5227,-0.0159282684326,-0.00788052,0.00644393,729.5676674842834,1725
898.03,1.31069,898.03,923136,2,0.0,66.7944,-0.0198138952255,-0.00657125,0.0133825,731.1926624774933,1727
909.78,1.31989,909.78,925136,2,0.0,67.1349,-0.00072181224823,-0.0115149,0.0129033,732.8176591396332,1729
912.04,1.29631,912.04,926970,2,0.0,46.9689,0.245401501656,-0.0136027,0.00918039,734.4582784175873,1731
920.72,1.28435,920.72,928970,2,0.0,68.1105,-0.00367331504822,-0.0129693,0.0110187,736.0832722187042,1733
920.72,1.29288,920.72,930970,2,0.0,68.1937,-0.00703132152557,-0.0110017,0.0136195,737.7238936424255,1735
921.49,1.29653,921.49,932970,2,0.0,68.2369,-0.0184365510941,-0.00859078,0.00723455,739.3488883972168,1737
912.96,1.29221,912.96,935117,3,0.0,100.448,-0.00147879123688,-0.0112195,0.00531225,740.9895071983337,1740
893.03,1.29679,893.03,937585,6,0.0,114.838,0.213228523731,-0.0219716,0.00966057,742.6145026683807,1746
893.03,1.29669,893.03,939585,2,0.0,66.7165,-0.0421421527863,-0.0116642,0.00686801,744.2394983768463,1748
885.31,1.29,885.31,941813,3,0.0,66.6408,0.248022079468,-0.0178774,0.0113227,745.864492893219,1751
885.31,1.30434,885.31,943813,2,0.0,67.8449,-0.0515904426575,-0.00901725,0.00949873,747.5051140785217,1753
885.31,1.31156,885.31,945813,2,0.0,69.8532,-0.059494972229,-0.0117727,0.00816854,749.1301076412201,1755
885.31,1.30671,885.31,947813,2,0.0,67.0907,-0.0134364366531,-0.00975598,0.00835602,750.7707285881042,1757
885.31,1.3063,885.31,949813,2,0.0,63.1297,0.00412493944168,-0.012297,0.00896606,752.4269738197327,1759
